,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-09-01 08:50:54.000000,2022-09-01 08:50:54,28600.0,540.0,4391,335.0,8503.0,1709.0,7040.0,10128,"Ecosystem of open-source software for mathematics, science, and engineering.",1347.0,49,True,2022-08-27 02:03:18.000,1.9.1,83.0,scipy,conda-forge/scipy,,354933.0,43586128.0,616748.0,558521.0,https://pypi.org/project/scipy,2022-07-05 00:14:32.000,58227.0,43230808.0,https://anaconda.org/conda-forge/scipy,2022-08-30 14:11:29.079,26690723.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-09-01 12:32:45.000000,2022-08-31 22:37:15,13639.0,282.0,1886,213.0,3879.0,121.0,2496.0,10096,The friendly PIL fork (Python Imaging Library).,408.0,47,True,2022-07-01 18:32:05.000,9.2.0,89.0,Pillow,conda-forge/pillow,,,46196061.0,892330.0,829175.0,https://pypi.org/project/Pillow,2022-07-01 18:28:52.000,63155.0,45960786.0,https://anaconda.org/conda-forge/pillow,2022-08-13 11:08:07.290,18116211.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-09-01 10:48:16.000000,2022-08-31 23:03:37,7300.0,246.0,19170,1944.0,5500.0,332.0,11192.0,56045,Deep Learning for humans.,1101.0,45,True,2022-05-13 20:03:15.000,2.9.0,67.0,keras,conda-forge/keras,['tensorflow'],,8445163.0,330.0,,https://pypi.org/project/keras,2022-05-13 18:15:03.000,330.0,8410837.0,https://anaconda.org/conda-forge/keras,2022-05-19 01:56:08.499,2505866.0,1.0,https://keras.io,,,,,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-09-01 12:34:02.000000,2022-09-01 08:38:37,51882.0,784.0,3727,283.0,11779.0,4511.0,8080.0,9538,A computer algebra system written in pure Python.,1169.0,45,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,461571.0,2603933.0,49845.0,45635.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4210.0,2569007.0,https://anaconda.org/conda-forge/sympy,2022-08-23 23:56:28.223,2335552.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-09-01 14:02:14.000000,2022-08-31 07:02:34,15586.0,126.0,3904,553.0,3295.0,99.0,5133.0,24091,Industrial-strength Natural Language Processing (NLP) in Python.,700.0,44,True,2022-07-26 13:08:23.000,3.4.1,196.0,spacy,conda-forge/spacy,,3146.0,4666016.0,45120.0,42745.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4624825.0,https://anaconda.org/conda-forge/spacy,2022-07-27 17:54:46.471,2756904.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-09-01 07:53:40.133000,2022-08-31 19:42:08,5911.0,97.0,8452,928.0,3691.0,311.0,4246.0,23136,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",574.0,44,True,2022-08-23 13:05:54.000,1.6.2,65.0,xgboost,conda-forge/xgboost,,5037.0,8354873.0,36811.0,35441.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1370.0,8309792.0,https://anaconda.org/conda-forge/xgboost,2022-09-01 07:53:40.133,2972138.0,1.0,https://xgboost.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-09-01 14:44:01.000000,2022-09-01 05:30:41,14111.0,1293.0,3838,423.0,16814.0,2696.0,8667.0,21812,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,747.0,44,True,2022-08-23 04:57:08.000,ray-2.0.0,76.0,ray,conda-forge/ray-tune,,,1827900.0,6015.0,5736.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,1825254.0,https://anaconda.org/conda-forge/ray-tune,2022-08-31 22:12:49.651,55581.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-09-01 14:14:18.000000,2022-09-01 05:54:06,12911.0,1119.0,1831,287.0,7440.0,1070.0,2598.0,20048,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",439.0,44,True,2022-08-31 18:28:01.219,0.3.17,124.0,jax,conda-forge/jaxlib,,,628809.0,5699.0,5377.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,322.0,617923.0,https://anaconda.org/conda-forge/jaxlib,2022-08-25 23:05:09.618,413689.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-09-01 14:31:39.000000,2022-09-01 07:34:43,7021.0,157.0,2687,275.0,2845.0,337.0,2638.0,11492,Network Analysis in Python.,614.0,44,True,2022-08-22 14:09:24.936,2.8.6,81.0,networkx,conda-forge/networkx,,60.0,19342137.0,130057.0,116593.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13464.0,19231657.0,https://anaconda.org/conda-forge/networkx,2022-08-22 18:30:33.145,7844131.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-09-01 00:15:59.000000,2022-08-31 08:50:24,13259.0,51.0,2042,186.0,3810.0,637.0,1861.0,5031,Image processing in Python.,566.0,44,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,5304490.0,120891.0,111525.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9366.0,5253651.0,https://anaconda.org/conda-forge/scikit-image,2022-08-10 20:08:06.478,3863783.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-09-01 14:04:07.000000,2022-09-01 14:03:58,34014.0,721.0,25868,2073.0,37733.0,224.0,,33773,Apache Spark Python API.,2722.0,43,True,2022-06-15 08:58:01.000,3.3.0,31.0,pyspark,conda-forge/pyspark,['spark'],,24863486.0,849.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,849.0,24834215.0,https://anaconda.org/conda-forge/pyspark,2022-07-27 06:26:20.797,1931947.0,1.0,,,stable/spark,,,,,,,,,,,,,,,,,,,,,,
21,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-09-01 13:38:48.000000,2022-09-01 13:38:48,14340.0,41.0,2635,471.0,1375.0,225.0,1422.0,11006,Suite of libraries and programs for symbolic and statistical natural language processing for English.,432.0,43,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,11316224.0,165941.0,153982.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11959.0,11296483.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1441100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-09-01 10:00:09.000000,2022-08-30 20:50:17,7337.0,122.0,1521,220.0,4813.0,765.0,3762.0,10270,Parallel computing with task scheduling.,554.0,43,True,2022-08-19 22:39:00.887,2022.8.1,150.0,dask,conda-forge/dask,,,7405493.0,42214.0,39547.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2667.0,7320995.0,https://anaconda.org/conda-forge/dask,2022-08-19 23:36:51.157,6421865.0,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,,,,,
23,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-09-01 11:52:51.000000,2022-09-01 01:03:15,5174.0,126.0,1526,190.0,4221.0,582.0,1138.0,5970,TensorFlows Visualization Toolkit.,286.0,43,True,2022-08-10 20:20:31.999,2.10.0,43.0,tensorboard,conda-forge/tensorboard,['tensorflow'],,14905858.0,124131.0,121711.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2420.0,14850451.0,https://anaconda.org/conda-forge/tensorboard,2022-08-11 03:39:08.506,3213646.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-09-01 13:06:42.000000,2022-09-01 13:06:42,1727.0,97.0,7933,989.0,1400.0,36.0,1630.0,28416,A toolkit for developing and comparing reinforcement learning algorithms.,377.0,42,True,2022-08-18 17:41:14.000,0.25.2,104.0,gym,conda-forge/gym,,,649930.0,34417.0,31946.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2471.0,645102.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,140037.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-09-01 13:39:16.000000,2022-08-31 16:41:30,19686.0,134.0,3969,452.0,5271.0,704.0,6275.0,16641,"Interactive Data Visualization in the browser, from Python.",613.0,42,True,2022-05-18 19:00:14.000,2.4.3,132.0,bokeh,conda-forge/bokeh,,,4104659.0,3705.0,152.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3553.0,3976580.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8325138.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-08-23 18:20:52.000000,2022-08-11 14:39:59,5599.0,107.0,2191,272.0,1396.0,1225.0,1212.0,12033,The interactive graphing library for Python (includes Plotly Express).,201.0,42,True,2022-08-11 14:41:24.000,5.10.0,283.0,plotly,conda-forge/plotly,,,8506701.0,4158.0,12.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8419051.0,https://anaconda.org/conda-forge/plotly,2022-08-14 12:44:46.659,3069598.0,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,45601.0,,,,,,,,,,,,,,,,,
27,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-09-01 15:18:48.000000,2022-09-01 14:55:12,4196.0,126.0,1832,1736.0,3963.0,164.0,2346.0,10143,WebGL2 powered visualization framework.,205.0,42,True,2022-08-22 17:09:42.679,8.8.9,550.0,pydeck,conda-forge/pydeck,['jupyter'],,1111682.0,4975.0,4546.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,775020.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,168771.0,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-08-22 17:09:42.679,405.0,331218.0,,,,,,,,,,,,,,,,,
28,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-08-27 04:03:39.000000,2022-08-27 04:03:39,14704.0,90.0,2431,269.0,3596.0,2266.0,2553.0,7702,Statsmodels: statistical modeling and econometrics in Python.,382.0,42,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,26.0,9118789.0,73359.0,68846.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,9024504.0,https://anaconda.org/conda-forge/statsmodels,2022-06-09 15:31:18.577,7071394.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-09-01 14:16:49.000000,2022-09-01 14:15:43,37269.0,1349.0,4664,728.0,30334.0,2979.0,13183.0,18785,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,809.0,41,True,2022-08-16 08:23:49.000,2.3.2,56.0,paddlepaddle,,['paddle'],15320.0,82465.0,187.0,137.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,82256.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-08-31 14:17:38.000000,2022-06-16 14:46:20,2277.0,80.0,2567,253.0,478.0,1409.0,609.0,17349,A game theoretic approach to explain the output of any machine learning model.,205.0,41,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,3579513.0,6728.0,6453.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,3549889.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1451600.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-09-01 13:51:35.000000,2022-09-01 13:51:34,3071.0,92.0,3611,450.0,2678.0,229.0,2579.0,14128,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",268.0,41,True,2022-01-07 15:20:18.000,3.3.2,29.0,lightgbm,conda-forge/lightgbm,,161902.0,6203659.0,15659.0,15016.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,6182141.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,1179740.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-09-01 08:14:25.000000,2022-08-30 15:05:19,2040.0,76.0,2956,429.0,2341.0,309.0,1802.0,13180,Open standard for machine learning interoperability.,249.0,41,True,2022-06-18 02:58:18.000,1.12.0,26.0,onnx,conda-forge/onnx,,17868.0,1651355.0,8561.0,8168.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,393.0,1642542.0,https://anaconda.org/conda-forge/onnx,2022-08-18 20:33:15.885,493651.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-09-01 11:07:59.000000,2022-09-01 06:33:52,3106.0,297.0,2887,279.0,4161.0,940.0,1626.0,12535,Open source platform for the machine learning lifecycle.,477.0,41,True,2022-08-11 10:07:43.000,1.28.0,61.0,mlflow,conda-forge/mlflow,,,13207274.0,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,13188679.0,https://anaconda.org/conda-forge/mlflow,2022-08-19 06:19:56.811,762413.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-09-01 14:23:12.000000,2022-09-01 14:22:31,2950.0,171.0,6170,380.0,4028.0,755.0,1901.0,12319,"Datasets, Transforms and Models specific to Computer Vision.",497.0,41,True,2022-08-05 20:19:15.000,0.13.1,32.0,torchvision,conda-forge/torchvision,['pytorch'],11362.0,4310655.0,3719.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3719.0,4304461.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,343186.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-09-01 12:20:14.000000,2022-08-28 21:17:09,3015.0,77.0,1631,244.0,881.0,103.0,2001.0,9745,Statistical data visualization in Python.,173.0,41,True,2021-08-16 00:42:18.000,0.11.2,30.0,seaborn,conda-forge/seaborn,,234.0,7966726.0,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,7904423.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,4547993.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-09-01 12:35:55.000000,2022-08-31 18:28:06,4889.0,229.0,638,58.0,3977.0,1218.0,1968.0,1392,A distributed task scheduler for Dask.,285.0,41,True,2022-08-19 22:39:00.863,2022.8.1,181.0,distributed,conda-forge/distributed,,,5239272.0,25982.0,24795.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,5136381.0,https://anaconda.org/conda-forge/distributed,2022-08-19 23:15:11.293,7819779.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
37,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-08-19 04:56:39.000000,2022-08-19 04:56:35,2512.0,160.0,7273,608.0,2111.0,111.0,1546.0,22692,The fastai deep learning library.,613.0,40,True,2022-08-03 23:18:02.359,2.7.9,143.0,fastai,,['pytorch'],,266465.0,11290.0,10989.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,266465.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-09-01 14:23:55.000000,2022-09-01 14:06:28,7536.0,526.0,2547,224.0,6908.0,586.0,4867.0,19892,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",750.0,40,True,2022-08-31 17:21:18.000,1.7.4,218.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],8102.0,1922743.0,396.0,,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,1903081.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-09-01 11:31:22.291,525002.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
