,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-02-24 14:06:39.000000,2022-02-23 14:55:14,27387.0,611.0,4086,331.0,7714.0,1852.0,6458.0,9251,"Ecosystem of open-source software for mathematics, science, and engineering.",1239.0,49,True,2022-02-05 23:29:16.000,1.8.0,77.0,scipy,conda-forge/scipy,,,,521192.0,464834.0,https://pypi.org/project/scipy,2022-02-05 22:53:25.000,56358.0,36358516.0,36665961.0,https://anaconda.org/conda-forge/scipy,2022-02-09 01:10:04.440,20917399.0,,,,,1.0,339379.0,,,,,,,,,,,,,,,,,,,
11,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2022-02-24 13:38:23.000000,2022-02-24 10:43:51,9051.0,685.0,13604,795.0,7021.0,439.0,8389.0,58565,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1161.0,48,True,2022-01-31 16:54:26.000,4.16.2,87.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",23621.0,22866.0,https://pypi.org/project/transformers,2022-01-31 16:52:49.000,755.0,3939404.0,3942959.0,https://anaconda.org/conda-forge/transformers,2022-01-31 21:40:31.059,98553.0,,,,,1.0,1433.0,,,,,,,,,,,,,,,,,,,
12,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,BSD-3-Clause,2009-04-24 11:31:24.000,2022-02-24 10:43:52.000000,2022-02-22 20:28:14,11838.0,54.0,4207,475.0,2494.0,517.0,4160.0,18717,Asynchronous task queue/job queue based on distributed message passing.,1184.0,46,True,2021-12-29 05:52:09.000,5.2.3,187.0,celery,conda-forge/celery,,,,80022.0,65189.0,https://pypi.org/project/celery,2021-12-29 05:52:09.000,14833.0,5488806.0,5499879.0,https://anaconda.org/conda-forge/celery,2022-02-07 19:32:02.369,786187.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2022-02-24 14:38:05.000000,2022-02-24 14:38:05,15142.0,938.0,10054,736.0,15518.0,914.0,4202.0,25242,"Platform to programmatically author, schedule, and monitor workflows.",2282.0,45,True,2022-02-22 20:36:03.000,2.2.4,102.0,apache-airflow,conda-forge/airflow,apache/airflow,,,448.0,,https://pypi.org/project/apache-airflow,2022-02-22 19:55:33.000,448.0,5217080.0,6020008.0,https://anaconda.org/conda-forge/airflow,2021-12-22 16:00:13.998,543187.0,https://hub.docker.com/r/apache/airflow,2022-02-22 21:49:27.873222,317.0,64793906.0,1.0,251991.0,stable/airflow,,,,,,,,,,,,,,,,,,
14,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-02-24 00:46:48.000000,2022-02-23 16:03:37,12691.0,359.0,1788,212.0,3633.0,152.0,2310.0,9481,The friendly PIL fork (Python Imaging Library).,386.0,45,True,2022-02-03 03:49:29.000,9.0.1,86.0,Pillow,conda-forge/pillow,,,,62222.0,,https://pypi.org/project/Pillow,2022-02-03 03:41:36.000,62222.0,38362042.0,38545960.0,https://anaconda.org/conda-forge/pillow,2022-02-20 02:46:33.099,12874328.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-02-24 14:42:35.000000,2022-02-24 14:42:34,50392.0,1031.0,3515,289.0,11341.0,4242.0,7825.0,8897,A computer algebra system written in pure Python.,1125.0,45,True,2021-10-08 23:27:06.000,sympy-1.9,42.0,sympy,conda-forge/sympy,,,,43649.0,39549.0,https://pypi.org/project/sympy,2022-02-21 14:34:46.000,4100.0,2047295.0,2078862.0,https://anaconda.org/conda-forge/sympy,2021-11-06 22:30:34.086,1880179.0,,,,,1.0,444872.0,,,,,,,,,,,,,,,,,,,
16,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-02-24 10:50:25.000000,2022-02-24 00:23:28,6515.0,279.0,18986,1970.0,4984.0,266.0,10869.0,54061,Deep Learning for humans.,1033.0,44,True,2022-02-03 05:13:44.000,2.8.0,61.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],224.0,,https://pypi.org/project/keras,2022-01-31 19:00:05.000,224.0,8754794.0,8785984.0,https://anaconda.org/conda-forge/keras,2022-02-04 15:14:03.939,2058562.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-02-24 06:30:17.000000,2022-02-24 05:18:10,15325.0,134.0,3710,563.0,2951.0,100.0,4953.0,22483,Industrial-strength Natural Language Processing (NLP) in Python.,658.0,44,True,2022-02-11 13:12:29.000,3.2.2,190.0,spacy,conda-forge/spacy,,,,37489.0,35248.0,https://pypi.org/project/spacy,2022-02-11 13:10:28.000,2241.0,4198760.0,4241401.0,https://anaconda.org/conda-forge/spacy,2022-02-12 12:08:41.343,2555596.0,,,,,1.0,3126.0,,,,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-02-24 05:15:25.000000,2022-02-24 02:06:18,5681.0,108.0,8315,939.0,3392.0,302.0,4054.0,22237,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",547.0,44,True,2022-01-17 16:17:38.000,1.5.2,61.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,28636.0,27355.0,https://pypi.org/project/xgboost,2022-01-17 16:17:38.000,1281.0,8355469.0,8394974.0,https://anaconda.org/conda-forge/xgboost,2022-02-17 18:39:15.686,2328529.0,,,,,1.0,3723.0,,,,,,,,,,,,,,,,,,,
19,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-02-23 22:18:45.000000,2022-02-21 17:29:53,19493.0,100.0,3866,460.0,5097.0,703.0,6142.0,15987,"Interactive Data Visualization in the browser, from Python.",599.0,44,True,2021-11-22 17:49:14.000,2.4.2,118.0,bokeh,conda-forge/bokeh,,,,49166.0,45683.0,https://pypi.org/project/bokeh,2022-01-27 18:33:32.000,3483.0,3760723.0,3874263.0,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205,6585352.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-02-17 09:47:29.000000,2022-02-09 12:51:15,14220.0,41.0,2562,473.0,1336.0,217.0,1378.0,10491,Suite of libraries and programs for symbolic and statistical natural language processing for English.,413.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,,143261.0,131450.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11811.0,11442866.0,11460002.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1131005.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
21,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-02-24 12:59:27.000000,2022-02-22 21:54:49,6718.0,74.0,2510,275.0,2493.0,329.0,2476.0,10350,Network Analysis in Python.,568.0,44,True,2021-09-09 22:09:39.000,2.6.3,71.0,networkx,conda-forge/networkx,,,,112026.0,98883.0,https://pypi.org/project/networkx,2022-02-19 23:30:42.000,13143.0,16293710.0,16380954.0,https://anaconda.org/conda-forge/networkx,2021-10-26 12:59:30.009,5583673.0,,,,,1.0,57.0,,,,,,,,,,,,,,,,,,,
22,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-02-23 23:13:52.000000,2022-02-23 23:13:52,14507.0,228.0,2431,258.0,3515.0,2266.0,2491.0,7136,Statsmodels: statistical modeling and econometrics in Python.,361.0,44,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,,,62685.0,58172.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,8046473.0,8129241.0,https://anaconda.org/conda-forge/statsmodels,2022-02-11 00:02:55.006,5628239.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
23,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-02-23 18:45:39.000000,2022-02-23 18:45:39,13106.0,121.0,1962,184.0,3680.0,327.0,2000.0,4795,Image processing in Python.,543.0,44,True,2022-02-17 18:25:54.000,0.19.2,44.0,scikit-image,conda-forge/scikit-image,,,,103243.0,94153.0,https://pypi.org/project/scikit-image,2022-02-17 18:24:44.000,9090.0,5192417.0,5238623.0,https://anaconda.org/conda-forge/scikit-image,2022-02-18 18:04:10.940,3188280.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-02-24 14:01:28.000000,2022-02-24 14:01:28,7019.0,164.0,1442,227.0,4463.0,797.0,3459.0,9592,Parallel computing with task scheduling.,513.0,43,True,2022-02-11 17:53:17.000,2022.2.0,136.0,dask,conda-forge/dask,,,,36676.0,34116.0,https://pypi.org/project/dask,2022-02-11 17:53:17.000,2560.0,6161870.0,6234799.0,https://anaconda.org/conda-forge/dask,2022-02-11 23:28:58.354,5032162.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
25,Arrow,apache/arrow,data-containers,,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000,2022-02-24 13:52:43.000000,2022-02-24 09:26:19,11000.0,580.0,2209,335.0,11778.0,211.0,704.0,9167,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,807.0,43,True,2021-11-18 03:54:39.000,6.0.1,36.0,pyarrow,conda-forge/arrow,,,,1477.0,64.0,https://pypi.org/project/pyarrow,2022-02-03 19:25:09.000,1413.0,53242148.0,53254956.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,883764.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
26,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-02-24 14:06:50.000000,2022-02-24 06:00:44,32447.0,679.0,25242,2090.0,35625.0,248.0,,32132,Apache Spark Python API.,2624.0,42,True,2022-01-26 05:20:58.000,3.2.1,29.0,pyspark,conda-forge/pyspark,,,['spark'],774.0,,https://pypi.org/project/pyspark,2022-01-26 05:20:58.000,774.0,17927673.0,17952563.0,https://anaconda.org/conda-forge/pyspark,2022-01-26 09:34:57.784,1468564.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,,,,,,
27,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-02-24 05:49:55.000000,2022-02-23 19:50:21,1519.0,82.0,7603,994.0,1150.0,101.0,1390.0,26699,A toolkit for developing and comparing reinforcement learning algorithms.,345.0,42,True,2022-02-18 17:46:19.000,0.22.0,97.0,gym,conda-forge/gym,,,,29073.0,26684.0,https://pypi.org/project/gym,2022-02-18 17:46:19.000,2389.0,509065.0,513211.0,https://anaconda.org/conda-forge/gym,2022-02-08 14:22:06.829,91221.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-02-24 13:48:12.000000,2022-02-24 10:58:34,11401.0,853.0,3272,419.0,13144.0,2334.0,7257.0,19291,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",633.0,42,True,2022-02-04 19:23:01.000,ray-1.10.0,66.0,ray,conda-forge/ray-tune,,,,4242.0,4008.0,https://pypi.org/project/ray,2022-02-15 19:46:21.000,234.0,852038.0,853679.0,https://anaconda.org/conda-forge/ray-tune,2022-02-07 13:21:59.855,22979.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
29,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-02-24 13:36:28.000000,2022-02-24 11:33:16,6577.0,452.0,2151,222.0,5742.0,490.0,4190.0,17440,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",627.0,42,True,2022-02-09 20:53:39.000,1.5.10,203.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],7380.0,7070.0,https://pypi.org/project/pytorch-lightning,2022-02-09 20:53:39.000,310.0,1150372.0,1170421.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-02-12 08:07:33.695,397454.0,,,,,2.0,5503.0,,,,,,,,,,,,,,,,,,,
30,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-02-24 12:43:38.000000,2022-02-24 12:43:38,2888.0,105.0,3459,445.0,2469.0,168.0,2399.0,13479,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",252.0,42,True,2022-01-07 15:20:18.000,3.3.2,28.0,lightgbm,conda-forge/lightgbm,,,,12000.0,11424.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,576.0,5545213.0,5564013.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,901741.0,,,,,2.0,139516.0,,,,,,,,,,,,,,,,,,,
31,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-02-19 16:48:30.000000,2022-02-09 18:45:14,5379.0,50.0,2110,270.0,1304.0,1097.0,1162.0,11045,The interactive graphing library for Python (includes Plotly Express).,191.0,42,True,2022-02-09 18:43:08.000,5.6.0,277.0,plotly,conda-forge/plotly,,,,3852.0,9.0,https://pypi.org/project/plotly,2022-02-09 18:28:55.000,3839.0,7315233.0,7397369.0,https://anaconda.org/conda-forge/plotly,2022-02-10 14:36:08.196,2226161.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,48407.0,,,,,,,,,,,,
32,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-02-24 13:08:10.000000,2022-02-24 09:33:17,3971.0,133.0,1730,1749.0,3736.0,135.0,2236.0,9507,WebGL2 powered visualization framework.,188.0,42,True,2022-02-23 19:14:58.925,8.6.9,520.0,pydeck,conda-forge/pydeck,,,['jupyter'],4053.0,3652.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,16.0,802238.0,1107715.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,69997.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-02-24 08:50:33.825,385.0,302561.0,,,,,,,,,,,,
33,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-02-24 10:30:35.000000,2022-02-24 01:34:36,4956.0,89.0,1472,190.0,3967.0,547.0,1094.0,5770,TensorFlows Visualization Toolkit.,276.0,42,True,2022-01-20 21:11:31.000,2.8.0,40.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],98162.0,95862.0,https://pypi.org/project/tensorboard,2022-01-20 21:11:31.000,2300.0,13548092.0,13602140.0,https://anaconda.org/conda-forge/tensorboard,2022-02-04 23:08:31.070,2756472.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
34,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-02-24 14:02:46.000000,2022-02-24 13:34:40,34131.0,1325.0,4285,736.0,25663.0,2796.0,12177.0,17654,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,708.0,41,True,2022-01-26 02:13:57.000,2.2.2,52.0,paddlepaddle,,,,['paddle'],137.0,93.0,https://pypi.org/project/paddlepaddle,2022-01-20 03:02:58.000,44.0,104764.0,104995.0,,,,,,,,2.0,15311.0,,,,,,,,,,,,,,,,,,,
35,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-02-24 13:53:14.000000,2022-02-24 13:37:02,10591.0,777.0,1500,261.0,5847.0,987.0,2105.0,16494,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",366.0,41,True,2022-02-18 22:37:57.000,0.3.1,108.0,jax,conda-forge/jaxlib,,,,3791.0,3525.0,https://pypi.org/project/jax,2022-02-18 22:37:57.000,266.0,282371.0,291342.0,https://anaconda.org/conda-forge/jaxlib,2022-02-18 21:08:29.093,278125.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
36,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-02-22 11:43:13.000000,2022-01-25 16:55:35,4302.0,15.0,4094,432.0,1578.0,380.0,1362.0,12951,Topic Modelling for Humans.,417.0,41,True,2021-09-18 14:21:47.000,4.1.2,89.0,gensim,conda-forge/gensim,,,,33477.0,30656.0,https://pypi.org/project/gensim,2021-09-17 00:24:57.000,2821.0,5372974.0,5387521.0,https://anaconda.org/conda-forge/gensim,2021-11-09 13:39:50.380,768580.0,,,,,1.0,3505.0,,,,,,,,,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-02-24 11:55:34.000000,2022-02-24 04:24:51,1902.0,47.0,2413,431.0,2145.0,512.0,1373.0,12093,Open standard for machine learning interoperability.,221.0,41,True,2022-02-17 21:58:59.000,1.11.0,25.0,onnx,conda-forge/onnx,,,,5997.0,5655.0,https://pypi.org/project/onnx,2022-02-17 19:16:40.000,342.0,1527276.0,1534600.0,https://anaconda.org/conda-forge/onnx,2021-12-14 07:56:56.053,356457.0,,,,,1.0,17447.0,,,,,,,,,,,,,,,,,,,
