,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
27,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-03-10 22:41:23.000000,2021-03-09 01:37:01.000000,3924,355.0,1265.0,11797,3849.0,Topic Modelling for Humans.,389.0,35,True,2020-05-04 05:55:15.000000,3.8.3,83.0,gensim,conda-forge/gensim,,,,26177.0,21435.0,https://pypi.org/project/gensim,2020-11-15 12:53:37.000000,4742.0,6124376.0,6138972.0,https://anaconda.org/conda-forge/gensim,2020-05-14 08:28:35.604000,610897.0,,,,,1.0,3302.0,,,,,,,,,,,,,,,,,,,,,
28,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-03-09 12:09:44.000000,2021-01-14 02:04:12.000000,1753,818.0,1057.0,9054,4923.0,The interactive graphing library for Python (includes Plotly Express).,162.0,35,True,2021-01-12 17:01:21.000000,4.14.3,265.0,plotly,conda-forge/plotly,,,,4991.0,5.0,https://pypi.org/project/plotly,2021-01-12 16:12:40.000000,4982.0,2122915.0,2391316.0,https://anaconda.org/conda-forge/plotly,2021-01-12 17:11:42.117000,1248998.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,245692.0,,,,,,,,,,,,,,
29,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-03-11 15:02:35.000000,2021-03-10 23:28:23.000000,1824,133.0,567.0,7503,8714.0,Apache Arrow is a cross-language development platform for in-memory data. It specifies a standardized language-..,640.0,35,True,2021-01-26 01:05:45.000000,3.0.0,30.0,pyarrow,conda-forge/arrow,,,,1020.0,34.0,https://pypi.org/project/pyarrow,2021-01-26 01:05:45.000000,986.0,12126699.0,12135216.0,https://anaconda.org/conda-forge/arrow,2021-03-07 23:47:25.555000,493997.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
30,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-02-09 20:01:33.000000,2021-02-09 16:47:12.000000,286,291.0,354.0,2368,1367.0,Computing with Python functions.,98.0,35,True,2021-02-09 16:46:29.000000,1.0.1,100.0,joblib,conda-forge/joblib,,,,93271.0,86661.0,https://pypi.org/project/joblib,2021-02-09 16:46:29.000000,6610.0,12181351.0,12243574.0,https://anaconda.org/conda-forge/joblib,2021-02-09 19:26:28.194000,3484517.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
31,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-03-11 11:32:39.000000,2021-03-10 22:45:53.000000,6806,1827.0,7583.0,19324,11536.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",950.0,34,True,2021-03-03 01:00:20.000000,1.8.0,977.0,mxnet,mxnet,,,['mxnet'],2308.0,1864.0,https://pypi.org/project/mxnet,2021-02-07 21:07:57.000000,444.0,103288.0,103845.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,5871.0,,,,,2.0,23608.0,,,,,,,,0.0,,,,,,,,,,,,,
32,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2021-03-11 04:49:18.000000,2021-03-10 16:09:10.000000,1438,411.0,562.0,14099,3543.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",74.0,34,True,2021-01-20 00:00:50.000000,1.19.0,137.0,dash,conda-forge/dash,,,,19777.0,18169.0,https://pypi.org/project/dash,2021-01-19 23:50:28.000000,1608.0,168958.0,175569.0,https://anaconda.org/conda-forge/dash,2021-01-21 16:17:38.594000,224801.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
33,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-03-10 15:35:58.000000,2021-03-04 22:26:19.000000,1717,974.0,510.0,11982,1926.0,A game theoretic approach to explain the output of any machine learning model.,155.0,34,True,2021-03-03 18:38:33.000000,0.39.0,93.0,shap,conda-forge/shap,,,,2267.0,2131.0,https://pypi.org/project/shap,2021-01-15 21:02:34.000000,136.0,867891.0,881074.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,408701.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-03-11 13:16:33.000000,2021-03-11 13:16:33.000000,2448,241.0,1225.0,9695,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,387.0,34,True,2019-08-20 10:55:21.000000,3.4.5,39.0,nltk,conda-forge/nltk,,,,112780.0,91788.0,https://pypi.org/project/nltk,2020-04-12 23:46:10.000000,20992.0,3650271.0,3661770.0,https://anaconda.org/conda-forge/nltk,2019-08-08 17:07:46.504000,632473.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
35,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-03-02 07:51:50.000000,2021-03-02 07:51:50.000000,2501,674.0,2083.0,9370,28124.0,"Theano is a Python library that allows you to define, optimize, and evaluate mathematical expressions involving multi-..",383.0,34,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,15877.0,10403.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,119151.0,143344.0,https://anaconda.org/conda-forge/theano,2021-01-21 21:14:21.756000,1354818.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
36,xlrd,python-excel/xlrd,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-01-09 20:35:27.639000,2020-12-12 15:24:25.000000,406,3.0,,1869,502.0,Please use openpyxl where you can...,50.0,34,True,2020-12-11 10:14:20.000000,2.0.1,24.0,xlrd,conda-forge/xlrd,,,,79354.0,65780.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,3831292.0,3857484.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1257255.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
37,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2021-03-11 14:16:42.000000,2021-03-11 14:07:04.000000,8655,499.0,,15709,26002.0,Apache Flink Python API.,1212.0,33,True,2021-01-15 01:51:44.000000,1.12.1,13.0,apache-flink,,,,,264.0,264.0,https://pypi.org/project/apache-flink,2021-01-15 01:51:44.000000,0.0,1459.0,1459.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
38,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-03-11 13:42:29.000000,2021-03-10 00:57:20.000000,3669,655.0,5802.0,14820,,"Interactive Data Visualization in the browser, from Python.",550.0,33,True,2021-02-24 19:44:29.000000,2.3.0,90.0,bokeh,conda-forge/bokeh,,,,37026.0,31154.0,https://pypi.org/project/bokeh,2021-02-24 19:44:29.000000,5872.0,537644.0,621396.0,https://anaconda.org/conda-forge/bokeh,2021-03-01 11:07:11.701000,3936386.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
