,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-03-16 14:02:15.000000,2023-03-16 13:21:58,12346.0,731.0,18589,925.0,11019.0,578.0,10647.0,85340,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1777.0,49,True,2023-03-15 19:50:18.000,4.27.1,102.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",60498.0,58996.0,https://pypi.org/project/transformers,2023-01-24 17:05:59.598,1502.0,11558262.0,11581263.0,https://anaconda.org/conda-forge/transformers,2023-03-16 01:58:01.317,942712.0,,,,,1.0,410.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-03-16 11:28:35.000000,2023-03-16 11:28:35,29721.0,489.0,4633,345.0,9213.0,1683.0,7549.0,10948,"Ecosystem of open-source software for mathematics, science, and engineering.",1434.0,49,True,2023-02-19 21:46:42.000,1.10.1,89.0,scipy,conda-forge/scipy,,,,746755.0,685229.0,https://pypi.org/project/scipy,2023-01-03 22:36:58.305,61526.0,54284140.0,54706806.0,https://anaconda.org/conda-forge/scipy,2023-02-26 14:29:14.610,34330912.0,,,,,1.0,367739.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-03-16 09:10:21.000000,2023-03-14 21:33:45,14503.0,378.0,1991,219.0,4169.0,136.0,2652.0,10623,Python Imaging Library (Fork).,430.0,47,True,2023-01-02 21:32:51.909,9.4.0,91.0,Pillow,conda-forge/pillow,,,,1139231.0,1074322.0,https://pypi.org/project/Pillow,2023-01-02 21:32:51.909,64909.0,54058132.0,54357874.0,https://anaconda.org/conda-forge/pillow,2023-03-08 11:59:44.515,24878663.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-03-16 12:19:52.000000,2023-03-15 20:05:34,53670.0,982.0,3900,289.0,12250.0,4682.0,8327.0,10410,A computer algebra system written in pure Python.,1203.0,46,True,2022-08-30 17:34:08.040,1.11.1,49.0,sympy,conda-forge/sympy,,,,59352.0,54899.0,https://pypi.org/project/sympy,2022-08-30 17:34:08.040,4453.0,3067780.0,3108495.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2990974.0,,,,,1.0,491844.0,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-03-16 07:27:42.000000,2023-03-15 19:22:05,7855.0,261.0,19304,1924.0,5978.0,377.0,11384.0,57589,Deep Learning for humans.,1168.0,45,True,2022-11-14 18:10:37.000,2.11.0,75.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],514.0,,https://pypi.org/project/keras,2023-02-23 18:53:01.699,514.0,10876849.0,10913945.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2930590.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-03-16 13:33:00.000000,2023-03-16 11:35:47,36175.0,1105.0,26683,2051.0,40429.0,207.0,,35235,Apache Spark Python API.,2835.0,45,True,2023-02-15 22:45:09.199,3.3.2,34.0,pyspark,conda-forge/pyspark,,,['spark'],995.0,,https://pypi.org/project/pyspark,2022-11-28 18:27:04.218,995.0,25807037.0,25840346.0,https://anaconda.org/conda-forge/pyspark,2023-02-19 18:08:45.517,2398295.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,
16,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-03-15 17:40:48.000000,2023-02-26 12:48:15,14935.0,86.0,2672,277.0,3714.0,2534.0,2634.0,8282,Statsmodels: statistical modeling and econometrics in Python.,408.0,45,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,92174.0,87165.0,https://pypi.org/project/statsmodels,2022-11-02 17:40:09.913,5009.0,9141112.0,9252491.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,9021713.0,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,
17,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-03-16 13:52:43.000000,2023-03-16 13:52:42,16388.0,992.0,4278,445.0,19974.0,2878.0,10481.0,24596,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,826.0,44,True,2023-02-24 15:34:15.000,ray-2.3.0,81.0,ray,conda-forge/ray-tune,,,,9000.0,8551.0,https://pypi.org/project/ray,2023-02-24 06:15:04.778,449.0,2252009.0,2255828.0,https://anaconda.org/conda-forge/ray-tune,2023-02-26 10:20:09.550,103129.0,,,,,1.0,30.0,,,,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-03-16 12:27:49.000000,2023-03-16 12:24:03,6262.0,153.0,8555,922.0,4177.0,367.0,4430.0,23872,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",597.0,44,True,2023-02-16 17:21:58.847,1.7.4,72.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,51407.0,49860.0,https://pypi.org/project/xgboost,2023-01-06 19:21:10.487,1547.0,9164472.0,9215714.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3685332.0,,,,,2.0,6196.0,,,,,,,,,,,,,,,,,,,
19,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-03-15 09:19:33.000000,2023-03-13 06:42:52,14438.0,31.0,2694,468.0,1411.0,229.0,1474.0,11640,Suite of libraries and programs for symbolic and statistical natural language processing for English.,439.0,44,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,194482.0,182211.0,https://pypi.org/project/nltk,2023-01-02 22:02:43.849,12271.0,10917803.0,10940834.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1819506.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2023-03-16 14:11:13.000000,2023-03-14 17:12:34,13472.0,128.0,2121,186.0,4038.0,683.0,1939.0,5305,Image processing in Python.,599.0,44,True,2023-02-28 23:32:35.000,0.20.0,54.0,scikit-image,conda-forge/scikit-image,,,,142529.0,132661.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9868.0,6870153.0,6927587.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4709666.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
21,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-03-16 07:54:11.000000,2023-03-16 06:10:32,15265.0,1112.0,2080,307.0,9239.0,1305.0,2907.0,22252,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",515.0,43,True,2023-03-09 22:41:44.000,jaxlib-v0.4.6,140.0,jax,conda-forge/jaxlib,,,,9431.0,8885.0,https://pypi.org/project/jax,2023-01-25 19:22:32.273,546.0,1598879.0,1613369.0,https://anaconda.org/conda-forge/jaxlib,2023-03-12 05:57:04.563,637596.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
22,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-03-16 10:57:57.000000,2023-03-16 01:29:08,20031.0,139.0,4074,447.0,5605.0,698.0,6542.0,17363,"Interactive Data Visualization in the browser, from Python.",641.0,43,True,2023-03-10 15:54:05.466,3.1.0,160.0,bokeh,conda-forge/bokeh,,,,3875.0,202.0,https://pypi.org/project/bokeh,2022-12-20 09:06:57.840,3673.0,3479755.0,3626208.0,https://anaconda.org/conda-forge/bokeh,2023-03-14 12:50:41.968,10398167.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-03-16 14:11:00.000000,2023-03-16 14:10:57,3226.0,89.0,3687,444.0,2847.0,256.0,2700.0,14748,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",281.0,43,True,2023-01-24 03:35:51.144,3.3.5,32.0,lightgbm,conda-forge/lightgbm,,,,20533.0,19803.0,https://pypi.org/project/lightgbm,2023-01-24 03:35:51.144,730.0,6195746.0,6221345.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1565568.0,,,,,2.0,182961.0,,,,,,,,,,,,,,,,,,,
24,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-03-16 07:14:15.000000,2023-03-14 13:04:32,7212.0,81.0,2865,282.0,3167.0,379.0,2751.0,12347,Network Analysis in Python.,643.0,43,True,2023-01-08 00:03:20.000,networkx-3.0,87.0,networkx,conda-forge/networkx,,,,159315.0,145209.0,https://pypi.org/project/networkx,2023-01-08 00:03:30.177,14106.0,22960798.0,23095647.0,https://anaconda.org/conda-forge/networkx,2023-01-08 04:17:56.857,10383373.0,,,,,1.0,63.0,,,,,,,,,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-03-16 13:31:31.000000,2023-03-15 00:20:39,7619.0,144.0,1599,216.0,5170.0,914.0,3922.0,10814,Parallel computing with task scheduling.,579.0,43,True,2023-03-10 21:25:47.003,2023.3.1,166.0,dask,conda-forge/dask,,,,49873.0,46844.0,https://pypi.org/project/dask,2023-03-01 21:19:05.337,3029.0,7179826.0,7279551.0,https://anaconda.org/conda-forge/dask,2023-03-10 22:43:30.370,8177525.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
26,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-03-14 23:55:52.000000,2023-03-14 23:55:50,3124.0,37.0,1712,254.0,978.0,119.0,2168.0,10474,Statistical data visualization in Python.,189.0,43,True,2023-01-02 17:36:07.692,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,244360.0,234094.0,https://pypi.org/project/seaborn,2023-01-02 17:36:07.692,10266.0,9285535.0,9363537.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,6162023.0,,,,,1.0,240.0,,,,,,,,,,,,,,,,,,,
27,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-03-15 21:11:41.000000,2023-03-15 19:11:32,5394.0,91.0,1583,190.0,4478.0,615.0,1176.0,6146,TensorFlows Visualization Toolkit.,296.0,43,True,2023-02-09 23:06:04.060,2.12.0,48.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],155784.0,153174.0,https://pypi.org/project/tensorboard,2023-01-13 22:24:05.115,2610.0,18683439.0,18742598.0,https://anaconda.org/conda-forge/tensorboard,2023-02-13 14:15:05.263,3786221.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-03-16 08:15:09.000000,2023-03-14 21:02:49,15855.0,110.0,4045,550.0,3664.0,99.0,5295.0,25507,Industrial-strength Natural Language Processing (NLP) in Python.,718.0,42,True,2023-03-10 09:02:56.000,3.5.1,212.0,spacy,conda-forge/spacy,,,,2615.0,,https://pypi.org/project/spacy,2023-01-20 09:51:09.566,2615.0,5169703.0,5210348.0,https://anaconda.org/conda-forge/spacy,2023-03-13 22:57:38.972,2967096.0,,,,,1.0,,,-2.0,,,,,,,,,,,,,,,,,
29,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-03-16 12:39:24.000000,2023-03-16 12:39:23,9006.0,638.0,2775,229.0,8623.0,661.0,5320.0,21942,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",838.0,42,True,2023-03-15 14:16:28.938,2.0.0,245.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],586.0,,https://pypi.org/project/pytorch-lightning,2023-01-18 02:35:00.780,586.0,4034898.0,4057358.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-03-15 16:17:00.434,728373.0,,,,,2.0,10908.0,,,,,,,,,,,,,,,,,,,
30,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-03-16 14:16:44.000000,2023-03-16 12:06:10,40557.0,1413.0,5022,732.0,35310.0,1966.0,15283.0,19809,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,970.0,42,True,2023-02-17 11:58:01.010,2.4.2,60.0,paddlepaddle,,,,['paddle'],279.0,209.0,https://pypi.org/project/paddlepaddle,2023-02-17 11:58:01.010,70.0,95310.0,95504.0,,,,,,,,2.0,15341.0,,,,,,,,,,,,,,,,,,,
31,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-03-16 11:36:33.000000,2023-03-16 11:36:33,3422.0,187.0,6570,387.0,4643.0,885.0,2073.0,13499,"Datasets, Transforms and Models specific to Computer Vision.",521.0,42,True,2023-03-15 19:37:56.000,0.15.1,36.0,torchvision,conda-forge/torchvision,,,['pytorch'],4140.0,,https://pypi.org/project/torchvision,2022-12-15 20:19:32.655,4140.0,5986492.0,5995699.0,https://anaconda.org/conda-forge/torchvision,2023-03-09 00:59:08.061,561812.0,,,,,1.0,20594.0,,,,,,,,,,,,,,,,,,,
32,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-03-16 13:55:16.000000,2023-03-06 02:02:45,5794.0,115.0,2308,275.0,1469.0,1318.0,1287.0,13093,The interactive graphing library for Python This project now includes Plotly Express!.,220.0,42,True,2023-02-24 16:34:40.000,5.13.1,287.0,plotly,conda-forge/plotly,,,,4666.0,18.0,https://pypi.org/project/plotly,2023-01-23 19:05:16.751,4642.0,8090724.0,8186113.0,https://anaconda.org/conda-forge/plotly,2023-02-24 20:56:07.021,3884095.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,6.0,46224.0,,,,,,,,,,,,
33,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-03-16 12:52:39.000000,2023-03-16 00:20:53,4398.0,125.0,1946,1718.0,4198.0,198.0,2449.0,10687,WebGL2 powered visualization framework.,220.0,42,True,2023-03-16 00:33:46.936,8.9.3,584.0,pydeck,conda-forge/pydeck,,,['jupyter'],6007.0,5535.0,https://pypi.org/project/pydeck,2022-11-04 14:23:59.154,38.0,1186709.0,1625786.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,310998.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-03-16 00:33:46.936,434.0,430672.0,,,,,,,,,,,,
34,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-03-16 12:40:35.000000,2023-03-16 10:59:59,45493.0,19155.0,1095,192.0,328.0,503.0,1527.0,7004,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1078.0,42,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,,,288.0,,https://pypi.org/project/catboost,2022-11-01 14:25:39.961,288.0,1912549.0,1935991.0,https://anaconda.org/conda-forge/catboost,2023-01-30 08:58:16.542,1246144.0,,,,,2.0,129184.0,,,,,,,,,,,,,,,,,,,
35,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-03-16 13:55:36.000000,2023-03-16 13:55:35,5359.0,201.0,2060,287.0,3097.0,630.0,2525.0,23277,Streamlit The fastest way to build data apps in Python.,171.0,41,True,2023-03-09 21:00:47.459,1.20.0,197.0,streamlit,,,,,1322.0,628.0,https://pypi.org/project/streamlit,2023-01-12 20:46:01.810,694.0,1435494.0,1435494.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
36,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-03-16 12:29:13.000000,2023-03-16 11:48:30,31295.0,273.0,4258,346.0,5473.0,111.0,6640.0,15813,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",578.0,41,True,2023-03-09 17:14:01.168,3.4.5,298.0,rasa,,,,['tensorflow'],3175.0,3110.0,https://pypi.org/project/rasa,2023-01-27 12:09:01.783,65.0,140825.0,140825.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-03-16 14:41:11.000000,2023-03-16 06:05:10,2242.0,125.0,3373,431.0,2612.0,366.0,1959.0,14253,Open standard for machine learning interoperability.,270.0,41,True,2023-02-22 18:47:36.000,1.13.1,28.0,onnx,conda-forge/onnx,,,,14014.0,13535.0,https://pypi.org/project/onnx,2022-12-12 13:26:02.139,479.0,2692034.0,2702729.0,https://anaconda.org/conda-forge/onnx,2022-12-15 14:09:08.911,666278.0,,,,,1.0,18544.0,,,,,,,,,,,,,,,,,,,
38,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-03-14 16:25:04.000000,2023-03-13 05:30:56,4444.0,37.0,4329,431.0,1661.0,390.0,1431.0,14066,Topic Modelling for Humans.,445.0,41,True,2023-03-10 06:20:03.685,4.3.1,92.0,gensim,conda-forge/gensim,,,,46085.0,43032.0,https://pypi.org/project/gensim,2022-12-21 00:21:03.066,3053.0,4536416.0,4551557.0,https://anaconda.org/conda-forge/gensim,2022-12-21 13:44:44.543,996164.0,,,,,1.0,4273.0,,,,,,,,,,,,,,,,,,,
