,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
16,Seaborn,mwaskom/seaborn,,data-viz,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000000,2021-07-15 00:57:43.000000,2021-06-18 19:22:56.000000,1443,93.0,1786.0,8579.0,2781.0,Statistical data visualization in Python.,153.0,37,True,2021-03-29 17:36:25.000000,joss_paper,23.0,seaborn,conda-forge/seaborn,,,,118064.0,105278.0,https://pypi.org/project/seaborn,2020-12-20 20:53:25.000000,12786.0,9489689.0,9532717.0,https://anaconda.org/conda-forge/seaborn,2021-01-28 11:50:33.609000,2538631.0,,,,,1.0,178.0,,,,,,,,,,,,,,,,,,,,
17,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-07-15 14:47:17.000000,2021-07-15 14:30:13.000000,1958,166.0,620.0,8148.0,9541.0,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,695.0,37,True,2021-04-26 21:13:42.000000,4.0.0,32.0,pyarrow,conda-forge/arrow,,,,1033.0,47.0,https://pypi.org/project/pyarrow,2021-05-30 17:16:04.000000,986.0,25417871.0,25428679.0,https://anaconda.org/conda-forge/arrow,2021-06-24 17:36:08.348000,670099.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
18,transformers,huggingface/transformers,,nlp,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000000,2021-07-15 14:05:32.000000,2021-07-15 13:14:12.000000,11553,416.0,6955.0,48544.0,7591.0,"Transformers: State-of-the-art Natural Language Processing for Pytorch, TensorFlow, and JAX.",939.0,36,True,2021-06-30 12:42:38.000000,4.8.2,62.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",13578.0,13450.0,https://pypi.org/project/transformers,2021-06-30 12:31:04.000000,128.0,2859589.0,2862117.0,https://anaconda.org/conda-forge/transformers,2021-06-30 16:31:05.853000,52185.0,,,,,1.0,1386.0,,,,,,,,,,,,,,,,,,,,
19,OpenAI Gym,openai/gym,,reinforcement-learning,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000000,2021-07-11 07:13:01.000000,2021-05-17 23:19:33.000000,7031,312.0,1071.0,24639.0,1245.0,A toolkit for developing and comparing reinforcement learning algorithms.,275.0,36,True,2021-05-18 00:09:21.000000,0.18.3,93.0,gym,,,,,25219.0,21657.0,https://pypi.org/project/gym,2021-05-18 00:09:21.000000,3562.0,965449.0,965449.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
20,LightGBM,microsoft/LightGBM,,ml-frameworks,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000000,2021-07-15 09:04:31.000000,2021-07-12 11:05:49.000000,3306,121.0,2215.0,12732.0,2607.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",235.0,36,True,2021-04-12 23:03:24.000000,3.2.1,25.0,lightgbm,conda-forge/lightgbm,,,,8487.0,7931.0,https://pypi.org/project/lightgbm,2021-03-22 15:04:09.000000,556.0,3712149.0,3727803.0,https://anaconda.org/conda-forge/lightgbm,2021-04-20 13:04:15.819000,647625.0,,,,,1.0,110303.0,,,,,,,,,,,,,,,,,,,,
21,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-07-11 02:43:10.000000,2021-06-29 09:09:24.000000,4029,367.0,1320.0,12241.0,4144.0,Topic Modelling for Humans.,408.0,36,True,2021-04-01 14:19:26.000000,4.0.1,85.0,gensim,conda-forge/gensim,,,,29981.0,25239.0,https://pypi.org/project/gensim,2021-03-25 13:43:34.000000,4742.0,7656531.0,7671486.0,https://anaconda.org/conda-forge/gensim,2021-06-15 14:29:56.801000,685706.0,,,,,1.0,3393.0,,,,,,,,,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-07-14 20:51:22.000000,2021-06-28 21:03:29.000000,1838,916.0,1116.0,9849.0,5126.0,The interactive graphing library for Python (includes Plotly Express).,178.0,36,True,2021-06-28 21:06:45.000000,5.1.0,269.0,plotly,conda-forge/plotly,,,,4991.0,5.0,https://pypi.org/project/plotly,2021-06-28 19:35:15.000000,4982.0,5711305.0,5783399.0,https://anaconda.org/conda-forge/plotly,2021-06-28 22:31:25.796000,1572708.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,45438.0,,,,,,,,,,,,,,
23,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2021-07-15 14:07:30.000000,2021-07-15 14:07:29.000000,4863,488.0,1343.0,9435.0,1876.0,"Datasets, Transforms and Models specific to Computer Vision.",403.0,36,True,2021-06-15 16:00:00.000000,0.10.0,24.0,torchvision,conda-forge/torchvision,,,['pytorch'],60951.0,56339.0,https://pypi.org/project/torchvision,2021-06-15 16:00:00.000000,4612.0,1667988.0,1669845.0,https://anaconda.org/conda-forge/torchvision,2021-07-01 17:23:25.774000,79878.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
24,SymPy,sympy/sympy,,others,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000000,2021-07-15 13:46:10.000000,2021-07-15 11:04:18.000000,3416,4148.0,7421.0,8243.0,47492.0,A computer algebra system written in pure Python.,1084.0,36,True,2021-04-09 22:38:24.000000,sympy-1.8,37.0,sympy,conda-forge/sympy,,,,40088.0,33666.0,https://pypi.org/project/sympy,2021-04-09 22:41:01.000000,6422.0,1826393.0,1856133.0,https://anaconda.org/conda-forge/sympy,2021-04-10 01:00:41.286000,1567607.0,,,,,1.0,427878.0,,,,,,,,,,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,,ml-experiments,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000000,2021-07-15 05:29:51.000000,2021-07-14 21:42:15.000000,1401,551.0,993.0,5561.0,4630.0,TensorFlow's Visualization Toolkit.,261.0,36,True,2021-04-19 18:42:18.000000,2.5.0,37.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],75249.0,71635.0,https://pypi.org/project/tensorboard,2021-01-14 20:49:19.000000,3614.0,10562606.0,10612382.0,https://anaconda.org/conda-forge/tensorboard,2021-06-11 23:53:46.549000,2190154.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
26,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-07-10 10:38:06.000000,2021-06-11 10:31:40.000000,290,291.0,365.0,2493.0,1375.0,Computing with Python functions.,102.0,36,True,2021-02-09 16:46:29.000000,1.0.1,100.0,joblib,conda-forge/joblib,,,,122210.0,115600.0,https://pypi.org/project/joblib,2021-02-09 16:46:29.000000,6610.0,27023600.0,27099661.0,https://anaconda.org/conda-forge/joblib,2021-02-09 19:26:28.194000,4563671.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
27,h5py,h5py/h5py,,data-containers,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000000,2021-07-13 02:32:25.000000,2021-07-08 08:56:35.000000,409,214.0,1004.0,1540.0,3684.0,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,164.0,36,True,2021-06-22 12:06:46.000000,3.3.0,28.0,h5py,conda-forge/h5py,,,,146718.0,123782.0,https://pypi.org/project/h5py,2021-06-22 12:26:45.000000,22936.0,11843763.0,11931169.0,https://anaconda.org/conda-forge/h5py,2021-06-23 03:02:36.658000,5592520.0,,,,,2.0,1206.0,,,,,,,,,,,,,,,,,,,,
28,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-07-15 14:20:12.000000,2021-07-15 14:03:27.000000,2773,1662.0,5631.0,16618.0,8692.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",522.0,35,True,2021-06-30 22:04:46.000000,1.4.1,49.0,ray,,,,,2595.0,2435.0,https://pypi.org/project/ray,2021-06-30 22:04:46.000000,160.0,532222.0,532222.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
29,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-07-15 15:04:12.000000,2021-07-15 03:43:14.000000,2001,494.0,1135.0,10957.0,1779.0,Open standard for machine learning interoperability.,204.0,35,True,2021-04-19 19:22:57.000000,1.9.0,21.0,onnx,conda-forge/onnx,,,,3857.0,3561.0,https://pypi.org/project/onnx,2021-04-19 19:22:57.000000,296.0,1752340.0,1758611.0,https://anaconda.org/conda-forge/onnx,2021-05-08 08:02:42.009000,261152.0,,,,,1.0,15143.0,,,,,,,1.0,,,,,,,,,,,,,
30,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-07-15 09:03:10.000000,2021-07-12 12:37:06.000000,2467,235.0,1261.0,9982.0,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,397.0,35,True,2021-04-07 21:36:50.000000,3.6.1,41.0,nltk,conda-forge/nltk,,,,128735.0,107743.0,https://pypi.org/project/nltk,2021-04-07 21:36:50.000000,20992.0,12835098.0,12848304.0,https://anaconda.org/conda-forge/nltk,2021-04-20 15:34:03.018000,779201.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
31,networkx,networkx/networkx,,graph,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000000,2021-07-13 19:43:44.000000,2021-07-09 18:05:49.000000,2352,284.0,2404.0,9359.0,,Network Analysis in Python.,530.0,35,True,2021-07-08 20:16:33.000000,2.6.1,57.0,networkx,conda-forge/networkx,,,,100595.0,79777.0,https://pypi.org/project/networkx,2021-07-08 20:16:33.000000,20818.0,11520316.0,11589994.0,https://anaconda.org/conda-forge/networkx,2021-07-09 18:13:38.257000,3971683.0,,,,,1.0,56.0,,,,,,,,,,,,,,,,,,,,
32,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-07-15 12:05:10.000000,2021-07-13 23:21:43.000000,6861,1917.0,7656.0,19557.0,11627.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",961.0,34,True,2021-03-21 14:56:00.000000,1.8.0,980.0,mxnet,mxnet,,,['mxnet'],2640.0,2196.0,https://pypi.org/project/mxnet,2021-03-31 20:05:38.000000,444.0,209805.0,210336.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,6294.0,,,,,2.0,23928.0,,,,,,,,0.0,,,,,,,,,,,,
33,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-07-07 10:21:38.000000,2021-07-07 10:18:00.000000,2266,87.0,844.0,14788.0,3994.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",556.0,34,True,2021-04-17 01:06:10.000000,3.0.3,72.0,luigi,luigi,,,,2159.0,1483.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,745996.0,746110.0,https://anaconda.org/anaconda/luigi,2021-04-17 18:49:18.708000,7412.0,,,,,1.0,,stable/luigi,,,,,,,0.0,,,,,,,,,,,,
34,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-07-15 13:33:31.000000,2021-07-14 15:04:33.000000,1700,327.0,3283.0,14522.0,5255.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",492.0,34,True,2021-07-01 14:07:05.000000,1.3.8,177.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],3758.0,3744.0,https://pypi.org/project/pytorch-lightning,2021-07-01 14:07:05.000000,14.0,535194.0,549765.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-07-01 17:14:15.252000,187395.0,,,,,2.0,3759.0,,,,,,,,,,,,,,,,,,,,
35,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-07-15 13:36:15.000000,2021-05-17 19:05:26.000000,1929,1094.0,539.0,13251.0,1930.0,A game theoretic approach to explain the output of any machine learning model.,156.0,34,True,2021-03-03 18:38:33.000000,0.39.0,93.0,shap,conda-forge/shap,,,,3095.0,2959.0,https://pypi.org/project/shap,2021-01-15 21:02:34.000000,136.0,2443784.0,2459858.0,https://anaconda.org/conda-forge/shap,2021-04-29 12:11:05.706000,562623.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-06-05 14:19:15.755000,2021-04-13 19:05:58.000000,2514,674.0,2085.0,9432.0,28126.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,34,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,16758.0,11284.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,243378.0,270024.0,https://anaconda.org/conda-forge/theano,2021-06-05 14:19:15.755000,1598806.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
37,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-07-15 08:32:01.000000,2021-07-13 20:16:06.000000,1591,94.0,2077.0,8821.0,3711.0,WebGL2 powered geospatial visualization layers.,169.0,34,True,2021-07-01 22:44:05.000000,8.4.20,479.0,pydeck,conda-forge/pydeck,,,['jupyter'],2205.0,1643.0,https://pypi.org/project/pydeck,2021-04-13 02:26:45.000000,2.0,348174.0,564452.0,https://anaconda.org/conda-forge/pydeck,2021-04-13 20:41:22.066000,40805.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-07-06 06:10:52.046000,560.0,213878.0,,,,,,,,,,,,,,
38,dask,dask/dask,,distributed-ml,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000000,2021-07-15 03:52:55.000000,2021-07-14 18:48:16.000000,1298,773.0,3088.0,8553.0,,Parallel computing with task scheduling.,455.0,34,True,2021-07-09 19:43:39.000000,2021.7.0,122.0,dask,conda-forge/dask,,,,32963.0,29047.0,https://pypi.org/project/dask,2021-07-09 19:43:39.000000,3916.0,4822071.0,4881507.0,https://anaconda.org/conda-forge/dask,2021-07-10 02:14:37.249000,3685061.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,,
