,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2022-03-31 13:28:04.000000,2022-03-31 13:28:03,42492,725.0,6296,576.0,14288.0,1795.0,6950.0,15252,matplotlib: plotting with Python.,1347.0,49,True,2021-12-11 08:22:08.000,3.5.1,90.0,matplotlib,conda-forge/matplotlib,,,,583898.0,530425.0,https://pypi.org/project/matplotlib,2021-12-11 08:22:08.000,53473.0,25141353.0,25288088.0,https://anaconda.org/conda-forge/matplotlib,2021-12-13 20:23:04.086,11445379.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-03-31 12:32:03.000000,2022-03-30 20:04:53,27625,589.0,4146,335.0,7858.0,1799.0,6603.0,9388,"Ecosystem of open-source software for mathematics, science, and engineering.",1254.0,49,True,2022-02-05 23:29:16.000,1.8.0,77.0,scipy,conda-forge/scipy,,,,543983.0,487147.0,https://pypi.org/project/scipy,2022-02-05 22:53:25.000,56836.0,38989737.0,39302645.0,https://anaconda.org/conda-forge/scipy,2022-02-09 01:10:04.440,21605151.0,,,,,1.0,341089.0,,,,,,,,,,,,,,,,,,,
12,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,BSD-3-Clause,2009-04-24 11:31:24.000,2022-03-31 13:54:42.000000,2022-03-24 03:44:49,11853,39.0,4207,472.0,2517.0,517.0,4170.0,18942,Asynchronous task queue/job queue based on distributed message passing.,1190.0,45,True,2021-12-29 05:52:09.000,5.2.3,187.0,celery,conda-forge/celery,,,,82124.0,67291.0,https://pypi.org/project/celery,2021-12-29 05:52:09.000,14833.0,5252171.0,5263279.0,https://anaconda.org/conda-forge/celery,2022-02-07 19:32:02.369,799822.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-03-31 13:38:45.000000,2022-03-31 13:38:19,12914,448.0,1788,211.0,3683.0,152.0,2350.0,9622,The friendly PIL fork (Python Imaging Library).,386.0,45,True,2022-02-03 03:49:29.000,9.0.1,86.0,Pillow,conda-forge/pillow,,,,62222.0,,https://pypi.org/project/Pillow,2022-02-03 03:41:36.000,62222.0,38581689.0,38772250.0,https://anaconda.org/conda-forge/pillow,2022-02-20 02:46:33.099,13529870.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-03-31 09:55:39.000000,2022-03-31 09:55:39,50593,868.0,3620,292.0,11412.0,4400.0,7866.0,9000,A computer algebra system written in pure Python.,1132.0,45,True,2022-03-20 11:58:15.000,sympy-1.10.1,45.0,sympy,conda-forge/sympy,,,,44904.0,40772.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4132.0,1894702.0,1926580.0,https://anaconda.org/conda-forge/sympy,2022-03-20 19:12:31.090,1929688.0,,,,,1.0,448473.0,,,,,,,,,,,,,,,,,,,
15,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-03-31 04:52:58.000000,2022-03-31 01:05:42,6695,377.0,19028,1969.0,5109.0,308.0,10933.0,54814,Deep Learning for humans.,1046.0,44,True,2022-02-03 05:13:44.000,2.8.0,61.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],250.0,,https://pypi.org/project/keras,2022-01-31 19:00:05.000,250.0,8892370.0,8924011.0,https://anaconda.org/conda-forge/keras,2022-02-04 15:14:03.939,2119963.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
16,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2022-03-31 14:46:48.000000,2022-03-31 13:51:58,15563,946.0,10299,740.0,15982.0,950.0,4409.0,25639,"Platform to programmatically author, schedule, and monitor workflows.",2343.0,44,True,2022-03-11 20:12:18.000,helm-chart/1.5.0,105.0,apache-airflow,conda-forge/airflow,apache/airflow,,,456.0,,https://pypi.org/project/apache-airflow,2022-03-30 08:36:19.000,456.0,6179499.0,7010880.0,https://anaconda.org/conda-forge/airflow,2022-02-28 17:47:50.844,561525.0,https://hub.docker.com/r/apache/airflow,2022-03-30 09:08:19.721089,326.0,67919139.0,1.0,268493.0,stable/airflow,,,,,,,,,,,,,,,,,,
17,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-03-31 13:13:03.000000,2022-03-31 13:11:32,15372,146.0,3784,561.0,3015.0,98.0,4989.0,23043,Industrial-strength Natural Language Processing (NLP) in Python.,665.0,44,True,2022-03-30 14:15:37.000,3.1.6,193.0,spacy,conda-forge/spacy,,,,39267.0,36980.0,https://pypi.org/project/spacy,2022-03-29 18:25:35.000,2287.0,4604874.0,4647296.0,https://anaconda.org/conda-forge/spacy,2022-03-31 10:26:05.872,2584823.0,,,,,1.0,3130.0,,,,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-03-31 13:42:23.000000,2022-03-31 13:42:23,5721,125.0,8352,937.0,3438.0,284.0,4094.0,22419,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",556.0,44,True,2022-01-17 16:17:38.000,1.5.2,62.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,30231.0,28925.0,https://pypi.org/project/xgboost,2022-03-31 01:02:05.000,1306.0,7953184.0,7994555.0,https://anaconda.org/conda-forge/xgboost,2022-02-17 18:39:15.686,2479923.0,,,,,1.0,3805.0,,,,,,,,,,,,,,,,,,,
19,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-03-31 11:28:58.000000,2022-03-31 06:06:11,19524,77.0,3881,462.0,5124.0,708.0,6182.0,16124,"Interactive Data Visualization in the browser, from Python.",600.0,44,True,2021-11-22 17:49:14.000,2.4.2,119.0,bokeh,conda-forge/bokeh,,,,52585.0,49087.0,https://pypi.org/project/bokeh,2022-03-03 18:34:50.000,3498.0,5005642.0,5121020.0,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205,6807336.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-03-31 05:37:25.000000,2022-03-31 05:37:24,14258,30.0,2572,472.0,1343.0,222.0,1384.0,10600,Suite of libraries and programs for symbolic and statistical natural language processing for English.,416.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,,148197.0,136377.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11820.0,11416091.0,11433433.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1161934.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
21,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-03-31 08:50:13.000000,2022-03-29 20:34:38,6762,99.0,2517,275.0,2536.0,329.0,2491.0,10532,Network Analysis in Python.,576.0,44,True,2022-03-05 14:43:11.000,2.7.1,73.0,networkx,conda-forge/networkx,,,,116154.0,102975.0,https://pypi.org/project/networkx,2022-03-05 14:43:11.000,13179.0,16696717.0,16786755.0,https://anaconda.org/conda-forge/networkx,2022-03-23 10:48:38.100,5852523.0,,,,,1.0,58.0,,,,,,,,,,,,,,,,,,,
22,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-03-31 12:04:40.000000,2022-03-30 08:54:09,13125,92.0,1962,184.0,3704.0,328.0,1885.0,4839,Image processing in Python.,549.0,44,True,2022-02-17 18:25:54.000,0.19.2,44.0,scikit-image,conda-forge/scikit-image,,,,107302.0,98212.0,https://pypi.org/project/scikit-image,2022-02-17 18:24:44.000,9090.0,4828291.0,4874730.0,https://anaconda.org/conda-forge/scikit-image,2022-02-18 18:04:10.940,3250765.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-03-31 14:26:37.000000,2022-03-31 11:52:00,11932,1127.0,3336,424.0,13808.0,2384.0,7519.0,19699,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",651.0,43,True,2022-03-09 01:45:26.000,ray-1.11.0,68.0,ray,conda-forge/ray-tune,,,,4616.0,4375.0,https://pypi.org/project/ray,2022-03-09 01:43:54.000,241.0,1329630.0,1331240.0,https://anaconda.org/conda-forge/ray-tune,2022-02-07 13:21:59.855,24154.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-03-31 13:10:12.000000,2022-03-31 08:21:27,10960,863.0,1538,266.0,6071.0,1023.0,2172.0,16926,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",375.0,43,True,2022-03-18 21:14:40.000,0.3.4,111.0,jax,conda-forge/jaxlib,,,,4192.0,3913.0,https://pypi.org/project/jax,2022-03-18 21:14:40.000,279.0,385697.0,394740.0,https://anaconda.org/conda-forge/jaxlib,2022-03-23 20:34:52.849,289393.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-03-31 14:35:49.000000,2022-03-31 14:35:49,7082,186.0,1456,225.0,4525.0,723.0,3540.0,9723,Parallel computing with task scheduling.,521.0,43,True,2022-03-18 21:20:27.000,2022.3.0,138.0,dask,conda-forge/dask,,,,37890.0,35304.0,https://pypi.org/project/dask,2022-03-18 21:20:27.000,2586.0,5733219.0,5807608.0,https://anaconda.org/conda-forge/dask,2022-03-19 02:34:25.418,5207276.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
26,Arrow,apache/arrow,data-containers,,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000,2022-03-31 14:25:15.000000,2022-03-31 07:53:17,11211,575.0,2281,339.0,12019.0,246.0,714.0,9305,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,831.0,43,True,2021-11-18 03:54:39.000,6.0.1,36.0,pyarrow,conda-forge/arrow,,,,1477.0,64.0,https://pypi.org/project/pyarrow,2022-02-03 19:25:09.000,1413.0,44964906.0,44977938.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,912280.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-03-30 21:39:17.000000,2022-03-30 21:39:17,14532,178.0,2431,262.0,3531.0,2266.0,2500.0,7237,Statsmodels: statistical modeling and econometrics in Python.,363.0,43,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,,,64961.0,60448.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,8009135.0,8092897.0,https://anaconda.org/conda-forge/statsmodels,2022-02-11 00:02:55.006,5779626.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
28,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-03-30 22:19:17.000000,2022-03-30 20:13:54,4990,91.0,1472,192.0,4013.0,554.0,1107.0,5808,TensorFlows Visualization Toolkit.,277.0,43,True,2022-01-20 21:11:31.000,2.8.0,40.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],103779.0,101478.0,https://pypi.org/project/tensorboard,2022-01-20 21:11:31.000,2301.0,13529337.0,13583180.0,https://anaconda.org/conda-forge/tensorboard,2022-02-04 23:08:31.070,2799859.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
29,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-03-31 14:00:24.000000,2022-03-31 13:44:36,32752,716.0,25366,2078.0,36000.0,247.0,,32433,Apache Spark Python API.,2647.0,42,True,2022-01-26 05:20:58.000,3.2.1,29.0,pyspark,conda-forge/pyspark,,,['spark'],791.0,,https://pypi.org/project/pyspark,2022-01-26 05:20:58.000,791.0,18929759.0,18955040.0,https://anaconda.org/conda-forge/pyspark,2022-01-26 09:34:57.784,1516897.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,,,,,,
30,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-03-30 17:48:14.000000,2022-03-25 17:21:59,1553,93.0,7688,996.0,1190.0,111.0,1424.0,27056,A toolkit for developing and comparing reinforcement learning algorithms.,355.0,42,True,2022-03-14 22:44:47.000,0.23.1,99.0,gym,conda-forge/gym,,,,30335.0,27931.0,https://pypi.org/project/gym,2022-03-14 22:44:47.000,2404.0,746553.0,750722.0,https://anaconda.org/conda-forge/gym,2022-02-08 14:22:06.829,95892.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
31,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-03-31 11:50:52.000000,2022-03-30 15:47:55,6778,461.0,2257,222.0,5940.0,500.0,4321.0,17848,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",645.0,42,True,2022-03-29 19:46:24.000,1.6.0,206.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],8308.0,7966.0,https://pypi.org/project/pytorch-lightning,2022-03-29 19:46:24.000,342.0,1948546.0,1968079.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-03-30 02:26:21.793,406267.0,,,,,2.0,5987.0,,,,,,,,,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-03-31 10:16:58.000000,2022-03-31 04:48:22,2915,75.0,3459,446.0,2498.0,174.0,2431.0,13607,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",255.0,42,True,2022-01-07 15:20:18.000,3.3.2,28.0,lightgbm,conda-forge/lightgbm,,,,12739.0,12163.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,576.0,6723092.0,6742353.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,941866.0,,,,,2.0,144111.0,,,,,,,,,,,,,,,,,,,
33,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-03-31 13:48:20.000000,2022-03-31 13:08:15,2587,248.0,5746,369.0,3488.0,699.0,1674.0,11254,"Datasets, Transforms and Models specific to Computer Vision.",474.0,42,True,2022-03-10 18:28:39.000,0.12.0,30.0,torchvision,conda-forge/torchvision,,,['pytorch'],3540.0,,https://pypi.org/project/torchvision,2022-03-10 16:45:51.000,3540.0,3336486.0,3340391.0,https://anaconda.org/conda-forge/torchvision,2022-03-29 18:28:29.092,197136.0,,,,,1.0,2367.0,,,,,,,,,,,,,,,,,,,
34,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-03-31 13:55:39.000000,2022-03-31 11:50:55,4001,103.0,1745,1751.0,3774.0,136.0,2250.0,9651,WebGL2 powered visualization framework.,190.0,42,True,2022-03-25 07:48:53.000,8.7.3,524.0,pydeck,conda-forge/pydeck,,,['jupyter'],4228.0,3823.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,20.0,948480.0,1238146.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,75680.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-03-25 07:49:54.685,385.0,286639.0,,,,,,,,,,,,,
35,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-03-31 13:56:56.000000,2022-03-31 12:55:13,34947,1574.0,4375,731.0,26754.0,2947.0,12271.0,17866,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,718.0,41,True,2022-01-26 02:13:57.000,2.2.2,52.0,paddlepaddle,,,,['paddle'],146.0,102.0,https://pypi.org/project/paddlepaddle,2022-01-20 03:02:58.000,44.0,91193.0,91421.0,,,,,,,,2.0,15311.0,,,,,,,,,,,,,,,,,,,
36,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-03-30 04:32:27.000000,2022-03-23 16:24:46,2140,113.0,2346,251.0,439.0,1303.0,578.0,15867,A game theoretic approach to explain the output of any machine learning model.,182.0,41,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,5140.0,4919.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4529553.0,4554640.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1078749.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-03-30 18:47:29.000000,2022-03-30 18:47:28,1919,56.0,2510,429.0,2165.0,519.0,1416.0,12263,Open standard for machine learning interoperability.,225.0,41,True,2022-02-17 21:58:59.000,1.11.0,25.0,onnx,conda-forge/onnx,,,,6507.0,6159.0,https://pypi.org/project/onnx,2022-02-17 19:16:40.000,348.0,1156407.0,1163915.0,https://anaconda.org/conda-forge/onnx,2022-03-01 13:35:47.004,373260.0,,,,,1.0,17507.0,,,,,,,,,,,,,,,,,,,
