,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-09-08 14:08:22.000000,2022-09-08 12:26:02,12972.0,1123.0,1831,287.0,7493.0,1070.0,2602.0,20139,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",443.0,44,True,2022-08-31 18:28:01.219,0.3.17,124.0,jax,conda-forge/jaxlib,,,634603.0,5757.0,5435.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,322.0,623529.0,https://anaconda.org/conda-forge/jaxlib,2022-08-25 23:05:09.618,420821.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-09-08 13:20:24.000000,2022-09-06 22:04:39,7023.0,134.0,2687,275.0,2849.0,337.0,2638.0,11515,Network Analysis in Python.,614.0,44,True,2022-08-22 14:09:24.936,2.8.6,81.0,networkx,conda-forge/networkx,,60.0,19066780.0,130635.0,117171.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13464.0,18955049.0,https://anaconda.org/conda-forge/networkx,2022-08-22 18:30:33.145,7932931.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-09-07 08:07:55.000000,2022-09-05 12:06:05,14348.0,49.0,2635,471.0,1378.0,225.0,1425.0,11032,Suite of libraries and programs for symbolic and statistical natural language processing for English.,434.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,11289858.0,166659.0,154700.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11959.0,11269959.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1452647.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
20,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-09-08 12:29:24.000000,2022-09-05 10:59:59,13262.0,46.0,2042,187.0,3815.0,637.0,1866.0,5036,Image processing in Python.,568.0,44,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,5193245.0,121365.0,111999.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9366.0,5141997.0,https://anaconda.org/conda-forge/scikit-image,2022-08-10 20:08:06.478,3894921.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-09-08 14:17:47.000000,2022-09-08 13:54:28,34064.0,724.0,25868,2075.0,37812.0,224.0,,33828,Apache Spark Python API.,2724.0,43,True,2022-06-15 08:58:01.000,3.3.0,31.0,pyspark,conda-forge/pyspark,['spark'],,24345036.0,849.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,849.0,24315483.0,https://anaconda.org/conda-forge/pyspark,2022-07-27 06:26:20.797,1950503.0,1.0,,,stable/spark,,,,,,,,,,,,,,,,,,,,,,
22,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-09-08 13:46:55.000000,2022-09-07 15:10:13,7347.0,118.0,1523,222.0,4830.0,775.0,3766.0,10279,Parallel computing with task scheduling.,555.0,43,True,2022-09-02 21:40:26.481,2022.9.0,151.0,dask,conda-forge/dask,,,7403983.0,42375.0,39708.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2667.0,7318810.0,https://anaconda.org/conda-forge/dask,2022-09-02 22:43:07.077,6473190.0,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,,,,,
23,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-09-08 04:10:15.000000,2022-09-07 23:14:43,5179.0,119.0,1531,190.0,4229.0,583.0,1138.0,5979,TensorFlows Visualization Toolkit.,286.0,43,True,2022-08-10 20:20:31.999,2.10.0,43.0,tensorboard,conda-forge/tensorboard,['tensorflow'],,15348846.0,124877.0,122457.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2420.0,15293005.0,https://anaconda.org/conda-forge/tensorboard,2022-09-04 18:30:04.851,3238804.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-09-08 13:59:15.000000,2022-09-08 13:59:15,1740.0,98.0,7933,993.0,1413.0,36.0,1634.0,28477,A toolkit for developing and comparing reinforcement learning algorithms.,378.0,42,True,2022-09-06 18:23:48.000,0.26.0,105.0,gym,conda-forge/gym,,,693878.0,34574.0,32103.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2471.0,688996.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,141593.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-09-08 10:29:36.000000,2022-09-08 02:03:34,19698.0,141.0,3975,453.0,5279.0,703.0,6279.0,16659,"Interactive Data Visualization in the browser, from Python.",614.0,42,True,2022-05-18 19:00:14.000,2.4.3,133.0,bokeh,conda-forge/bokeh,,,4224015.0,3706.0,153.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3553.0,4095017.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8384930.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-09-06 15:17:28.000000,2022-08-11 14:39:59,5599.0,83.0,2191,274.0,1396.0,1225.0,1212.0,12069,The interactive graphing library for Python (includes Plotly Express).,201.0,42,True,2022-08-11 14:41:24.000,5.10.0,283.0,plotly,conda-forge/plotly,,,8337834.0,4158.0,12.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8249567.0,https://anaconda.org/conda-forge/plotly,2022-08-14 12:44:46.659,3097188.0,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,45840.0,,,,,,,,,,,,,,,,,
27,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-09-08 15:10:58.000000,2022-09-08 15:03:02,4206.0,102.0,1833,1735.0,3972.0,166.0,2347.0,10153,WebGL2 powered visualization framework.,205.0,42,True,2022-08-22 17:09:42.679,8.8.9,551.0,pydeck,conda-forge/pydeck,['jupyter'],,1143924.0,5016.0,4586.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,806509.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,176509.0,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-09-01 16:14:33.993,406.0,331722.0,,,,,,,,,,,,,,,,,
28,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-09-06 19:11:47.177000,2022-09-05 22:06:05,3026.0,85.0,1641,244.0,888.0,112.0,2007.0,9771,Statistical data visualization in Python.,173.0,42,True,2022-09-06 03:06:52.511,0.12.0,31.0,seaborn,conda-forge/seaborn,,234.0,8285997.0,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8222983.0,https://anaconda.org/conda-forge/seaborn,2022-09-06 19:11:47.177,4599922.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
29,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-08-27 04:03:39.000000,2022-08-27 04:03:39,14704.0,86.0,2431,270.0,3596.0,2266.0,2554.0,7726,Statsmodels: statistical modeling and econometrics in Python.,382.0,42,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,26.0,9126205.0,73685.0,69172.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,9031105.0,https://anaconda.org/conda-forge/statsmodels,2022-06-09 15:31:18.577,7132510.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-09-08 14:12:04.000000,2022-09-08 13:21:27,37415.0,1403.0,4695,731.0,30517.0,2919.0,13202.0,18816,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,812.0,41,True,2022-08-16 08:23:49.000,2.3.2,56.0,paddlepaddle,,['paddle'],15320.0,85063.0,188.0,138.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,84854.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-09-07 07:08:54.000000,2022-06-16 14:46:20,2277.0,67.0,2575,255.0,479.0,1414.0,609.0,17408,A game theoretic approach to explain the output of any machine learning model.,205.0,41,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,3513740.0,6796.0,6521.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,3483854.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1464462.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-09-08 14:43:33.000000,2022-09-07 23:47:57,6360.0,200.0,1759,404.0,805.0,664.0,693.0,17276,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",123.0,41,True,2022-08-02 18:10:36.000,2.6.1,153.0,dash,conda-forge/dash,,,1057275.0,36170.0,34953.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,1045604.0,https://anaconda.org/conda-forge/dash,2022-08-03 10:34:17.016,606935.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-09-08 12:23:58.000000,2022-09-07 15:54:34,3084.0,98.0,3611,450.0,2689.0,229.0,2580.0,14152,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",269.0,41,True,2022-01-07 15:20:18.000,3.3.2,29.0,lightgbm,conda-forge/lightgbm,,163128.0,6452328.0,15779.0,15136.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,6430605.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,1191279.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-09-08 14:59:23.000000,2022-09-07 23:42:18,2043.0,70.0,2956,430.0,2350.0,309.0,1810.0,13220,Open standard for machine learning interoperability.,251.0,41,True,2022-06-18 02:58:18.000,1.12.0,26.0,onnx,conda-forge/onnx,,17895.0,1703698.0,8638.0,8245.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,393.0,1694717.0,https://anaconda.org/conda-forge/onnx,2022-08-18 20:33:15.885,503331.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-09-08 14:51:29.000000,2022-09-08 01:33:45,3135.0,314.0,2887,279.0,4217.0,940.0,1630.0,12575,Open source platform for the machine learning lifecycle.,480.0,41,True,2022-08-11 10:07:43.000,1.28.0,61.0,mlflow,conda-forge/mlflow,,,13715110.0,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,13695847.0,https://anaconda.org/conda-forge/mlflow,2022-08-19 06:19:56.811,789789.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-09-08 14:37:40.000000,2022-09-08 12:38:28,2959.0,169.0,6170,379.0,4038.0,755.0,1905.0,12356,"Datasets, Transforms and Models specific to Computer Vision.",498.0,41,True,2022-08-05 20:19:15.000,0.13.1,32.0,torchvision,conda-forge/torchvision,['pytorch'],11695.0,4822997.0,3719.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3719.0,4816670.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,350463.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
37,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-09-08 09:14:35.000000,2022-09-08 07:22:26,13922.0,864.0,747,123.0,2670.0,93.0,1178.0,6889,A hyperparameter optimization framework.,204.0,41,True,2022-09-08 09:17:04.534,3.0.1,50.0,optuna,conda-forge/optuna,,,1508705.0,4376.0,4136.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,240.0,1499199.0,https://anaconda.org/conda-forge/optuna,2022-08-30 01:07:39.986,323233.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-09-08 14:36:32.000000,2022-09-08 10:00:38,4904.0,210.0,641,59.0,4002.0,1221.0,1975.0,1394,A distributed task scheduler for Dask.,286.0,41,True,2022-09-02 21:40:26.948,2022.9.0,182.0,distributed,conda-forge/distributed,,,5248345.0,26049.0,24862.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,5144708.0,https://anaconda.org/conda-forge/distributed,2022-09-02 22:17:41.367,7876431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
