,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2024-11-21 12:45:29.000000,2024-11-21 12:45:29,33877.0,529.0,5190.0,348.0,11492.0,1748.0,8950.0,13110.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1714.0,50,True,2024-08-21 00:10:50.000,1.14.1,108.0,scipy,conda-forge/scipy,,,,1195561.0,1149685.0,https://pypi.org/project/scipy,2024-08-21 00:03:32.000,45876.0,119213205.0,120356322.0,https://anaconda.org/conda-forge/scipy,2024-10-21 07:19:53.878,54685894.0,,,,,1.0,428780.0,,,,,,,,,,,,,,,,,,,
11,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2024-11-20 15:41:09.000000,2024-11-20 15:41:09,59223.0,456.0,4431.0,291.0,13516.0,5132.0,8919.0,13018.0,A computer algebra system written in pure Python.,1342.0,49,True,2024-09-18 21:54:45.000,1.13.3,64.0,sympy,conda-forge/sympy,,,,194302.0,190802.0,https://pypi.org/project/sympy,2024-09-18 21:54:23.000,3500.0,30066881.0,30203342.0,https://anaconda.org/conda-forge/sympy,2024-10-09 14:38:28.134,7150101.0,,,,,1.0,551166.0,,,,,,,,,,,,,,,,,,,
12,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-11-21 10:02:48.000000,2024-11-21 10:02:48,11153.0,262.0,19485.0,1916.0,7584.0,258.0,11975.0,62107.0,Deep Learning for humans.,1348.0,48,True,2024-10-03 19:44:54.000,3.6.0,103.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],1582.0,,https://pypi.org/project/keras,2024-10-03 19:44:54.000,1582.0,14081894.0,14153696.0,https://anaconda.org/conda-forge/keras,2024-10-07 20:46:42.672,3805537.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-11-21 08:56:39.000000,2024-11-21 08:56:39,51358.0,380.0,7649.0,592.0,18565.0,1586.0,9368.0,20319.0,matplotlib: plotting with Python.,1748.0,48,True,2024-08-13 01:44:21.000,3.9.2,128.0,matplotlib,conda-forge/matplotlib,,,,1473972.0,1422949.0,https://pypi.org/project/matplotlib,2024-11-01 03:44:50.000,51023.0,66871626.0,67379793.0,https://anaconda.org/conda-forge/matplotlib,2024-11-08 00:49:06.836,26932872.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-11-21 08:25:18.000000,2024-11-18 10:17:40,18835.0,484.0,2231.0,219.0,5176.0,139.0,3108.0,12316.0,Python Imaging Library (Fork).,482.0,48,True,2024-10-15 14:29:17.000,11.0.0,99.0,Pillow,conda-forge/pillow,,,,1930379.0,1921484.0,https://pypi.org/project/Pillow,2024-10-15 14:21:49.000,8895.0,116747874.0,117642390.0,https://anaconda.org/conda-forge/pillow,2024-10-18 22:08:55.292,46514883.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-11-21 14:36:18.000000,2024-11-21 13:31:48,6835.0,267.0,3105.0,320.0,5122.0,993.0,3707.0,35808.0,Streamlit A faster way to build and share data apps.,247.0,46,True,2024-11-11 19:48:58.000,1.40.1,230.0,streamlit,,,,,595193.0,592313.0,https://pypi.org/project/streamlit,2024-11-11 19:48:52.000,2880.0,7397447.0,7397447.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-11-21 13:54:01.000000,2024-11-21 13:54:01,23094.0,619.0,5781.0,474.0,29626.0,4242.0,15280.0,34094.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1101.0,46,True,2024-11-13 19:50:19.000,ray-2.39.0,119.0,ray,conda-forge/ray-tune,,,,19867.0,19056.0,https://pypi.org/project/ray,2024-11-12 21:31:10.000,811.0,6218174.0,6228081.0,https://anaconda.org/conda-forge/ray-tune,2024-10-30 16:31:33.519,465565.0,,,,,1.0,242.0,1.0,,,,,,,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-11-21 07:57:12.000000,2024-11-21 07:57:12,7194.0,141.0,8728.0,908.0,5679.0,455.0,4919.0,26325.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,46,True,2024-10-23 14:31:13.000,2.1.2,84.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,119292.0,117246.0,https://pypi.org/project/xgboost,2024-10-23 14:19:26.000,2046.0,26236927.0,26342135.0,https://anaconda.org/conda-forge/xgboost,2024-11-21 01:59:57.300,5466008.0,,,,,1.0,11953.0,,,,,,,,,,,,,,,,,,,
18,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-11-21 12:57:07.000000,2024-11-21 12:56:59,42822.0,856.0,28314.0,2023.0,48889.0,210.0,,39989.0,Apache Spark Python API.,3144.0,45,True,2024-10-25 08:14:53.000,3.4.4,49.0,pyspark,conda-forge/pyspark,,,['spark'],1574.0,,https://pypi.org/project/pyspark,2024-10-25 08:14:53.000,1574.0,29998120.0,30064851.0,https://anaconda.org/conda-forge/pyspark,2024-10-24 22:12:13.872,3536759.0,,,,,1.0,,1.0,stable/spark,,,,,,,,,,,,,,,,,
19,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-11-21 13:25:37.000000,2024-11-21 13:25:33,24269.0,1662.0,2801.0,337.0,16383.0,1439.0,4294.0,30550.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",791.0,45,True,2024-10-22 21:01:49.000,jax-v0.4.35,169.0,jax,conda-forge/jaxlib,,,,34880.0,32973.0,https://pypi.org/project/jax,2024-10-22 20:56:34.000,1907.0,4336632.0,4372214.0,https://anaconda.org/conda-forge/jaxlib,2024-10-24 10:52:07.546,1885853.0,,,,,1.0,,,,jax-ml/jax,,,,,,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-11-19 09:43:56.000000,2024-11-19 09:43:40,16213.0,77.0,4404.0,563.0,4025.0,157.0,5521.0,30290.0,Industrial-strength Natural Language Processing (NLP) in Python.,762.0,45,True,2024-10-01 18:20:24.000,3.8.2,237.0,spacy,conda-forge/spacy,,,,108200.0,105511.0,https://pypi.org/project/spacy,2024-10-01 18:20:24.000,2689.0,13058471.0,13144096.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4537740.0,,,,,1.0,690.0,,,,,,,,,,,,,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-11-21 14:14:53.000000,2024-11-21 14:14:53,51752.0,1162.0,5606.0,716.0,50924.0,1796.0,17471.0,22272.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1305.0,45,True,2024-09-13 08:31:46.000,2.6.2,71.0,paddlepaddle,,,,['paddle'],6551.0,6358.0,https://pypi.org/project/paddlepaddle,2024-11-01 08:33:35.000,193.0,314966.0,315121.0,,,,,,,,1.0,15412.0,,,,,,,,,,,,,,,,,,,
22,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-11-21 10:07:53.000000,2024-11-19 20:10:53,20640.0,62.0,4191.0,438.0,6206.0,782.0,6997.0,19383.0,"Interactive Data Visualization in the browser, from Python.",702.0,45,True,2024-11-06 19:51:28.000,3.6.1,221.0,bokeh,conda-forge/bokeh,,,,96545.0,94766.0,https://pypi.org/project/bokeh,2024-11-06 19:51:28.000,1779.0,4254285.0,4544547.0,https://anaconda.org/conda-forge/bokeh,2024-11-07 07:28:52.498,15383906.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-11-21 00:46:53.000000,2024-11-20 21:47:56,7180.0,467.0,2554.0,275.0,1748.0,574.0,2469.0,16318.0,The interactive graphing library for Python This project now includes Plotly Express!.,281.0,45,True,2024-09-12 15:42:27.000,5.24.1,301.0,plotly,conda-forge/plotly,,,,334043.0,327714.0,https://pypi.org/project/plotly,2024-09-12 15:36:24.000,6320.0,20101172.0,20249855.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7528040.0,,,,,1.0,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,9.0,9275.0,,,,,,,,,,,
24,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-11-14 16:42:05.000000,2024-11-14 16:42:05,15567.0,99.0,2883.0,283.0,3957.0,2836.0,2803.0,10163.0,Statsmodels: statistical modeling and econometrics in Python.,447.0,45,True,2024-10-03 16:13:31.000,0.14.4,39.0,statsmodels,conda-forge/statsmodels,,,,147548.0,143079.0,https://pypi.org/project/statsmodels,2024-10-03 16:13:31.000,4469.0,16293669.0,16592589.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,15842796.0,,,,,1.0,35.0,,,,,,,,,,,,,,,,,,,
25,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-11-21 12:52:10.000000,2024-11-21 01:40:51,7218.0,226.0,2579.0,178.0,4605.0,439.0,4576.0,34087.0,"Wrap UIs around any model, share with anyone.",453.0,44,True,2024-11-16 00:34:05.000,5.6.0,606.0,gradio,,,,,47950.0,47084.0,https://pypi.org/project/gradio,2024-11-16 00:34:05.000,866.0,6849925.0,6849925.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
26,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-11-21 13:01:10.000000,2024-11-21 12:59:10,6822.0,430.0,4240.0,303.0,9590.0,1657.0,2620.0,18828.0,Open source platform for the machine learning lifecycle.,795.0,44,True,2024-11-18 15:11:13.000,2.18.0,119.0,mlflow,conda-forge/mlflow,,,,47259.0,46350.0,https://pypi.org/project/mlflow,2024-11-18 13:47:00.000,909.0,18418325.0,18465420.0,https://anaconda.org/conda-forge/mlflow,2024-11-19 20:43:56.930,2496073.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2024-11-19 16:01:50.000000,2024-11-19 14:42:40,7829.0,63.0,3253.0,277.0,3927.0,344.0,3038.0,14980.0,Network Analysis in Python.,755.0,44,True,2024-10-21 12:40:41.000,networkx-3.4.2,98.0,networkx,conda-forge/networkx,,,,326956.0,317326.0,https://pypi.org/project/networkx,2024-10-21 12:39:36.000,9630.0,63803213.0,64170349.0,https://anaconda.org/conda-forge/networkx,2024-11-13 18:04:48.334,18723972.0,,,,,1.0,76.0,,,,,,,,,,,,,,,,,,,
28,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-11-21 13:47:47.000000,2024-11-21 01:55:39,18393.0,1533.0,1657.0,76.0,3071.0,837.0,2933.0,14056.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",359.0,44,True,2024-11-21 03:01:44.000,1.52.12,1005.0,litellm,,,,others,5201.0,4662.0,https://pypi.org/project/litellm,2024-11-21 02:49:38.000,539.0,3481512.0,3481719.0,,,,,,,,1.0,415.0,,,,,,,,,,,,,,,,,,,
29,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-11-21 12:43:21.000000,2024-11-21 12:43:21,8411.0,118.0,1708.0,213.0,6054.0,1090.0,4310.0,12608.0,Parallel computing with task scheduling.,613.0,44,True,2024-11-13 15:17:34.000,2024.11.2,212.0,dask,conda-forge/dask,,,,69436.0,66956.0,https://pypi.org/project/dask,2024-11-13 15:17:34.000,2480.0,13608732.0,13835675.0,https://anaconda.org/conda-forge/dask,2024-11-18 23:05:18.333,12254964.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
30,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-11-20 23:47:46.000000,2024-11-20 23:47:44,10455.0,40.0,3383.0,251.0,10316.0,814.0,6327.0,28432.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",982.0,43,True,2024-08-07 09:46:38.000,2.4.0,277.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],40237.0,38794.0,https://pypi.org/project/pytorch-lightning,2024-08-07 09:46:38.000,1443.0,7042791.0,7068441.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1345990.0,,,,,2.0,10423.0,,,Lightning-AI/pytorch-lightning,,,,,,,,,,,,,,,,
31,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-11-19 19:56:20.000000,2024-11-19 14:24:43,7746.0,126.0,2074.0,425.0,1157.0,491.0,1371.0,21521.0,Data Apps & Dashboards for Python. No JavaScript Required.,167.0,43,True,2024-11-04 21:17:37.000,2.18.2,182.0,dash,conda-forge/dash,,,,73582.0,72235.0,https://pypi.org/project/dash,2024-11-04 21:12:56.000,1347.0,3901395.0,3930936.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1565631.0,,,,,1.0,86.0,,,,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-11-21 06:13:01.000000,2024-11-21 05:52:40,2921.0,133.0,3670.0,438.0,3467.0,338.0,2549.0,17962.0,Open standard for machine learning interoperability.,326.0,43,True,2024-10-01 21:45:45.000,1.17.0,35.0,onnx,conda-forge/onnx,,,,37234.0,36181.0,https://pypi.org/project/onnx,2024-10-01 21:45:45.000,1053.0,6168485.0,6193986.0,https://anaconda.org/conda-forge/onnx,2024-10-21 21:30:32.889,1337717.0,,,,,1.0,22308.0,,,,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-11-17 20:49:20.000000,2024-11-15 12:30:23,3601.0,44.0,3834.0,434.0,3290.0,375.0,3077.0,16714.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",320.0,43,True,2024-07-26 14:38:57.000,4.5.0,38.0,lightgbm,conda-forge/lightgbm,,,,41290.0,40213.0,https://pypi.org/project/lightgbm,2024-07-26 14:38:57.000,1077.0,10118946.0,10178809.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2861323.0,,,,,2.0,239989.0,,,,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-11-11 06:24:40.000000,2024-11-11 06:24:40,14683.0,9.0,2887.0,464.0,1496.0,276.0,1562.0,13641.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,462.0,43,True,2024-08-18 19:48:21.000,3.9.1,63.0,nltk,conda-forge/nltk,,,,327513.0,322816.0,https://pypi.org/project/nltk,2024-08-18 19:48:21.000,4697.0,21221340.0,21286802.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2880345.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,
35,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2024-11-21 15:06:33.000000,2024-11-21 04:01:16,2975.0,381.0,1651.0,193.0,3550.0,660.0,850.0,13460.0,Development repository for the Triton language and compiler.,344.0,43,True,2024-10-14 16:05:32.000,3.1.0,196.0,triton,,,,,43842.0,43577.0,https://pypi.org/project/triton,2024-10-14 16:05:32.000,265.0,15245956.0,15245956.0,,,,,,,,1.0,,,,triton-lang/triton,,,,,,,,,,,,,,,,
36,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-11-21 09:23:09.000000,2024-11-21 09:23:09,5017.0,52.0,2082.0,1670.0,4884.0,352.0,2732.0,12274.0,WebGL2 powered visualization framework.,276.0,43,True,2024-11-08 14:09:08.912,9.0.35,675.0,pydeck,conda-forge/pydeck,,,['jupyter'],8751.0,8327.0,https://pypi.org/project/pydeck,2024-05-10 15:36:17.000,120.0,6377151.0,7023706.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,646235.0,,,,,1.0,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2024-11-08 14:09:08.912,304.0,635218.0,,,,,,,,,,,
37,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-11-21 05:34:34.000000,2024-11-21 05:34:34,18458.0,290.0,1034.0,119.0,3714.0,65.0,1620.0,10952.0,A hyperparameter optimization framework.,277.0,43,True,2024-11-12 05:51:56.000,4.1.0,67.0,optuna,conda-forge/optuna,,,,20276.0,19241.0,https://pypi.org/project/optuna,2024-11-12 05:51:56.000,1035.0,3955057.0,3990827.0,https://anaconda.org/conda-forge/optuna,2024-11-13 05:15:17.167,1895853.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
