,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-11-10 15:25:05.000000,2022-11-10 15:25:05,29017.0,508.0,4464,338.0,8754.0,1690.0,7209.0,10447,"Ecosystem of open-source software for mathematics, science, and engineering.",1388.0,49,True,2022-10-20 02:34:14.000,1.9.3,85.0,scipy,conda-forge/scipy,,360389.0,47247770.0,648697.0,590470.0,https://pypi.org/project/scipy,2022-10-20 00:45:22.690,58227.0,46864684.0,https://anaconda.org/conda-forge/scipy,2022-11-09 07:11:47.295,29561306.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-11-10 11:21:47.000000,2022-11-10 06:10:45,13982.0,389.0,1926,216.0,3976.0,110.0,2572.0,10291,The friendly PIL fork (Python Imaging Library).,418.0,47,True,2022-10-29 15:26:51.013,9.3.0,90.0,Pillow,conda-forge/pillow,,,50015670.0,958392.0,895237.0,https://pypi.org/project/Pillow,2022-07-01 18:28:52.000,63155.0,49756544.0,https://anaconda.org/conda-forge/pillow,2022-10-28 02:28:04.632,20470956.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-11-09 19:25:56.000000,2022-11-09 11:51:50,52392.0,549.0,3769,281.0,11882.0,4549.0,8158.0,9777,A computer algebra system written in pure Python.,1181.0,47,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,472203.0,3372401.0,52024.0,47814.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4210.0,3335128.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2578498.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-11-10 05:00:31.000000,2022-11-10 05:00:26,7504.0,250.0,19199,1935.0,5679.0,335.0,11264.0,56592,Deep Learning for humans.,1125.0,45,True,2022-09-02 21:31:44.000,2.10.0,72.0,keras,conda-forge/keras,['tensorflow'],,10146554.0,330.0,,https://pypi.org/project/keras,2022-05-13 18:15:03.000,330.0,10110896.0,https://anaconda.org/conda-forge/keras,2022-09-04 01:30:22.305,2674408.0,1.0,https://keras.io,,,,,,,,,,,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-11-10 10:40:33.000000,2022-11-10 04:21:20,15684.0,111.0,3971,552.0,3408.0,108.0,5191.0,24538,Industrial-strength Natural Language Processing (NLP) in Python.,703.0,44,True,2022-11-10 13:42:15.000,3.4.3,199.0,spacy,conda-forge/spacy,,3147.0,4263665.0,47615.0,45240.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4222499.0,https://anaconda.org/conda-forge/spacy,2022-10-21 09:56:56.869,2837425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-11-10 06:30:01.000000,2022-11-09 05:19:11,6027.0,131.0,8503,929.0,3836.0,328.0,4325.0,23441,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",582.0,44,True,2022-11-03 23:39:57.000,1.7.1,69.0,xgboost,conda-forge/xgboost,,5398.0,8629834.0,39651.0,38281.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1370.0,8580978.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3318799.0,1.0,https://xgboost.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-11-10 15:02:40.000000,2022-11-10 13:21:42,14960.0,991.0,3984,429.0,17983.0,2692.0,9434.0,22658,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,778.0,44,True,2022-11-08 01:55:02.000,ray-2.1.0,78.0,ray,conda-forge/ray-tune,,,1998936.0,6596.0,6317.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,1995719.0,https://anaconda.org/conda-forge/ray-tune,2022-11-09 09:49:05.285,74000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-11-10 07:03:33.000000,2022-11-10 04:32:12,13736.0,1078.0,1940,286.0,8038.0,1176.0,2726.0,20888,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",471.0,44,True,2022-11-04 14:53:56.057,0.3.24,131.0,jax,conda-forge/jaxlib,,,600714.0,6316.0,5994.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,322.0,588114.0,https://anaconda.org/conda-forge/jaxlib,2022-11-05 07:29:45.661,504027.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-11-10 12:57:01.000000,2022-11-09 00:33:25,7094.0,89.0,2767,274.0,2979.0,384.0,2669.0,11806,Network Analysis in Python.,629.0,44,True,2022-11-01 20:33:20.972,2.8.8,83.0,networkx,conda-forge/networkx,,60.0,20058458.0,136672.0,123208.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13464.0,19938414.0,https://anaconda.org/conda-forge/networkx,2022-11-02 12:22:18.460,8763272.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-11-07 09:12:42.000000,2022-11-05 09:37:31,14374.0,48.0,2650,468.0,1387.0,229.0,1432.0,11206,Suite of libraries and programs for symbolic and statistical natural language processing for English.,434.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,11762647.0,173289.0,161330.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11959.0,11741643.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1575361.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-11-09 17:55:52.000000,2022-11-02 19:41:36,14772.0,78.0,2602,269.0,3647.0,2457.0,2571.0,7889,Statsmodels: statistical modeling and econometrics in Python.,389.0,44,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,26.0,9292493.0,77556.0,72891.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4665.0,9191819.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,7751970.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-11-09 21:20:42.000000,2022-11-06 18:48:17,13324.0,78.0,2067,187.0,3886.0,641.0,1893.0,5115,Image processing in Python.,580.0,44,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,6047569.0,126432.0,117066.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9366.0,5994008.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4177827.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-11-10 14:26:14.000000,2022-11-10 10:15:54,34658.0,838.0,26265,2072.0,38574.0,234.0,,34315,Apache Spark Python API.,2758.0,43,True,2022-07-15 14:55:05.769,3.2.2,31.0,pyspark,conda-forge/pyspark,['spark'],,27438616.0,849.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,849.0,27407406.0,https://anaconda.org/conda-forge/pyspark,2022-10-25 13:22:53.684,2122309.0,2.0,,,stable/spark,,,,,,,,,,,,,,,,,,,,,,
23,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-11-10 02:44:18.000000,2022-11-09 10:22:16,19852.0,206.0,4005,450.0,5403.0,685.0,6385.0,16876,"Interactive Data Visualization in the browser, from Python.",623.0,43,True,2022-11-03 20:19:12.830,3.0.1,147.0,bokeh,conda-forge/bokeh,,,3401437.0,3720.0,167.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3553.0,3264939.0,https://anaconda.org/conda-forge/bokeh,2022-11-07 19:16:50.528,9145424.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-11-10 14:59:22.000000,2022-11-09 17:06:44,7426.0,105.0,1555,220.0,4920.0,807.0,3818.0,10470,Parallel computing with task scheduling.,565.0,43,True,2022-10-31 16:12:26.474,2022.10.2,156.0,dask,conda-forge/dask,,,7484757.0,43911.0,41244.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2667.0,7393278.0,https://anaconda.org/conda-forge/dask,2022-11-01 16:29:08.739,7135370.0,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-11-10 00:49:33.000000,2022-11-09 23:27:39,5256.0,115.0,1551,192.0,4327.0,605.0,1144.0,6021,TensorFlows Visualization Toolkit.,290.0,43,True,2022-11-09 01:43:55.758,2.11.0,45.0,tensorboard,conda-forge/tensorboard,['tensorflow'],,18048938.0,132654.0,130234.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2420.0,17991641.0,https://anaconda.org/conda-forge/tensorboard,2022-11-09 05:16:36.975,3437846.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-10-25 17:01:15.000000,2022-10-25 17:01:14,1755.0,53.0,8036,991.0,1431.0,28.0,1687.0,28995,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,42,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,945262.0,36083.0,33612.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2471.0,940149.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,158531.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
27,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-11-10 14:25:12.000000,2022-11-10 12:24:41,38445.0,1501.0,4754,735.0,32166.0,2909.0,13594.0,19145,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,852.0,42,True,2022-08-17 11:15:01.081,2.3.2,57.0,paddlepaddle,,['paddle'],15322.0,89719.0,216.0,166.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,89515.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
28,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-11-10 06:07:18.000000,2022-11-06 04:48:36,3117.0,73.0,3640,449.0,2731.0,245.0,2621.0,14389,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",273.0,42,True,2022-10-10 21:18:04.234,3.3.3,30.0,lightgbm,conda-forge/lightgbm,,169628.0,7127290.0,16847.0,16204.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,7104323.0,https://anaconda.org/conda-forge/lightgbm,2022-10-28 00:50:18.967,1307947.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-11-10 14:33:52.000000,2022-11-10 13:41:56,3187.0,314.0,6335,379.0,4321.0,819.0,1964.0,12751,"Datasets, Transforms and Models specific to Computer Vision.",509.0,42,True,2022-10-28 16:48:51.000,0.14.0,33.0,torchvision,conda-forge/torchvision,['pytorch'],14879.0,6731241.0,3719.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3719.0,6723928.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,418387.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-11-10 13:13:59.000000,2022-11-08 13:25:37,4250.0,67.0,1866,1731.0,4019.0,174.0,2375.0,10372,WebGL2 powered visualization framework.,208.0,42,True,2022-11-04 14:23:59.154,0.8.0,565.0,pydeck,conda-forge/pydeck,['jupyter'],,1242508.0,5291.0,4849.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,891751.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,223945.0,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-11-04 00:58:01.784,418.0,343971.0,,,,,,,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-11-10 12:37:28.000000,2022-11-10 12:36:43,3079.0,78.0,1663,251.0,933.0,104.0,2072.0,10047,Statistical data visualization in Python.,177.0,42,True,2022-10-18 13:02:16.355,0.12.1,32.0,seaborn,conda-forge/seaborn,,235.0,8761749.0,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8693492.0,https://anaconda.org/conda-forge/seaborn,2022-10-18 18:26:52.529,5119128.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-11-10 09:28:10.000000,2022-11-09 23:27:56,5080.0,217.0,1918,281.0,2772.0,541.0,2290.0,21307,Streamlit The fastest way to build data apps in Python.,156.0,41,True,2022-10-27 16:34:03.653,1.14.0,185.0,streamlit,,,,918099.0,892.0,471.0,https://pypi.org/project/streamlit,2022-07-27 21:22:03.770,421.0,918099.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-11-10 14:41:13.000000,2022-11-10 13:59:13,8131.0,724.0,2630,225.0,7611.0,669.0,5060.0,20571,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",797.0,41,True,2022-11-02 16:31:47.000,1.8.0.post1,226.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],9135.0,3482021.0,502.0,106.0,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,3461097.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-09-23 22:18:39.548,598275.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
34,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-11-10 11:42:47.000000,2022-11-09 21:44:42,2096.0,67.0,3124,427.0,2418.0,326.0,1858.0,13531,Open standard for machine learning interoperability.,260.0,41,True,2022-06-18 02:58:18.000,1.12.0,26.0,onnx,conda-forge/onnx,,18109.0,2226808.0,9552.0,9159.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,393.0,2217079.0,https://anaconda.org/conda-forge/onnx,2022-10-28 09:16:24.405,566026.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-11-10 14:57:47.000000,2022-11-10 14:54:19,3444.0,421.0,3009,287.0,4628.0,964.0,1738.0,13007,Open source platform for the machine learning lifecycle.,509.0,41,True,2022-10-20 22:16:01.000,1.30.0,64.0,mlflow,conda-forge/mlflow,,,12655914.0,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,12631681.0,https://anaconda.org/conda-forge/mlflow,2022-10-21 16:11:33.590,1042040.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-11-10 01:21:48.000000,2022-10-27 20:14:12,5643.0,39.0,2234,275.0,1419.0,1289.0,1225.0,12400,The interactive graphing library for Python (includes Plotly Express).,201.0,41,True,2022-10-27 17:34:35.000,5.11.0,284.0,plotly,conda-forge/plotly,,,8187519.0,4159.0,13.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8096505.0,https://anaconda.org/conda-forge/plotly,2022-10-29 16:17:19.513,3354410.0,1.0,,-1.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,46289.0,,,,,,,,,,,,,,,,,
37,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-11-10 14:38:01.000000,2022-11-10 05:18:45,8132.0,312.0,989,137.0,4336.0,661.0,3330.0,10642,Data Version Control | Git for Data & Models | ML Experiments Management.,276.0,41,True,2022-11-07 12:53:11.442,2.34.0,387.0,dvc,conda-forge/dvc,,126608.0,1349637.0,5338.0,5291.0,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1311376.0,https://anaconda.org/conda-forge/dvc,2022-11-04 19:31:04.470,1289351.0,1.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,,,,,,
38,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-11-02 03:58:26.000000,2022-11-02 03:58:23,2592.0,89.0,7313,609.0,2142.0,118.0,1562.0,22955,The fastai deep learning library.,647.0,40,True,2022-11-02 03:05:36.811,2.7.10,144.0,fastai,,['pytorch'],,366568.0,11814.0,11513.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,366568.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
