,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2025-05-01 09:07:29.000000,2025-05-01 09:07:29,35056.0,507.0,5306.0,352.0,12138.0,1723.0,9325.0,13613.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1774.0,50,True,2025-02-17 01:57:38.000,1.15.2,113.0,scipy,conda-forge/scipy,,,,1373902.0,1323396.0,https://pypi.org/project/scipy,2025-02-17 00:28:56.000,50506.0,137623297.0,138767038.0,https://anaconda.org/conda-forge/scipy,2025-04-22 14:56:23.716,61538478.0,,,,,1.0,488572.0,,,,,,,,,,,,,,,,,,,,
11,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2025-05-01 02:05:41.000000,2025-04-30 16:19:32,60108.0,633.0,4669.0,291.0,13943.0,5328.0,9104.0,13583.0,A computer algebra system written in pure Python.,1371.0,50,True,2025-04-27 18:05:25.000,1.14.0,67.0,sympy,conda-forge/sympy,,,,262111.0,257804.0,https://pypi.org/project/sympy,2025-04-27 18:04:59.000,4307.0,49655891.0,49803999.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,8650707.0,,,,,1.0,558158.0,1.0,,,,,,,,,,,,,,,,,,,
12,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-05-01 08:41:49.000000,2025-05-01 08:41:49,52424.0,427.0,7781.0,585.0,19125.0,1615.0,9576.0,21134.0,matplotlib: plotting with Python.,1802.0,49,True,2025-02-27 19:18:10.000,3.10.1,132.0,matplotlib,conda-forge/matplotlib,,,,1776301.0,1720184.0,https://pypi.org/project/matplotlib,2025-02-27 19:18:10.000,56117.0,84014785.0,84518648.0,https://anaconda.org/conda-forge/matplotlib,2025-04-22 14:56:20.111,29727961.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-04-29 12:37:46.000000,2025-04-29 12:37:45,19474.0,305.0,2269.0,219.0,5452.0,108.0,3213.0,12750.0,Python Imaging Library (Fork).,485.0,48,True,2025-04-12 17:56:01.000,11.2.1,102.0,Pillow,conda-forge/pillow,,,,2261797.0,2248091.0,https://pypi.org/project/Pillow,2025-04-12 17:47:10.000,13706.0,141697532.0,142617999.0,https://anaconda.org/conda-forge/pillow,2025-04-22 14:56:22.479,53387091.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-05-01 12:01:15.000000,2025-05-01 03:03:04,11488.0,164.0,19577.0,1902.0,8015.0,307.0,12189.0,62942.0,Deep Learning for humans.,1403.0,47,True,2025-04-02 20:22:14.000,3.9.2,108.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],1794.0,,https://pypi.org/project/keras,2025-04-02 19:03:07.000,1794.0,14888243.0,14957111.0,https://anaconda.org/conda-forge/keras,2025-04-30 05:21:25.343,4063224.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-05-01 14:35:15.000000,2025-05-01 01:26:52,24993.0,1250.0,6249.0,483.0,32286.0,4355.0,16343.0,36839.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1212.0,47,True,2025-04-29 21:21:07.000,ray-2.45.0,127.0,ray,conda-forge/ray-tune,,,,24412.0,23464.0,https://pypi.org/project/ray,2025-04-29 21:17:27.000,948.0,6416940.0,6431119.0,https://anaconda.org/conda-forge/ray-tune,2025-04-22 14:57:41.621,751410.0,,,,,1.0,251.0,,,,,,,,,,,,,,,,,,,,
16,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-05-01 14:48:05.000000,2025-04-30 20:49:48,7544.0,515.0,3426.0,326.0,6067.0,1167.0,4002.0,39124.0,Streamlit A faster way to build and share data apps.,389.0,46,True,2025-04-29 17:34:38.000,1.45.0,243.0,streamlit,,,,,882958.0,879301.0,https://pypi.org/project/streamlit,2025-04-29 17:34:30.000,3657.0,10003777.0,10003777.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-05-01 12:50:38.000000,2025-05-01 09:19:18,7411.0,97.0,8766.0,906.0,5951.0,448.0,5064.0,26876.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",659.0,46,True,2025-03-15 13:45:01.000,3.0.0,88.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,153479.0,151151.0,https://pypi.org/project/xgboost,2025-03-15 13:45:01.000,2328.0,24678427.0,24783020.0,https://anaconda.org/conda-forge/xgboost,2025-04-22 14:56:33.345,6059599.0,,,,,1.0,15934.0,,,,,,,,,,,,,,,,,,,,
18,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-05-01 14:01:54.000000,2025-04-30 13:05:44,8317.0,352.0,2137.0,423.0,1254.0,543.0,1429.0,22372.0,Data Apps & Dashboards for Python. No JavaScript Required.,177.0,46,True,2025-04-24 19:08:09.000,3.0.4,191.0,dash,conda-forge/dash,,,,85973.0,84358.0,https://pypi.org/project/dash,2025-04-24 19:06:41.000,1615.0,5463676.0,5494085.0,https://anaconda.org/conda-forge/dash,2025-04-27 13:39:41.261,1794102.0,,,,,1.0,88.0,,,,,,,,,,,,,,,,,,,,
19,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-04-30 22:27:00.000000,2025-04-30 19:01:08,7865.0,380.0,2630.0,277.0,1866.0,650.0,2543.0,17080.0,The interactive graphing library for Python.,285.0,46,True,2025-03-17 15:02:47.000,6.0.1,304.0,plotly,conda-forge/plotly,,,,423343.0,415513.0,https://pypi.org/project/plotly,2025-03-31 18:47:11.000,7821.0,22936450.0,23147303.0,https://anaconda.org/conda-forge/plotly,2025-04-22 14:56:26.042,9271495.0,,,,,1.0,175.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,9.0,56328.0,,,,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-05-01 14:01:00.000000,2025-05-01 13:56:29,27467.0,2068.0,2978.0,327.0,19142.0,1487.0,4679.0,32091.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",868.0,45,True,2025-04-17 00:04:02.000,jax-v0.6.0,177.0,jax,conda-forge/jaxlib,,,,44833.0,42405.0,https://pypi.org/project/jax,2025-04-17 00:00:18.000,2428.0,7971186.0,8014618.0,https://anaconda.org/conda-forge/jaxlib,2025-04-22 14:57:08.015,2562518.0,,,,,1.0,,,,,,,,jax-ml/jax,,,,,,,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-05-01 08:02:28.000000,2025-05-01 08:02:27,53731.0,997.0,5721.0,715.0,53598.0,1772.0,17709.0,22728.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1372.0,45,True,2025-03-31 01:41:13.000,3.0.0,74.0,paddlepaddle,,,,['paddle'],8163.0,7935.0,https://pypi.org/project/paddlepaddle,2025-03-26 08:17:50.000,228.0,403153.0,403299.0,,,,,,,,1.0,15432.0,,,,,,,,,,,,,,,,,,,,
22,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-04-29 15:09:04.000000,2025-04-29 09:24:38,20764.0,87.0,4214.0,434.0,6331.0,807.0,7145.0,19814.0,"Interactive Data Visualization in the browser, from Python.",709.0,45,True,2025-03-28 08:06:33.000,3.7.2,237.0,bokeh,conda-forge/bokeh,,,,103179.0,101265.0,https://pypi.org/project/bokeh,2025-03-28 08:06:33.000,1914.0,3558394.0,3836914.0,https://anaconda.org/conda-forge/bokeh,2025-04-22 14:56:34.327,16432695.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
23,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-04-22 14:56:27.119000,2025-03-15 01:00:12,14735.0,34.0,2887.0,460.0,1516.0,276.0,1594.0,14026.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,470.0,45,True,2024-08-18 19:48:21.000,3.9.1,63.0,nltk,conda-forge/nltk,,,,387962.0,383265.0,https://pypi.org/project/nltk,2024-08-18 19:48:21.000,4697.0,32520046.0,32582962.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3145839.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
24,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2025-05-01 04:58:27.000000,2025-05-01 04:58:19,44307.0,828.0,28512.0,2015.0,50739.0,184.0,,41033.0,Apache Spark Python API.,3223.0,44,True,2025-02-27 09:16:31.000,3.5.5,51.0,pyspark,conda-forge/pyspark,,,['spark'],1805.0,,https://pypi.org/project/pyspark,2025-02-27 09:16:31.000,1805.0,42905524.0,42970350.0,https://anaconda.org/conda-forge/pyspark,2025-04-22 14:56:33.311,3824735.0,,,,,2.0,,,,,,,,,stable/spark,,,,,,,,,,,,
25,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-05-01 14:38:48.000000,2025-05-01 14:32:18,7684.0,280.0,2871.0,183.0,5088.0,471.0,5167.0,37781.0,"Wrap UIs around any model, share with anyone.",574.0,44,True,2025-04-29 22:47:27.000,5.28.0,642.0,gradio,,,,,72360.0,71160.0,https://pypi.org/project/gradio,2025-04-29 22:47:27.000,1200.0,9335108.0,9335108.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
26,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2025-05-01 07:34:59.000000,2025-05-01 05:21:41,21703.0,2429.0,2762.0,114.0,4991.0,1724.0,3867.0,21754.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",494.0,44,True,2025-04-30 05:16:39.000,1.67.5-nightly,1136.0,litellm,,,,others,12719.0,11615.0,https://pypi.org/project/litellm,2025-04-30 04:27:25.000,1104.0,7731524.0,7731732.0,,,,,,,,1.0,624.0,1.0,,,,,,,,,,,,,,,,,,,
27,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-05-01 13:31:19.000000,2025-05-01 13:29:49,7579.0,471.0,4498.0,307.0,10995.0,1808.0,2813.0,20373.0,Open source platform for the machine learning lifecycle.,845.0,44,True,2025-04-24 09:56:38.000,2.22.0,136.0,mlflow,conda-forge/mlflow,,,,60085.0,59019.0,https://pypi.org/project/mlflow,2025-04-25 11:39:27.000,1066.0,15946991.0,16000628.0,https://anaconda.org/conda-forge/mlflow,2025-04-26 10:28:06.581,3164627.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
28,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2025-04-30 17:52:15.000000,2025-04-30 17:52:15,7968.0,96.0,3262.0,280.0,4108.0,344.0,3088.0,15690.0,Network Analysis in Python.,776.0,44,True,2024-10-21 12:40:41.000,networkx-3.4.2,98.0,networkx,conda-forge/networkx,,,,405142.0,395512.0,https://pypi.org/project/networkx,2024-10-21 12:39:36.000,9630.0,86681302.0,87063071.0,https://anaconda.org/conda-forge/networkx,2025-04-22 14:56:28.978,21760866.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,,,
29,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-04-30 12:10:13.000000,2025-04-30 12:10:13,9551.0,114.0,1758.0,212.0,6274.0,1133.0,4408.0,13160.0,Parallel computing with task scheduling.,621.0,44,True,2025-04-25 20:39:20.000,2025.4.1,219.0,dask,conda-forge/dask,,,,76638.0,73779.0,https://pypi.org/project/dask,2025-04-25 20:39:20.000,2859.0,10968975.0,11186947.0,https://anaconda.org/conda-forge/dask,2025-04-25 22:34:49.225,13078323.0,,,,,1.0,,,,,,,,,stable/dask,,,,,,,,,,,,
30,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-04-28 11:28:56.000000,2025-04-28 11:28:56,15694.0,43.0,3091.0,286.0,4006.0,2851.0,2829.0,10613.0,Statsmodels: statistical modeling and econometrics in Python.,455.0,44,True,2024-10-03 16:13:31.000,0.14.4,39.0,statsmodels,conda-forge/statsmodels,,,,171666.0,167197.0,https://pypi.org/project/statsmodels,2024-10-03 16:13:31.000,4469.0,16505591.0,16824509.0,https://anaconda.org/conda-forge/statsmodels,2025-04-22 14:56:24.492,18816185.0,,,,,2.0,35.0,,,,,,,,,,,,,,,,,,,,
31,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2025-04-22 14:56:32.571000,2025-04-11 18:56:52,16228.0,8.0,4485.0,563.0,4048.0,198.0,5528.0,31492.0,Industrial-strength Natural Language Processing (NLP) in Python.,763.0,43,True,2025-04-01 21:03:46.000,3.8.5,240.0,spacy,conda-forge/spacy,,,,132016.0,128963.0,https://pypi.org/project/spacy,2025-04-01 21:03:46.000,3053.0,18239237.0,18337491.0,https://anaconda.org/conda-forge/spacy,2025-04-22 14:56:32.571,5795506.0,,,,,1.0,2335.0,,,,,,,,,,,,,,,,,,,,
32,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-04-28 19:41:20.000000,2025-04-28 12:33:12,10580.0,78.0,3484.0,253.0,10460.0,925.0,6373.0,29387.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1010.0,43,True,2025-04-25 20:23:05.000,2.5.1.post0,287.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],46965.0,45291.0,https://pypi.org/project/pytorch-lightning,2025-04-25 20:24:27.000,1674.0,8185162.0,8211202.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-04-28 12:17:16.982,1520814.0,,,,,2.0,11895.0,-1.0,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,,,,,
33,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-04-24 11:02:26.000000,2025-04-24 11:02:26,1827.0,187.0,2574.0,144.0,702.0,1248.0,1145.0,16597.0,State-of-the-Art Text Embeddings.,221.0,43,True,2025-04-15 13:47:13.000,4.1.0,65.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],101061.0,98677.0,https://pypi.org/project/sentence-transformers,2025-04-15 13:46:12.000,2384.0,8987880.0,8999979.0,https://anaconda.org/conda-forge/sentence-transformers,2025-04-22 14:57:36.121,677551.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
34,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2025-05-01 11:58:03.000000,2025-05-01 01:07:41,3854.0,529.0,1912.0,195.0,4725.0,750.0,1002.0,15411.0,Development repository for the Triton language and compiler.,392.0,43,True,2025-04-09 20:27:25.000,3.3.0,198.0,triton,,,,,64950.0,64555.0,https://pypi.org/project/triton,2025-04-09 20:27:25.000,395.0,22865348.0,22865348.0,,,,,,,,1.0,,,,,,,,triton-lang/triton,,,,,,,,,,,,,
35,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-04-22 14:56:26.328000,2025-01-26 16:55:13,3242.0,,1949.0,260.0,1141.0,168.0,2459.0,13075.0,Statistical data visualization in Python.,215.0,43,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,650784.0,639941.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,24178467.0,24392402.0,https://anaconda.org/conda-forge/seaborn,2025-04-22 14:56:26.328,12622024.0,,,,,1.0,473.0,,,,,,,,,,,,,,,,,,,,
36,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-05-01 01:37:59.000000,2025-04-25 20:52:48,5156.0,77.0,2116.0,1664.0,5076.0,423.0,2776.0,12659.0,WebGL2 powered visualization framework.,285.0,43,True,2025-04-18 11:03:48.824,9.1.11,694.0,pydeck,conda-forge/pydeck,,,['jupyter'],9491.0,8989.0,https://pypi.org/project/pydeck,2025-03-21 15:25:17.000,157.0,8583782.0,9182340.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,741021.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2025-04-18 11:03:48.824,345.0,585782.0,,,,,,,,,,,,,,
37,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-05-01 09:42:36.000000,2025-05-01 09:42:36,19153.0,275.0,1086.0,117.0,3914.0,63.0,1672.0,11853.0,A hyperparameter optimization framework.,292.0,43,True,2025-04-14 05:07:40.000,4.3.0,73.0,optuna,conda-forge/optuna,,,,27025.0,25778.0,https://pypi.org/project/optuna,2025-04-14 05:07:40.000,1247.0,3921987.0,3966482.0,https://anaconda.org/conda-forge/optuna,2025-04-22 14:57:16.783,2625255.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
