,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2024-06-06 13:49:41.000000,2024-06-06 00:57:40,32657.0,905.0,5041.0,346.0,10878.0,1797.0,8516.0,12594.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1641.0,51,True,2024-05-23 04:06:33.000,1.13.1,103.0,scipy,conda-forge/scipy,,,,1054877.0,1013284.0,https://pypi.org/project/scipy,2024-05-30 02:42:50.000,41593.0,109298410.0,110432195.0,https://anaconda.org/conda-forge/scipy,2024-05-23 18:18:29.047,48590483.0,,,,,1.0,403919.0,,,,,,,,,,,,,,,,,,,
11,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-06-05 16:27:35.000000,2024-06-05 16:27:35,10717.0,355.0,19353.0,1910.0,7223.0,209.0,11709.0,61134.0,Deep Learning for humans.,1301.0,48,True,2024-04-26 23:21:04.000,3.3.3,98.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],1358.0,,https://pypi.org/project/keras,2024-04-22 23:37:45.000,1358.0,17152824.0,17226159.0,https://anaconda.org/conda-forge/keras,2024-04-27 08:28:33.749,3520098.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-06-06 13:43:33.000000,2024-06-05 21:34:21,50423.0,529.0,7424.0,594.0,18047.0,1546.0,9099.0,19503.0,matplotlib: plotting with Python.,1685.0,48,True,2024-05-15 23:51:33.000,3.9.0,124.0,matplotlib,conda-forge/matplotlib,,,,1261117.0,1216262.0,https://pypi.org/project/matplotlib,2024-05-15 23:37:04.000,44855.0,65756647.0,66255106.0,https://anaconda.org/conda-forge/matplotlib,2024-05-17 21:11:33.658,23926065.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-06-06 11:18:29.000000,2024-06-06 09:14:08,17864.0,527.0,2123.0,220.0,4859.0,117.0,3004.0,11816.0,Python Imaging Library (Fork).,470.0,48,True,2024-04-01 12:34:53.000,10.3.0,97.0,Pillow,conda-forge/pillow,,,,1692995.0,1688748.0,https://pypi.org/project/Pillow,2024-04-01 12:17:01.000,4247.0,99338763.0,100189530.0,https://anaconda.org/conda-forge/pillow,2024-04-03 15:56:48.771,39986076.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2024-06-06 14:39:27.000000,2024-06-06 13:17:50,57919.0,547.0,4321.0,295.0,13185.0,5050.0,8757.0,12495.0,A computer algebra system written in pure Python.,1304.0,47,True,2024-06-06 14:39:27.000,1.13.0rc1,57.0,sympy,conda-forge/sympy,,,,144687.0,141577.0,https://pypi.org/project/sympy,2024-06-06 14:39:04.000,3110.0,22989974.0,23052518.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,5664921.0,,,,,1.0,542829.0,-1.0,,,,,,,,,,,,,,,,,,
15,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-06-06 14:57:27.000000,2024-06-06 09:16:47,6383.0,231.0,2837.0,315.0,4541.0,842.0,3381.0,32611.0,Streamlit A faster way to build and share data apps.,230.0,46,True,2024-05-23 17:12:57.000,1.35.0,222.0,streamlit,,,,,401295.0,398964.0,https://pypi.org/project/streamlit,2024-05-23 17:12:48.000,2331.0,4944968.0,4944968.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
16,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-06-06 12:52:08.000000,2024-06-06 12:52:02,41238.0,1149.0,28005.0,2030.0,46868.0,217.0,,38638.0,Apache Spark Python API.,3075.0,45,True,2024-04-18 08:17:20.000,3.4.3,45.0,pyspark,conda-forge/pyspark,,,['spark'],1406.0,,https://pypi.org/project/pyspark,2024-06-03 00:29:52.000,1406.0,29066827.0,29133282.0,https://anaconda.org/conda-forge/pyspark,2024-03-03 13:07:40.821,3189885.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-06-06 14:22:17.000000,2024-06-06 14:10:09,21132.0,1426.0,2572.0,324.0,13841.0,1596.0,3889.0,28672.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",702.0,45,True,2024-05-09 23:28:46.000,jax-v0.4.28,162.0,jax,conda-forge/jaxlib,,,,27627.0,26095.0,https://pypi.org/project/jax,2024-05-09 23:23:10.000,1532.0,5868293.0,5894369.0,https://anaconda.org/conda-forge/jaxlib,2024-05-22 17:25:16.028,1251686.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-06-06 13:29:51.000000,2024-06-06 13:16:56,48789.0,1553.0,5439.0,721.0,46706.0,1859.0,17068.0,21706.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1204.0,45,True,2024-04-09 11:19:43.000,2.6.1,67.0,paddlepaddle,,,,['paddle'],5346.0,5240.0,https://pypi.org/project/paddlepaddle,2024-03-19 06:55:39.000,106.0,206506.0,206669.0,,,,,,,,1.0,15374.0,,,,,,,,,,,,,,,,,,,
19,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-06-06 10:40:39.000000,2024-06-05 18:42:01,20511.0,95.0,4159.0,443.0,6085.0,778.0,6901.0,18938.0,"Interactive Data Visualization in the browser, from Python.",693.0,45,True,2024-04-11 21:02:24.000,3.4.1,204.0,bokeh,conda-forge/bokeh,,,,90112.0,88520.0,https://pypi.org/project/bokeh,2024-06-04 03:53:00.000,1592.0,4018274.0,4310763.0,https://anaconda.org/conda-forge/bokeh,2024-04-12 05:55:15.282,14039502.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-06-06 11:26:25.000000,2024-06-01 18:48:11,15351.0,62.0,2824.0,281.0,3890.0,2780.0,2762.0,9652.0,Statsmodels: statistical modeling and econometrics in Python.,429.0,45,True,2024-04-17 08:41:57.000,0.14.2,37.0,statsmodels,conda-forge/statsmodels,,,,129783.0,125769.0,https://pypi.org/project/statsmodels,2024-04-17 08:41:57.000,4014.0,16664674.0,16942811.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,13350580.0,,,,,1.0,31.0,,,,,,,,,,,,,,,,,,,
21,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-06-06 14:42:12.000000,2024-06-06 14:37:02,21807.0,850.0,5335.0,472.0,27842.0,3758.0,14352.0,31620.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1028.0,44,True,2024-05-22 23:37:00.000,ray-2.23.0,106.0,ray,conda-forge/ray-tune,,,,16584.0,15884.0,https://pypi.org/project/ray,2024-05-22 22:51:23.000,700.0,4014290.0,4019881.0,https://anaconda.org/conda-forge/ray-tune,2024-05-29 06:33:26.486,234757.0,,,,,1.0,213.0,,,,,,,,,,,,,,,,,,,
22,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-06-06 15:08:07.000000,2024-06-06 14:58:20,6700.0,325.0,2228.0,161.0,3813.0,512.0,3794.0,30054.0,"Wrap UIs around any model, share with anyone.",333.0,44,True,2024-06-05 00:12:55.000,4.33.0,572.0,gradio,,,,,32463.0,31879.0,https://pypi.org/project/gradio,2024-06-05 00:12:55.000,584.0,7535730.0,7535730.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-06-05 17:20:24.000000,2024-05-31 17:20:46,16132.0,15.0,4308.0,557.0,4005.0,121.0,5507.0,29011.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-06-05 07:57:36.000,3.7.5,231.0,spacy,conda-forge/spacy,,,,92460.0,90031.0,https://pypi.org/project/spacy,2024-06-05 07:20:28.000,2429.0,13196174.0,13268892.0,https://anaconda.org/conda-forge/spacy,2024-06-05 13:25:11.299,3490503.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-06-06 11:44:17.000000,2024-06-06 00:24:45,10320.0,116.0,3265.0,246.0,10134.0,755.0,6194.0,27211.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",952.0,44,True,2024-05-22 17:36:29.000,2.2.5,272.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],34452.0,33086.0,https://pypi.org/project/pytorch-lightning,2024-05-22 17:36:29.000,1366.0,5421407.0,5445578.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-04-12 18:53:30.868,1150385.0,,,,,2.0,7613.0,,,Lightning-AI/pytorch-lightning,,,,,,,,,,,,,,,,
25,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-06-06 09:43:05.000000,2024-06-05 02:35:37,6898.0,119.0,8671.0,913.0,5210.0,432.0,4789.0,25699.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",642.0,44,True,2023-12-19 21:59:17.000,2.0.3,81.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,96032.0,94229.0,https://pypi.org/project/xgboost,2024-05-31 16:14:56.000,1803.0,19939012.0,20042694.0,https://anaconda.org/conda-forge/xgboost,2024-04-18 01:21:37.436,4869795.0,,,,,2.0,8641.0,,,,,,,,,,,,,,,,,,,
26,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-06-06 14:09:46.000000,2024-06-06 14:09:45,6026.0,484.0,3989.0,290.0,8372.0,1478.0,2442.0,17668.0,Open source platform for the machine learning lifecycle.,730.0,44,True,2024-06-06 13:44:50.000,2.13.2,101.0,mlflow,conda-forge/mlflow,,,,37492.0,36710.0,https://pypi.org/project/mlflow,2024-06-06 11:27:36.000,782.0,13621657.0,13663005.0,https://anaconda.org/conda-forge/mlflow,2024-06-06 12:47:20.430,1984740.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-06-05 18:10:58.000000,2024-06-03 17:27:01,6493.0,109.0,2498.0,278.0,1647.0,1511.0,1431.0,15497.0,The interactive graphing library for Python This project now includes Plotly Express!.,263.0,44,True,2024-05-01 14:04:11.000,5.22.0,298.0,plotly,conda-forge/plotly,,,,277594.0,272020.0,https://pypi.org/project/plotly,2024-05-01 14:00:07.000,5565.0,15556934.0,15692748.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,5973366.0,,,,,1.0,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,9.0,13909.0,,,,,,,,,,,
28,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2024-06-06 12:05:44.000000,2024-06-04 21:15:49,7696.0,69.0,3162.0,284.0,3782.0,346.0,2996.0,14347.0,Network Analysis in Python.,721.0,44,True,2024-04-06 13:09:07.000,networkx-3.3,94.0,networkx,conda-forge/networkx,,,,268419.0,259888.0,https://pypi.org/project/networkx,2024-04-06 12:59:44.000,8531.0,55024303.0,55373411.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,16058991.0,,,,,1.0,71.0,,,,,,,,,,,,,,,,,,,
29,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-06-06 08:16:38.000000,2024-06-05 12:46:51,8210.0,79.0,1679.0,211.0,5842.0,1066.0,4182.0,12134.0,Parallel computing with task scheduling.,600.0,44,True,2024-05-31 21:13:10.000,2024.5.2,198.0,dask,conda-forge/dask,,,,63063.0,60922.0,https://pypi.org/project/dask,2024-05-31 21:13:10.000,2141.0,8918928.0,9148170.0,https://anaconda.org/conda-forge/dask,2024-05-31 23:54:22.246,11232862.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
30,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-06-05 22:05:47.000000,2024-06-05 15:36:29,5835.0,56.0,1629.0,193.0,5001.0,665.0,1231.0,6579.0,TensorFlows Visualization Toolkit.,320.0,44,True,2024-02-16 19:56:55.000,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],240903.0,238891.0,https://pypi.org/project/tensorboard,2024-02-16 19:56:55.000,2012.0,26788685.0,26886981.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4718236.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
31,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-06-06 13:54:39.000000,2024-06-03 15:32:02,2737.0,49.0,3611.0,437.0,3225.0,325.0,2433.0,17066.0,Open standard for machine learning interoperability.,317.0,43,True,2024-05-23 17:55:03.000,1.16.1,33.0,onnx,conda-forge/onnx,,,,29523.0,28589.0,https://pypi.org/project/onnx,2024-05-23 17:55:03.000,934.0,5652995.0,5674557.0,https://anaconda.org/conda-forge/onnx,2024-05-24 08:39:44.809,1022578.0,,,,,1.0,20764.0,,,,,,,,,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-06-06 00:39:09.000000,2024-06-05 12:54:16,3483.0,48.0,3782.0,435.0,3145.0,383.0,2982.0,16168.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",302.0,43,True,2024-01-26 03:29:02.000,4.3.0,36.0,lightgbm,conda-forge/lightgbm,,,,34675.0,33656.0,https://pypi.org/project/lightgbm,2024-01-26 03:29:02.000,1019.0,7567640.0,7622202.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2338245.0,,,,,2.0,223690.0,,,,,,,,,,,,,,,,,,,
33,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-05-29 20:16:50.000000,2024-04-25 14:36:49,3234.0,4.0,1862.0,261.0,1108.0,150.0,2373.0,12059.0,Statistical data visualization in Python.,212.0,43,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,426667.0,417004.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,9663.0,17381795.0,17568140.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,8944429.0,,,,,1.0,392.0,,,,,,,,,,,,,,,,,,,
34,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-06-06 11:31:02.000000,2024-06-04 16:46:01,4901.0,182.0,2049.0,1683.0,4755.0,300.0,2692.0,11813.0,WebGL2 powered visualization framework.,264.0,43,True,2024-05-29 18:26:54.070,9.0.17,658.0,pydeck,conda-forge/pydeck,,,['jupyter'],8050.0,7671.0,https://pypi.org/project/pydeck,2024-05-10 15:36:17.000,88.0,3698789.0,4170879.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,533103.0,,,,,1.0,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2024-05-29 18:26:54.070,291.0,461839.0,,,,,,,,,,,
35,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2024-06-06 12:52:30.000000,2024-06-06 01:49:08,2341.0,491.0,1342.0,182.0,2715.0,527.0,709.0,11588.0,Development repository for the Triton language and compiler.,275.0,43,True,2024-05-27 21:44:18.000,2.3.1,194.0,triton,,,,,27608.0,27430.0,https://pypi.org/project/triton,2024-05-27 21:44:18.000,178.0,12210616.0,12210616.0,,,,,,,,1.0,,,,triton-lang/triton,,,,,,,,,,,,,,,,
36,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-06-05 09:34:49.000000,2024-06-04 05:38:00,2661.0,25.0,3172.0,240.0,869.0,812.0,1654.0,21901.0,A game theoretic approach to explain the output of any machine learning model.,239.0,42,True,2024-05-07 11:40:34.000,0.45.1,103.0,shap,conda-forge/shap,,,,18674.0,17987.0,https://pypi.org/project/shap,2024-05-07 11:40:34.000,687.0,6802940.0,6872720.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,2930786.0,,,,,1.0,,,,shap/shap,,,,,,,,,,,,,,,,
37,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-06-06 14:13:34.000000,2024-06-06 14:02:45,3875.0,75.0,6857.0,416.0,5288.0,987.0,2389.0,15615.0,"Datasets, Transforms and Models specific to Computer Vision.",597.0,42,True,2024-06-05 19:23:45.000,0.18.1,45.0,torchvision,conda-forge/torchvision,,,['pytorch'],5028.0,21.0,https://pypi.org/project/torchvision,2024-06-05 16:42:50.000,5007.0,13074246.0,13104735.0,https://anaconda.org/conda-forge/torchvision,2024-05-16 09:07:24.923,1171961.0,,,,,1.0,37805.0,,,,,,,,,,,,,,,,,,,
