,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
10,PySpark,apache/spark,,ml-frameworks,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000000,2021-05-27 13:57:00.000000,2021-05-27 13:56:50.000000,23834,232.0,,29923,30175.0,Apache Spark Python API.,2464.0,38,True,2021-03-02 09:05:59.000000,3.1.1,24.0,pyspark,conda-forge/pyspark,,,['spark'],1350.0,590.0,https://pypi.org/project/pyspark,2021-03-02 09:05:59.000000,760.0,10048914.0,10070134.0,https://anaconda.org/conda-forge/pyspark,2021-03-04 09:44:05.675000,1061041.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,,,
11,numpy,numpy/numpy,,data-containers,https://github.com/numpy/numpy,https://github.com/numpy/numpy,BSD-3-Clause,2010-09-13 23:02:39.000000,2021-05-27 12:38:23.000000,2021-05-27 09:52:05.000000,5540,2281.0,7557.0,17239,,The fundamental package for scientific computing with Python.,1265.0,38,True,2021-05-10 15:39:14.000000,1.20.3,99.0,numpy,conda-forge/numpy,,,,890196.0,720474.0,https://pypi.org/project/numpy,2021-05-24 15:55:21.000000,169722.0,75633655.0,75965927.0,https://anaconda.org/conda-forge/numpy,2021-05-26 08:31:16.607000,19552703.0,,,,,1.0,345323.0,,,,,,,,,,,,,,,,,,,,,
12,scikit-learn,scikit-learn/scikit-learn,,ml-frameworks,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000000,2021-05-27 14:00:56.000000,2021-05-27 14:00:56.000000,21467,2361.0,6902.0,45922,,scikit-learn: machine learning in Python.,2230.0,37,True,2021-04-28 17:20:23.000000,0.24.2,54.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],263204.0,225316.0,https://pypi.org/project/scikit-learn,2021-04-28 11:18:29.000000,37888.0,22509488.0,22644121.0,https://anaconda.org/conda-forge/scikit-learn,2021-04-28 21:30:13.539000,8077354.0,,,,,1.0,691.0,,,,,,,,,,,,,,,,,,,,,
13,XGBoost,dmlc/xgboost,,ml-frameworks,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000000,2021-05-27 11:54:52.000000,2021-05-27 08:08:22.000000,7983,296.0,3776.0,21052,5345.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",521.0,37,True,2021-05-13 11:35:17.000000,1.4.2,57.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,18976.0,17384.0,https://pypi.org/project/xgboost,2021-05-13 11:49:10.000000,1592.0,5283404.0,5316504.0,https://anaconda.org/conda-forge/xgboost,2021-04-29 20:56:44.761000,1653580.0,,,,,1.0,2507.0,,,,,,,,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,,nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000000,2021-05-27 14:17:56.000000,2021-05-27 08:48:59.000000,3403,115.0,4549.0,20530,14509.0,Industrial-strength Natural Language Processing (NLP) in Python.,582.0,37,True,2021-05-18 06:23:32.000000,2.3.6,178.0,spacy,conda-forge/spacy,,,,28551.0,25485.0,https://pypi.org/project/spacy,2021-04-23 12:16:12.000000,3066.0,2060709.0,2101681.0,https://anaconda.org/conda-forge/spacy,2021-04-24 09:37:43.886000,2086786.0,,,,,1.0,3076.0,,,,,,,,,,,,,,,,,,,,,
15,Faker,joke2k/faker,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000000,2021-05-27 15:12:00.000000,2021-05-26 19:26:20.000000,1428,145.0,368.0,12562,2642.0,Faker is a Python package that generates fake data for you.,403.0,37,True,2021-05-26 19:27:09.000000,8.3.0,142.0,Faker,conda-forge/faker,,,,33703.0,28991.0,https://pypi.org/project/Faker,2021-05-26 19:26:58.000000,4712.0,4180346.0,4188973.0,https://anaconda.org/conda-forge/faker,2021-05-26 20:54:03.652000,431398.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
16,Seaborn,mwaskom/seaborn,,data-viz,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000000,2021-05-26 00:31:16.000000,2021-05-14 19:52:22.000000,1420,92.0,1769.0,8451,2780.0,Statistical data visualization using matplotlib.,153.0,37,True,2021-03-29 17:36:25.000000,joss_paper,23.0,seaborn,conda-forge/seaborn,,,,109714.0,96928.0,https://pypi.org/project/seaborn,2020-12-20 20:53:25.000000,12786.0,5000858.0,5042637.0,https://anaconda.org/conda-forge/seaborn,2021-01-28 11:50:33.609000,2381390.0,,,,,1.0,164.0,,,,,,,,,,,,,,,,,,,,,
17,transformers,huggingface/transformers,,nlp,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000000,2021-05-27 12:22:58.000000,2021-05-27 12:22:58.000000,11043,403.0,6514.0,46480,7247.0,Transformers: State-of-the-art Natural Language Processing for Pytorch and TensorFlow 2.0.,889.0,36,True,2021-05-20 14:57:12.000000,4.6.1,58.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",11518.0,11390.0,https://pypi.org/project/transformers,2021-05-20 14:54:53.000000,128.0,2463669.0,2465903.0,https://anaconda.org/conda-forge/transformers,2021-05-21 15:11:50.971000,41620.0,,,,,1.0,1337.0,,,,,,,,,,,,,,,,,,,,,
18,OpenAI Gym,openai/gym,,reinforcement-learning,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000000,2021-05-18 00:09:21.000000,2021-05-17 23:19:33.000000,6967,301.0,1070.0,24281,1245.0,A toolkit for developing and comparing reinforcement learning algorithms.,275.0,36,True,2021-05-18 00:09:21.000000,0.18.3,93.0,gym,,,,,24049.0,20487.0,https://pypi.org/project/gym,2021-05-18 00:09:21.000000,3562.0,1099591.0,1099591.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
19,Airflow,apache/airflow,,data-pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000000,2021-05-27 15:11:42.000000,2021-05-27 12:50:03.000000,8515,967.0,2550.0,21868,12504.0,"Platform to programmatically author, schedule, and monitor workflows.",1874.0,36,True,2021-05-21 12:48:02.000000,2.1.0,78.0,apache-airflow,conda-forge/airflow,apache/airflow,,,294.0,,https://pypi.org/project/apache-airflow,2021-05-21 12:48:02.000000,294.0,1631285.0,1960873.0,https://anaconda.org/conda-forge/airflow,2021-05-22 00:33:35.005000,328602.0,https://hub.docker.com/r/apache/airflow,2021-05-27 12:15:59.454340,247.0,23421147.0,1.0,131530.0,,stable/airflow,,,,,,,,,,,,,,,,,,,
20,LightGBM,microsoft/LightGBM,,ml-frameworks,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000000,2021-05-27 02:47:33.000000,2021-05-26 17:50:36.000000,3286,119.0,2154.0,12562,2519.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",227.0,36,True,2021-04-12 23:03:24.000000,3.2.1,25.0,lightgbm,conda-forge/lightgbm,,,,7700.0,7144.0,https://pypi.org/project/lightgbm,2021-03-22 15:04:09.000000,556.0,3905549.0,3920836.0,https://anaconda.org/conda-forge/lightgbm,2021-04-20 13:04:15.819000,596798.0,,,,,1.0,113425.0,,,,,,,,,,,,,,,,,,,,,
21,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-05-26 12:56:37.000000,2021-05-25 01:54:31.000000,3984,364.0,1299.0,12102,4144.0,Topic Modelling for Humans.,400.0,36,True,2021-04-01 14:19:26.000000,4.0.1,85.0,gensim,conda-forge/gensim,,,,28504.0,23762.0,https://pypi.org/project/gensim,2021-03-25 13:43:34.000000,4742.0,10550122.0,10565122.0,https://anaconda.org/conda-forge/gensim,2021-04-02 10:56:03.560000,657828.0,,,,,1.0,3305.0,,,,,,,,,,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-05-25 15:12:27.000000,2021-05-25 13:11:24.000000,1791,865.0,1088.0,9562,4970.0,The interactive graphing library for Python (includes Plotly Express).,171.0,36,True,2021-01-12 17:01:21.000000,4.14.3,265.0,plotly,conda-forge/plotly,,,,4991.0,5.0,https://pypi.org/project/plotly,2021-01-12 16:12:40.000000,4982.0,5397361.0,5457255.0,https://anaconda.org/conda-forge/plotly,2021-01-12 17:11:42.117000,1414783.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,35074.0,,,,,,,,,,,,,,
23,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2021-05-27 13:11:44.000000,2021-05-27 12:37:58.000000,4664,469.0,1275.0,9132,1759.0,"Datasets, Transforms and Models specific to Computer Vision.",383.0,36,True,2021-03-25 17:51:25.000000,0.9.1,23.0,torchvision,conda-forge/torchvision,,,['pytorch'],55655.0,51043.0,https://pypi.org/project/torchvision,2021-03-25 16:28:06.000000,4612.0,1588966.0,1590517.0,https://anaconda.org/conda-forge/torchvision,2021-04-22 07:21:30.407000,63620.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
24,SymPy,sympy/sympy,,others,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000000,2021-05-27 15:10:16.000000,2021-05-26 18:17:58.000000,3371,4150.0,7344.0,8115,46933.0,A computer algebra system written in pure Python.,1065.0,36,True,2021-04-09 22:38:24.000000,sympy-1.8,37.0,sympy,conda-forge/sympy,,,,38555.0,32133.0,https://pypi.org/project/sympy,2021-04-09 22:41:01.000000,6422.0,1596172.0,1625383.0,https://anaconda.org/conda-forge/sympy,2021-04-10 01:00:41.286000,1481723.0,,,,,1.0,424590.0,1.0,,,,,,,,,,,,,,,,,,,,
25,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-05-27 14:49:12.000000,2021-05-27 14:16:01.000000,1896,152.0,596.0,7943,9281.0,Apache Arrow is a cross-language development platform for in-memory data. It specifies a standardized language-..,681.0,36,True,2021-01-26 01:05:45.000000,3.0.0,31.0,pyarrow,conda-forge/arrow,,,,1029.0,43.0,https://pypi.org/project/pyarrow,2021-04-26 21:13:42.000000,986.0,28114211.0,28124074.0,https://anaconda.org/conda-forge/arrow,2021-05-06 18:27:26.800000,591836.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
26,Tensorboard,tensorflow/tensorboard,,ml-experiments,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000000,2021-05-26 22:38:59.000000,2021-05-26 16:41:41.000000,1391,552.0,977.0,5497,4537.0,TensorFlow's Visualization Toolkit.,261.0,36,True,2021-04-19 18:42:18.000000,2.5.0,37.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],69289.0,65675.0,https://pypi.org/project/tensorboard,2021-01-14 20:49:19.000000,3614.0,10106551.0,10154454.0,https://anaconda.org/conda-forge/tensorboard,2021-01-15 08:30:57.960000,2011964.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
27,h5py,h5py/h5py,,data-containers,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000000,2021-05-22 12:18:08.000000,2021-04-28 16:45:14.000000,404,227.0,984.0,1517,3623.0,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,162.0,36,True,2021-03-05 10:04:46.000000,3.2.1,27.0,h5py,conda-forge/h5py,,,,139489.0,116553.0,https://pypi.org/project/h5py,2021-03-05 10:24:13.000000,22936.0,10140424.0,10225118.0,https://anaconda.org/conda-forge/h5py,2021-04-16 22:09:04.226000,5249717.0,,,,,1.0,1107.0,,,,,,,,,,,,,,,,,,,,,
28,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2021-05-26 18:37:23.000000,2021-05-18 15:51:16.000000,1467,444.0,585.0,14575,3544.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",76.0,35,True,2021-04-08 22:35:48.000000,1.20.0,137.0,dash,conda-forge/dash,,,,22401.0,20793.0,https://pypi.org/project/dash,2021-01-19 23:50:28.000000,1608.0,486872.0,493862.0,https://anaconda.org/conda-forge/dash,2021-04-10 06:31:33.446000,251661.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
29,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-05-24 09:28:59.000000,2021-05-24 09:28:59.000000,2467,235.0,1248.0,9897,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,396.0,35,True,2021-04-07 21:36:50.000000,3.6.1,41.0,nltk,conda-forge/nltk,,,,122674.0,101682.0,https://pypi.org/project/nltk,2021-04-07 21:36:50.000000,20992.0,8891771.0,8904367.0,https://anaconda.org/conda-forge/nltk,2021-04-20 15:34:03.018000,718018.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
30,networkx,networkx/networkx,,graph,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000000,2021-05-27 13:29:00.000000,2021-05-26 22:14:34.000000,2323,279.0,2371.0,9134,,Network Analysis in Python.,518.0,35,True,2021-04-03 22:22:02.000000,2.5.1,53.0,networkx,conda-forge/networkx,,,,96341.0,75523.0,https://pypi.org/project/networkx,2021-04-03 22:22:02.000000,20818.0,12946681.0,13013249.0,https://anaconda.org/conda-forge/networkx,2021-04-04 01:32:23.917000,3661260.0,,,,,1.0,54.0,,,,,,,,,,,,,,,,,,,,,
31,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-05-27 13:42:08.000000,2021-04-02 12:08:27.000000,286,291.0,359.0,2445,1370.0,Computing with Python functions.,99.0,35,True,2021-02-09 16:46:29.000000,1.0.1,100.0,joblib,conda-forge/joblib,,,,110749.0,104139.0,https://pypi.org/project/joblib,2021-02-09 16:46:29.000000,6610.0,23317555.0,23388367.0,https://anaconda.org/conda-forge/joblib,2021-02-09 19:26:28.194000,4107113.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,
32,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-05-27 11:50:06.000000,2021-05-25 01:38:16.000000,6836,1883.0,7629.0,19474,11599.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",960.0,34,True,2021-03-21 14:56:00.000000,1.8.0,980.0,mxnet,mxnet,,,['mxnet'],2489.0,2045.0,https://pypi.org/project/mxnet,2021-03-31 20:05:38.000000,444.0,235420.0,235966.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,6180.0,,,,,2.0,23810.0,,,,,,,,0.0,,,,,,,,,,,,,
33,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-05-18 17:38:42.000000,2021-04-16 07:52:49.000000,2246,73.0,843.0,14573,3993.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",556.0,34,True,2021-04-16 09:12:59.000000,3.0.3,72.0,luigi,luigi,,,,2116.0,1440.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,943876.0,943990.0,https://anaconda.org/anaconda/luigi,2021-04-17 18:49:18.708000,7184.0,,,,,1.0,,,stable/luigi,,,,,,0.0,,,,,,,,,,,,,
34,jax,google/jax,,ml-frameworks,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2021-05-27 13:49:53.000000,2021-05-26 21:02:05.000000,1154,772.0,1651.0,12792,8057.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",286.0,34,True,2021-05-04 00:58:32.000000,0.2.13,92.0,jax,conda-forge/jaxlib,,,,1705.0,1659.0,https://pypi.org/project/jax,2021-05-04 00:58:32.000000,46.0,550053.0,555727.0,https://anaconda.org/conda-forge/jaxlib,2021-05-18 05:56:35.288000,124835.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
35,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-05-26 08:35:43.000000,2021-05-17 19:05:26.000000,1848,1053.0,527.0,12787,1930.0,A game theoretic approach to explain the output of any machine learning model.,156.0,34,True,2021-03-03 18:38:33.000000,0.39.0,93.0,shap,conda-forge/shap,,,,2758.0,2622.0,https://pypi.org/project/shap,2021-01-15 21:02:34.000000,136.0,2712624.0,2728038.0,https://anaconda.org/conda-forge/shap,2021-04-29 12:11:05.706000,508692.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
36,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-05-26 22:59:48.000000,2021-05-20 22:45:22.000000,1961,537.0,1040.0,10686,1754.0,Open standard for machine learning interoperability.,200.0,34,True,2021-04-19 19:22:57.000000,1.9.0,21.0,onnx,conda-forge/onnx,,,,3471.0,3175.0,https://pypi.org/project/onnx,2021-04-19 19:22:57.000000,296.0,1456635.0,1462622.0,https://anaconda.org/conda-forge/onnx,2021-05-08 08:02:42.009000,237679.0,,,,,1.0,14141.0,,,,,,,,,,,,,,,,,,,,,
37,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-04-29 07:32:59.000000,2021-04-13 19:05:58.000000,2514,674.0,2085.0,9416,28126.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,34,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,16492.0,11018.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,250548.0,276769.0,https://anaconda.org/conda-forge/theano,2021-01-21 21:14:21.756000,1520866.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
38,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-05-27 15:02:04.000000,2021-05-27 13:05:36.000000,1567,92.0,2049.0,8707,3645.0,WebGL2 powered geospatial visualization layers.,164.0,34,True,2021-05-07 16:22:03.508000,8.4.16,469.0,pydeck,conda-forge/pydeck,,,['jupyter'],2143.0,1581.0,https://pypi.org/project/pydeck,2021-04-13 02:26:45.000000,2.0,272117.0,461634.0,https://anaconda.org/conda-forge/pydeck,2021-04-13 20:41:22.066000,32201.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-05-25 18:30:07.668000,560.0,187371.0,,,,,,,,,,,,,,
