,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
10,Pillow,python-pillow/Pillow,,image,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000000,2021-07-22 13:46:19.000000,2021-07-22 11:36:33.000000,1678,184.0,2075.0,8730.0,11968.0,The friendly PIL fork (Python Imaging Library).,368.0,40,True,2021-07-07 00:05:31.000000,8.3.1,82.0,Pillow,conda-forge/pillow,,,,625817.0,514391.0,https://pypi.org/project/Pillow,2021-07-06 23:56:58.000000,111426.0,33429555.0,33578678.0,https://anaconda.org/conda-forge/pillow,2021-07-07 17:38:10.169000,9394793.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11,scikit-learn,scikit-learn/scikit-learn,,ml-frameworks,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000000,2021-07-22 12:35:12.000000,2021-07-22 12:19:11.000000,21695,2395.0,7003.0,46542.0,,scikit-learn: machine learning in Python.,2294.0,38,True,2021-04-28 17:20:23.000000,0.24.2,54.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],283462.0,245574.0,https://pypi.org/project/scikit-learn,2021-04-28 11:18:29.000000,37888.0,26410497.0,26551315.0,https://anaconda.org/conda-forge/scikit-learn,2021-07-06 10:14:33.510000,8730088.0,,,,,1.0,714.0,,,,,,,,,,,,,,,,,,,,
12,PySpark,apache/spark,,ml-frameworks,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000000,2021-07-22 13:54:47.000000,2021-07-22 13:07:00.000000,24097,235.0,,30407.0,30830.0,Apache Spark Python API.,2503.0,38,True,2021-05-27 17:18:30.000000,3.1.2,26.0,pyspark,conda-forge/pyspark,,,['spark'],1365.0,605.0,https://pypi.org/project/pyspark,2021-05-27 17:18:30.000000,760.0,11694530.0,11716896.0,https://anaconda.org/conda-forge/pyspark,2021-05-29 01:33:32.376000,1163033.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,,
13,numpy,numpy/numpy,,data-containers,https://github.com/numpy/numpy,https://github.com/numpy/numpy,BSD-3-Clause,2010-09-13 23:02:39.000000,2021-07-22 14:49:48.000000,2021-07-22 07:44:49.000000,5681,2324.0,7681.0,17720.0,,The fundamental package for scientific computing with Python.,1291.0,38,True,2021-07-18 20:01:25.000000,1.21.1,102.0,numpy,conda-forge/numpy,,,,944388.0,774666.0,https://pypi.org/project/numpy,2021-07-18 19:37:41.000000,169722.0,79675628.0,80027001.0,https://anaconda.org/conda-forge/numpy,2021-07-19 08:32:16.814000,21377367.0,,,,,1.0,368324.0,,,,,,,,,,,,,,,,,,,,
14,XGBoost,dmlc/xgboost,,ml-frameworks,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000000,2021-07-22 11:02:31.000000,2021-07-22 11:02:31.000000,7983,296.0,3831.0,21327.0,5404.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",527.0,37,True,2021-05-13 11:35:17.000000,1.4.2,57.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,21041.0,19449.0,https://pypi.org/project/xgboost,2021-05-13 11:49:10.000000,1592.0,5907139.0,5941527.0,https://anaconda.org/conda-forge/xgboost,2021-04-29 20:56:44.761000,1786625.0,,,,,1.0,2660.0,,,,,,,,,,,,,,,,,,,,
15,spaCy,explosion/spaCy,,nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000000,2021-07-22 07:53:32.000000,2021-07-21 20:38:40.000000,3511,95.0,4666.0,20941.0,14718.0,Industrial-strength Natural Language Processing (NLP) in Python.,605.0,37,True,2021-07-20 08:40:59.000000,3.1.1,181.0,spacy,conda-forge/spacy,,,,30726.0,27660.0,https://pypi.org/project/spacy,2021-07-20 08:39:51.000000,3066.0,2664965.0,2706535.0,https://anaconda.org/conda-forge/spacy,2021-07-21 09:36:07.628000,2200436.0,,,,,1.0,3045.0,,,,,,,,,,,,,,,,,,,,
16,Seaborn,mwaskom/seaborn,,data-viz,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000000,2021-07-21 12:24:20.000000,2021-07-15 23:46:58.000000,1443,93.0,1790.0,8598.0,2782.0,Statistical data visualization in Python.,154.0,37,True,2021-03-29 17:36:25.000000,joss_paper,23.0,seaborn,conda-forge/seaborn,,,,119239.0,106453.0,https://pypi.org/project/seaborn,2020-12-20 20:53:25.000000,12786.0,9265663.0,9309075.0,https://anaconda.org/conda-forge/seaborn,2021-01-28 11:50:33.609000,2561297.0,,,,,1.0,179.0,,,,,,,,,,,,,,,,,,,,
17,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-07-22 14:23:27.000000,2021-07-22 14:23:24.000000,1966,143.0,622.0,8171.0,9604.0,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,698.0,37,True,2021-04-26 21:13:42.000000,4.0.0,32.0,pyarrow,conda-forge/arrow,,,,1033.0,47.0,https://pypi.org/project/pyarrow,2021-05-30 17:16:04.000000,986.0,26365797.0,26376798.0,https://anaconda.org/conda-forge/arrow,2021-06-24 17:36:08.348000,682100.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
18,transformers,huggingface/transformers,,nlp,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000000,2021-07-22 13:53:33.000000,2021-07-22 13:19:35.000000,11630,421.0,7008.0,48802.0,7637.0,"Transformers: State-of-the-art Natural Language Processing for Pytorch, TensorFlow, and JAX.",943.0,36,True,2021-07-22 10:53:51.000000,4.9.0,63.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",13859.0,13731.0,https://pypi.org/project/transformers,2021-07-22 10:51:34.000000,128.0,2964684.0,2967280.0,https://anaconda.org/conda-forge/transformers,2021-06-30 16:31:05.853000,53627.0,,,,,1.0,1387.0,,,,,,,,,,,,,,,,,,,,
19,OpenAI Gym,openai/gym,,reinforcement-learning,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000000,2021-07-19 17:30:08.000000,2021-05-17 23:19:33.000000,7088,317.0,1071.0,24702.0,1245.0,A toolkit for developing and comparing reinforcement learning algorithms.,275.0,36,True,2021-05-18 00:09:21.000000,0.18.3,93.0,gym,,,,,25388.0,21826.0,https://pypi.org/project/gym,2021-05-18 00:09:21.000000,3562.0,1620862.0,1620862.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
20,LightGBM,microsoft/LightGBM,,ml-frameworks,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000000,2021-07-21 20:14:28.000000,2021-07-21 20:14:28.000000,3306,121.0,2220.0,12759.0,2608.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",235.0,36,True,2021-04-12 23:03:24.000000,3.2.1,25.0,lightgbm,conda-forge/lightgbm,,,,8584.0,8028.0,https://pypi.org/project/lightgbm,2021-03-22 15:04:09.000000,556.0,3957801.0,3973624.0,https://anaconda.org/conda-forge/lightgbm,2021-04-20 13:04:15.819000,655386.0,,,,,1.0,110670.0,,,,,,,,,,,,,,,,,,,,
21,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-07-22 12:32:19.000000,2021-07-22 12:32:19.000000,4029,367.0,1321.0,12266.0,4144.0,Topic Modelling for Humans.,408.0,36,True,2021-04-01 14:19:26.000000,4.0.1,85.0,gensim,conda-forge/gensim,,,,30142.0,25400.0,https://pypi.org/project/gensim,2021-03-25 13:43:34.000000,4742.0,7097848.0,7112896.0,https://anaconda.org/conda-forge/gensim,2021-06-15 14:29:56.801000,689982.0,,,,,1.0,3393.0,,,,,,,,,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-07-21 19:05:05.000000,2021-07-21 19:05:05.000000,1841,915.0,1121.0,9878.0,5145.0,The interactive graphing library for Python (includes Plotly Express).,178.0,36,True,2021-06-28 21:06:45.000000,5.1.0,269.0,plotly,conda-forge/plotly,,,,4991.0,5.0,https://pypi.org/project/plotly,2021-06-28 19:35:15.000000,4982.0,5749040.0,5819631.0,https://anaconda.org/conda-forge/plotly,2021-07-15 17:20:11.895000,1597699.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,43512.0,,,,,,,,,,,,,,
23,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2021-07-22 14:10:04.000000,2021-07-22 13:42:26.000000,4879,489.0,1351.0,9480.0,1884.0,"Datasets, Transforms and Models specific to Computer Vision.",405.0,36,True,2021-06-15 16:00:00.000000,0.10.0,24.0,torchvision,conda-forge/torchvision,,,['pytorch'],61643.0,57031.0,https://pypi.org/project/torchvision,2021-06-15 16:00:00.000000,4612.0,1674049.0,1675961.0,https://anaconda.org/conda-forge/torchvision,2021-07-01 17:23:25.774000,82221.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
24,SymPy,sympy/sympy,,others,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000000,2021-07-22 10:58:20.000000,2021-07-22 10:58:20.000000,3425,4174.0,7426.0,8257.0,47632.0,A computer algebra system written in pure Python.,1087.0,36,True,2021-04-09 22:38:24.000000,sympy-1.8,37.0,sympy,conda-forge/sympy,,,,40282.0,33860.0,https://pypi.org/project/sympy,2021-04-09 22:41:01.000000,6422.0,2526120.0,2556049.0,https://anaconda.org/conda-forge/sympy,2021-04-10 01:00:41.286000,1579082.0,,,,,1.0,428205.0,,,,,,,,,,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,,ml-experiments,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000000,2021-07-22 09:11:40.000000,2021-07-21 23:54:32.000000,1410,553.0,995.0,5572.0,4646.0,TensorFlow's Visualization Toolkit.,262.0,36,True,2021-04-19 18:42:18.000000,2.5.0,37.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],76046.0,72432.0,https://pypi.org/project/tensorboard,2021-01-14 20:49:19.000000,3614.0,10671632.0,10722077.0,https://anaconda.org/conda-forge/tensorboard,2021-06-11 23:53:46.549000,2219584.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
26,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-07-10 10:38:06.000000,2021-06-11 10:31:40.000000,292,291.0,365.0,2505.0,1375.0,Computing with Python functions.,102.0,36,True,2021-02-09 16:46:29.000000,1.0.1,100.0,joblib,conda-forge/joblib,,,,123576.0,116966.0,https://pypi.org/project/joblib,2021-02-09 16:46:29.000000,6610.0,27085824.0,27162818.0,https://anaconda.org/conda-forge/joblib,2021-02-09 19:26:28.194000,4619688.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
27,h5py,h5py/h5py,,data-containers,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000000,2021-07-21 15:03:33.000000,2021-07-20 09:03:07.000000,409,214.0,1007.0,1545.0,3692.0,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,165.0,36,True,2021-06-22 12:06:46.000000,3.3.0,28.0,h5py,conda-forge/h5py,,,,147676.0,124740.0,https://pypi.org/project/h5py,2021-06-22 12:26:45.000000,22936.0,11429855.0,11518192.0,https://anaconda.org/conda-forge/h5py,2021-06-23 03:02:36.658000,5652108.0,,,,,2.0,1227.0,,,,,,,,,,,,,,,,,,,,
28,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-07-22 14:02:29.000000,2021-07-22 12:44:27.000000,1739,292.0,3310.0,14601.0,5301.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",497.0,35,True,2021-07-01 14:07:05.000000,1.3.8,179.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],3838.0,3824.0,https://pypi.org/project/pytorch-lightning,2021-07-21 14:23:04.000000,14.0,581334.0,596502.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-07-01 17:14:15.252000,195142.0,,,,,2.0,3794.0,,,,,,,1.0,,,,,,,,,,,,,
29,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-07-21 22:35:40.000000,2021-07-21 21:44:35.000000,2030,485.0,1140.0,11003.0,1790.0,Open standard for machine learning interoperability.,206.0,35,True,2021-04-19 19:22:57.000000,1.9.0,21.0,onnx,conda-forge/onnx,,,,3903.0,3607.0,https://pypi.org/project/onnx,2021-04-19 19:22:57.000000,296.0,1842281.0,1848627.0,https://anaconda.org/conda-forge/onnx,2021-05-08 08:02:42.009000,264368.0,,,,,1.0,15252.0,,,,,,,,,,,,,,,,,,,,
30,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-07-21 17:16:31.000000,2021-07-20 03:41:54.000000,2467,235.0,1262.0,10009.0,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,398.0,35,True,2021-04-07 21:36:50.000000,3.6.1,41.0,nltk,conda-forge/nltk,,,,129527.0,108535.0,https://pypi.org/project/nltk,2021-04-07 21:36:50.000000,20992.0,12728057.0,12741447.0,https://anaconda.org/conda-forge/nltk,2021-04-20 15:34:03.018000,790059.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
31,networkx,networkx/networkx,,graph,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000000,2021-07-21 23:27:34.000000,2021-07-09 18:05:49.000000,2352,284.0,2405.0,9391.0,,Network Analysis in Python.,530.0,35,True,2021-07-08 20:16:33.000000,2.6.1,57.0,networkx,conda-forge/networkx,,,,101118.0,80300.0,https://pypi.org/project/networkx,2021-07-08 20:16:33.000000,20818.0,11293538.0,11364060.0,https://anaconda.org/conda-forge/networkx,2021-07-09 18:13:38.257000,4019801.0,,,,,1.0,56.0,,,,,,,,,,,,,,,,,,,,
32,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-07-22 09:20:05.000000,2021-07-16 21:30:24.000000,6861,1917.0,7657.0,19567.0,11628.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",961.0,34,True,2021-03-21 14:56:00.000000,1.8.0,980.0,mxnet,mxnet,,,['mxnet'],2653.0,2209.0,https://pypi.org/project/mxnet,2021-03-31 20:05:38.000000,444.0,209981.0,210514.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,6333.0,,,,,2.0,23959.0,,,,,,,,0.0,,,,,,,,,,,,
33,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-07-07 10:21:38.000000,2021-07-07 10:18:00.000000,2266,87.0,844.0,14809.0,3994.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",556.0,34,True,2021-04-17 01:06:10.000000,3.0.3,72.0,luigi,luigi,,,,2167.0,1491.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,747951.0,748067.0,https://anaconda.org/anaconda/luigi,2021-04-17 18:49:18.708000,7594.0,,,,,1.0,,stable/luigi,,,,,,,0.0,,,,,,,,,,,,
34,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-07-19 15:40:05.000000,2021-07-19 15:40:01.000000,1943,1102.0,540.0,13314.0,1936.0,A game theoretic approach to explain the output of any machine learning model.,156.0,34,True,2021-03-03 18:38:33.000000,0.39.0,93.0,shap,conda-forge/shap,,,,3147.0,3011.0,https://pypi.org/project/shap,2021-01-15 21:02:34.000000,136.0,2548857.0,2565122.0,https://anaconda.org/conda-forge/shap,2021-04-29 12:11:05.706000,569280.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
35,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-06-05 14:19:15.755000,2021-04-13 19:05:58.000000,2514,674.0,2085.0,9442.0,28126.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,34,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,16796.0,11322.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,231872.0,258676.0,https://anaconda.org/conda-forge/theano,2021-06-05 14:19:15.755000,1608296.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
36,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-07-22 06:13:05.000000,2021-07-21 11:28:35.000000,1591,94.0,2084.0,8839.0,3723.0,WebGL2 powered geospatial visualization layers.,169.0,34,True,2021-07-01 22:44:05.000000,8.4.20,480.0,pydeck,conda-forge/pydeck,,,['jupyter'],2210.0,1648.0,https://pypi.org/project/pydeck,2021-04-13 02:26:45.000000,2.0,360451.0,575803.0,https://anaconda.org/conda-forge/pydeck,2021-04-13 20:41:22.066000,42166.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-07-21 07:11:08.806000,560.0,212872.0,,,,,,,,,,,,,,
37,dask,dask/dask,,distributed-ml,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000000,2021-07-22 14:41:02.000000,2021-07-22 14:37:25.000000,1303,778.0,3102.0,8574.0,,Parallel computing with task scheduling.,458.0,34,True,2021-07-09 19:43:39.000000,2021.7.0,122.0,dask,conda-forge/dask,,,,33115.0,29199.0,https://pypi.org/project/dask,2021-07-09 19:43:39.000000,3916.0,4387958.0,4447976.0,https://anaconda.org/conda-forge/dask,2021-07-10 02:14:37.249000,3721139.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,,
38,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-07-21 14:46:16.000000,2021-07-19 09:21:27.000000,1237,158.0,724.0,7798.0,1588.0,Simple job queues for Python.,243.0,34,True,2021-06-30 07:22:37.000000,1.9.0,66.0,rq,conda-forge/rq,,,,11701.0,8377.0,https://pypi.org/project/rq,2021-06-30 07:21:51.000000,3324.0,497186.0,498133.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099000,56823.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
