,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
21,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-05-25 00:06:00.000000,2022-05-24 11:45:09,13207,101.0,2005,185.0,3748.0,623.0,1826.0,4915,Image processing in Python.,554.0,44,True,2022-02-17 18:25:54.000,0.19.2,44.0,scikit-image,conda-forge/scikit-image,,,,112748.0,103461.0,https://pypi.org/project/scikit-image,2022-02-17 18:24:44.000,9287.0,8882654.0,8930532.0,https://anaconda.org/conda-forge/scikit-image,2022-02-18 18:04:10.940,3447229.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
22,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-05-26 14:35:58.000000,2022-05-26 09:34:57,12709,1280.0,3573,426.0,14824.0,2381.0,7985.0,20613,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",694.0,43,True,2022-05-16 22:46:43.000,ray-1.12.1,72.0,ray,conda-forge/ray-tune,,,,5122.0,4851.0,https://pypi.org/project/ray,2022-05-16 22:38:01.000,271.0,1167606.0,1169343.0,https://anaconda.org/conda-forge/ray-tune,2022-05-23 13:43:37.546,29531.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-05-26 07:57:58.000000,2022-05-25 10:47:15,6976,389.0,2330,223.0,6194.0,478.0,4548.0,18523,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",680.0,43,True,2022-05-03 20:36:12.000,1.6.3,209.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],9425.0,9066.0,https://pypi.org/project/pytorch-lightning,2022-05-03 20:47:46.000,359.0,3782586.0,3802002.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-05-04 00:29:27.477,441993.0,,,,,2.0,6770.0,,,,,,,,,,,,,,,,,,,
24,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-05-22 08:31:37.000000,2022-05-19 15:45:06,19547,54.0,3933,458.0,5156.0,711.0,6203.0,16319,"Interactive Data Visualization in the browser, from Python.",604.0,43,True,2022-05-18 19:00:14.000,2.4.3,125.0,bokeh,conda-forge/bokeh,,,,55041.0,51505.0,https://pypi.org/project/bokeh,2022-05-18 19:00:14.000,3536.0,2546858.0,2666993.0,https://anaconda.org/conda-forge/bokeh,2022-05-19 15:00:53.638,7328274.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-05-26 14:40:42.000000,2022-05-25 12:26:40,7201,175.0,1487,225.0,4656.0,735.0,3645.0,9911,Parallel computing with task scheduling.,532.0,43,True,2022-05-24 15:17:50.000,2022.5.1,143.0,dask,conda-forge/dask,,,,39534.0,36900.0,https://pypi.org/project/dask,2022-05-24 15:17:50.000,2634.0,6070896.0,6148813.0,https://anaconda.org/conda-forge/dask,2022-05-24 18:00:51.976,5610092.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
26,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-05-25 07:05:35.000000,2022-05-23 00:24:34,2934,120.0,1594,250.0,799.0,108.0,1919.0,9454,Statistical data visualization in Python.,167.0,43,True,2021-08-16 00:42:18.000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,167858.0,159016.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000,8842.0,9522336.0,9577969.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,3838551.0,,,,,1.0,219.0,,,,,,,,,,,,,,,,,,,
27,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-05-25 14:10:55.000000,2022-05-18 18:14:23,14586,79.0,2431,262.0,3561.0,2266.0,2520.0,7406,Statsmodels: statistical modeling and econometrics in Python.,373.0,43,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,,,68013.0,63500.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,11018406.0,11105132.0,https://anaconda.org/conda-forge/statsmodels,2022-02-11 00:02:55.006,6157573.0,,,,,2.0,26.0,,,,,,,,,,,,,,,,,,,
28,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-05-26 14:24:27.000000,2022-05-26 11:22:47,5042,82.0,1494,192.0,4073.0,557.0,1119.0,5874,TensorFlows Visualization Toolkit.,278.0,43,True,2022-04-29 19:39:04.000,2.9.0,41.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],111255.0,108893.0,https://pypi.org/project/tensorboard,2022-01-20 21:11:31.000,2362.0,15354859.0,15409200.0,https://anaconda.org/conda-forge/tensorboard,2022-05-02 19:23:15.865,2934452.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
29,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-05-26 13:05:36.000000,2022-05-26 11:46:14,33233,772.0,25644,2078.0,36662.0,219.0,,32955,Apache Spark Python API.,2672.0,42,True,2022-02-18 23:01:24.000,3.1.3,29.0,pyspark,conda-forge/pyspark,,,['spark'],826.0,,https://pypi.org/project/pyspark,2022-02-18 23:01:24.000,826.0,20730734.0,20757160.0,https://anaconda.org/conda-forge/pyspark,2022-01-26 09:34:57.784,1638440.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,,,,,,
30,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-05-25 23:48:03.000000,2022-05-25 14:29:51,1622,103.0,7796,993.0,1264.0,110.0,1558.0,27642,A toolkit for developing and comparing reinforcement learning algorithms.,359.0,42,True,2022-05-25 16:44:14.000,0.24.0,99.0,gym,conda-forge/gym,,,,31969.0,29529.0,https://pypi.org/project/gym,2022-03-14 22:44:47.000,2440.0,635027.0,639357.0,https://anaconda.org/conda-forge/gym,2022-02-08 14:22:06.829,108257.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
31,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-05-25 23:51:23.000000,2022-05-25 18:13:56,2974,86.0,3541,447.0,2563.0,218.0,2480.0,13830,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",258.0,42,True,2022-01-07 15:20:18.000,3.3.2,29.0,lightgbm,conda-forge/lightgbm,,,,13861.0,13231.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,630.0,7129849.0,7149864.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,1016842.0,,,,,2.0,151561.0,,,,,,,,,,,,,,,,,,,
32,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-05-25 13:12:56.039000,2022-05-06 00:53:28,4383,75.0,4210,432.0,1605.0,374.0,1389.0,13214,Topic Modelling for Humans.,430.0,42,True,2022-05-01 16:17:56.000,4.2.0,90.0,gensim,conda-forge/gensim,,,,36252.0,33374.0,https://pypi.org/project/gensim,2022-05-01 16:17:56.000,2878.0,6759135.0,6773441.0,https://anaconda.org/conda-forge/gensim,2022-05-25 13:12:56.039,798395.0,,,,,1.0,3828.0,,,,,,,,,,,,,,,,,,,
33,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-05-26 13:28:15.000000,2022-05-26 13:19:39,2771,280.0,5899,363.0,3751.0,705.0,1783.0,11697,"Datasets, Transforms and Models specific to Computer Vision.",486.0,42,True,2022-03-10 18:28:39.000,0.12.0,30.0,torchvision,conda-forge/torchvision,,,['pytorch'],3611.0,,https://pypi.org/project/torchvision,2022-03-10 16:45:51.000,3611.0,5259036.0,5263722.0,https://anaconda.org/conda-forge/torchvision,2022-03-29 18:28:29.092,243449.0,,,,,1.0,5714.0,,,,,,,,,,,,,,,,,,,
34,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-05-25 07:52:30.000000,2022-05-11 01:37:53,5477,92.0,2143,272.0,1348.0,1153.0,1197.0,11551,The interactive graphing library for Python (includes Plotly Express).,201.0,42,True,2022-05-11 01:36:25.000,5.8.0,279.0,plotly,conda-forge/plotly,,,,4056.0,10.0,https://pypi.org/project/plotly,2022-05-11 01:30:01.000,4042.0,7743812.0,7826597.0,https://anaconda.org/conda-forge/plotly,2022-05-11 04:58:57.208,2578325.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,45418.0,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-05-26 10:01:58.000000,2022-05-24 18:39:20,4058,79.0,1782,1741.0,3829.0,159.0,2281.0,9845,WebGL2 powered visualization framework.,196.0,42,True,2022-05-19 20:48:43.656,8.7.10,532.0,pydeck,conda-forge/pydeck,,,['jupyter'],4509.0,4101.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,23.0,965867.0,1276178.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,106497.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-05-20 09:36:26.450,385.0,306367.0,,,,,,,,,,,,
36,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-05-26 13:34:04.000000,2022-05-26 13:31:07,35821,1666.0,4515,727.0,28227.0,2894.0,12648.0,18259,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,739.0,41,True,2022-05-13 08:03:36.000,2.3.0,54.0,paddlepaddle,,,,['paddle'],163.0,115.0,https://pypi.org/project/paddlepaddle,2022-05-09 06:15:03.000,48.0,98908.0,99129.0,,,,,,,,2.0,15315.0,,,,,,,,,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-05-26 14:16:30.000000,2022-05-25 20:33:55,1959,56.0,2707,429.0,2215.0,277.0,1715.0,12542,Open standard for machine learning interoperability.,234.0,41,True,2022-02-17 21:58:59.000,1.11.0,25.0,onnx,conda-forge/onnx,,,,7241.0,6868.0,https://pypi.org/project/onnx,2022-02-17 19:16:40.000,373.0,1140418.0,1148350.0,https://anaconda.org/conda-forge/onnx,2022-04-24 20:16:13.541,411141.0,,,,,1.0,17596.0,,,,,,,,,,,,,,,,,,,
