,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2022-12-08 12:24:06.000000,2022-12-08 04:08:13,45128.0,820.0,6629,586.0,15538.0,1903.0,7535.0,16518,matplotlib: plotting with Python.,1440.0,49,True,2022-11-03 01:53:13.000,3.6.2,96.0,matplotlib,conda-forge/matplotlib,,,,728797.0,673746.0,https://pypi.org/project/matplotlib,2022-10-08 09:47:16.868,55051.0,31998167.0,32168753.0,https://anaconda.org/conda-forge/matplotlib,2022-11-04 00:12:43.022,14841036.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-12-08 13:09:14.000000,2022-12-08 13:09:14,29159.0,463.0,4499,339.0,8848.0,1697.0,7290.0,10566,"Ecosystem of open-source software for mathematics, science, and engineering.",1399.0,49,True,2022-10-20 02:34:14.000,1.9.3,85.0,scipy,conda-forge/scipy,,,,664596.0,606377.0,https://pypi.org/project/scipy,2022-10-20 00:45:22.690,58219.0,44865632.0,45256695.0,https://anaconda.org/conda-forge/scipy,2022-11-09 07:11:47.295,30572633.0,,,,,1.0,362127.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-12-08 13:16:20.000000,2022-12-07 21:38:55,14081.0,362.0,1929,218.0,4011.0,111.0,2585.0,10352,The friendly PIL fork (Python Imaging Library).,420.0,47,True,2022-10-29 15:26:51.013,9.3.0,90.0,Pillow,conda-forge/pillow,,,,991299.0,928152.0,https://pypi.org/project/Pillow,2022-10-29 15:26:51.013,63147.0,50618691.0,50885168.0,https://anaconda.org/conda-forge/pillow,2022-10-28 02:28:04.632,21318235.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-12-08 02:11:30.000000,2022-12-04 17:57:43,52554.0,393.0,3779,282.0,11923.0,4594.0,8193.0,9865,A computer algebra system written in pure Python.,1183.0,46,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,,,53188.0,48979.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4209.0,3127286.0,3165346.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2673579.0,,,,,1.0,476634.0,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-12-08 04:59:30.000000,2022-12-08 04:59:24,7565.0,251.0,19226,1937.0,5736.0,349.0,11284.0,56791,Deep Learning for humans.,1131.0,45,True,2022-11-14 18:10:37.000,2.11.0,73.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],330.0,,https://pypi.org/project/keras,2022-05-13 18:15:03.000,330.0,9714636.0,9750762.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2745586.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-12-08 13:41:22.000000,2022-12-08 13:41:19,34959.0,887.0,26386,2066.0,38956.0,218.0,,34534,Apache Spark Python API.,2773.0,44,True,2022-11-28 18:27:04.218,3.2.3,32.0,pyspark,conda-forge/pyspark,,,['spark'],845.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,845.0,27158728.0,27190448.0,https://anaconda.org/conda-forge/pyspark,2022-10-25 13:22:53.684,2188715.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,
16,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-12-08 14:17:30.000000,2022-12-07 15:02:09,15740.0,130.0,3986,547.0,3467.0,109.0,5219.0,24720,Industrial-strength Natural Language Processing (NLP) in Python.,710.0,44,True,2022-11-10 13:42:15.000,3.4.3,199.0,spacy,conda-forge/spacy,,,,48974.0,46599.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4492894.0,4534060.0,https://anaconda.org/conda-forge/spacy,2022-11-16 19:33:53.065,2878656.0,,,,,1.0,3150.0,,,,,,,,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-12-08 14:10:29.000000,2022-12-08 10:09:17,6088.0,167.0,8503,931.0,3929.0,328.0,4351.0,23533,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",587.0,44,True,2022-11-03 23:39:57.000,1.7.1,69.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,41421.0,40051.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1370.0,8702041.0,8751663.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3420378.0,,,,,1.0,5514.0,,,,,,,,,,,,,,,,,,,
18,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-12-08 14:25:47.000000,2022-12-08 14:25:47,15311.0,1127.0,4032,434.0,18490.0,2667.0,9761.0,22975,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,789.0,44,True,2022-11-08 01:55:02.000,ray-2.1.0,78.0,ray,conda-forge/ray-tune,,,,6834.0,6555.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,2095038.0,2098494.0,https://anaconda.org/conda-forge/ray-tune,2022-11-18 12:43:40.531,82963.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-12-08 14:14:49.000000,2022-12-08 06:41:23,14054.0,1039.0,1964,288.0,8263.0,1211.0,2765.0,21108,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",483.0,44,True,2022-11-15 15:35:37.526,0.3.25,132.0,jax,conda-forge/jaxlib,,,,6620.0,6299.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,321.0,649832.0,663202.0,https://anaconda.org/conda-forge/jaxlib,2022-12-08 12:11:44.929,548176.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-12-08 06:01:13.000000,2022-12-06 05:56:53,7119.0,93.0,2773,276.0,3028.0,394.0,2691.0,11925,Network Analysis in Python.,635.0,44,True,2022-11-01 20:33:20.972,2.8.8,84.0,networkx,conda-forge/networkx,,,,139958.0,126499.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13459.0,19991386.0,20114687.0,https://anaconda.org/conda-forge/networkx,2022-11-02 12:22:18.460,9124302.0,,,,,1.0,60.0,,,,,,,,,,,,,,,,,,,
21,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-12-07 20:59:40.000000,2022-12-07 20:43:12,14829.0,114.0,2620,272.0,3665.0,2470.0,2587.0,7972,Statsmodels: statistical modeling and econometrics in Python.,400.0,44,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,79563.0,74898.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4665.0,9362817.0,9466052.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,8052390.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
22,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-12-08 05:35:39.000000,2022-12-08 01:17:19,3135.0,49.0,3658,451.0,2751.0,250.0,2646.0,14462,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",275.0,43,True,2022-10-10 21:18:04.234,3.3.3,30.0,lightgbm,conda-forge/lightgbm,,,,17444.0,16801.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,6414652.0,6438225.0,https://anaconda.org/conda-forge/lightgbm,2022-10-28 00:50:18.967,1367125.0,,,,,2.0,172823.0,,,,,,,,,,,,,,,,,,,
23,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-12-07 13:02:45.000000,2022-12-07 13:02:45,14388.0,40.0,2663,469.0,1391.0,237.0,1438.0,11295,Suite of libraries and programs for symbolic and statistical natural language processing for English.,435.0,43,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,,177182.0,165224.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11958.0,11359066.0,11380540.0,https://anaconda.org/conda-forge/nltk,2022-11-17 15:09:05.364,1632041.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-12-08 03:08:40.000000,2022-12-07 20:40:48,7461.0,108.0,1566,217.0,4962.0,834.0,3842.0,10538,Parallel computing with task scheduling.,569.0,43,True,2022-12-02 21:17:01.563,2022.12.0,159.0,dask,conda-forge/dask,,,,44735.0,42070.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2665.0,7371402.0,7464852.0,https://anaconda.org/conda-forge/dask,2022-12-03 00:25:05.270,7382563.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-12-08 00:45:36.000000,2022-12-08 00:45:35,5297.0,117.0,1553,192.0,4370.0,608.0,1148.0,6043,TensorFlows Visualization Toolkit.,290.0,43,True,2022-11-09 01:43:55.758,2.11.0,45.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],137433.0,135014.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2419.0,17192872.0,17250581.0,https://anaconda.org/conda-forge/tensorboard,2022-11-09 05:16:36.975,3520280.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
26,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-12-08 13:18:44.000000,2022-12-08 05:18:04,13341.0,77.0,2075,187.0,3899.0,650.0,1901.0,5154,Image processing in Python.,585.0,43,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,,129126.0,119761.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9365.0,5604161.0,5658637.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4303657.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-12-08 14:12:23.000000,2022-12-08 13:08:58,38984.0,1537.0,4815,733.0,33046.0,3084.0,13722.0,19280,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,884.0,42,True,2022-11-28 01:45:58.000,2.4.0,59.0,paddlepaddle,,,,['paddle'],223.0,173.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,98745.0,98946.0,,,,,,,,2.0,15325.0,,,,,,,,,,,,,,,,,,,
28,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-12-07 08:04:28.000000,2022-12-07 00:25:24,19887.0,185.0,4007,452.0,5444.0,695.0,6409.0,16968,"Interactive Data Visualization in the browser, from Python.",623.0,42,True,2022-11-14 19:55:38.548,3.0.2,150.0,bokeh,conda-forge/bokeh,,,,3727.0,175.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3552.0,3670979.0,3809940.0,https://anaconda.org/conda-forge/bokeh,2022-11-15 00:21:46.763,9449362.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
29,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-12-08 13:54:08.000000,2022-12-07 13:34:18,3228.0,263.0,6388,380.0,4368.0,819.0,1991.0,12942,"Datasets, Transforms and Models specific to Computer Vision.",512.0,42,True,2022-10-28 16:48:51.000,0.14.0,33.0,torchvision,conda-forge/torchvision,,,['pytorch'],3716.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3716.0,6801998.0,6809799.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,453800.0,,,,,1.0,16185.0,,,,,,,,,,,,,,,,,,,
30,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-12-08 07:38:30.000000,2022-12-06 01:07:29,4267.0,59.0,1872,1729.0,4053.0,182.0,2393.0,10458,WebGL2 powered visualization framework.,209.0,42,True,2022-11-15 10:22:32.162,8.8.20,568.0,pydeck,conda-forge/pydeck,,,['jupyter'],5448.0,5005.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,967307.0,1337638.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,247293.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-11-15 10:22:32.162,419.0,363058.0,,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-12-06 03:23:35.000000,2022-12-06 03:23:35,3086.0,58.0,1677,252.0,944.0,115.0,2096.0,10147,Statistical data visualization in Python.,181.0,42,True,2022-10-18 13:02:16.355,0.12.1,32.0,seaborn,conda-forge/seaborn,,,,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8344113.0,8414676.0,https://anaconda.org/conda-forge/seaborn,2022-10-18 18:26:52.529,5362673.0,,,,,1.0,238.0,,,,,,,,,,,,,,,,,,,
32,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-11-23 06:34:20.000000,2022-10-25 17:01:14,1755.0,14.0,8076,994.0,1433.0,32.0,1694.0,29271,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,41,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,36965.0,34495.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2470.0,1081603.0,1086857.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,168159.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
33,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-12-08 13:49:29.000000,2022-12-08 13:49:15,5147.0,220.0,1950,283.0,2850.0,564.0,2340.0,21727,Streamlit The fastest way to build data apps in Python.,159.0,41,True,2022-12-01 17:23:02.410,1.15.2,190.0,streamlit,,,,,943.0,522.0,https://pypi.org/project/streamlit,2022-07-27 21:22:03.770,421.0,1038446.0,1038446.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
34,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-12-08 08:18:27.000000,2022-12-07 09:27:03,30937.0,407.0,4178,341.0,5216.0,698.0,6031.0,15171,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",566.0,41,True,2022-12-06 10:05:01.908,3.2.11,282.0,rasa,,,,['tensorflow'],2853.0,2793.0,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,174317.0,174317.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
35,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-12-08 10:07:40.000000,2022-12-07 20:19:46,3548.0,409.0,3066,286.0,4746.0,994.0,1770.0,13166,Open source platform for the machine learning lifecycle.,519.0,41,True,2022-11-15 04:58:02.747,2.0.1,66.0,mlflow,conda-forge/mlflow,,,,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,10832170.0,10856960.0,https://anaconda.org/conda-forge/mlflow,2022-12-07 04:28:47.238,1090779.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-12-06 17:38:02.000000,2022-10-27 20:14:12,5643.0,37.0,2234,274.0,1426.0,1289.0,1231.0,12572,The interactive graphing library for Python (includes Plotly Express).,201.0,41,True,2022-10-27 17:34:35.000,5.11.0,284.0,plotly,conda-forge/plotly,,,,4159.0,13.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8382297.0,8470972.0,https://anaconda.org/conda-forge/plotly,2022-12-05 13:36:59.426,3473921.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,42966.0,,,,,,,,,,,,
37,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-12-08 13:33:37.000000,2022-12-08 11:56:05,8216.0,290.0,1006,136.0,4401.0,647.0,3395.0,10748,Data Version Control | Git for Data & Models | ML Experiments Management.,276.0,41,True,2022-12-01 16:36:00.716,2.36.0,394.0,dvc,conda-forge/dvc,,,,5615.0,5568.0,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1518032.0,1556182.0,https://anaconda.org/conda-forge/dvc,2022-12-05 22:54:34.958,1341548.0,,,,,1.0,114043.0,,,,,,,,dvc,dvc,dvc,,,,,,,,,
38,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-12-03 20:32:43.000000,2022-11-02 03:58:23,2592.0,78.0,7313,610.0,2145.0,119.0,1562.0,23072,The fastai deep learning library.,647.0,40,True,2022-11-02 03:05:36.811,2.7.10,144.0,fastai,,,,['pytorch'],12037.0,11736.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,337145.0,337145.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
