,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
19,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-05-04 02:58:41.000000,2023-05-03 20:17:30,3970.0,272.0,3226.0,288.0,5352.0,925.0,1947.0,14273.0,Open source platform for the machine learning lifecycle.,574.0,44,True,2023-04-28 09:17:05.000,2.3.1,67.0,mlflow,conda-forge/mlflow,,,,18826.0,18826.0,https://pypi.org/project/mlflow,,,10425432.0,10451517.0,https://anaconda.org/conda-forge/mlflow,2023-04-20 12:23:23.402,1278211.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,
20,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-05-03 17:42:15.000000,2023-05-03 17:42:14,7281.0,103.0,2890.0,280.0,3278.0,410.0,2789.0,12594.0,Network Analysis in Python.,652.0,44,True,2023-04-04 20:05:38.000,networkx-3.1,89.0,networkx,conda-forge/networkx,,,,168535.0,154281.0,https://pypi.org/project/networkx,2023-01-08 00:03:30.177,14254.0,24901409.0,25043312.0,https://anaconda.org/conda-forge/networkx,2023-04-05 11:11:39.426,11210373.0,,,,,1.0,64.0,,,,,,,,,,,,,,,,,,,
21,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-05-03 15:32:14.000000,2023-05-03 15:32:14,15038.0,134.0,2692.0,275.0,3760.0,2584.0,2666.0,8438.0,Statsmodels: statistical modeling and econometrics in Python.,412.0,44,True,2022-11-02 17:40:09.913,0.13.5,34.0,statsmodels,conda-forge/statsmodels,,,,96249.0,91156.0,https://pypi.org/project/statsmodels,2022-11-02 17:40:09.913,5093.0,9462107.0,9578041.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,9622582.0,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,
22,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-05-04 02:40:45.000000,2023-04-26 00:57:23,3255.0,83.0,3592.0,443.0,2884.0,253.0,2716.0,14933.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",281.0,43,True,2023-01-24 03:15:36.000,3.3.5,27.0,lightgbm,conda-forge/lightgbm,,,,21159.0,21159.0,https://pypi.org/project/lightgbm,,,5777098.0,5803758.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1685888.0,,,,,2.0,188108.0,,,,,,,,,,,,,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-05-04 14:08:13.000000,2023-05-03 17:24:19,7728.0,189.0,1612.0,213.0,5304.0,918.0,3967.0,10975.0,Parallel computing with task scheduling.,580.0,43,True,2023-04-28 17:33:08.318,2023.4.1,169.0,dask,conda-forge/dask,,,,51467.0,48345.0,https://pypi.org/project/dask,2023-03-01 21:19:05.337,3122.0,6984667.0,7088385.0,https://anaconda.org/conda-forge/dask,2023-04-28 21:15:18.554,8712392.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
24,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-05-04 12:29:46.000000,2023-05-04 12:29:46,3139.0,29.0,1646.0,257.0,994.0,113.0,2192.0,10671.0,Statistical data visualization in Python.,195.0,43,True,2022-12-30 19:12:05.000,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,251743.0,251743.0,https://pypi.org/project/seaborn,,,8786479.0,8867250.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,6542324.0,,,,,1.0,243.0,,,,,,,,,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-05-04 14:03:24.000000,2023-05-04 14:03:23,5477.0,129.0,1591.0,190.0,4584.0,640.0,1181.0,6224.0,TensorFlows Visualization Toolkit.,299.0,43,True,2023-05-02 19:54:10.849,2.12.3,51.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],165384.0,162710.0,https://pypi.org/project/tensorboard,2023-01-13 22:24:05.115,2674.0,17819601.0,17878994.0,https://anaconda.org/conda-forge/tensorboard,2023-05-03 13:08:10.605,3919946.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
26,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-05-04 13:20:17.000000,2023-05-04 11:08:53,41559.0,1787.0,4976.0,727.0,36761.0,1008.0,15572.0,20169.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1024.0,42,True,2022-12-13 09:22:18.000,2.4.1,58.0,paddlepaddle,,,,['paddle'],229.0,229.0,https://pypi.org/project/paddlepaddle,,,132696.0,132885.0,,,,,,,,2.0,15350.0,,,,,,,,,,,,,,,,,,,
27,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-05-04 08:34:54.000000,2023-05-04 08:28:39,5048.0,299.0,1097.0,118.0,1705.0,309.0,1721.0,16896.0,"Wrap UIs around any model, share with anyone.",153.0,42,True,2023-05-04 08:32:49.000,3.28.2,100.0,gradio,,,,,6143.0,6143.0,https://pypi.org/project/gradio,,,3622373.0,3622373.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-05-04 12:45:58.000000,2023-04-27 18:40:38,4433.0,127.0,1973.0,1712.0,4237.0,211.0,2465.0,10838.0,WebGL2 powered visualization framework.,224.0,42,True,2023-04-27 18:54:59.754,8.9.12,592.0,pydeck,conda-forge/pydeck,,,['jupyter'],6259.0,5780.0,https://pypi.org/project/pydeck,2022-11-04 14:23:59.154,38.0,1283190.0,1781442.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,346354.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-04-27 18:54:59.754,441.0,489372.0,,,,,,,,,,,,
29,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-05-04 12:06:02.000000,2023-04-28 20:59:22,13520.0,128.0,2055.0,187.0,4089.0,472.0,1964.0,5376.0,Image processing in Python.,612.0,42,False,2023-02-28 23:32:35.000,0.20.0,21.0,scikit-image,conda-forge/scikit-image,,,,138176.0,138176.0,https://pypi.org/project/scikit-image,,,7071041.0,7130244.0,https://anaconda.org/conda-forge/scikit-image,2023-04-12 19:50:08.062,4973092.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
30,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-05-02 19:05:26.000000,2023-04-26 20:13:33,6782.0,211.0,1868.0,407.0,935.0,735.0,792.0,18609.0,Data Apps & Dashboards for Python. No JavaScript Required.,135.0,41,True,2023-04-13 17:42:40.000,2.9.3,163.0,dash,conda-forge/dash,,,,46862.0,45505.0,https://pypi.org/project/dash,2023-01-30 17:00:04.941,1357.0,1603922.0,1619460.0,https://anaconda.org/conda-forge/dash,2023-04-14 05:50:33.991,932294.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
31,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-05-04 14:09:23.000000,2023-05-02 08:21:07,31730.0,615.0,4178.0,346.0,5689.0,2.0,6640.0,16074.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",581.0,41,True,2023-05-03 10:30:01.000,3.3.10,100.0,rasa,,,,['tensorflow'],3274.0,3274.0,https://pypi.org/project/rasa,,,149439.0,149439.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-05-04 14:05:49.000000,2023-05-04 03:55:42,2337.0,169.0,3500.0,431.0,2731.0,388.0,2001.0,14636.0,Open standard for machine learning interoperability.,275.0,41,True,2023-02-22 18:47:36.000,1.13.1,28.0,onnx,conda-forge/onnx,,,,15184.0,14665.0,https://pypi.org/project/onnx,2022-12-12 13:26:02.139,519.0,2948206.0,2959254.0,https://anaconda.org/conda-forge/onnx,2023-04-28 15:23:02.838,710739.0,,,,,1.0,18769.0,,,,,,,,,,,,,,,,,,,
33,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-05-04 08:54:17.000000,2023-04-29 19:41:03,4466.0,39.0,4131.0,430.0,1665.0,365.0,1434.0,14282.0,Topic Modelling for Humans.,446.0,41,True,2022-12-21 00:42:57.000,4.3.0,42.0,gensim,conda-forge/gensim,,,,44903.0,44903.0,https://pypi.org/project/gensim,,,4106219.0,4121615.0,https://anaconda.org/conda-forge/gensim,2023-03-28 02:35:38.702,1043767.0,,,,,1.0,4303.0,,,,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-05-04 10:47:06.000000,2023-03-13 06:42:52,14438.0,5.0,2606.0,468.0,1415.0,228.0,1477.0,11897.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,439.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,190747.0,190747.0,https://pypi.org/project/nltk,,,9781502.0,9805395.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1935354.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
35,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-05-04 08:37:47.000000,2023-05-04 08:05:43,8674.0,299.0,1055.0,134.0,4842.0,594.0,3675.0,11460.0,Data Version Control | Git for Data & Models | ML Experiments Management.,282.0,41,True,2023-05-02 11:10:50.731,2.56.0,424.0,dvc,conda-forge/dvc,,,,7344.0,7252.0,https://pypi.org/project/dvc,2023-03-06 21:00:01.192,92.0,638652.0,676545.0,https://anaconda.org/conda-forge/dvc,2023-05-02 16:16:47.633,1514021.0,,,,,1.0,109579.0,,,,,,,,dvc,dvc,dvc,,,,,,,,,
36,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-05-02 20:50:52.000000,2023-05-02 20:50:33,3484.0,111.0,690.0,148.0,1189.0,199.0,1585.0,8237.0,Declarative statistical visualization library for Python.,154.0,41,True,2023-01-27 23:10:18.000,4.2.2,21.0,altair,conda-forge/altair,,,,53664.0,53664.0,https://pypi.org/project/altair,,,11500839.0,11522112.0,https://anaconda.org/conda-forge/altair,2023-01-31 16:04:09.212,1744395.0,,,,,1.0,24.0,,,,,,,,,,,,,,,,,,,
37,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-04-02 11:28:15.000000,2023-01-30 18:15:21,1757.0,,8334.0,1029.0,1439.0,53.0,1710.0,31091.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,43624.0,40958.0,https://pypi.org/project/gym,2022-10-04 23:58:42.348,2666.0,542763.0,548655.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,218013.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
38,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-05-04 13:32:37.000000,2023-05-03 18:12:47,5487.0,240.0,2118.0,289.0,3291.0,640.0,2596.0,24398.0,Streamlit A faster way to build and share data apps.,177.0,40,True,2023-04-27 18:42:07.000,1.22.0,57.0,streamlit,,,,,717.0,717.0,https://pypi.org/project/streamlit,,,1694424.0,1694424.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
39,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-03 04:41:30.000000,2023-03-28 21:27:25,2659.0,43.0,7180.0,614.0,2175.0,144.0,1572.0,23843.0,The fastai deep learning library.,236.0,40,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],13239.0,13239.0,https://pypi.org/project/fastai,,,246678.0,246678.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
