,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-01-26 13:51:45.000000,2023-01-26 13:50:09,11880.0,707.0,17661,884.0,10479.0,538.0,10346.0,78820,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1699.0,49,True,2023-01-25 18:32:44.000,4.26.0,100.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",48539.0,47565.0,https://pypi.org/project/transformers,2022-06-21 19:27:20.000,974.0,8400667.0,8420318.0,https://anaconda.org/conda-forge/transformers,2023-01-25 05:50:56.862,765881.0,,,,,1.0,634.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-01-26 12:08:48.000000,2023-01-26 04:28:53,29400.0,447.0,4547,343.0,9032.0,1690.0,7436.0,10749,"Ecosystem of open-source software for mathematics, science, and engineering.",1411.0,49,True,2023-01-03 22:48:32.000,1.10.0,88.0,scipy,conda-forge/scipy,,,,696307.0,638088.0,https://pypi.org/project/scipy,2022-10-20 00:45:22.690,58219.0,45341710.0,45747142.0,https://anaconda.org/conda-forge/scipy,2023-01-04 12:04:30.808,32110749.0,,,,,1.0,364385.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-01-25 14:13:45.000000,2023-01-24 05:44:42,14307.0,387.0,1962,218.0,4095.0,106.0,2628.0,10467,Python Imaging Library (Fork).,423.0,47,True,2023-01-02 21:32:51.909,9.4.0,91.0,Pillow,conda-forge/pillow,,,,1054536.0,991389.0,https://pypi.org/project/Pillow,2022-10-29 15:26:51.013,63147.0,48617856.0,48898087.0,https://anaconda.org/conda-forge/pillow,2023-01-02 17:04:40.551,22698715.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-01-26 14:40:39.000000,2023-01-26 02:36:13,52946.0,502.0,3825,285.0,12049.0,4650.0,8255.0,10006,A computer algebra system written in pure Python.,1195.0,46,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,,,55643.0,51434.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4209.0,3149897.0,3189360.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2817033.0,,,,,1.0,484704.0,-1.0,,,,,,,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-01-26 14:11:03.000000,2023-01-26 06:56:49,15773.0,989.0,4118,438.0,19086.0,2654.0,10139.0,23789,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,809.0,45,True,2022-12-13 19:58:35.871,2.2.0,79.0,ray,conda-forge/ray-tune,,,,7434.0,7155.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,1816040.0,1819709.0,https://anaconda.org/conda-forge/ray-tune,2023-01-25 00:30:28.229,91738.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-01-25 22:54:29.000000,2023-01-17 23:54:20,14883.0,122.0,2641,275.0,3691.0,2485.0,2608.0,8128,Statsmodels: statistical modeling and econometrics in Python.,404.0,45,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,83523.0,78858.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4665.0,8582993.0,8690418.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,8486585.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
16,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-01-26 07:47:39.000000,2023-01-25 19:58:57,7675.0,190.0,19261,1931.0,5831.0,369.0,11329.0,57152,Deep Learning for humans.,1143.0,44,True,2022-11-14 18:10:37.000,2.11.0,73.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],330.0,,https://pypi.org/project/keras,2022-05-13 18:15:03.000,330.0,9453460.0,9490444.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2847783.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-01-26 11:58:28.000000,2023-01-26 11:58:24,35619.0,1097.0,26386,2062.0,39725.0,218.0,,34827,Apache Spark Python API.,2809.0,44,True,2022-11-28 18:27:04.218,3.2.3,32.0,pyspark,conda-forge/pyspark,,,['spark'],845.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,845.0,25073949.0,25106591.0,https://anaconda.org/conda-forge/pyspark,2022-12-20 19:29:42.235,2284957.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,
18,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-01-26 13:36:17.000000,2023-01-26 10:33:22,15810.0,143.0,4009,548.0,3582.0,99.0,5254.0,25086,Industrial-strength Natural Language Processing (NLP) in Python.,714.0,44,True,2023-01-20 09:56:12.000,3.5.0,207.0,spacy,conda-forge/spacy,,,,51973.0,49598.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4844181.0,4885268.0,https://anaconda.org/conda-forge/spacy,2023-01-24 11:09:43.687,2917193.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-01-26 08:03:00.000000,2023-01-25 06:10:29,6165.0,152.0,8537,929.0,4044.0,351.0,4373.0,23701,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",590.0,44,True,2023-01-06 19:21:10.487,1.7.3,71.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,44465.0,43096.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1369.0,8419867.0,8470435.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3536007.0,,,,,1.0,5768.0,,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-01-17 21:12:27.000000,2023-01-17 21:12:27,14408.0,35.0,2673,469.0,1403.0,221.0,1466.0,11443,Suite of libraries and programs for symbolic and statistical natural language processing for English.,437.0,44,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,185456.0,173498.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11958.0,10075964.0,10098237.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1715074.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
21,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-01-26 07:41:02.000000,2023-01-25 22:28:52,14549.0,942.0,2033,299.0,8653.0,1278.0,2827.0,21625,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",496.0,43,True,2023-01-26 01:07:01.000,jax-v0.4.2,135.0,jax,conda-forge/jaxlib,,,,7313.0,6992.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,321.0,643996.0,657978.0,https://anaconda.org/conda-forge/jaxlib,2022-12-14 15:37:17.163,587277.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
22,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-01-26 07:42:49.000000,2023-01-24 17:38:16,3165.0,56.0,3673,449.0,2781.0,241.0,2677.0,14576,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",278.0,43,True,2023-01-24 03:35:51.144,3.3.5,32.0,lightgbm,conda-forge/lightgbm,,,,18690.0,18047.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,5890963.0,5915558.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1453853.0,,,,,2.0,177162.0,,,,,,,,,,,,,,,,,,,
23,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-01-25 18:04:22.000000,2023-01-20 04:44:14,7169.0,97.0,2823,280.0,3108.0,401.0,2719.0,12137,Network Analysis in Python.,639.0,43,True,2023-01-08 00:03:20.000,networkx-3.0,85.0,networkx,conda-forge/networkx,,,,146862.0,133403.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13459.0,19880687.0,20009488.0,https://anaconda.org/conda-forge/networkx,2023-01-08 04:17:56.857,9660107.0,,,,,1.0,63.0,,,,,,,,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-01-26 00:14:17.000000,2023-01-25 19:33:52,7519.0,105.0,1582,216.0,5042.0,856.0,3875.0,10695,Parallel computing with task scheduling.,574.0,43,True,2023-01-13 20:56:03.625,2023.1.0,161.0,dask,conda-forge/dask,,,,46432.0,43767.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2665.0,7292569.0,7389062.0,https://anaconda.org/conda-forge/dask,2023-01-13 21:59:20.587,7719445.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
25,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-01-26 13:27:33.000000,2023-01-25 21:58:26,3108.0,34.0,1688,254.0,963.0,108.0,2127.0,10270,Statistical data visualization in Python.,183.0,43,True,2023-01-02 17:36:07.692,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,222490.0,213080.0,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8619047.0,8693471.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,5730532.0,,,,,1.0,238.0,,,,,,,,,,,,,,,,,,,
26,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-01-26 00:14:08.000000,2023-01-25 21:30:48,5341.0,107.0,1566,192.0,4421.0,617.0,1163.0,6090,TensorFlows Visualization Toolkit.,294.0,43,True,2023-01-13 22:24:05.115,2.11.2,47.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],146526.0,144107.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2419.0,16003331.0,16062179.0,https://anaconda.org/conda-forge/tensorboard,2023-01-14 05:33:49.180,3648621.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2023-01-25 18:42:06.000000,2023-01-25 18:42:06,13372.0,56.0,2075,186.0,3934.0,650.0,1912.0,5208,Image processing in Python.,588.0,43,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,,135005.0,125640.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9365.0,5014010.0,5069979.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4477533.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-01-26 13:14:40.000000,2023-01-24 16:43:57,39622.0,1409.0,4845,735.0,33954.0,3060.0,15051.0,19449,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,908.0,42,True,2022-12-13 09:22:18.000,2.4.1,59.0,paddlepaddle,,,,['paddle'],236.0,186.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,79930.0,80129.0,,,,,,,,2.0,15334.0,,,,,,,,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-01-26 12:17:39.000000,2023-01-26 00:45:31,19924.0,110.0,4013,451.0,5480.0,703.0,6436.0,17141,"Interactive Data Visualization in the browser, from Python.",628.0,42,True,2022-12-09 18:39:04.000,3.0.3,152.0,bokeh,conda-forge/bokeh,,,,3736.0,184.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3552.0,3672004.0,3814805.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,9853299.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
30,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-01-25 23:40:12.000000,2023-01-23 19:35:14,5762.0,106.0,2280,278.0,1450.0,1317.0,1252.0,12802,The interactive graphing library for Python (includes Plotly Express).,218.0,42,True,2023-01-23 19:05:38.000,5.13.0,286.0,plotly,conda-forge/plotly,,,,4161.0,15.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,6662114.0,6744597.0,https://anaconda.org/conda-forge/plotly,2023-01-24 02:53:10.309,3651260.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,35065.0,,,,,,,,,,,,
31,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-01-26 12:40:06.000000,2023-01-24 16:43:00,4300.0,59.0,1906,1726.0,4097.0,191.0,2414.0,10553,WebGL2 powered visualization framework.,213.0,42,True,2023-01-18 13:18:42.198,8.8.23,571.0,pydeck,conda-forge/pydeck,,,['jupyter'],5734.0,5287.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,864200.0,1186335.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,278527.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-01-18 13:18:42.198,423.0,314178.0,,,,,,,,,,,,
32,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-01-20 12:35:12.000000,2023-01-19 10:22:56,45298.0,21127.0,1072,193.0,323.0,479.0,1499.0,6895,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1052.0,42,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,,,238.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,238.0,1930758.0,1954224.0,https://anaconda.org/conda-forge/catboost,2022-11-01 21:17:44.021,1212034.0,,,,,2.0,116690.0,,,,,,,,,,,,,,,,,,,
33,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-01-26 14:14:25.000000,2023-01-26 13:10:14,8629.0,646.0,2710,227.0,8197.0,618.0,5214.0,21319,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",822.0,41,True,2023-01-18 02:35:00.780,1.9.0,239.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],395.0,,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,395.0,2953776.0,2975937.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-12-09 04:00:55.441,675231.0,,,,,2.0,10286.0,,,,,,,,,,,,,,,,,,,
34,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-01-26 13:04:53.000000,2023-01-23 13:33:40,31010.0,239.0,4203,349.0,5304.0,110.0,6639.0,15412,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",571.0,41,True,2023-01-20 13:31:35.647,3.4.1,286.0,rasa,,,,['tensorflow'],3006.0,2946.0,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,94400.0,94400.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
35,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-01-26 13:42:08.000000,2023-01-25 21:52:56,2146.0,59.0,3264,428.0,2496.0,346.0,1916.0,13966,Open standard for machine learning interoperability.,268.0,41,True,2022-12-12 14:38:36.000,1.13.0,27.0,onnx,conda-forge/onnx,,,,10883.0,10491.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,392.0,2088759.0,2099197.0,https://anaconda.org/conda-forge/onnx,2022-12-15 14:09:08.911,629147.0,,,,,1.0,18359.0,,,,,,,,,,,,,,,,,,,
36,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-01-25 10:59:37.000000,2022-12-21 00:41:18,4427.0,36.0,4299,431.0,1648.0,387.0,1423.0,13894,Topic Modelling for Humans.,440.0,41,True,2022-12-21 00:42:57.000,4.3.0,91.0,gensim,conda-forge/gensim,,,,43698.0,40797.0,https://pypi.org/project/gensim,2022-05-01 16:17:56.000,2901.0,4172095.0,4187168.0,https://anaconda.org/conda-forge/gensim,2022-12-21 13:44:44.543,961636.0,,,,,1.0,4198.0,,,,,,,,,,,,,,,,,,,
37,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-01-26 13:12:23.000000,2023-01-26 04:45:02,3673.0,293.0,3154,287.0,4907.0,1010.0,1833.0,13522,Open source platform for the machine learning lifecycle.,543.0,41,True,2022-12-26 09:02:40.000,2.1.1,68.0,mlflow,conda-forge/mlflow,,,,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,10145872.0,10171451.0,https://anaconda.org/conda-forge/mlflow,2023-01-19 00:29:16.131,1151057.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
38,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-01-26 14:23:20.000000,2023-01-26 14:23:19,3265.0,123.0,6451,384.0,4424.0,826.0,2029.0,13152,"Datasets, Transforms and Models specific to Computer Vision.",517.0,41,True,2022-12-16 00:34:17.000,0.14.1,34.0,torchvision,conda-forge/torchvision,,,['pytorch'],3716.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3716.0,6827153.0,6835660.0,https://anaconda.org/conda-forge/torchvision,2023-01-22 01:20:59.830,503031.0,,,,,1.0,18054.0,,,,,,,,,,,,,,,,,,,
