,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2022-03-24 14:00:17.000000,2022-03-24 08:21:17,42440,689.0,6296,575.0,14258.0,1795.0,6933.0,15220,matplotlib: plotting with Python.,1344.0,49,True,2021-12-11 08:22:08.000,3.5.1,90.0,matplotlib,conda-forge/matplotlib,,,,577878.0,524405.0,https://pypi.org/project/matplotlib,2021-12-11 08:22:08.000,53473.0,24710171.0,24856015.0,https://anaconda.org/conda-forge/matplotlib,2021-12-13 20:23:04.086,11375861.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-03-24 07:24:08.000000,2022-03-24 07:24:07,27561,611.0,4146,332.0,7825.0,1799.0,6572.0,9361,"Ecosystem of open-source software for mathematics, science, and engineering.",1253.0,49,True,2022-02-05 23:29:16.000,1.8.0,77.0,scipy,conda-forge/scipy,,,,538412.0,481576.0,https://pypi.org/project/scipy,2022-02-05 22:53:25.000,56836.0,37950861.0,38261422.0,https://anaconda.org/conda-forge/scipy,2022-02-09 01:10:04.440,21441185.0,,,,,1.0,340795.0,,,,,,,,,,,,,,,,,,,
12,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,BSD-3-Clause,2009-04-24 11:31:24.000,2022-03-24 04:15:17.000000,2022-03-24 03:44:49,11853,50.0,4207,473.0,2512.0,517.0,4168.0,18869,Asynchronous task queue/job queue based on distributed message passing.,1190.0,46,True,2021-12-29 05:52:09.000,5.2.3,187.0,celery,conda-forge/celery,,,,81545.0,66712.0,https://pypi.org/project/celery,2021-12-29 05:52:09.000,14833.0,5229403.0,5240467.0,https://anaconda.org/conda-forge/celery,2022-02-07 19:32:02.369,796613.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-03-24 09:51:40.000000,2022-03-24 09:51:40,12863,436.0,1788,211.0,3676.0,152.0,2342.0,9596,The friendly PIL fork (Python Imaging Library).,386.0,45,True,2022-02-03 03:49:29.000,9.0.1,86.0,Pillow,conda-forge/pillow,,,,62222.0,,https://pypi.org/project/Pillow,2022-02-03 03:41:36.000,62222.0,38745361.0,38933732.0,https://anaconda.org/conda-forge/pillow,2022-02-20 02:46:33.099,13374408.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-03-24 07:05:10.000000,2022-03-23 19:11:50,6639,327.0,19028,1969.0,5086.0,308.0,10920.0,54739,Deep Learning for humans.,1041.0,44,True,2022-02-03 05:13:44.000,2.8.0,61.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],250.0,,https://pypi.org/project/keras,2022-01-31 19:00:05.000,250.0,8975685.0,9007085.0,https://anaconda.org/conda-forge/keras,2022-02-04 15:14:03.939,2103816.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2022-03-24 14:35:45.000000,2022-03-24 09:27:19,15476,936.0,10259,741.0,15890.0,951.0,4378.0,25545,"Platform to programmatically author, schedule, and monitor workflows.",2336.0,44,True,2022-03-11 20:12:18.000,helm-chart/1.5.0,102.0,apache-airflow,conda-forge/airflow,apache/airflow,,,454.0,,https://pypi.org/project/apache-airflow,2022-02-22 19:55:33.000,454.0,6029223.0,6853712.0,https://anaconda.org/conda-forge/airflow,2022-02-28 17:47:50.844,555952.0,https://hub.docker.com/r/apache/airflow,2022-02-22 21:49:27.873222,324.0,67358472.0,1.0,265260.0,stable/airflow,,,,,,,,,,,,,,,,,,
16,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-03-24 14:04:06.000000,2022-03-24 12:21:32,15362,141.0,3726,562.0,2999.0,100.0,4982.0,22972,Industrial-strength Natural Language Processing (NLP) in Python.,663.0,44,True,2022-03-01 12:13:12.000,3.2.3,192.0,spacy,conda-forge/spacy,,,,38780.0,36523.0,https://pypi.org/project/spacy,2022-02-11 13:10:28.000,2257.0,4522195.0,4564521.0,https://anaconda.org/conda-forge/spacy,2022-02-12 12:08:41.343,2578961.0,,,,,1.0,3130.0,,,,,,,,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-03-24 13:29:47.000000,2022-03-23 17:39:51,5706,113.0,8315,936.0,3417.0,302.0,4080.0,22379,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",555.0,44,True,2022-01-17 16:17:38.000,1.5.2,61.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,29816.0,28535.0,https://pypi.org/project/xgboost,2022-01-17 16:17:38.000,1281.0,8046931.0,8087930.0,https://anaconda.org/conda-forge/xgboost,2022-02-17 18:39:15.686,2457605.0,,,,,1.0,3778.0,,,,,,,,,,,,,,,,,,,
18,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-03-24 08:45:30.000000,2022-03-23 18:17:41,19517,79.0,3881,462.0,5118.0,708.0,6178.0,16091,"Interactive Data Visualization in the browser, from Python.",600.0,44,True,2021-11-22 17:49:14.000,2.4.2,119.0,bokeh,conda-forge/bokeh,,,,51752.0,48254.0,https://pypi.org/project/bokeh,2022-03-03 18:34:50.000,3498.0,4816155.0,4930669.0,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205,6756355.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-03-22 01:49:07.000000,2022-03-01 23:43:42,14228,22.0,2572,474.0,1340.0,222.0,1381.0,10572,Suite of libraries and programs for symbolic and statistical natural language processing for English.,413.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,,146924.0,135104.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11820.0,11342039.0,11359266.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1154235.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-03-24 14:09:04.000000,2022-03-24 06:54:17,6746,86.0,2517,275.0,2522.0,329.0,2482.0,10490,Network Analysis in Python.,574.0,44,True,2022-03-05 14:43:11.000,2.7.1,73.0,networkx,conda-forge/networkx,,,,115096.0,101917.0,https://pypi.org/project/networkx,2022-03-05 14:43:11.000,13179.0,16668424.0,16757524.0,https://anaconda.org/conda-forge/networkx,2022-03-23 10:48:38.100,5791531.0,,,,,1.0,58.0,,,,,,,,,,,,,,,,,,,
21,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-03-24 14:32:49.000000,2022-03-24 13:50:17,50550,853.0,3620,292.0,11405.0,4400.0,7858.0,8981,A computer algebra system written in pure Python.,1132.0,44,True,2022-03-20 11:58:15.000,sympy-1.10.1,45.0,sympy,conda-forge/sympy,,,,44610.0,40478.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4132.0,1857556.0,1889259.0,https://anaconda.org/conda-forge/sympy,2022-03-20 19:12:31.090,1918067.0,,,,,1.0,447561.0,,,,,,,,,,,,,,,,,,,
22,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-03-24 12:34:38.000000,2022-03-22 08:05:29,13121,95.0,1962,184.0,3700.0,327.0,1933.0,4831,Image processing in Python.,549.0,44,True,2022-02-17 18:25:54.000,0.19.2,44.0,scikit-image,conda-forge/scikit-image,,,,106262.0,97172.0,https://pypi.org/project/scikit-image,2022-02-17 18:24:44.000,9090.0,5045250.0,5091470.0,https://anaconda.org/conda-forge/scikit-image,2022-02-18 18:04:10.940,3235417.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-03-24 14:33:52.000000,2022-03-24 11:32:29,11860,1075.0,3336,423.0,13701.0,2384.0,7453.0,19620,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",648.0,43,True,2022-03-09 01:45:26.000,ray-1.11.0,68.0,ray,conda-forge/ray-tune,,,,4518.0,4277.0,https://pypi.org/project/ray,2022-03-09 01:43:54.000,241.0,1311192.0,1312787.0,https://anaconda.org/conda-forge/ray-tune,2022-02-07 13:21:59.855,23937.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-03-24 00:11:20.000000,2022-03-23 19:33:20,7070,174.0,1456,227.0,4506.0,723.0,3513.0,9693,Parallel computing with task scheduling.,519.0,43,True,2022-03-18 21:20:27.000,2022.3.0,138.0,dask,conda-forge/dask,,,,37628.0,35042.0,https://pypi.org/project/dask,2022-03-18 21:20:27.000,2586.0,5837491.0,5911329.0,https://anaconda.org/conda-forge/dask,2022-03-19 02:34:25.418,5168693.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
25,Arrow,apache/arrow,data-containers,,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000,2022-03-24 14:33:44.000000,2022-03-24 12:54:44,11155,539.0,2256,340.0,11959.0,236.0,714.0,9275,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,826.0,43,True,2021-11-18 03:54:39.000,6.0.1,36.0,pyarrow,conda-forge/arrow,,,,1477.0,64.0,https://pypi.org/project/pyarrow,2022-02-03 19:25:09.000,1413.0,47861625.0,47874543.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,904291.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
26,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-03-21 00:10:19.000000,2022-03-21 00:10:19,14530,176.0,2431,260.0,3528.0,2266.0,2497.0,7211,Statsmodels: statistical modeling and econometrics in Python.,362.0,43,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,,,64393.0,59880.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,8106248.0,8189493.0,https://anaconda.org/conda-forge/statsmodels,2022-02-11 00:02:55.006,5743927.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
27,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-03-24 10:40:51.000000,2022-03-22 22:34:03,4985,86.0,1472,192.0,4005.0,554.0,1106.0,5796,TensorFlows Visualization Toolkit.,277.0,43,True,2022-01-20 21:11:31.000,2.8.0,40.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],102369.0,100068.0,https://pypi.org/project/tensorboard,2022-01-20 21:11:31.000,2301.0,13529148.0,13582767.0,https://anaconda.org/conda-forge/tensorboard,2022-02-04 23:08:31.070,2788234.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-03-24 14:06:10.000000,2022-03-24 07:56:55,32698,716.0,25366,2083.0,35938.0,247.0,,32371,Apache Spark Python API.,2644.0,42,True,2022-01-26 05:20:58.000,3.2.1,29.0,pyspark,conda-forge/pyspark,,,['spark'],791.0,,https://pypi.org/project/pyspark,2022-01-26 05:20:58.000,791.0,18814497.0,18839595.0,https://anaconda.org/conda-forge/pyspark,2022-01-26 09:34:57.784,1505912.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,,,,,,
29,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-03-24 11:32:56.000000,2022-03-20 15:32:08,1550,90.0,7688,997.0,1188.0,111.0,1422.0,26998,A toolkit for developing and comparing reinforcement learning algorithms.,353.0,42,True,2022-03-14 22:44:47.000,0.23.1,99.0,gym,conda-forge/gym,,,,30004.0,27600.0,https://pypi.org/project/gym,2022-03-14 22:44:47.000,2404.0,465934.0,470050.0,https://anaconda.org/conda-forge/gym,2022-02-08 14:22:06.829,94685.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
30,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-03-24 14:01:36.000000,2022-03-24 09:56:35,6703,387.0,2244,222.0,5887.0,554.0,4285.0,17755,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",633.0,42,True,2022-02-09 20:53:39.000,1.5.10,204.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],8077.0,7739.0,https://pypi.org/project/pytorch-lightning,2022-03-24 08:14:21.000,338.0,1859751.0,1879170.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-02-12 08:07:33.695,403971.0,,,,,2.0,5884.0,,,,,,,,,,,,,,,,,,,
31,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-03-24 04:49:50.000000,2022-03-24 04:33:50,10881,803.0,1538,266.0,6022.0,1023.0,2160.0,16831,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",373.0,42,True,2022-03-18 21:14:40.000,0.3.4,111.0,jax,conda-forge/jaxlib,,,,4103.0,3824.0,https://pypi.org/project/jax,2022-03-18 21:14:40.000,279.0,374892.0,383862.0,https://anaconda.org/conda-forge/jaxlib,2022-03-23 20:34:52.849,287071.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-03-24 08:27:26.000000,2022-03-23 02:39:23,2907,73.0,3459,446.0,2489.0,170.0,2425.0,13571,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",254.0,42,True,2022-01-07 15:20:18.000,3.3.2,28.0,lightgbm,conda-forge/lightgbm,,,,12555.0,11979.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,576.0,6559115.0,6578217.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,933837.0,,,,,2.0,143248.0,,,,,,,,,,,,,,,,,,,
33,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-03-24 13:24:48.000000,2022-03-23 18:45:48,2568,232.0,5746,368.0,3461.0,699.0,1663.0,11189,"Datasets, Transforms and Models specific to Computer Vision.",472.0,42,True,2022-03-10 18:28:39.000,0.12.0,30.0,torchvision,conda-forge/torchvision,,,['pytorch'],3540.0,,https://pypi.org/project/torchvision,2022-03-10 16:45:51.000,3540.0,3394064.0,3397846.0,https://anaconda.org/conda-forge/torchvision,2022-03-22 00:41:28.563,191293.0,,,,,1.0,1915.0,,,,,,,,,,,,,,,,,,,
34,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-03-24 11:00:04.000000,2022-03-24 11:00:00,3997,104.0,1744,1752.0,3766.0,136.0,2248.0,9631,WebGL2 powered visualization framework.,190.0,42,True,2022-03-16 22:11:51.782,8.7.1,523.0,pydeck,conda-forge/pydeck,,,['jupyter'],4179.0,3774.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,20.0,889575.0,1188477.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,73970.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-03-18 11:12:48.206,385.0,295944.0,,,,,,,,,,,,,
35,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-03-24 13:58:43.000000,2022-03-24 13:18:59,34743,1486.0,4342,732.0,26473.0,2899.0,12257.0,17821,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,718.0,41,True,2022-01-26 02:13:57.000,2.2.2,52.0,paddlepaddle,,,,['paddle'],144.0,100.0,https://pypi.org/project/paddlepaddle,2022-01-20 03:02:58.000,44.0,90722.0,90950.0,,,,,,,,2.0,15311.0,,,,,,,,,,,,,,,,,,,
36,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-03-24 00:05:56.000000,2022-03-23 16:24:46,2140,113.0,2331,250.0,435.0,1295.0,577.0,15786,A game theoretic approach to explain the output of any machine learning model.,182.0,41,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,5060.0,4839.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4551632.0,4576463.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1067759.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-03-24 02:41:05.000000,2022-03-23 23:30:58,1914,51.0,2510,430.0,2161.0,519.0,1391.0,12219,Open standard for machine learning interoperability.,224.0,41,True,2022-02-17 21:58:59.000,1.11.0,25.0,onnx,conda-forge/onnx,,,,6408.0,6060.0,https://pypi.org/project/onnx,2022-02-17 19:16:40.000,348.0,1154921.0,1162362.0,https://anaconda.org/conda-forge/onnx,2022-03-01 13:35:47.004,369779.0,,,,,1.0,17503.0,,,,,,,,,,,,,,,,,,,
