,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-02-09 14:16:29.000000,2023-02-09 14:06:22,11989.0,713.0,17822,887.0,10619.0,545.0,10416.0,80156,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1719.0,49,True,2023-01-25 18:32:44.000,4.26.0,100.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",50462.0,49108.0,https://pypi.org/project/transformers,2023-01-24 17:05:59.598,1354.0,9501758.0,9522107.0,https://anaconda.org/conda-forge/transformers,2023-01-25 05:50:56.862,813455.0,,,,,1.0,638.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-02-09 13:51:22.000000,2023-02-09 13:51:22,29494.0,464.0,4570,344.0,9086.0,1698.0,7460.0,10817,"Ecosystem of open-source software for mathematics, science, and engineering.",1419.0,49,True,2023-01-03 22:48:32.000,1.10.0,88.0,scipy,conda-forge/scipy,,,,704112.0,645503.0,https://pypi.org/project/scipy,2023-01-03 22:36:58.305,58609.0,48682448.0,49089323.0,https://anaconda.org/conda-forge/scipy,2023-02-06 03:01:40.926,32631943.0,,,,,1.0,365127.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-02-09 11:44:06.000000,2023-02-09 11:44:06,14328.0,341.0,1973,218.0,4112.0,118.0,2630.0,10499,Python Imaging Library (Fork).,424.0,47,True,2023-01-02 21:32:51.909,9.4.0,91.0,Pillow,conda-forge/pillow,,,,1070296.0,1006851.0,https://pypi.org/project/Pillow,2023-01-02 21:32:51.909,63445.0,52695319.0,52977916.0,https://anaconda.org/conda-forge/pillow,2023-02-04 06:06:48.806,23173033.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-02-09 10:26:09.000000,2023-02-09 00:00:25,53224.0,729.0,3844,287.0,12107.0,4646.0,8281.0,10042,A computer algebra system written in pure Python.,1199.0,46,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,,,56439.0,52024.0,https://pypi.org/project/sympy,2022-08-30 17:34:08.040,4415.0,3253474.0,3293072.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2864668.0,,,,,1.0,486784.0,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-02-09 05:24:46.000000,2023-02-08 00:12:01,7722.0,206.0,19261,1927.0,5880.0,369.0,11346.0,57253,Deep Learning for humans.,1150.0,45,True,2022-11-14 18:10:37.000,2.11.0,74.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],345.0,,https://pypi.org/project/keras,2022-11-14 17:20:05.792,345.0,10190263.0,10227111.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2874202.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-02-09 14:06:51.000000,2023-02-09 10:18:08,35782.0,1102.0,26558,2063.0,39926.0,196.0,,34951,Apache Spark Python API.,2817.0,45,True,2022-11-28 18:27:04.218,3.2.3,33.0,pyspark,conda-forge/pyspark,,,['spark'],880.0,,https://pypi.org/project/pyspark,2022-11-28 18:27:04.218,880.0,25481107.0,25513735.0,https://anaconda.org/conda-forge/pyspark,2022-12-20 19:29:42.235,2316625.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-02-09 12:59:29.000000,2023-02-09 04:32:12,15969.0,990.0,4168,441.0,19345.0,2681.0,10257.0,23988,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,814.0,45,True,2022-12-13 19:58:35.871,2.2.0,79.0,ray,conda-forge/ray-tune,,,,7677.0,7314.0,https://pypi.org/project/ray,2022-12-13 19:58:35.871,363.0,1939493.0,1943204.0,https://anaconda.org/conda-forge/ray-tune,2023-01-25 00:30:28.229,96494.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-02-08 21:14:51.000000,2023-02-08 21:14:51,14907.0,122.0,2640,276.0,3696.0,2493.0,2616.0,8170,Statsmodels: statistical modeling and econometrics in Python.,404.0,45,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,84507.0,79801.0,https://pypi.org/project/statsmodels,2022-11-02 17:40:09.913,4706.0,9184263.0,9292137.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,8629981.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
18,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-02-09 13:40:49.000000,2023-02-09 11:58:14,15824.0,139.0,4021,548.0,3610.0,96.0,5268.0,25199,Industrial-strength Natural Language Processing (NLP) in Python.,715.0,44,True,2023-01-20 09:56:12.000,3.5.0,211.0,spacy,conda-forge/spacy,,,,52714.0,50310.0,https://pypi.org/project/spacy,2023-01-20 09:51:09.566,2404.0,4672162.0,4712873.0,https://anaconda.org/conda-forge/spacy,2023-01-24 11:09:43.687,2931201.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-02-09 12:47:43.000000,2023-02-09 12:18:07,6187.0,158.0,8542,927.0,4071.0,364.0,4390.0,23742,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",592.0,44,True,2023-01-06 19:21:10.487,1.7.3,71.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,45403.0,43895.0,https://pypi.org/project/xgboost,2023-01-06 19:21:10.487,1508.0,8932292.0,8982706.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3575577.0,,,,,2.0,5861.0,,,,,,,,,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-02-09 14:09:08.026000,2023-02-09 13:48:40,14726.0,955.0,2044,301.0,8800.0,1310.0,2849.0,21755,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",500.0,44,True,2023-02-08 18:01:20.944,0.4.3,137.0,jax,conda-forge/jaxlib,,,,7676.0,7175.0,https://pypi.org/project/jax,2023-01-25 19:22:32.273,501.0,853805.0,867768.0,https://anaconda.org/conda-forge/jaxlib,2023-02-09 14:09:08.026,600439.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
21,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-02-04 06:52:02.000000,2023-02-02 11:26:44,14427.0,41.0,2681,469.0,1407.0,221.0,1468.0,11488,Suite of libraries and programs for symbolic and statistical natural language processing for English.,438.0,44,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,187170.0,175185.0,https://pypi.org/project/nltk,2023-01-02 22:02:43.849,11985.0,10736267.0,10758654.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1746217.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
22,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-02-09 14:22:22.000000,2023-02-08 08:42:02,19943.0,89.0,4030,449.0,5498.0,708.0,6456.0,17201,"Interactive Data Visualization in the browser, from Python.",633.0,43,True,2022-12-09 18:39:04.000,3.0.3,153.0,bokeh,conda-forge/bokeh,,,,3839.0,192.0,https://pypi.org/project/bokeh,2022-12-20 09:06:57.840,3647.0,3718090.0,3860929.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,9998788.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-02-09 04:45:59.000000,2023-02-01 03:27:52,3172.0,55.0,3678,445.0,2791.0,238.0,2689.0,14606,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",278.0,43,True,2023-01-24 03:35:51.144,3.3.5,32.0,lightgbm,conda-forge/lightgbm,,,,19023.0,18367.0,https://pypi.org/project/lightgbm,2023-01-24 03:35:51.144,656.0,6266271.0,6290947.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1482434.0,,,,,2.0,178593.0,,,,,,,,,,,,,,,,,,,
24,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-02-09 10:43:16.000000,2023-02-08 08:58:26,7183.0,84.0,2830,280.0,3122.0,406.0,2731.0,12197,Network Analysis in Python.,639.0,43,True,2023-01-08 00:03:20.000,networkx-3.0,87.0,networkx,conda-forge/networkx,,,,148566.0,135018.0,https://pypi.org/project/networkx,2023-01-08 00:03:30.177,13548.0,22679757.0,22809404.0,https://anaconda.org/conda-forge/networkx,2023-01-08 04:17:56.857,9853241.0,,,,,1.0,63.0,,,,,,,,,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-02-09 09:40:22.000000,2023-02-06 22:32:39,7542.0,113.0,1592,214.0,5080.0,890.0,3885.0,10731,Parallel computing with task scheduling.,577.0,43,True,2023-01-27 23:29:03.513,2023.1.1,162.0,dask,conda-forge/dask,,,,46908.0,44182.0,https://pypi.org/project/dask,2023-01-27 23:29:03.513,2726.0,7627792.0,7724556.0,https://anaconda.org/conda-forge/dask,2023-01-28 04:41:48.429,7837959.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
26,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-02-08 17:58:14.000000,2023-02-07 01:59:26,3112.0,33.0,1691,254.0,965.0,112.0,2140.0,10337,Statistical data visualization in Python.,184.0,43,True,2023-01-02 17:36:07.692,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,225842.0,216338.0,https://pypi.org/project/seaborn,2023-01-02 17:36:07.692,9504.0,9528342.0,9603280.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,5845064.0,,,,,1.0,238.0,,,,,,,,,,,,,,,,,,,
27,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-02-09 05:31:11.000000,2023-02-09 05:31:11,5354.0,96.0,1570,192.0,4435.0,618.0,1168.0,6098,TensorFlows Visualization Toolkit.,296.0,43,True,2023-01-13 22:24:05.115,2.11.2,47.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],148654.0,146087.0,https://pypi.org/project/tensorboard,2023-01-13 22:24:05.115,2567.0,16934179.0,16992760.0,https://anaconda.org/conda-forge/tensorboard,2023-01-14 05:33:49.180,3690640.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2023-02-08 21:58:05.000000,2023-02-08 17:36:02,13404.0,79.0,2095,185.0,3964.0,663.0,1921.0,5228,Image processing in Python.,590.0,43,True,2022-06-12 18:12:41.000,0.19.3,49.0,scikit-image,conda-forge/scikit-image,,,,136743.0,126945.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9798.0,5258205.0,5314231.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4538150.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
29,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-02-09 14:16:32.000000,2023-02-09 12:58:11,39865.0,1406.0,4845,733.0,34239.0,3060.0,15106.0,19527,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,915.0,42,True,2022-12-13 09:22:18.000,2.4.1,59.0,paddlepaddle,,,,['paddle'],241.0,191.0,https://pypi.org/project/paddlepaddle,2022-12-08 09:39:02.811,50.0,77104.0,77300.0,,,,,,,,2.0,15339.0,,,,,,,,,,,,,,,,,,,
30,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-02-09 10:44:42.000000,2023-01-31 19:58:03,5765.0,103.0,2287,278.0,1458.0,1317.0,1263.0,12884,The interactive graphing library for Python (includes Plotly Express).,219.0,42,True,2023-01-23 19:05:38.000,5.13.0,286.0,plotly,conda-forge/plotly,,,,4239.0,18.0,https://pypi.org/project/plotly,2023-01-23 19:05:16.751,4216.0,7530744.0,7621437.0,https://anaconda.org/conda-forge/plotly,2023-01-24 02:53:10.309,3716463.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,5.0,43047.0,,,,,,,,,,,,
31,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-02-09 15:18:00.000000,2023-02-09 13:27:21,4311.0,53.0,1916,1725.0,4112.0,196.0,2420.0,10580,WebGL2 powered visualization framework.,214.0,42,True,2023-01-18 13:18:42.198,8.8.23,571.0,pydeck,conda-forge/pydeck,,,['jupyter'],5817.0,5363.0,https://pypi.org/project/pydeck,2022-11-04 14:23:59.154,26.0,1017450.0,1396362.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,288068.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-01-18 13:18:42.198,428.0,370911.0,,,,,,,,,,,,
32,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-02-09 14:05:33.000000,2023-02-09 12:18:47,45329.0,21074.0,1072,193.0,324.0,479.0,1518.0,6936,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1057.0,42,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,,,246.0,,https://pypi.org/project/catboost,2022-11-01 14:25:39.961,246.0,1958347.0,1981653.0,https://anaconda.org/conda-forge/catboost,2023-01-30 08:58:16.542,1223804.0,,,,,2.0,119397.0,,,,,,,,,,,,,,,,,,,
33,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-02-09 14:10:42.000000,2023-02-09 13:51:51,8752.0,597.0,2719,228.0,8331.0,636.0,5244.0,21473,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",830.0,41,True,2023-01-18 02:35:00.780,1.9.0,239.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],509.0,,https://pypi.org/project/pytorch-lightning,2023-01-18 02:35:00.780,509.0,3011863.0,3033801.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-01-28 02:36:00.089,690159.0,,,,,2.0,10400.0,,,,,,,,,,,,,,,,,,,
34,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-02-09 14:06:06.000000,2023-02-07 11:41:36,31086.0,276.0,4221,345.0,5350.0,106.0,6640.0,15545,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",573.0,41,True,2023-01-27 12:09:01.783,3.4.2,287.0,rasa,,,,['tensorflow'],3031.0,2971.0,https://pypi.org/project/rasa,2023-01-27 12:09:01.783,60.0,111270.0,111270.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
35,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-02-09 12:06:24.000000,2023-02-09 10:26:55,2176.0,77.0,3298,427.0,2532.0,357.0,1932.0,14033,Open standard for machine learning interoperability.,267.0,41,True,2022-12-12 14:38:36.000,1.13.0,27.0,onnx,conda-forge/onnx,,,,11197.0,10740.0,https://pypi.org/project/onnx,2022-12-12 13:26:02.139,457.0,2143200.0,2153632.0,https://anaconda.org/conda-forge/onnx,2022-12-15 14:09:08.911,639196.0,,,,,1.0,18404.0,,,,,,,,,,,,,,,,,,,
36,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-02-08 13:09:44.000000,2022-12-21 00:41:18,4427.0,34.0,4311,430.0,1650.0,391.0,1424.0,13936,Topic Modelling for Humans.,440.0,41,True,2022-12-21 00:42:57.000,4.3.0,91.0,gensim,conda-forge/gensim,,,,44237.0,41263.0,https://pypi.org/project/gensim,2022-12-21 00:21:03.066,2974.0,4519465.0,4534449.0,https://anaconda.org/conda-forge/gensim,2022-12-21 13:44:44.543,970862.0,,,,,1.0,4251.0,,,,,,,,,,,,,,,,,,,
37,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-02-09 08:38:38.000000,2023-02-09 00:21:18,3703.0,248.0,3171,287.0,4949.0,1013.0,1850.0,13610,Open source platform for the machine learning lifecycle.,545.0,41,True,2022-12-26 09:02:40.000,2.1.1,68.0,mlflow,conda-forge/mlflow,,,,398.0,,https://pypi.org/project/mlflow,2022-12-26 08:02:59.626,398.0,10384140.0,10409569.0,https://anaconda.org/conda-forge/mlflow,2023-01-19 00:29:16.131,1169736.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
38,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-02-09 14:29:28.000000,2023-02-09 14:21:25,3303.0,111.0,6485,385.0,4474.0,852.0,2041.0,13229,"Datasets, Transforms and Models specific to Computer Vision.",518.0,41,True,2022-12-16 00:34:17.000,0.14.1,34.0,torchvision,conda-forge/torchvision,,,['pytorch'],3786.0,,https://pypi.org/project/torchvision,2022-12-15 20:19:32.655,3786.0,6280180.0,6288853.0,https://anaconda.org/conda-forge/torchvision,2023-01-22 01:20:59.830,521243.0,,,,,1.0,18688.0,,,,,,,,,,,,,,,,,,,
