,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
187,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,11.0,398.0,39.0,149.0,45.0,239.0,2332.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1576.0,1401.0,https://pypi.org/project/category_encoders,1360834.0,1370065.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,249237.0,,,,,2.0,,,2023-10-29 20:29:52.000,175.0,,,,,,,,,,,,,,,,,,
188,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-01-11 18:01:50.000000,2023-12-23 13:05:00,887.0,10.0,355.0,84.0,168.0,215.0,146.0,2302.0,D3 Renderings of Matplotlib Graphics.,52.0,33,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,5876.0,5457.0,https://pypi.org/project/mpld3,543091.0,548142.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,192237.0,,,,,2.0,,,2023-12-23 13:03:02.000,410.0,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,581.0,,,,,,,,,,,,
189,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-01-25 14:37:06.000000,2024-01-24 19:40:04,3871.0,198.0,519.0,49.0,4000.0,262.0,881.0,2022.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,155.0,33,True,2024-01-22 17:04:21.000,0.34.0.post1,54.0,pennylane,conda-forge/pennylane,,,,726.0,726.0,https://pypi.org/project/pennylane,35996.0,37236.0,https://anaconda.org/conda-forge/pennylane,2024-01-16 20:01:29.795,32235.0,,,,,2.0,,70.0,,,,,,,,,,,,,,,,,,,,
190,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-01-22 09:08:42.000000,2024-01-22 09:04:45,3678.0,16.0,193.0,50.0,1348.0,125.0,711.0,1945.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,1699.0,1677.0,https://pypi.org/project/pythran,144216.0,155212.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,439844.0,,,,,2.0,,,2024-01-07 21:21:39.000,22.0,,,,,,,,,,,,,,,,pythran,python-pythran,
191,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2024-01-24 22:08:54.000000,2024-01-10 10:12:45,2946.0,29.0,350.0,55.0,1116.0,278.0,923.0,1326.0,Cartopy - a cartographic python library with matplotlib support.,124.0,33,False,2023-08-05 00:46:57.000,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,4295.0,4295.0,https://pypi.org/project/cartopy,150179.0,226666.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3365456.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
192,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-01-24 14:10:21.000000,2024-01-24 14:10:15,2775.0,25.0,274.0,34.0,202.0,38.0,492.0,1200.0,Python interface for igraph.,71.0,33,False,2023-11-20 11:09:36.000,0.11.3,39.0,python-igraph,conda-forge/igraph,,,,4187.0,3771.0,https://pypi.org/project/python-igraph,286425.0,305068.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,493253.0,,,,,1.0,,562188.0,2023-11-20 11:09:36.000,416.0,,,,,,,,,,,,,,,,,,
193,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-12-21 21:50:42.816000,2023-12-21 20:10:06,1524.0,2.0,152.0,41.0,132.0,8.0,640.0,1152.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,33,True,2023-12-21 20:05:21.000,1.9.1,32.0,agate,conda-forge/agate,,,,2832.0,2683.0,https://pypi.org/project/agate,4156640.0,4161668.0,https://anaconda.org/conda-forge/agate,2023-12-21 21:50:42.816,160926.0,,,,,2.0,,,2023-12-21 20:05:21.000,149.0,,,,,,,,,,,,,,,,,,
194,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2024-01-05 15:46:09.327000,2024-01-04 18:54:38,558.0,14.0,107.0,32.0,60.0,71.0,78.0,912.0,Describing statistical models in Python using symbolic formulas.,19.0,33,True,2024-01-04 18:58:03.000,0.5.6,13.0,patsy,conda-forge/patsy,,,,90184.0,87431.0,https://pypi.org/project/patsy,12694124.0,13035368.0,https://anaconda.org/conda-forge/patsy,2024-01-05 15:46:09.327,9554854.0,,,,,1.0,,,2024-01-04 18:55:57.000,2753.0,,,,,,,,,,,,,,,,,,
195,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-01-22 15:54:03.000000,2023-12-06 02:03:46,14787.0,4.0,506.0,50.0,2278.0,396.0,949.0,709.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,4108.0,3930.0,https://pypi.org/project/nipype,74432.0,88848.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,591093.0,,,,,2.0,,,2023-04-06 12:55:55.544,178.0,,,,,,,,,,,,,,,,,,
196,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-01-24 19:24:28.000000,2024-01-24 19:24:16,13702.0,262.0,393.0,50.0,2005.0,151.0,754.0,647.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",152.0,33,False,2023-12-14 14:48:42.000,1.8.0,27.0,dipy,conda-forge/dipy,,,,1097.0,985.0,https://pypi.org/project/dipy,18257.0,22861.0,https://anaconda.org/conda-forge/dipy,2023-06-16 13:16:19.782,423578.0,,,,,2.0,,,2023-12-14 14:48:42.000,112.0,,,,,,,,,,,,,,,,,,
197,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-01-13 20:33:11.000000,2022-06-10 09:12:18,238.0,,12949.0,1565.0,225.0,723.0,584.0,50899.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43.000,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,61744.0,62247.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19548.0,,,,,2.0,,1224.0,,,,,,,,,,,,,,,,,,,,
198,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3310.0,468.0,671.0,589.0,672.0,14507.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1542.0,1452.0,https://pypi.org/project/tensor2tensor,4138.0,4138.0,,,,,,,,2.0,,,2020-06-17 16:31:34.798,90.0,,,,,,,,,,,,,,,,,,
199,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,187.0,1005.0,580.0,711.0,12367.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1516.0,1510.0,https://pypi.org/project/paddlehub,7080.0,7091.0,,,,,,,,2.0,,664.0,2023-09-20 10:33:08.000,6.0,,,,,,,,,,,,,,,,,,
200,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1735.0,263.0,114.0,85.0,535.0,11098.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,18.0,lime,conda-forge/lime,,,,4931.0,4931.0,https://pypi.org/project/lime,238779.0,241084.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,195987.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
201,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1378.0,303.0,889.0,129.0,758.0,9025.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:28:09.000,1.1.0,58.0,autokeras,,,,['tensorflow'],626.0,626.0,https://pypi.org/project/autokeras,11054.0,11293.0,,,,,,,,2.0,,17709.0,,,,,,,,,,,,,,,,,,,,
202,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-01-21 21:20:59.000000,2024-01-21 21:20:59,2439.0,19.0,971.0,204.0,2263.0,241.0,826.0,8257.0,Deep universal probabilistic programming with Python and PyTorch.,148.0,32,True,2023-07-29 21:20:27.000,1.8.6,34.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],116.0,,https://pypi.org/project/pyro-ppl,262480.0,266524.0,https://anaconda.org/conda-forge/pyro-ppl,2023-07-29 23:12:47.995,137506.0,,,,,2.0,,,2023-07-29 21:09:56.000,116.0,,,,,,,,,,,,,,,,,,
203,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-01-16 11:08:12.000000,2023-12-28 06:35:09,2895.0,7.0,1591.0,87.0,1625.0,376.0,1611.0,7990.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,,['paddle'],1110.0,1106.0,https://pypi.org/project/paddleseg,1582.0,1582.0,,,,,,,,2.0,,,2022-11-30 11:24:02.578,4.0,,,,,,,,,,,,,,,,,,
204,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,870.0,86.0,274.0,78.0,376.0,7754.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,40076.0,39068.0,https://pypi.org/project/tensorboardX,1969669.0,1996695.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1134909.0,,,,,2.0,,411.0,2023-08-20 13:38:18.000,1008.0,,,,,,,,,,,,,,,,,,
205,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-01-25 13:22:08.000000,2024-01-25 13:22:06,831.0,34.0,703.0,274.0,1101.0,298.0,353.0,7307.0,"Build and manage real-life ML, AI, and data science projects with ease!.",78.0,32,True,2024-01-18 17:14:25.000,2.11.0,107.0,metaflow,conda-forge/metaflow,,,,608.0,581.0,https://pypi.org/project/metaflow,114360.0,118153.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,159309.0,,,,,2.0,,,2024-01-18 17:14:25.000,27.0,,,,,,,,,,,,,,,,,,
206,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-19 21:04:16.000000,2023-12-07 16:30:16,1315.0,3.0,848.0,158.0,1656.0,172.0,804.0,6943.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:22:23.000,1.28.0,103.0,featuretools,conda-forge/featuretools,,,,1597.0,1519.0,https://pypi.org/project/featuretools,46090.0,50168.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,175394.0,,,,,2.0,,,2023-10-26 18:22:23.000,78.0,,,,,,,,,,,,,,,,,,
207,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-01-25 09:48:58.000000,2023-12-02 06:10:46,4212.0,96.0,845.0,144.0,463.0,81.0,763.0,6930.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,False,2023-12-03 06:47:22.000,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2398.0,2398.0,https://pypi.org/project/stanza,142702.0,142860.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7308.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
208,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-01-22 13:16:11.000000,2024-01-21 16:05:18,1135.0,47.0,767.0,61.0,896.0,234.0,1069.0,6911.0,A python library for user-friendly forecasting and anomaly detection on time series.,110.0,32,True,2024-01-21 16:13:43.000,0.27.2,40.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,505.0,500.0,https://pypi.org/project/u8darts,19010.0,20326.0,https://anaconda.org/conda-forge/u8darts-all,2024-01-21 21:20:33.765,39287.0,https://hub.docker.com/r/unit8/darts,2024-01-21 16:15:31.089895,,507.0,2.0,,,2024-01-21 16:13:43.000,5.0,,,,,,,,,,,,,,,,,,
209,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-01-24 10:38:44.000000,2023-12-27 14:04:05,2705.0,6.0,1137.0,209.0,1045.0,20.0,614.0,6452.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16.000,1.5.0,62.0,deeppavlov,,,,['tensorflow'],381.0,374.0,https://pypi.org/project/deeppavlov,8587.0,8587.0,,,,,,,,2.0,,,2023-12-27 14:44:59.000,7.0,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,
210,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-01-05 03:37:50.000000,2023-07-28 00:16:45,2332.0,,1075.0,192.0,233.0,271.0,280.0,5443.0,Distributed Evolutionary Algorithms in Python.,87.0,32,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,4717.0,4348.0,https://pypi.org/project/deap,171681.0,180744.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,353493.0,,,,,2.0,,,2023-07-21 10:51:54.000,369.0,,,,,,,,,,,,,,,,,,
211,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,305.0,294.0,152.0,268.0,5315.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,976.0,942.0,https://pypi.org/project/pyfolio,8606.0,8786.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12812.0,,,,,1.0,,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,
212,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-01-23 07:31:25.000000,2024-01-20 10:03:24,3848.0,84.0,550.0,85.0,543.0,102.0,462.0,4621.0,Online machine learning in Python.,108.0,32,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,440.0,410.0,https://pypi.org/project/river,19654.0,21245.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,52521.0,,,,,2.0,,,2023-12-05 00:13:21.000,30.0,,,,,,,,,,,,,,,,,,
213,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-12-11 16:28:56.000000,2022-08-22 18:21:12,586.0,,573.0,77.0,76.0,61.0,161.0,3005.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,5125.0,4958.0,https://pypi.org/project/filterpy,2011015.0,2014052.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,239946.0,,,,,2.0,,,2021-12-15 15:49:27.374,167.0,,,,,,,,,,,,,,,,,,
214,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-01-17 01:33:46.000000,2024-01-17 01:33:46,2930.0,12.0,687.0,78.0,848.0,257.0,622.0,2553.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",122.0,32,True,2023-10-16 21:49:45.000,0.1.24,24.0,pgmpy,,,,,867.0,835.0,https://pypi.org/project/pgmpy,41095.0,41102.0,,,,,,,,2.0,,306.0,2023-10-16 20:46:07.000,32.0,,,,,,,,,,,,,,,,,,
215,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,303.0,22.0,44.0,34.0,200.0,2138.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2023-12-17 19:42:36.000,0.4.5,90.0,explainerdashboard,conda-forge/explainerdashboard,,,,441.0,431.0,https://pypi.org/project/explainerdashboard,65983.0,67129.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42420.0,,,,,1.0,,,2023-12-17 19:42:36.000,10.0,,,,,,,,,,,,,,,,,,
216,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-01-24 15:02:45.000000,2023-12-27 10:12:23,938.0,3.0,203.0,47.0,306.0,127.0,121.0,1687.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18.000,0.4.1,14.0,evaluate,,,,,6385.0,6222.0,https://pypi.org/project/evaluate,2101568.0,2101568.0,,,,,,,,1.0,,,2023-10-13 15:54:47.000,163.0,,,,,,,,,,,,,,,,,,
217,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,282.0,51.0,157.0,104.0,218.0,1572.0,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,9365.0,8834.0,https://pypi.org/project/geocoder,386770.0,388415.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,136545.0,,,,,3.0,,,2021-12-15 15:58:16.110,531.0,,,,,,,,,,,,,,,,,,geocoder
218,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-10-30 17:18:47.000000,2023-10-23 16:17:56,1077.0,,227.0,34.0,249.0,51.0,271.0,1480.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,7197.0,7108.0,https://pypi.org/project/pmdarima,1931018.0,1957395.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1028739.0,,,,,2.0,,,2023-10-23 14:02:41.000,89.0,,,,,,,,,,,,,,,,,,
219,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-01-24 17:50:38.000000,2024-01-22 08:48:54,12989.0,438.0,277.0,35.0,1734.0,459.0,614.0,980.0,Python package for earth-observing satellite data processing.,149.0,32,False,2023-12-18 08:08:56.000,0.46.0,92.0,satpy,conda-forge/satpy,,,,136.0,118.0,https://pypi.org/project/satpy,15890.0,20077.0,https://anaconda.org/conda-forge/satpy,2023-12-18 13:40:45.405,180056.0,,,,,3.0,,,2023-12-18 08:08:56.000,18.0,,,,,,,,,,,,,,,,,,
220,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-01-25 14:07:26.000000,2024-01-24 19:10:26,11301.0,128.0,235.0,57.0,11882.0,204.0,2152.0,905.0,Cloud-native genomic dataframes and batch computing.,91.0,32,True,2024-01-12 18:15:13.000,0.2.127,147.0,hail,,,,['spark'],139.0,121.0,https://pypi.org/project/hail,28823.0,28823.0,,,,,,,,2.0,,,2024-01-12 18:15:13.000,18.0,,,,,,,,,,,,,,,,,,
221,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2024-01-23 21:15:47.000000,2024-01-23 21:14:27,1052.0,12.0,170.0,35.0,114.0,31.0,59.0,703.0,Snowball compiler and stemming algorithms.,34.0,32,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6831.0,5.0,https://pypi.org/project/snowballstemmer,9118696.0,9204087.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7599876.0,,,,,2.0,,,2021-11-16 18:38:34.000,6826.0,,,,,,,,,,,,,,,,,,
222,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-01-07 01:32:14.000000,2023-07-13 08:50:20,531.0,,2660.0,383.0,119.0,213.0,561.0,24375.0,Deezer source separation library including pretrained models.,19.0,31,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],649.0,643.0,https://pypi.org/project/spleeter,14831.0,73398.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,79010.0,,,,,2.0,,2906373.0,2022-06-10 13:19:35.000,6.0,,,,,,,,,,,,,,,,,,
223,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-01-25 11:28:52.000000,2024-01-25 07:12:50,3475.0,790.0,2419.0,272.0,2708.0,73.0,395.0,22066.0,You like pytorch? You like micrograd? You love tinygrad!.,267.0,31,True,2024-01-09 18:16:07.000,0.8.0,5.0,,,,,['pytorch'],39.0,39.0,,,,,,,,,,,1.0,,,,,tinygrad/tinygrad,,,,,,,,,,,,,,,,,
224,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4932.0,504.0,152.0,1008.0,1349.0,20086.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,False,2023-04-02 07:43:27.000,0.7,1.0,insightface,,,,['mxnet'],1531.0,1531.0,https://pypi.org/project/insightface,527957.0,709870.0,,,,,,,,2.0,-4.0,1637225.0,,,,,,,,,,,,,,,,,,,,
225,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1159.0,339.0,1683.0,523.0,1294.0,11134.0,Turi Create simplifies the development of custom machine learning models.,86.0,31,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,42.0,21.0,https://pypi.org/project/turicreate,34979.0,35110.0,,,,,,,,3.0,,9604.0,2020-09-30 22:51:40.000,21.0,,,,,,,,,,,,,,,,,,
226,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-01-25 07:11:59.000000,2024-01-25 06:38:02,10402.0,7.0,1866.0,350.0,3418.0,128.0,1132.0,8360.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,31,True,2023-07-19 14:18:35.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,38857.0,42403.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,138319.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
