,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2022-11-24 13:00:11.000000,2022-11-23 22:52:00,45011.0,816.0,6578,586.0,15457.0,1893.0,7502.0,16454,matplotlib: plotting with Python.,1431.0,49,True,2022-11-03 01:53:13.000,3.6.2,96.0,matplotlib,conda-forge/matplotlib,,,,717713.0,662653.0,https://pypi.org/project/matplotlib,2022-10-08 09:47:16.868,55060.0,32385090.0,32555116.0,https://anaconda.org/conda-forge/matplotlib,2022-11-04 00:12:43.022,14622263.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2022-11-24 12:16:34.000000,2022-11-24 10:01:19,29053.0,463.0,4468,339.0,8797.0,1699.0,7246.0,10501,"Ecosystem of open-source software for mathematics, science, and engineering.",1394.0,49,True,2022-10-20 02:34:14.000,1.9.3,85.0,scipy,conda-forge/scipy,,,,655935.0,597716.0,https://pypi.org/project/scipy,2022-10-20 00:45:22.690,58219.0,46202460.0,46592124.0,https://anaconda.org/conda-forge/scipy,2022-11-09 07:11:47.295,30073558.0,,,,,1.0,,361333.0,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-11-24 11:58:09.000000,2022-11-21 12:15:47,14029.0,375.0,1929,217.0,3990.0,111.0,2579.0,10321,The friendly PIL fork (Python Imaging Library).,419.0,47,True,2022-10-29 15:26:51.013,9.3.0,90.0,Pillow,conda-forge/pillow,,,,973603.0,910456.0,https://pypi.org/project/Pillow,2022-10-29 15:26:51.013,63147.0,51239574.0,51503968.0,https://anaconda.org/conda-forge/pillow,2022-10-28 02:28:04.632,20887192.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2022-11-24 13:22:41.000000,2022-11-24 13:22:41,52516.0,532.0,3769,282.0,11902.0,4549.0,8181.0,9819,A computer algebra system written in pure Python.,1181.0,47,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,,,52568.0,48358.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4210.0,3260726.0,3298636.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2626874.0,,,,,1.0,,474144.0,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2022-11-24 03:40:19.000000,2022-11-22 18:52:33,7527.0,233.0,19199,1938.0,5699.0,335.0,11272.0,56730,Deep Learning for humans.,1128.0,45,True,2022-11-14 18:10:37.000,2.11.0,73.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],330.0,,https://pypi.org/project/keras,2022-05-13 18:15:03.000,330.0,9813580.0,9849662.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2706210.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-11-24 12:41:43.000000,2022-11-23 16:54:58,15700.0,111.0,3971,548.0,3429.0,102.0,5204.0,24632,Industrial-strength Natural Language Processing (NLP) in Python.,705.0,44,True,2022-11-10 13:42:15.000,3.4.3,199.0,spacy,conda-forge/spacy,,,,48199.0,45824.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4441867.0,4483347.0,https://anaconda.org/conda-forge/spacy,2022-11-16 19:33:53.065,2859099.0,,,,,1.0,,3148.0,,,,,,,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-11-24 13:02:31.000000,2022-11-24 04:47:40,6038.0,130.0,8503,932.0,3852.0,328.0,4336.0,23498,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",584.0,44,True,2022-11-03 23:39:57.000,1.7.1,69.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,40385.0,39015.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1370.0,8643075.0,8692724.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3372600.0,,,,,1.0,,5453.0,,,,,,,,,,,,,,,,,,
17,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-11-24 14:43:03.000000,2022-11-24 05:39:28,15177.0,1108.0,3989,433.0,18278.0,2728.0,9631.0,22797,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,783.0,44,True,2022-11-08 01:55:02.000,ray-2.1.0,78.0,ray,conda-forge/ray-tune,,,,6708.0,6429.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,2177999.0,2181408.0,https://anaconda.org/conda-forge/ray-tune,2022-11-18 12:43:40.531,78409.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
18,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-11-24 14:19:12.000000,2022-11-23 23:54:37,13903.0,1030.0,1942,286.0,8163.0,1176.0,2748.0,20985,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",476.0,44,True,2022-11-15 15:35:37.526,0.3.25,132.0,jax,conda-forge/jaxlib,,,,6455.0,6134.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,321.0,631547.0,644725.0,https://anaconda.org/conda-forge/jaxlib,2022-11-16 06:34:38.190,527132.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-11-22 20:08:04.000000,2022-11-22 20:08:04,7113.0,93.0,2773,276.0,3011.0,394.0,2680.0,11874,Network Analysis in Python.,634.0,44,True,2022-11-01 20:33:20.972,2.8.8,84.0,networkx,conda-forge/networkx,,,,138098.0,124639.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13459.0,20570458.0,20692982.0,https://anaconda.org/conda-forge/networkx,2022-11-02 12:22:18.460,8944323.0,,,,,1.0,,60.0,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-11-17 15:09:05.364000,2022-11-05 09:37:31,14374.0,45.0,2663,470.0,1387.0,237.0,1432.0,11251,Suite of libraries and programs for symbolic and statistical natural language processing for English.,434.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,,174904.0,162946.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11958.0,12099101.0,12120485.0,https://anaconda.org/conda-forge/nltk,2022-11-17 15:09:05.364,1603860.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
21,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-11-22 14:13:05.000000,2022-11-13 13:43:02,14778.0,73.0,2602,271.0,3652.0,2457.0,2573.0,7935,Statsmodels: statistical modeling and econometrics in Python.,389.0,44,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,78403.0,73738.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4665.0,9546666.0,9649303.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,7903052.0,,,,,1.0,,26.0,,,,,,,,,,,,,,,,,,
22,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-11-24 04:03:54.000000,2022-11-24 04:03:54,13331.0,76.0,2067,187.0,3893.0,641.0,1898.0,5127,Image processing in Python.,582.0,44,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,,127647.0,118281.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9366.0,5873383.0,5927770.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4242206.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-11-24 13:36:04.000000,2022-11-24 13:28:30,34805.0,846.0,26265,2070.0,38762.0,234.0,,34421,Apache Spark Python API.,2763.0,43,True,2022-07-15 14:55:05.769,3.2.2,31.0,pyspark,conda-forge/pyspark,,,['spark'],849.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,849.0,27668373.0,27700098.0,https://anaconda.org/conda-forge/pyspark,2022-10-25 13:22:53.684,2157339.0,,,,,2.0,,,stable/spark,,,,,,,,,,,,,,,,,
24,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-11-24 13:44:25.000000,2022-11-23 18:06:39,19879.0,203.0,4003,451.0,5431.0,697.0,6404.0,16920,"Interactive Data Visualization in the browser, from Python.",623.0,43,True,2022-11-14 19:55:38.548,3.0.2,149.0,bokeh,conda-forge/bokeh,,,,3725.0,173.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3552.0,3583053.0,3721858.0,https://anaconda.org/conda-forge/bokeh,2022-11-15 00:21:46.763,9299938.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-11-24 03:51:22.000000,2022-11-23 20:02:03,7448.0,113.0,1559,219.0,4942.0,827.0,3832.0,10506,Parallel computing with task scheduling.,566.0,43,True,2022-11-18 19:30:43.041,2022.11.1,158.0,dask,conda-forge/dask,,,,44287.0,41622.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2665.0,7628639.0,7721686.0,https://anaconda.org/conda-forge/dask,2022-11-18 23:51:30.253,7257681.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
26,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-11-24 02:32:20.000000,2022-11-24 02:32:20,5278.0,111.0,1552,193.0,4357.0,610.0,1148.0,6032,TensorFlows Visualization Toolkit.,290.0,43,True,2022-11-09 01:43:55.758,2.11.0,45.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],134856.0,132437.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2419.0,17897662.0,17955636.0,https://anaconda.org/conda-forge/tensorboard,2022-11-09 05:16:36.975,3478460.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-11-24 14:11:27.000000,2022-11-24 13:57:58,38675.0,1522.0,4783,734.0,32568.0,3010.0,13647.0,19204,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,868.0,42,True,2022-11-17 07:58:00.776,2.4.0,58.0,paddlepaddle,,,,['paddle'],216.0,166.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,92858.0,93062.0,,,,,,,,2.0,,15322.0,,,,,,,,,,,,,,,,,,
28,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-11-24 05:20:09.000000,2022-11-21 14:27:26,3120.0,65.0,3640,451.0,2738.0,245.0,2630.0,14428,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",273.0,42,True,2022-10-10 21:18:04.234,3.3.3,30.0,lightgbm,conda-forge/lightgbm,,,,17137.0,16494.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,6919603.0,6943072.0,https://anaconda.org/conda-forge/lightgbm,2022-10-28 00:50:18.967,1338424.0,,,,,2.0,,171336.0,,,,,,,,,,,,,,,,,,
29,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-11-24 12:47:40.000000,2022-11-24 10:17:53,3204.0,268.0,6335,380.0,4343.0,819.0,1972.0,12864,"Datasets, Transforms and Models specific to Computer Vision.",512.0,42,True,2022-10-28 16:48:51.000,0.14.0,33.0,torchvision,conda-forge/torchvision,,,['pytorch'],3719.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3719.0,7469102.0,7476725.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,436071.0,,,,,1.0,,15562.0,,,,,,,,,,,,,,,,,,
30,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-11-23 21:48:52.000000,2022-11-23 21:48:50,4262.0,69.0,1869,1730.0,4032.0,180.0,2389.0,10426,WebGL2 powered visualization framework.,208.0,42,True,2022-11-15 10:22:32.162,8.8.20,568.0,pydeck,conda-forge/pydeck,,,['jupyter'],5371.0,4928.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,933900.0,1301388.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,234727.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-11-15 10:22:32.162,419.0,360376.0,,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-11-19 21:38:50.000000,2022-11-14 23:19:51,3080.0,69.0,1663,251.0,939.0,104.0,2082.0,10090,Statistical data visualization in Python.,178.0,42,True,2022-10-18 13:02:16.355,0.12.1,32.0,seaborn,conda-forge/seaborn,,,,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8625424.0,8695316.0,https://anaconda.org/conda-forge/seaborn,2022-10-18 18:26:52.529,5241794.0,,,,,1.0,,237.0,,,,,,,,,,,,,,,,,,
32,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-11-23 06:34:20.000000,2022-10-25 17:01:14,1755.0,34.0,8036,990.0,1433.0,28.0,1690.0,29072,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,41,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,36448.0,33977.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2471.0,1065669.0,1070926.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,162986.0,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,
33,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-11-24 13:55:20.000000,2022-11-24 13:47:01,5119.0,228.0,1936,283.0,2813.0,557.0,2312.0,21549,Streamlit The fastest way to build data apps in Python.,159.0,41,True,2022-11-21 21:59:02.070,1.15.1,188.0,streamlit,,,,,917.0,496.0,https://pypi.org/project/streamlit,2022-07-27 21:22:03.770,421.0,992580.0,992580.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
34,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-11-24 14:39:24.000000,2022-11-22 19:45:09,2113.0,75.0,3127,429.0,2435.0,330.0,1866.0,13690,Open standard for machine learning interoperability.,263.0,41,True,2022-06-18 02:58:18.000,1.12.0,26.0,onnx,conda-forge/onnx,,,,9794.0,9402.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,392.0,2030353.0,2040334.0,https://anaconda.org/conda-forge/onnx,2022-10-28 09:16:24.405,581084.0,,,,,1.0,,18156.0,,,,,,,,,,,,,,,,,,
35,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-11-24 13:22:44.000000,2022-11-24 00:21:52,3506.0,426.0,3037,288.0,4692.0,976.0,1750.0,13089,Open source platform for the machine learning lifecycle.,510.0,41,True,2022-11-15 04:58:02.747,2.0.1,66.0,mlflow,conda-forge/mlflow,,,,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,11399207.0,11424034.0,https://anaconda.org/conda-forge/mlflow,2022-11-16 15:38:48.827,1067598.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-11-23 21:36:54.000000,2022-10-27 20:14:12,5643.0,39.0,2234,275.0,1423.0,1289.0,1229.0,12472,The interactive graphing library for Python (includes Plotly Express).,201.0,41,True,2022-10-27 17:34:35.000,5.11.0,284.0,plotly,conda-forge/plotly,,,,4159.0,13.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8480393.0,8570880.0,https://anaconda.org/conda-forge/plotly,2022-10-29 16:17:19.513,3415021.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,44954.0,,,,,,,,,,,,
37,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-11-24 13:51:50.000000,2022-11-23 23:34:18,8176.0,313.0,1000,137.0,4373.0,657.0,3364.0,10708,Data Version Control | Git for Data & Models | ML Experiments Management.,276.0,41,True,2022-11-23 23:38:03.789,2.35.1,392.0,dvc,conda-forge/dvc,,,,5472.0,5425.0,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1399339.0,1437600.0,https://anaconda.org/conda-forge/dvc,2022-11-15 17:56:11.643,1314313.0,,,,,1.0,,113489.0,,,,,,,dvc,dvc,dvc,,,,,,,,,
38,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-11-14 15:47:28.000000,2022-11-02 03:58:23,2592.0,80.0,7313,610.0,2143.0,118.0,1562.0,23002,The fastai deep learning library.,647.0,40,True,2022-11-02 03:05:36.811,2.7.10,144.0,fastai,,,,['pytorch'],11904.0,11603.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,371414.0,371414.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
