,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
10,Celery,celery/celery,,data-pipelines,https://github.com/celery/celery,https://github.com/celery/celery,BSD-3-Clause,2009-04-24 11:31:24.000000,2021-08-26 07:49:53.000000,2021-08-26 07:49:51.000000,4037,517.0,4058.0,17804.0,11686.0,Asynchronous task queue/job queue based on distributed message passing.,1141.0,39,True,2021-08-11 17:48:56.000000,5.2.0b1,180.0,celery,conda-forge/celery,,,,85486.0,57252.0,https://pypi.org/project/celery,2021-08-17 14:35:34.000000,28234.0,4795419.0,4804599.0,https://anaconda.org/conda-forge/celery,2021-06-29 08:06:51.307000,596718.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11,scikit-learn,scikit-learn/scikit-learn,,ml-frameworks,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000000,2021-08-26 12:51:38.000000,2021-08-26 11:44:45.000000,21707,2368.0,7068.0,46935.0,,scikit-learn: machine learning in Python.,2323.0,38,True,2021-04-28 17:20:23.000000,0.24.2,54.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],294609.0,256721.0,https://pypi.org/project/scikit-learn,2021-04-28 11:18:29.000000,37888.0,25442036.0,25587191.0,https://anaconda.org/conda-forge/scikit-learn,2021-08-08 17:42:51.112000,9144091.0,,,,,1.0,722.0,,,,,,,,,,,,,,,,,,,,
12,numpy,numpy/numpy,,data-containers,https://github.com/numpy/numpy,https://github.com/numpy/numpy,BSD-3-Clause,2010-09-13 23:02:39.000000,2021-08-26 14:34:20.000000,2021-08-26 14:02:49.000000,5751,2341.0,7743.0,18052.0,,The fundamental package for scientific computing with Python.,1311.0,38,True,2021-08-15 20:24:41.000000,1.21.2,103.0,numpy,conda-forge/numpy,,,,975386.0,805664.0,https://pypi.org/project/numpy,2021-08-15 20:07:03.000000,169722.0,82885142.0,83250180.0,https://anaconda.org/conda-forge/numpy,2021-08-16 10:02:25.525000,22574732.0,,,,,1.0,382446.0,,,,,,,,,,,,,,,,,,,,
13,Seaborn,mwaskom/seaborn,,data-viz,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000000,2021-08-23 00:11:56.000000,2021-08-22 14:06:17.000000,1468,94.0,1809.0,8695.0,2803.0,Statistical data visualization in Python.,156.0,38,True,2021-08-16 00:39:03.000000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,124683.0,111897.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000000,12786.0,9115493.0,9160189.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619000,2681648.0,,,,,1.0,189.0,,,,,,,,,,,,,,,,,,,,
14,transformers,huggingface/transformers,,nlp,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000000,2021-08-26 14:02:16.000000,2021-08-26 13:09:57.000000,11783,420.0,7241.0,50389.0,7790.0,"Transformers: State-of-the-art Natural Language Processing for Pytorch, TensorFlow, and JAX.",968.0,37,True,2021-08-09 14:27:29.000000,4.9.2,65.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",15214.0,15086.0,https://pypi.org/project/transformers,2021-08-09 14:27:09.000000,128.0,3534793.0,3537691.0,https://anaconda.org/conda-forge/transformers,2021-08-09 19:24:47.825000,62847.0,,,,,1.0,1393.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,,ml-frameworks,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000000,2021-08-26 13:34:52.000000,2021-08-26 12:36:04.000000,24097,235.0,,30644.0,31114.0,Apache Spark Python API.,2525.0,37,True,2021-05-27 17:18:30.000000,3.1.2,26.0,pyspark,conda-forge/pyspark,,,['spark'],760.0,,https://pypi.org/project/pyspark,2021-05-27 17:18:30.000000,760.0,13016733.0,13039688.0,https://anaconda.org/conda-forge/pyspark,2021-05-29 01:33:32.376000,1216620.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,,ml-frameworks,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000000,2021-08-26 11:08:32.000000,2021-08-25 11:15:22.000000,7983,296.0,3860.0,21478.0,5439.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",535.0,37,True,2021-05-13 11:35:17.000000,1.4.2,57.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,22255.0,20663.0,https://pypi.org/project/xgboost,2021-05-13 11:49:10.000000,1592.0,6730029.0,6765381.0,https://anaconda.org/conda-forge/xgboost,2021-08-09 14:06:55.576000,1871976.0,,,,,1.0,2928.0,,,,,,,,,,,,,,,,,,,,
17,spaCy,explosion/spaCy,,nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000000,2021-08-26 11:00:35.000000,2021-08-26 07:50:35.000000,3558,88.0,4739.0,21171.0,14783.0,Industrial-strength Natural Language Processing (NLP) in Python.,612.0,37,True,2021-08-20 13:13:45.000000,3.1.2,183.0,spacy,conda-forge/spacy,,,,31909.0,28843.0,https://pypi.org/project/spacy,2021-08-20 13:12:32.000000,3066.0,2699822.0,2741749.0,https://anaconda.org/conda-forge/spacy,2021-08-25 13:27:28.360000,2261267.0,,,,,1.0,3058.0,,,,,,,,,,,,,,,,,,,,
18,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-08-26 14:22:51.000000,2021-08-26 14:03:16.000000,1990,144.0,637.0,8295.0,9775.0,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,724.0,37,True,2021-05-30 17:16:04.000000,4.0.1,33.0,pyarrow,conda-forge/arrow,,,,1037.0,51.0,https://pypi.org/project/pyarrow,2021-07-28 18:21:54.000000,986.0,31363700.0,31375299.0,https://anaconda.org/conda-forge/arrow,2021-06-24 17:36:08.348000,730797.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
19,Tensorboard,tensorflow/tensorboard,,ml-experiments,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000000,2021-08-25 23:56:02.000000,2021-08-24 21:32:48.000000,1420,560.0,1014.0,5613.0,4741.0,TensorFlow's Visualization Toolkit.,266.0,37,True,2021-08-06 18:23:28.000000,2.6.0,38.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],79654.0,76040.0,https://pypi.org/project/tensorboard,2021-08-06 18:23:28.000000,3614.0,10154143.0,10206350.0,https://anaconda.org/conda-forge/tensorboard,2021-08-23 13:40:58.886000,2349346.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
20,OpenAI Gym,openai/gym,,reinforcement-learning,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000000,2021-08-26 14:39:35.000000,2021-08-25 22:02:55.000000,7150,152.0,1254.0,25070.0,1347.0,A toolkit for developing and comparing reinforcement learning algorithms.,311.0,36,True,2021-08-16 22:25:35.000000,0.19.0,94.0,gym,,,,,26084.0,22522.0,https://pypi.org/project/gym,2021-08-16 22:25:35.000000,3562.0,1715681.0,1715681.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
21,LightGBM,microsoft/LightGBM,,ml-frameworks,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000000,2021-08-26 03:14:33.000000,2021-08-25 23:22:23.000000,3325,118.0,2248.0,12883.0,2646.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",237.0,36,True,2021-04-12 23:03:24.000000,3.2.1,25.0,lightgbm,conda-forge/lightgbm,,,,9059.0,8503.0,https://pypi.org/project/lightgbm,2021-03-22 15:04:09.000000,556.0,9790969.0,9807346.0,https://anaconda.org/conda-forge/lightgbm,2021-04-20 13:04:15.819000,694738.0,,,,,1.0,114396.0,,,,,,,,,,,,,,,,,,,,
22,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-08-19 18:08:15.000000,2021-08-18 12:55:44.000000,4039,373.0,1332.0,12394.0,4234.0,Topic Modelling for Humans.,409.0,36,True,2021-04-01 14:19:26.000000,4.0.1,85.0,gensim,conda-forge/gensim,,,,30991.0,26249.0,https://pypi.org/project/gensim,2021-03-25 13:43:34.000000,4742.0,9382977.0,9398060.0,https://anaconda.org/conda-forge/gensim,2021-06-15 14:29:56.801000,706594.0,,,,,1.0,3500.0,,,,,,,,,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-08-23 20:10:14.982000,2021-08-23 18:43:23.000000,1872,934.0,1128.0,10057.0,5223.0,The interactive graphing library for Python (includes Plotly Express).,181.0,36,True,2021-08-23 19:15:29.000000,5.2.2,272.0,plotly,conda-forge/plotly,,,,4991.0,5.0,https://pypi.org/project/plotly,2021-08-23 18:52:48.000000,4982.0,7395940.0,7469851.0,https://anaconda.org/conda-forge/plotly,2021-08-23 20:10:14.982000,1715696.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,45317.0,,,,,,,,,,,,,,
24,SymPy,sympy/sympy,,others,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000000,2021-08-26 15:08:02.000000,2021-08-26 15:08:01.000000,3425,4174.0,7484.0,8318.0,48214.0,A computer algebra system written in pure Python.,1087.0,36,True,2021-04-09 22:38:24.000000,sympy-1.8,37.0,sympy,conda-forge/sympy,,,,41153.0,34731.0,https://pypi.org/project/sympy,2021-04-09 22:41:01.000000,6422.0,2493028.0,2523384.0,https://anaconda.org/conda-forge/sympy,2021-04-10 01:00:41.286000,1633089.0,,,,,1.0,430190.0,,,,,,,-1.0,,,,,,,,,,,,,
25,h5py,h5py/h5py,,data-containers,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000000,2021-08-25 14:00:43.000000,2021-08-23 08:28:17.000000,409,214.0,1016.0,1569.0,3718.0,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,168.0,36,True,2021-08-23 08:30:07.000000,3.4.0,29.0,h5py,conda-forge/h5py,,,,151885.0,128949.0,https://pypi.org/project/h5py,2021-08-23 09:06:42.000000,22936.0,9903943.0,9994964.0,https://anaconda.org/conda-forge/h5py,2021-08-19 04:46:16.991000,5914823.0,,,,,2.0,1303.0,,,,,,,,,,,,,,,,,,,,
26,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-08-26 14:04:18.000000,2021-08-26 12:13:31.000000,1804,355.0,3438.0,15124.0,5503.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",523.0,35,True,2021-08-24 15:21:23.000000,1.4.4,185.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],4319.0,4305.0,https://pypi.org/project/pytorch-lightning,2021-08-24 15:21:23.000000,14.0,731486.0,748803.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-08-24 18:38:48.430000,240181.0,,,,,2.0,4074.0,,,,,,,,,,,,,,,,,,,,
27,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-08-26 11:48:14.000000,2021-08-25 16:25:46.000000,2064,489.0,1184.0,11279.0,1802.0,Open standard for machine learning interoperability.,209.0,35,True,2021-08-02 20:22:19.000000,1.10.1,23.0,onnx,conda-forge/onnx,,,,4220.0,3924.0,https://pypi.org/project/onnx,2021-08-02 20:16:08.000000,296.0,1833735.0,1840252.0,https://anaconda.org/conda-forge/onnx,2021-08-03 16:10:13.459000,277564.0,,,,,1.0,16080.0,,,,,,,,,,,,,,,,,,,,
28,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-08-26 00:19:49.000000,2021-08-26 00:19:49.000000,2467,235.0,1300.0,10073.0,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,399.0,35,True,2021-04-07 21:36:50.000000,3.6.1,41.0,nltk,conda-forge/nltk,,,,133105.0,112113.0,https://pypi.org/project/nltk,2021-04-07 21:36:50.000000,20992.0,11752361.0,11766473.0,https://anaconda.org/conda-forge/nltk,2021-04-20 15:34:03.018000,846737.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
29,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2021-08-26 14:00:18.000000,2021-08-26 12:58:09.000000,4959,521.0,1385.0,9689.0,1919.0,"Datasets, Transforms and Models specific to Computer Vision.",410.0,35,True,2021-06-15 16:00:00.000000,0.10.0,24.0,torchvision,conda-forge/torchvision,,,['pytorch'],4612.0,,https://pypi.org/project/torchvision,2021-06-15 16:00:00.000000,4612.0,1994618.0,1996892.0,https://anaconda.org/conda-forge/torchvision,2021-08-10 21:16:36.194000,100092.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
30,networkx,networkx/networkx,,graph,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000000,2021-08-26 13:39:52.000000,2021-08-23 23:43:28.000000,2372,299.0,2416.0,9554.0,,Network Analysis in Python.,538.0,35,True,2021-07-27 02:21:18.000000,2.6.2,58.0,networkx,conda-forge/networkx,,,,103760.0,82942.0,https://pypi.org/project/networkx,2021-07-27 02:21:18.000000,20818.0,13565601.0,13639153.0,https://anaconda.org/conda-forge/networkx,2021-07-27 05:26:42.933000,4266021.0,,,,,1.0,56.0,,,,,,,,,,,,,,,,,,,,
31,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-08-24 15:23:38.000000,2021-08-24 15:23:38.000000,297,291.0,365.0,2531.0,1376.0,Computing with Python functions.,103.0,35,True,2021-02-09 16:46:29.000000,1.0.1,100.0,joblib,conda-forge/joblib,,,,130783.0,124173.0,https://pypi.org/project/joblib,2021-02-09 16:46:29.000000,6610.0,28138426.0,28219527.0,https://anaconda.org/conda-forge/joblib,2021-02-09 19:26:28.194000,4947165.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
32,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-08-26 00:15:28.000000,2021-08-26 00:15:27.000000,2266,87.0,848.0,14908.0,3997.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",559.0,34,True,2021-04-17 01:06:10.000000,3.0.3,72.0,luigi,luigi,,,,2196.0,1520.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,785357.0,785475.0,https://anaconda.org/anaconda/luigi,2021-04-17 18:49:18.708000,7852.0,,,,,1.0,,stable/luigi,,,,,,,0.0,,,,,,,,,,,,
33,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-08-26 07:40:54.000000,2021-08-24 23:42:52.000000,2023,1129.0,549.0,13807.0,1990.0,A game theoretic approach to explain the output of any machine learning model.,162.0,34,True,2021-03-03 18:38:33.000000,0.39.0,93.0,shap,conda-forge/shap,,,,3353.0,3217.0,https://pypi.org/project/shap,2021-01-15 21:02:34.000000,136.0,2978716.0,2995493.0,https://anaconda.org/conda-forge/shap,2021-04-29 12:11:05.706000,603995.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
34,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-06-05 14:19:15.755000,2021-04-13 19:05:58.000000,2508,677.0,2085.0,9457.0,28126.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,34,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,16926.0,11452.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,238845.0,266159.0,https://anaconda.org/conda-forge/theano,2021-06-05 14:19:15.755000,1666190.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-08-26 03:28:02.000000,2021-08-26 00:24:09.000000,1591,94.0,2114.0,8935.0,3761.0,WebGL2 powered geospatial visualization layers.,169.0,34,True,2021-08-26 03:05:05.000000,8.5.5,487.0,pydeck,conda-forge/pydeck,,,['jupyter'],2256.0,1694.0,https://pypi.org/project/pydeck,2021-04-13 02:26:45.000000,2.0,441984.0,661200.0,https://anaconda.org/conda-forge/pydeck,2021-04-13 20:41:22.066000,47865.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-08-09 18:25:35.468000,560.0,216557.0,,,,,,,,,,,,,,
36,dask,dask/dask,,distributed-ml,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000000,2021-08-26 14:53:20.000000,2021-08-25 23:27:58.000000,1330,778.0,3166.0,8698.0,,Parallel computing with task scheduling.,464.0,34,True,2021-08-20 20:54:47.000000,2021.8.1,126.0,dask,conda-forge/dask,,,,33815.0,29899.0,https://pypi.org/project/dask,2021-08-20 20:54:47.000000,3916.0,4925376.0,4987738.0,https://anaconda.org/conda-forge/dask,2021-08-21 07:44:40.815000,3928855.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,,
37,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-08-26 12:16:56.000000,2021-08-26 12:16:52.000000,1237,158.0,742.0,7862.0,1602.0,Simple job queues for Python.,245.0,34,True,2021-06-30 07:22:37.000000,1.9.0,66.0,rq,conda-forge/rq,,,,11963.0,8639.0,https://pypi.org/project/rq,2021-06-30 07:21:51.000000,3324.0,469468.0,470437.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099000,59152.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
38,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-08-26 14:29:04.000000,2021-08-26 06:01:33.000000,3154,176.0,,4961.0,32768.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1116.0,34,True,2021-08-26 05:43:04.000000,2.32.0,39.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-08-26 05:43:04.000000,186.0,4293960.0,4293960.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
