,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-11-30 14:10:36.000000,2023-11-30 09:14:59,39003.0,1044.0,27668.0,2032.0,44063.0,262.0,,37290.0,Apache Spark Python API.,2981.0,45,True,2023-09-26 20:30:58.000,3.5.0,40.0,pyspark,conda-forge/pyspark,,,['spark'],1161.0,,https://pypi.org/project/pyspark,2023-09-26 20:30:58.000,1161.0,26614507.0,26686302.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2943613.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,
16,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-11-30 12:01:33.000000,2023-11-29 08:11:54,16076.0,67.0,4233.0,565.0,3918.0,93.0,5435.0,27679.0,Industrial-strength Natural Language Processing (NLP) in Python.,745.0,45,True,2023-10-16 16:11:22.000,3.7.2,226.0,spacy,conda-forge/spacy,,,,77934.0,75042.0,https://pypi.org/project/spacy,2023-10-16 16:09:47.000,2892.0,6314020.0,6394305.0,https://anaconda.org/conda-forge/spacy,2023-11-05 20:08:03.012,3291721.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-11-30 13:24:22.000000,2023-11-30 06:44:13,18426.0,1147.0,2311.0,319.0,11717.0,1563.0,3548.0,25731.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",602.0,45,True,2023-11-02 23:29:45.000,jax-v0.4.20,154.0,jax,conda-forge/jaxlib,,,,20427.0,19696.0,https://pypi.org/project/jax,2023-11-02 21:51:56.000,731.0,11846888.0,11871233.0,https://anaconda.org/conda-forge/jaxlib,2023-10-25 14:41:56.031,998181.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
18,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-11-30 14:10:33.000000,2023-11-29 16:39:25,9965.0,326.0,3070.0,244.0,9724.0,726.0,5969.0,25278.0,"Deep learning framework to train, finetune and deploy AI models.",914.0,45,True,2023-11-15 22:40:08.000,2.1.2,262.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],27234.0,26498.0,https://pypi.org/project/pytorch-lightning,2023-11-15 22:40:08.000,736.0,4566444.0,4591651.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-11-17 05:31:05.209,1015966.0,,,,,1.0,13701.0,,,Lightning-AI/pytorch-lightning,,,,,,,,,,,,,,,,
19,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-11-30 13:50:58.000000,2023-11-30 12:31:56,45121.0,1741.0,5350.0,727.0,41821.0,2024.0,16455.0,21066.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1142.0,45,True,2023-07-27 06:56:01.000,2.5.1,65.0,paddlepaddle,,,,['paddle'],4421.0,4333.0,https://pypi.org/project/paddlepaddle,2023-10-25 08:55:59.000,88.0,174707.0,174883.0,,,,,,,,1.0,15368.0,,,,,,,,,,,,,,,,,,,
20,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-11-30 12:56:28.000000,2023-11-29 22:09:46,20312.0,115.0,4122.0,444.0,5896.0,771.0,6756.0,18358.0,"Interactive Data Visualization in the browser, from Python.",675.0,45,True,2023-11-09 20:28:07.000,3.3.1,186.0,bokeh,conda-forge/bokeh,,,,83631.0,79852.0,https://pypi.org/project/bokeh,2023-11-09 20:28:07.000,3779.0,3605066.0,3925592.0,https://anaconda.org/conda-forge/bokeh,2023-11-09 21:55:31.595,13141595.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
21,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-11-30 14:14:00.000000,2023-11-30 12:14:41,19994.0,1006.0,4908.0,471.0,25228.0,3436.0,12920.0,28839.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,946.0,44,True,2023-11-03 00:55:09.000,ray-2.8.0,93.0,ray,conda-forge/ray-tune,,,,12945.0,12510.0,https://pypi.org/project/ray,2023-11-03 00:48:02.000,435.0,2528974.0,2533979.0,https://anaconda.org/conda-forge/ray-tune,2023-11-21 15:48:30.221,175174.0,,,,,1.0,126.0,,,,,,,,,,,,,,,,,,,
22,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-11-30 11:30:19.000000,2023-11-29 20:35:05,6651.0,117.0,8675.0,914.0,4819.0,398.0,4663.0,25043.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",630.0,44,True,2023-11-13 00:33:35.000,2.0.2,79.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,75118.0,73360.0,https://pypi.org/project/xgboost,2023-11-13 00:33:35.000,1758.0,10867561.0,10977881.0,https://anaconda.org/conda-forge/xgboost,2023-11-17 02:03:43.585,4410173.0,,,,,2.0,7695.0,,,,,,,,,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-11-30 14:11:38.000000,2023-11-30 12:54:15,5063.0,483.0,3707.0,292.0,7036.0,1294.0,2268.0,15930.0,Open source platform for the machine learning lifecycle.,675.0,44,True,2023-11-16 02:55:35.000,2.8.1,84.0,mlflow,conda-forge/mlflow,,,,27162.0,26651.0,https://pypi.org/project/mlflow,2023-11-16 02:08:43.000,511.0,14778721.0,14819250.0,https://anaconda.org/conda-forge/mlflow,2023-11-18 15:22:57.599,1661711.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-11-28 23:32:16.000000,2023-11-28 23:32:16,6253.0,76.0,2391.0,280.0,1574.0,1408.0,1364.0,14484.0,The interactive graphing library for Python This project now includes Plotly Express!.,251.0,44,True,2023-10-25 19:52:56.000,5.18.0,294.0,plotly,conda-forge/plotly,,,,225285.0,219877.0,https://pypi.org/project/plotly,2023-10-25 19:43:41.000,5402.0,11252338.0,11425176.0,https://anaconda.org/conda-forge/plotly,2023-10-25 22:33:48.925,5089004.0,,,,,1.0,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,6.0,51672.0,,,,,,,,,,,
25,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-11-30 14:14:17.000000,2023-11-30 05:27:25,7514.0,139.0,3095.0,276.0,3553.0,397.0,2907.0,13500.0,Network Analysis in Python.,693.0,44,True,2023-10-28 09:53:23.000,networkx-3.2.1,92.0,networkx,conda-forge/networkx,,,,218600.0,203689.0,https://pypi.org/project/networkx,2023-10-28 08:41:36.000,14911.0,33872713.0,34237698.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,14234424.0,,,,,1.0,65.0,,,,,,,,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-11-30 10:51:23.000000,2023-11-30 08:33:10,5974.0,377.0,1684.0,144.0,2978.0,428.0,2827.0,24036.0,"Wrap UIs around any model, share with anyone.",229.0,43,True,2023-11-23 06:40:15.000,4.7.1,533.0,gradio,,,,,18126.0,17903.0,https://pypi.org/project/gradio,2023-11-23 06:40:15.000,223.0,3409410.0,3409410.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
27,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-11-29 17:41:58.000000,2023-11-27 21:46:03,2598.0,96.0,3608.0,439.0,3029.0,304.0,2289.0,15965.0,Open standard for machine learning interoperability.,300.0,43,True,2023-10-31 17:04:56.000,1.15.0,31.0,onnx,conda-forge/onnx,,,,21742.0,21103.0,https://pypi.org/project/onnx,2023-10-26 18:30:51.000,639.0,4364019.0,4385879.0,https://anaconda.org/conda-forge/onnx,2023-11-07 18:53:33.533,885321.0,,,,,1.0,19538.0,,,,,,,,,,,,,,,,,,,
28,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-11-30 04:34:21.000000,2023-11-30 04:33:46,3382.0,58.0,3775.0,441.0,3032.0,335.0,2866.0,15687.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",290.0,43,True,2023-09-12 02:08:33.000,4.1.0,34.0,lightgbm,conda-forge/lightgbm,,,,28218.0,27375.0,https://pypi.org/project/lightgbm,2023-09-12 02:08:33.000,843.0,6579330.0,6637833.0,https://anaconda.org/conda-forge/lightgbm,2023-10-25 14:14:10.430,2123470.0,,,,,2.0,207221.0,,,,,,,,,,,,,,,,,,,
29,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-11-29 14:59:13.000000,2023-11-09 20:19:22,14452.0,7.0,2781.0,466.0,1435.0,267.0,1493.0,12557.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,444.0,43,True,2023-07-20 15:52:53.307,0.9.9,59.0,nltk,conda-forge/nltk,,,,247382.0,234644.0,https://pypi.org/project/nltk,2023-01-02 22:02:43.849,12738.0,13065096.0,13092206.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2358575.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
30,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-11-30 14:22:13.000000,2023-11-28 21:26:27,7917.0,67.0,1658.0,211.0,5521.0,1010.0,4048.0,11558.0,Parallel computing with task scheduling.,590.0,43,True,2023-11-10 21:36:00.000,2023.11.0,184.0,dask,conda-forge/dask,,,,57964.0,54903.0,https://pypi.org/project/dask,2023-11-10 21:36:00.000,3061.0,6738074.0,6988705.0,https://anaconda.org/conda-forge/dask,2023-11-10 23:54:07.170,10526509.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-11-30 12:06:05.000000,2023-11-30 12:06:05,3207.0,34.0,1812.0,258.0,1069.0,115.0,2317.0,11407.0,Statistical data visualization in Python.,206.0,43,True,2023-09-29 19:01:44.000,0.13.0,35.0,seaborn,conda-forge/seaborn,,,,342010.0,330707.0,https://pypi.org/project/seaborn,2023-09-29 18:58:33.000,11303.0,12332466.0,12523637.0,https://anaconda.org/conda-forge/seaborn,2023-10-02 16:03:37.621,7837935.0,,,,,1.0,309.0,,,,,,,,,,,,,,,,,,,
32,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-11-20 09:37:13.000000,2023-10-29 06:30:59,15118.0,14.0,2754.0,278.0,3815.0,2653.0,2715.0,9068.0,Statsmodels: statistical modeling and econometrics in Python.,416.0,43,True,2023-05-05 11:36:02.375,0.14.0,35.0,statsmodels,conda-forge/statsmodels,,,,113958.0,108506.0,https://pypi.org/project/statsmodels,2023-05-05 11:36:02.375,5452.0,11416174.0,11706459.0,https://anaconda.org/conda-forge/statsmodels,2023-10-05 23:45:15.777,11901687.0,,,,,2.0,29.0,,,,,,,,,,,,,,,,,,,
33,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-11-29 22:11:44.000000,2023-11-29 22:11:44,5722.0,79.0,1621.0,195.0,4860.0,644.0,1215.0,6410.0,TensorFlows Visualization Toolkit.,309.0,43,True,2023-11-02 20:49:50.000,2.15.1,56.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],204144.0,201273.0,https://pypi.org/project/tensorboard,2023-11-02 20:49:50.000,2871.0,21512569.0,21620659.0,https://anaconda.org/conda-forge/tensorboard,2023-11-03 15:31:12.158,4431690.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
34,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-11-30 11:34:29.000000,2023-11-23 18:59:42,3743.0,79.0,6818.0,397.0,5088.0,945.0,2279.0,14825.0,"Datasets, Transforms and Models specific to Computer Vision.",559.0,42,True,2023-11-15 22:18:12.000,0.16.1,39.0,torchvision,conda-forge/torchvision,,,['pytorch'],4837.0,21.0,https://pypi.org/project/torchvision,2023-11-15 16:45:49.000,4816.0,9746283.0,9775855.0,https://anaconda.org/conda-forge/torchvision,2023-11-29 04:14:14.487,932567.0,,,,,1.0,33982.0,,,,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-11-29 20:17:26.000000,2023-11-29 15:06:12,4587.0,85.0,2049.0,1697.0,4421.0,264.0,2562.0,11357.0,WebGL2 powered visualization framework.,240.0,42,True,2023-10-24 16:58:59.931,8.9.32,623.0,pydeck,conda-forge/pydeck,,,['jupyter'],7329.0,6811.0,https://pypi.org/project/pydeck,2023-04-15 06:29:01.705,48.0,1845203.0,2280406.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,463799.0,,,,,1.0,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-11-21 19:30:32.694,470.0,424897.0,,,,,,,,,,,
36,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-11-28 23:17:12.000000,2023-11-28 05:48:44,3606.0,43.0,778.0,143.0,1304.0,175.0,1722.0,8574.0,Declarative statistical visualization library for Python.,158.0,42,True,2023-11-28 06:23:39.000,5.2.0,39.0,altair,conda-forge/altair,,,,90590.0,89961.0,https://pypi.org/project/altair,2023-11-28 05:41:35.000,629.0,14761607.0,14852901.0,https://anaconda.org/conda-forge/altair,2023-10-03 20:26:07.376,2099739.0,,,,,1.0,90.0,,,,,,,,,,,,,,,,,,,
37,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-11-30 14:06:51.000000,2023-11-30 14:06:51,13785.0,113.0,2214.0,185.0,4318.0,742.0,2030.0,5683.0,Image processing in Python.,641.0,42,False,2023-10-03 21:36:37.000,0.22.0,59.0,scikit-image,conda-forge/scikit-image,,,,172172.0,161826.0,https://pypi.org/project/scikit-image,2023-10-03 21:35:27.000,10346.0,9050526.0,9192443.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5818614.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
