,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-09-15 14:04:06.000000,2022-09-15 13:51:19,15602.0,125.0,3904,553.0,3322.0,99.0,5148.0,24189,Industrial-strength Natural Language Processing (NLP) in Python.,700.0,44,True,2022-07-26 13:08:23.000,3.4.1,196.0,spacy,conda-forge/spacy,,3146.0,4909808.0,45565.0,43190.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4868394.0,https://anaconda.org/conda-forge/spacy,2022-07-27 17:54:46.471,2771832.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-09-15 10:39:32.000000,2022-09-14 15:46:23,5927.0,106.0,8452,928.0,3714.0,311.0,4253.0,23178,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",576.0,44,True,2022-08-23 13:05:54.000,1.6.2,65.0,xgboost,conda-forge/xgboost,,5114.0,8377896.0,37295.0,35925.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1370.0,8331958.0,https://anaconda.org/conda-forge/xgboost,2022-09-01 17:07:10.599,3028624.0,1.0,https://xgboost.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-09-15 14:59:58.000000,2022-09-15 12:33:12,14237.0,1182.0,3853,425.0,16988.0,2740.0,8737.0,22004,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,756.0,44,True,2022-08-23 04:57:08.000,ray-2.0.0,76.0,ray,conda-forge/ray-tune,,,1899003.0,6128.0,5849.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,1896185.0,https://anaconda.org/conda-forge/ray-tune,2022-09-08 16:00:53.758,59178.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-09-15 09:04:32.000000,2022-09-15 09:04:29,13056.0,1099.0,1831,289.0,7546.0,1070.0,2619.0,20232,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",445.0,44,True,2022-08-31 18:28:01.219,0.3.17,124.0,jax,conda-forge/jaxlib,,,640448.0,5806.0,5484.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,322.0,629155.0,https://anaconda.org/conda-forge/jaxlib,2022-08-25 23:05:09.618,429169.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-09-14 21:57:11.000000,2022-09-12 21:17:25,7028.0,92.0,2687,276.0,2859.0,337.0,2638.0,11546,Network Analysis in Python.,615.0,44,True,2022-08-22 14:09:24.936,2.8.6,81.0,networkx,conda-forge/networkx,,60.0,18859630.0,131261.0,117797.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13464.0,18746389.0,https://anaconda.org/conda-forge/networkx,2022-08-22 18:30:33.145,8040129.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-09-15 14:31:00.000000,2022-09-15 12:51:02,34111.0,720.0,25868,2076.0,37875.0,224.0,,33871,Apache Spark Python API.,2726.0,43,True,2022-06-15 08:58:01.000,3.3.0,31.0,pyspark,conda-forge/pyspark,['spark'],,24569640.0,849.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,849.0,24539798.0,https://anaconda.org/conda-forge/pyspark,2022-07-27 06:26:20.797,1969595.0,1.0,,,stable/spark,,,,,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-09-13 11:49:19.000000,2022-09-05 12:06:05,14348.0,41.0,2635,472.0,1379.0,225.0,1425.0,11048,Suite of libraries and programs for symbolic and statistical natural language processing for English.,434.0,43,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,11202300.0,167296.0,155337.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11959.0,11182209.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1466658.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
21,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-09-15 06:28:15.000000,2022-09-14 21:24:40,7362.0,125.0,1523,222.0,4843.0,775.0,3774.0,10296,Parallel computing with task scheduling.,559.0,43,True,2022-09-02 21:40:26.481,2022.9.0,151.0,dask,conda-forge/dask,,,7188051.0,42546.0,39879.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2667.0,7102157.0,https://anaconda.org/conda-forge/dask,2022-09-02 22:43:07.077,6527964.0,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-09-15 14:53:36.000000,2022-09-14 23:42:40,5182.0,113.0,1531,191.0,4236.0,583.0,1138.0,5981,TensorFlows Visualization Toolkit.,286.0,43,True,2022-08-10 20:20:31.999,2.10.0,43.0,tensorboard,conda-forge/tensorboard,['tensorflow'],,15983996.0,125599.0,123179.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2420.0,15927773.0,https://anaconda.org/conda-forge/tensorboard,2022-09-09 20:30:59.826,3260962.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
23,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-09-15 14:29:07.000000,2022-09-14 18:55:42,13267.0,41.0,2042,187.0,3819.0,637.0,1868.0,5038,Image processing in Python.,569.0,43,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,5101768.0,121867.0,112501.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9366.0,5050114.0,https://anaconda.org/conda-forge/scikit-image,2022-08-10 20:08:06.478,3925720.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
24,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-09-14 22:42:53.000000,2022-09-14 12:32:27,1746.0,96.0,7933,991.0,1418.0,36.0,1649.0,28524,A toolkit for developing and comparing reinforcement learning algorithms.,380.0,42,True,2022-09-06 18:23:48.000,0.26.0,105.0,gym,conda-forge/gym,,,888321.0,34718.0,32247.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2471.0,883385.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,143163.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-09-15 14:35:16.000000,2022-09-15 11:36:27,19717.0,155.0,3975,451.0,5300.0,703.0,6307.0,16677,"Interactive Data Visualization in the browser, from Python.",614.0,42,True,2022-05-18 19:00:14.000,2.4.3,133.0,bokeh,conda-forge/bokeh,,,4212242.0,3706.0,153.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3553.0,4082206.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8452352.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-09-13 19:19:04.000000,2022-08-11 14:39:59,5599.0,74.0,2191,277.0,1397.0,1225.0,1214.0,12106,The interactive graphing library for Python (includes Plotly Express).,201.0,42,True,2022-08-11 14:41:24.000,5.10.0,283.0,plotly,conda-forge/plotly,,,8223711.0,4158.0,12.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8135081.0,https://anaconda.org/conda-forge/plotly,2022-08-14 12:44:46.659,3124261.0,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,45832.0,,,,,,,,,,,,,,,,,
27,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-09-14 12:43:18.000000,2022-09-14 12:43:13,4212.0,83.0,1834,1737.0,3978.0,166.0,2354.0,10166,WebGL2 powered visualization framework.,206.0,42,True,2022-09-08 16:49:52.242,8.8.10,552.0,pydeck,conda-forge/pydeck,['jupyter'],,1229596.0,5035.0,4605.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,890812.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,182813.0,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-09-08 16:49:52.242,406.0,332887.0,,,,,,,,,,,,,,,,,
28,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-09-13 01:36:38.000000,2022-09-13 01:36:36,3037.0,78.0,1641,246.0,898.0,112.0,2027.0,9795,Statistical data visualization in Python.,173.0,42,True,2022-09-06 03:06:52.511,0.12.0,31.0,seaborn,conda-forge/seaborn,,234.0,8896296.0,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8832480.0,https://anaconda.org/conda-forge/seaborn,2022-09-06 19:11:47.177,4658494.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-09-12 00:16:32.000000,2022-08-27 04:03:39,14704.0,78.0,2431,271.0,3598.0,2266.0,2554.0,7748,Statsmodels: statistical modeling and econometrics in Python.,382.0,42,True,2022-02-08 18:11:09.000,0.13.2,30.0,statsmodels,conda-forge/statsmodels,,26.0,9267613.0,74072.0,69559.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4513.0,9171625.0,https://anaconda.org/conda-forge/statsmodels,2022-06-09 15:31:18.577,7199106.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-09-15 14:25:52.000000,2022-09-15 12:44:59,37518.0,1389.0,4695,733.0,30678.0,2919.0,13219.0,18863,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,817.0,41,True,2022-08-16 08:23:49.000,2.3.2,56.0,paddlepaddle,,['paddle'],15320.0,81775.0,189.0,139.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,81566.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-09-14 16:40:18.000000,2022-09-12 19:40:04,6395.0,207.0,1759,406.0,807.0,664.0,696.0,17324,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",125.0,41,True,2022-08-02 18:10:36.000,2.6.1,153.0,dash,conda-forge/dash,,,1139409.0,36353.0,35136.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,1127552.0,https://anaconda.org/conda-forge/dash,2022-08-03 10:34:17.016,616612.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-09-15 12:55:09.000000,2022-09-12 17:49:08,3090.0,97.0,3611,451.0,2697.0,229.0,2587.0,14170,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",270.0,41,True,2022-01-07 15:20:18.000,3.3.2,29.0,lightgbm,conda-forge/lightgbm,,163730.0,6847818.0,15894.0,15251.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,6825875.0,https://anaconda.org/conda-forge/lightgbm,2022-01-08 00:29:45.463,1204390.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-09-15 15:04:19.000000,2022-09-14 22:06:45,2047.0,68.0,2956,430.0,2358.0,309.0,1819.0,13248,Open standard for machine learning interoperability.,251.0,41,True,2022-06-18 02:58:18.000,1.12.0,26.0,onnx,conda-forge/onnx,,17918.0,1717064.0,8701.0,8308.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,393.0,1707964.0,https://anaconda.org/conda-forge/onnx,2022-08-18 20:33:15.885,510251.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-09-15 13:34:49.000000,2022-09-15 08:34:44,3166.0,331.0,2887,280.0,4262.0,940.0,1648.0,12614,Open source platform for the machine learning lifecycle.,486.0,41,True,2022-08-11 10:07:43.000,1.28.0,61.0,mlflow,conda-forge/mlflow,,,14085535.0,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,14065567.0,https://anaconda.org/conda-forge/mlflow,2022-08-19 06:19:56.811,818705.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-09-15 14:44:23.000000,2022-09-15 14:22:21,2989.0,189.0,6170,379.0,4070.0,755.0,1911.0,12387,"Datasets, Transforms and Models specific to Computer Vision.",498.0,41,True,2022-08-05 20:19:15.000,0.13.1,32.0,torchvision,conda-forge/torchvision,['pytorch'],12009.0,5390329.0,3719.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3719.0,5383881.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,357099.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-09-15 14:54:38.000000,2022-09-09 14:52:17,4907.0,196.0,641,59.0,4009.0,1221.0,1975.0,1394,A distributed task scheduler for Dask.,286.0,41,True,2022-09-02 21:40:26.948,2022.9.0,182.0,distributed,conda-forge/distributed,,,5170103.0,26143.0,24956.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,5065683.0,https://anaconda.org/conda-forge/distributed,2022-09-02 22:17:41.367,7935938.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
37,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-09-14 18:25:25.000000,2022-09-14 05:21:09,2518.0,144.0,7273,608.0,2115.0,113.0,1548.0,22750,The fastai deep learning library.,613.0,40,True,2022-08-03 23:18:02.359,2.7.9,143.0,fastai,,['pytorch'],,245316.0,11390.0,11089.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,245316.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-09-15 14:32:00.000000,2022-09-15 14:14:51,7663.0,624.0,2568,224.0,7057.0,612.0,4891.0,20006,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",758.0,40,True,2022-09-13 19:19:08.000,1.7.6,219.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],8398.0,2147430.0,481.0,85.0,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,2127070.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-09-14 14:43:49.918,543451.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
