,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-07-06 13:50:28.000000,2023-07-06 13:27:15,47802,813.0,6964.0,587.0,16664.0,1581.0,8347.0,17644,matplotlib: plotting with Python.,1533.0,50,True,2023-07-05 21:03:27.185,3.7.2,102.0,matplotlib,conda-forge/matplotlib,,,,943208.0,883527.0,https://pypi.org/project/matplotlib,2023-01-25 21:23:43.941,59681.0,30787075.0,30994298.0,https://anaconda.org/conda-forge/matplotlib,2023-06-16 13:05:49.794,19478983.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-07-06 14:55:25.000000,2023-07-06 14:55:25,30437,568.0,4761.0,347.0,9630.0,1663.0,7813.0,11436,"Ecosystem of open-source software for mathematics, science, and engineering.",1487.0,49,True,2023-06-28 22:31:33.000,1.11.1,93.0,scipy,conda-forge/scipy,,,,832106.0,770081.0,https://pypi.org/project/scipy,2022-08-27 00:51:55.911,62025.0,54065878.0,55302342.0,https://anaconda.org/conda-forge/scipy,2023-06-29 03:20:27.591,39441553.0,,,,,1.0,376007.0,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-07-06 13:32:01.000000,2023-07-06 06:25:29,15059,375.0,2063.0,220.0,4318.0,91.0,2748.0,10954,Python Imaging Library (Fork).,440.0,47,True,2023-07-01 14:57:58.842,10.0.0,93.0,Pillow,conda-forge/pillow,,,,1310200.0,1244723.0,https://pypi.org/project/Pillow,2022-07-01 18:28:52.000,65477.0,52882909.0,53718924.0,https://anaconda.org/conda-forge/pillow,2023-07-02 00:52:56.834,30096572.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
13,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-07-05 21:46:16.000000,2023-06-30 18:36:33,8300,263.0,19344.0,1911.0,6478.0,390.0,11465.0,58744,Deep Learning for humans.,1191.0,46,True,2023-06-27 23:42:33.000,2.13.1,80.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],551.0,,https://pypi.org/project/keras,2023-02-23 18:53:01.699,551.0,9597788.0,9635508.0,https://anaconda.org/conda-forge/keras,2023-06-16 13:24:44.459,3130775.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-07-06 04:31:34.000000,2023-07-05 19:43:59,54417,447.0,3975.0,292.0,12454.0,4752.0,8423.0,10989,A computer algebra system written in pure Python.,1229.0,46,True,2023-05-10 18:09:23.000,sympy-1.12,50.0,sympy,conda-forge/sympy,,,,73963.0,69472.0,https://pypi.org/project/sympy,2022-08-30 17:34:08.040,4491.0,8413072.0,8460883.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,3749554.0,,,,,1.0,505557.0,,,,,,,,,,,,,,,,,,
15,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-07-05 17:43:36.000000,2023-06-30 11:52:22,15089,132.0,2547.0,275.0,3791.0,2470.0,2683.0,8642,Statsmodels: statistical modeling and econometrics in Python.,414.0,45,True,2023-05-05 10:52:12.000,0.14.0,25.0,statsmodels,conda-forge/statsmodels,,,,97174.0,97174.0,https://pypi.org/project/statsmodels,,,11584033.0,11707061.0,https://anaconda.org/conda-forge/statsmodels,2023-06-16 13:16:44.091,10457455.0,,,,,1.0,29.0,,,,,,,,,,,,,,,,,,
16,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-07-06 13:57:54.000000,2023-07-06 11:22:21,15952,72.0,4060.0,552.0,3795.0,75.0,5359.0,26571,Industrial-strength Natural Language Processing (NLP) in Python.,728.0,44,True,2023-06-28 16:17:49.000,3.5.4,100.0,spacy,conda-forge/spacy,,,,63675.0,63675.0,https://pypi.org/project/spacy,,,4708498.0,4792712.0,https://anaconda.org/conda-forge/spacy,2023-06-29 15:48:40.458,3115934.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
17,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-07-06 14:35:53.000000,2023-07-06 07:23:06,18087,1331.0,4920.0,450.0,22409.0,3010.0,11725.0,26466,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,879.0,44,True,2023-06-21 18:09:41.000,ray-2.5.1,85.0,ray,conda-forge/ray-tune,,,,10754.0,10393.0,https://pypi.org/project/ray,2018-08-29 01:05:25.000,361.0,2096775.0,2101415.0,https://anaconda.org/conda-forge/ray-tune,2023-06-26 06:39:43.897,143811.0,,,,,1.0,84.0,,,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-07-06 13:06:09.000000,2023-07-05 12:20:07,6427,132.0,8612.0,910.0,4508.0,369.0,4523.0,24328,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",613.0,44,True,2023-06-19 03:01:12.670,1.7.6,74.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,62240.0,60632.0,https://pypi.org/project/xgboost,2023-01-06 19:21:10.487,1608.0,9478645.0,9591312.0,https://anaconda.org/conda-forge/xgboost,2023-06-28 08:56:09.590,4053887.0,,,,,1.0,6779.0,,,,,,,,,,,,,,,,,,
19,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-07-06 13:32:34.000000,2023-07-06 01:29:09,16617,979.0,2225.0,312.0,10311.0,1484.0,3144.0,23718,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",554.0,44,True,2023-06-23 00:53:14.000,jax-v0.4.13,147.0,jax,conda-forge/jaxlib,,,,15583.0,15038.0,https://pypi.org/project/jax,2023-01-25 19:22:32.273,545.0,4369933.0,4392094.0,https://anaconda.org/conda-forge/jaxlib,2023-07-04 17:04:18.476,819966.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
20,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-07-06 14:19:07.000000,2023-07-06 09:30:36,20160,84.0,4109.0,448.0,5743.0,744.0,6620.0,17726,"Interactive Data Visualization in the browser, from Python.",660.0,44,True,2023-06-21 19:11:28.440,3.2.0,171.0,bokeh,conda-forge/bokeh,,,,75510.0,71834.0,https://pypi.org/project/bokeh,2022-12-20 09:06:57.840,3676.0,3260563.0,3578935.0,https://anaconda.org/conda-forge/bokeh,2023-06-26 09:51:49.689,11779791.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-07-06 14:23:01.000000,2023-07-06 12:02:01,4293,418.0,3426.0,291.0,5841.0,1165.0,1996.0,14744,Open source platform for the machine learning lifecycle.,593.0,44,True,2023-06-10 01:41:14.675,2.4.1,77.0,mlflow,conda-forge/mlflow,,,,21430.0,20986.0,https://pypi.org/project/mlflow,2020-03-03 02:08:10.000,444.0,11917615.0,11944480.0,https://anaconda.org/conda-forge/mlflow,2023-06-10 05:41:45.868,1370150.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
22,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-07-06 13:10:52.000000,2023-07-06 06:19:05,7325,72.0,2927.0,280.0,3328.0,385.0,2810.0,12829,Network Analysis in Python.,655.0,44,True,2023-04-04 20:05:38.000,networkx-3.1,89.0,networkx,conda-forge/networkx,,,,183341.0,169100.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,14241.0,25234202.0,25384698.0,https://anaconda.org/conda-forge/networkx,2023-06-16 13:18:51.990,12190216.0,,,,,1.0,65.0,,,,,,,,,,,,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-07-05 19:10:06.000000,2023-07-05 17:30:39,7811,143.0,1630.0,214.0,5382.0,922.0,4004.0,11170,Parallel computing with task scheduling.,583.0,43,True,2023-06-26 20:39:04.766,2023.6.1,173.0,dask,conda-forge/dask,,,,53495.0,50633.0,https://pypi.org/project/dask,2016-08-18 12:21:05.000,2862.0,7979902.0,8226210.0,https://anaconda.org/conda-forge/dask,2023-06-26 23:10:51.947,9359718.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,
24,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-07-06 08:09:25.000000,2023-07-05 20:19:42,5572,143.0,1597.0,190.0,4683.0,637.0,1196.0,6294,TensorFlows Visualization Toolkit.,303.0,43,True,2023-05-04 23:06:01.343,2.13.0,52.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],179446.0,176773.0,https://pypi.org/project/tensorboard,2023-01-13 22:24:05.115,2673.0,18364571.0,18424869.0,https://anaconda.org/conda-forge/tensorboard,2023-06-16 13:24:55.263,4100298.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
25,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-07-06 14:05:56.000000,2023-07-06 12:08:51,42473,1405.0,5047.0,729.0,38147.0,1043.0,15860.0,20557,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1053.0,42,True,2023-05-08 08:33:39.000,2.4.2,59.0,paddlepaddle,,,,['paddle'],267.0,267.0,https://pypi.org/project/paddlepaddle,,,115075.0,115260.0,,,,,,,,2.0,15355.0,,,,,,,,,,,,,,,,,,
26,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-07-06 03:21:52.000000,2023-07-06 01:06:12,3297,56.0,3739.0,442.0,2928.0,283.0,2763.0,15130,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",285.0,42,True,2023-01-24 03:35:51.144,3.3.5,32.0,lightgbm,conda-forge/lightgbm,,,,23919.0,23164.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,755.0,6119158.0,6147177.0,https://anaconda.org/conda-forge/lightgbm,2023-06-16 13:25:28.690,1830465.0,,,,,2.0,194727.0,,,,,,,,,,,,,,,,,,
27,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-07-06 12:21:23.000000,2023-07-05 20:20:49,3555,107.0,6719.0,386.0,4828.0,910.0,2157.0,14223,"Datasets, Transforms and Models specific to Computer Vision.",542.0,42,True,2023-05-08 20:12:27.000,0.15.2,37.0,torchvision,conda-forge/torchvision,,,['pytorch'],4294.0,,https://pypi.org/project/torchvision,2018-04-24 19:12:00.028,4294.0,6001402.0,6028139.0,https://anaconda.org/conda-forge/torchvision,2023-06-22 22:01:34.204,738539.0,,,,,1.0,27078.0,,,,,,,,,,,,,,,,,,
28,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-06-30 19:07:48.000000,2023-06-30 19:07:47,6038,179.0,2368.0,281.0,1517.0,1371.0,1339.0,13747,The interactive graphing library for Python This project now includes Plotly Express!.,235.0,42,True,2023-06-08 16:08:55.000,5.15.0,290.0,plotly,conda-forge/plotly,,,,4851.0,,https://pypi.org/project/plotly,2023-01-23 19:05:16.751,4845.0,9344293.0,9439176.0,https://anaconda.org/conda-forge/plotly,2023-06-08 23:46:03.363,4441227.0,,,,,1.0,,6.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,6.0,41375.0,,,,,,,,,,,
29,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-06-28 16:18:24.000000,2023-06-02 02:45:47,14445,7.0,2760.0,467.0,1422.0,239.0,1482.0,12089,Suite of libraries and programs for symbolic and statistical natural language processing for English.,441.0,42,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,217189.0,204799.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,12390.0,10344269.0,10369123.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2062896.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
30,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-07-05 02:14:31.000000,2023-07-05 02:14:29,3153,23.0,1725.0,257.0,1011.0,129.0,2222.0,10883,Statistical data visualization in Python.,197.0,42,True,2023-01-02 17:36:07.692,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,288231.0,277771.0,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,10460.0,10098596.0,10182554.0,https://anaconda.org/conda-forge/seaborn,2023-06-16 13:21:42.625,6968426.0,,,,,1.0,257.0,,,,,,,,,,,,,,,,,,
31,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-07-06 13:16:56.000000,2023-07-05 13:10:43,3514,54.0,738.0,151.0,1214.0,191.0,1634.0,8349,Declarative statistical visualization library for Python.,156.0,42,True,2023-05-26 21:55:53.000,5.0.1,35.0,altair,conda-forge/altair,,,,63557.0,63005.0,https://pypi.org/project/altair,2018-05-02 23:13:47.000,552.0,12533485.0,12555917.0,https://anaconda.org/conda-forge/altair,2023-06-16 13:24:26.672,1884318.0,,,,,1.0,67.0,,,,,,,,,,,,,,,,,,
32,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-07-06 14:20:36.000000,2023-07-05 20:26:01,13635,137.0,2159.0,187.0,4184.0,696.0,1979.0,5480,Image processing in Python.,619.0,42,False,2023-06-02 05:03:22.000,0.21.0,57.0,scikit-image,conda-forge/scikit-image,,,,156597.0,146670.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9927.0,7029669.0,7090825.0,https://anaconda.org/conda-forge/scikit-image,2023-06-16 13:16:26.659,5259434.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
33,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-07-06 15:10:01.000000,2023-07-06 15:00:36,5362,387.0,1294.0,128.0,2063.0,365.0,2010.0,19429,"Wrap UIs around any model, share with anyone.",176.0,41,True,2023-06-15 22:04:01.263,3.35.2,474.0,gradio,,,,,9597.0,9493.0,https://pypi.org/project/gradio,2022-07-04 20:09:27.000,104.0,2876577.0,2876577.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
34,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-07-06 13:17:41.000000,2023-07-06 11:52:17,32278,660.0,4387.0,348.0,5954.0,130.0,6643.0,16644,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",587.0,41,True,2023-07-06 11:51:36.000,3.6.2,331.0,rasa,,,,['tensorflow'],3557.0,3492.0,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,65.0,133896.0,133896.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
35,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-07-06 14:02:59.000000,2023-07-05 15:18:17,2421,127.0,3552.0,433.0,2832.0,401.0,2086.0,15069,Open standard for machine learning interoperability.,287.0,41,True,2023-05-05 16:35:02.000,1.14.0,29.0,onnx,conda-forge/onnx,,,,17113.0,16592.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,521.0,2778194.0,2789786.0,https://anaconda.org/conda-forge/onnx,2023-06-11 11:01:40.854,769559.0,,,,,1.0,19012.0,,,,,,,,,,,,,,,,,,
36,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-07-06 09:40:00.000000,2023-07-05 16:42:07,8859,231.0,1077.0,135.0,5037.0,568.0,3801.0,11720,Data Version Control | Git for Data & Models | ML Experiments Management.,283.0,41,True,2023-07-03 23:18:46.000,3.4.0,444.0,dvc,conda-forge/dvc,,,,8319.0,8255.0,https://pypi.org/project/dvc,2018-05-17 17:05:03.000,64.0,674259.0,722146.0,https://anaconda.org/conda-forge/dvc,2023-07-04 06:54:32.063,1618371.0,,,,,1.0,78820.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
37,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-07-06 10:50:30.000000,2023-07-03 12:54:52,4458,40.0,1928.0,1707.0,4276.0,209.0,2489.0,11009,WebGL2 powered visualization framework.,229.0,41,True,2023-06-14 19:00:08.000,8.9.19,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],6169.0,6169.0,https://pypi.org/project/pydeck,,,1407234.0,1861632.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,403257.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,,,444563.0,,,,,,,,,,,
38,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-07-06 06:53:45.000000,2023-07-05 19:21:59,5584,174.0,2275.0,296.0,3456.0,664.0,2753.0,25812,Streamlit A faster way to build and share data apps.,187.0,40,True,2023-06-27 06:15:31.171,1.24.0,202.0,streamlit,,,,,1703.0,848.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,855.0,1843207.0,1843207.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
39,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-07-06 12:28:39.000000,2023-07-05 16:36:54,2418,141.0,2862.0,256.0,585.0,1465.0,781.0,19634,A game theoretic approach to explain the output of any machine learning model.,213.0,40,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,12463.0,12089.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,374.0,5653917.0,5687389.0,https://anaconda.org/conda-forge/shap,2023-06-11 05:50:42.032,1974854.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
