,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-03-09 14:22:01.000000,2023-03-09 12:44:58,12272,706.0,17916,919.0,10941.0,552.0,10595.0,84169,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1767.0,49,True,2023-02-09 19:30:35.000,4.26.1,100.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",59533.0,58151.0,https://pypi.org/project/transformers,2023-01-24 17:05:59.598,1382.0,11148652.0,11170931.0,https://anaconda.org/conda-forge/transformers,2023-02-11 04:54:51.229,913106.0,,,,,1.0,408.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-03-09 13:16:41.000000,2023-03-09 13:06:56,29694,490.0,4607,343.0,9184.0,1674.0,7540.0,10919,"Ecosystem of open-source software for mathematics, science, and engineering.",1432.0,49,True,2023-02-19 21:46:42.000,1.10.1,89.0,scipy,conda-forge/scipy,,,,742784.0,681497.0,https://pypi.org/project/scipy,2023-01-03 22:36:58.305,61287.0,52629452.0,53045482.0,https://anaconda.org/conda-forge/scipy,2023-02-26 14:29:14.610,33787207.0,,,,,1.0,367214.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-03-09 11:33:41.000000,2023-03-06 21:33:20,14456,351.0,1988,218.0,4157.0,131.0,2642.0,10593,Python Imaging Library (Fork).,430.0,47,True,2023-01-02 21:32:51.909,9.4.0,91.0,Pillow,conda-forge/pillow,,,,1130965.0,1066150.0,https://pypi.org/project/Pillow,2023-01-02 21:32:51.909,64815.0,52899670.0,53191407.0,https://anaconda.org/conda-forge/pillow,2023-03-08 11:59:44.515,24214208.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-03-09 13:14:38.000000,2023-03-08 19:22:49,53515,908.0,3889,289.0,12224.0,4694.0,8312.0,10383,A computer algebra system written in pure Python.,1201.0,46,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,,,59042.0,54601.0,https://pypi.org/project/sympy,2022-08-30 17:34:08.040,4441.0,3018983.0,3059372.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2965095.0,,,,,1.0,490764.0,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-03-09 06:51:56.000000,2023-03-09 04:33:23,7817,246.0,19309,1923.0,5956.0,370.0,11381.0,57517,Deep Learning for humans.,1163.0,45,True,2022-11-14 18:10:37.000,2.11.0,75.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],473.0,,https://pypi.org/project/keras,2023-02-23 18:53:01.699,473.0,10588277.0,10625222.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2918678.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-03-09 14:17:01.000000,2023-03-09 11:14:12,36097,1121.0,26607,2054.0,40325.0,185.0,,35173,Apache Spark Python API.,2828.0,45,True,2023-02-15 22:45:09.199,3.3.2,34.0,pyspark,conda-forge/pyspark,,,['spark'],976.0,,https://pypi.org/project/pyspark,2022-11-28 18:27:04.218,976.0,25590815.0,25623888.0,https://anaconda.org/conda-forge/pyspark,2023-02-19 18:08:45.517,2381279.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,
16,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-03-03 18:09:49.000000,2023-02-26 12:48:15,14935,87.0,2670,276.0,3713.0,2531.0,2632.0,8251,Statsmodels: statistical modeling and econometrics in Python.,408.0,45,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,91705.0,86707.0,https://pypi.org/project/statsmodels,2022-11-02 17:40:09.913,4998.0,9088095.0,9198312.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,8927583.0,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,
17,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-03-09 14:06:34.000000,2023-03-09 09:30:59,15846,105.0,4043,549.0,3652.0,100.0,5292.0,25450,Industrial-strength Natural Language Processing (NLP) in Python.,718.0,44,True,2023-01-20 09:56:12.000,3.5.0,211.0,spacy,conda-forge/spacy,,,,57795.0,55190.0,https://pypi.org/project/spacy,2023-01-20 09:51:09.566,2605.0,5021601.0,5062141.0,https://anaconda.org/conda-forge/spacy,2023-01-24 11:09:43.687,2959477.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
18,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-03-09 14:52:49.000000,2023-03-09 14:52:47,16271,939.0,4257,442.0,19828.0,2893.0,10421.0,24476,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,823.0,44,True,2023-02-24 15:34:15.000,ray-2.3.0,81.0,ray,conda-forge/ray-tune,,,,8919.0,8481.0,https://pypi.org/project/ray,2023-02-24 06:15:04.778,438.0,2224648.0,2228431.0,https://anaconda.org/conda-forge/ray-tune,2023-02-26 10:20:09.550,102146.0,,,,,1.0,23.0,,,,,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-03-09 11:03:07.000000,2023-03-09 11:03:06,6240,146.0,8552,924.0,4147.0,373.0,4422.0,23846,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",596.0,44,True,2023-02-16 17:21:58.847,1.7.4,72.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,50747.0,49209.0,https://pypi.org/project/xgboost,2023-01-06 19:21:10.487,1538.0,9410367.0,9461270.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3660983.0,,,,,2.0,6160.0,,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-03-04 12:14:09.000000,2023-02-20 11:48:46,14437,36.0,2697,468.0,1409.0,229.0,1473.0,11618,Suite of libraries and programs for symbolic and statistical natural language processing for English.,438.0,44,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,193572.0,181318.0,https://pypi.org/project/nltk,2023-01-02 22:02:43.849,12254.0,10929578.0,10952415.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1804187.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
21,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2023-03-09 14:26:20.000000,2023-03-09 10:48:37,13462,120.0,2110,185.0,4008.0,665.0,1935.0,5288,Image processing in Python.,597.0,44,True,2023-02-28 23:32:35.000,0.20.0,54.0,scikit-image,conda-forge/scikit-image,,,,141868.0,132007.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9861.0,6411145.0,6468155.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4674838.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
22,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-03-09 14:02:44.000000,2023-03-09 13:49:17,15146,1076.0,2071,307.0,9130.0,1356.0,2895.0,22179,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",514.0,43,True,2023-03-06 21:22:38.000,jax-v0.4.5,139.0,jax,conda-forge/jaxlib,,,,9296.0,8756.0,https://pypi.org/project/jax,2023-01-25 19:22:32.273,540.0,1294881.0,1309170.0,https://anaconda.org/conda-forge/jaxlib,2023-02-18 10:58:31.412,628754.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
23,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-03-09 10:18:37.000000,2023-03-09 10:18:33,20014,127.0,4061,448.0,5583.0,703.0,6533.0,17307,"Interactive Data Visualization in the browser, from Python.",637.0,43,True,2022-12-09 18:39:04.000,3.0.3,159.0,bokeh,conda-forge/bokeh,,,,3870.0,200.0,https://pypi.org/project/bokeh,2022-12-20 09:06:57.840,3670.0,3442931.0,3588067.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,10304716.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-03-09 11:52:10.000000,2023-03-09 04:30:23,3216,81.0,3678,444.0,2839.0,238.0,2697.0,14709,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",280.0,43,True,2023-01-24 03:35:51.144,3.3.5,32.0,lightgbm,conda-forge/lightgbm,,,,20326.0,19670.0,https://pypi.org/project/lightgbm,2023-01-24 03:35:51.144,656.0,6226228.0,6251530.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1546180.0,,,,,2.0,182181.0,,,,,,,,,,,,,,,,,,,
25,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-03-09 14:16:44.000000,2023-03-02 14:40:41,7203,83.0,2856,280.0,3150.0,370.0,2746.0,12325,Network Analysis in Python.,641.0,43,True,2023-01-08 00:03:20.000,networkx-3.0,87.0,networkx,conda-forge/networkx,,,,158478.0,144398.0,https://pypi.org/project/networkx,2023-01-08 00:03:30.177,14080.0,22788942.0,22922362.0,https://anaconda.org/conda-forge/networkx,2023-01-08 04:17:56.857,10273343.0,,,,,1.0,63.0,,,,,,,,,,,,,,,,,,,
26,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-03-09 10:48:09.000000,2023-03-08 23:54:26,7607,142.0,1599,217.0,5145.0,914.0,3906.0,10787,Parallel computing with task scheduling.,578.0,43,True,2023-03-01 21:19:05.337,2023.3.0,165.0,dask,conda-forge/dask,,,,49683.0,46674.0,https://pypi.org/project/dask,2023-03-01 21:19:05.337,3009.0,7184627.0,7283383.0,https://anaconda.org/conda-forge/dask,2023-03-02 00:52:00.986,8098020.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
27,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-03-08 16:07:50.000000,2023-02-26 20:42:50,3121,35.0,1691,254.0,977.0,112.0,2160.0,10450,Statistical data visualization in Python.,188.0,43,True,2023-01-02 17:36:07.692,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,241276.0,231772.0,https://pypi.org/project/seaborn,2023-01-02 17:36:07.692,9504.0,9378060.0,9455114.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,6087161.0,,,,,1.0,239.0,,,,,,,,,,,,,,,,,,,
28,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-03-09 11:55:56.000000,2023-03-09 11:55:54,5382,85.0,1581,192.0,4467.0,618.0,1176.0,6134,TensorFlows Visualization Toolkit.,296.0,43,True,2023-02-09 23:06:04.060,2.12.0,48.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],154722.0,152123.0,https://pypi.org/project/tensorboard,2023-01-13 22:24:05.115,2599.0,18435794.0,18494649.0,https://anaconda.org/conda-forge/tensorboard,2023-02-13 14:15:05.263,3766757.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
29,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-03-09 13:51:12.000000,2023-03-09 12:28:06,8941,623.0,2762,228.0,8561.0,668.0,5296.0,21866,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",837.0,42,True,2023-03-02 15:19:05.612,1.9.4,244.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],577.0,,https://pypi.org/project/pytorch-lightning,2023-01-18 02:35:00.780,577.0,3802031.0,3824272.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-03-03 08:15:29.643,721709.0,,,,,2.0,10808.0,,,,,,,,,,,,,,,,,,,
30,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-03-09 14:13:26.000000,2023-03-09 12:33:12,40370,1351.0,5008,731.0,35041.0,1960.0,15232.0,19744,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,958.0,42,True,2023-02-17 11:58:01.010,2.4.2,60.0,paddlepaddle,,,,['paddle'],275.0,205.0,https://pypi.org/project/paddlepaddle,2023-02-17 11:58:01.010,70.0,87645.0,87839.0,,,,,,,,2.0,15341.0,,,,,,,,,,,,,,,,,,,
31,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-03-09 14:30:53.000000,2023-03-08 21:29:45,3410,179.0,6553,384.0,4627.0,885.0,2062.0,13444,"Datasets, Transforms and Models specific to Computer Vision.",520.0,42,True,2022-12-16 00:34:17.000,0.14.1,34.0,torchvision,conda-forge/torchvision,,,['pytorch'],4116.0,,https://pypi.org/project/torchvision,2022-12-15 20:19:32.655,4116.0,6041814.0,6050861.0,https://anaconda.org/conda-forge/torchvision,2023-03-09 00:59:08.061,552186.0,,,,,1.0,20157.0,,1.0,,,,,,,,,,,,,,,,,
32,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-03-06 02:02:45.000000,2023-03-06 02:02:45,5794,121.0,2303,275.0,1464.0,1313.0,1286.0,13049,The interactive graphing library for Python This project now includes Plotly Express!.,220.0,42,True,2023-02-24 16:34:40.000,5.13.1,287.0,plotly,conda-forge/plotly,,,,4666.0,18.0,https://pypi.org/project/plotly,2023-01-23 19:05:16.751,4642.0,8069822.0,8163396.0,https://anaconda.org/conda-forge/plotly,2023-02-24 20:56:07.021,3847372.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,6.0,44874.0,,,,,,,,,,,,
33,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-03-09 13:02:23.000000,2023-03-08 19:17:09,4378,111.0,1937,1720.0,4181.0,202.0,2437.0,10669,WebGL2 powered visualization framework.,219.0,42,True,2023-03-06 22:12:59.816,8.8.27,579.0,pydeck,conda-forge/pydeck,,,['jupyter'],5981.0,5511.0,https://pypi.org/project/pydeck,2022-11-04 14:23:59.154,37.0,1190560.0,1602186.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,307019.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-03-08 19:18:52.909,433.0,403329.0,,,,,,,,,,,,
34,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-03-09 10:36:44.000000,2023-03-09 09:34:11,45452,19173.0,1094,192.0,327.0,498.0,1526.0,6988,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1071.0,42,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,,,288.0,,https://pypi.org/project/catboost,2022-11-01 14:25:39.961,288.0,1937461.0,1960815.0,https://anaconda.org/conda-forge/catboost,2023-01-30 08:58:16.542,1242993.0,,,,,2.0,127036.0,,,,,,,,,,,,,,,,,,,
35,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-03-09 14:25:02.000000,2023-03-07 10:50:15,31252,262.0,4258,345.0,5453.0,114.0,6640.0,15757,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",578.0,41,True,2023-03-09 13:08:00.786,3.2.13,296.0,rasa,,,,['tensorflow'],3160.0,3095.0,https://pypi.org/project/rasa,2023-01-27 12:09:01.783,65.0,134078.0,134078.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-03-09 14:37:34.000000,2023-03-08 21:37:26,2230,114.0,3364,429.0,2600.0,363.0,1949.0,14220,Open standard for machine learning interoperability.,270.0,41,True,2023-02-22 18:47:36.000,1.13.1,28.0,onnx,conda-forge/onnx,,,,13851.0,13377.0,https://pypi.org/project/onnx,2022-12-12 13:26:02.139,474.0,2465124.0,2475731.0,https://anaconda.org/conda-forge/onnx,2022-12-15 14:09:08.911,660647.0,,,,,1.0,18527.0,,,,,,,,,,,,,,,,,,,
37,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-03-09 06:50:13.000000,2023-03-09 06:49:52,4439,36.0,4327,430.0,1656.0,390.0,1430.0,14040,Topic Modelling for Humans.,445.0,41,True,2022-12-21 00:42:57.000,4.3.0,91.0,gensim,conda-forge/gensim,,,,45877.0,42824.0,https://pypi.org/project/gensim,2022-12-21 00:21:03.066,3053.0,4515592.0,4530652.0,https://anaconda.org/conda-forge/gensim,2022-12-21 13:44:44.543,990821.0,,,,,1.0,4270.0,,,,,,,,,,,,,,,,,,,
38,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-03-09 07:02:14.000000,2023-03-09 07:02:14,3796,243.0,3229,287.0,5084.0,1040.0,1879.0,13803,Open source platform for the machine learning lifecycle.,553.0,41,True,2023-03-02 22:00:14.000,2.2.1,70.0,mlflow,conda-forge/mlflow,,,,422.0,,https://pypi.org/project/mlflow,2023-03-02 21:35:05.751,422.0,10707094.0,10732771.0,https://anaconda.org/conda-forge/mlflow,2023-03-03 17:04:05.265,1206848.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
