,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-04-13 14:18:04.000000,2023-04-13 13:52:16,12579.0,839.0,19005,959.0,11310.0,619.0,10814.0,92718,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1837.0,49,True,2023-03-29 17:08:29.000,4.27.4,105.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",64964.0,63425.0,https://pypi.org/project/transformers,2023-01-24 17:05:59.598,1539.0,12583650.0,12608433.0,https://anaconda.org/conda-forge/transformers,2023-03-30 01:34:36.221,1040786.0,,,,,1.0,135.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-04-13 13:46:14.000000,2023-04-13 10:39:31,29858.0,490.0,4666,347.0,9298.0,1681.0,7598.0,11064,"Ecosystem of open-source software for mathematics, science, and engineering.",1448.0,49,True,2023-02-19 21:46:42.000,1.10.1,89.0,scipy,conda-forge/scipy,,,,764323.0,702455.0,https://pypi.org/project/scipy,2023-01-03 22:36:58.305,61868.0,55218557.0,55652821.0,https://anaconda.org/conda-forge/scipy,2023-02-26 14:29:14.610,35714234.0,,,,,1.0,369559.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-04-13 06:46:16.000000,2023-04-13 06:46:16,14726.0,435.0,2025,219.0,4209.0,106.0,2683.0,10717,Python Imaging Library (Fork).,435.0,47,True,2023-04-01 09:33:34.000,9.5.0,92.0,Pillow,conda-forge/pillow,,,,1174298.0,1109123.0,https://pypi.org/project/Pillow,2023-01-02 21:32:51.909,65175.0,55463587.0,55778625.0,https://anaconda.org/conda-forge/pillow,2023-04-05 12:37:43.311,26463251.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-04-13 12:20:09.000000,2023-04-08 23:55:51,53928.0,1047.0,3923,289.0,12318.0,4709.0,8359.0,10568,A computer algebra system written in pure Python.,1214.0,47,True,2022-08-30 17:34:08.040,1.11.1,49.0,sympy,conda-forge/sympy,,,,61935.0,57469.0,https://pypi.org/project/sympy,2022-08-30 17:34:08.040,4466.0,6418703.0,6461232.0,https://anaconda.org/conda-forge/sympy,2023-03-20 20:07:58.909,3178268.0,,,,,1.0,495769.0,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-04-13 13:22:07.000000,2023-04-12 02:17:32,8024.0,371.0,19315,1921.0,6252.0,390.0,11403.0,57892,Deep Learning for humans.,1177.0,45,True,2023-03-21 20:12:17.000,2.12.0,76.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],562.0,,https://pypi.org/project/keras,2023-02-23 18:53:01.699,562.0,10415528.0,10452710.0,https://anaconda.org/conda-forge/keras,2023-03-25 02:52:58.755,2974626.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-04-13 14:12:14.000000,2023-04-13 13:54:32,36406.0,958.0,26837,2047.0,40754.0,250.0,,35474,Apache Spark Python API.,2850.0,45,True,2023-04-13 13:59:05.901,3.2.4,35.0,pyspark,conda-forge/pyspark,,,['spark'],1027.0,,https://pypi.org/project/pyspark,2022-11-28 18:27:04.218,1027.0,24568305.0,24602026.0,https://anaconda.org/conda-forge/pyspark,2023-02-19 18:08:45.517,2461647.0,,,,,1.0,,stable/spark,,,,,,,,,,,,,,,,,,
16,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-04-13 04:34:31.000000,2023-04-07 05:55:52,14950.0,69.0,2673,275.0,3725.0,2556.0,2640.0,8377,Statsmodels: statistical modeling and econometrics in Python.,409.0,45,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,94255.0,89228.0,https://pypi.org/project/statsmodels,2022-11-02 17:40:09.913,5027.0,9597825.0,9712093.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,9370036.0,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,
17,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-04-13 10:04:45.000000,2023-04-07 13:31:04,15880.0,110.0,4074,549.0,3698.0,107.0,5309.0,25791,Industrial-strength Natural Language Processing (NLP) in Python.,723.0,44,True,2023-04-12 07:50:01.000,3.5.2,213.0,spacy,conda-forge/spacy,,,,59765.0,57098.0,https://pypi.org/project/spacy,2023-01-20 09:51:09.566,2667.0,4803672.0,4844202.0,https://anaconda.org/conda-forge/spacy,2023-03-13 22:57:38.972,2999271.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
18,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-04-13 14:19:26.000000,2023-04-13 13:14:32,16828.0,1205.0,4343,448.0,20606.0,2667.0,11042.0,25064,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,842.0,44,True,2023-03-27 17:25:34.000,ray-2.3.1,82.0,ray,conda-forge/ray-tune,,,,9392.0,8918.0,https://pypi.org/project/ray,2023-02-24 06:15:04.778,474.0,2493827.0,2497807.0,https://anaconda.org/conda-forge/ray-tune,2023-02-26 10:20:09.550,111444.0,,,,,1.0,58.0,,,,,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-04-12 07:12:50.000000,2023-04-11 01:52:55,6297.0,158.0,8568,920.0,4257.0,364.0,4456.0,23986,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",598.0,44,True,2023-03-30 19:47:07.654,1.7.5,73.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,53890.0,52321.0,https://pypi.org/project/xgboost,2023-01-06 19:21:10.487,1569.0,8417258.0,8469280.0,https://anaconda.org/conda-forge/xgboost,2023-03-17 07:46:42.740,3793507.0,,,,,2.0,6296.0,,,,,,,,,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-04-13 13:13:41.000000,2023-04-13 13:13:35,15736.0,1326.0,2115,306.0,9641.0,1364.0,2976.0,22593,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",528.0,44,True,2023-03-29 21:23:10.000,jax-v0.4.8,142.0,jax,conda-forge/jaxlib,,,,10493.0,9914.0,https://pypi.org/project/jax,2023-01-25 19:22:32.273,579.0,3549666.0,3564732.0,https://anaconda.org/conda-forge/jaxlib,2023-03-31 09:45:52.205,677983.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
21,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-04-01 18:00:19.000000,2023-03-13 06:42:52,14438.0,13.0,2694,468.0,1411.0,229.0,1475.0,11783,Suite of libraries and programs for symbolic and statistical natural language processing for English.,439.0,44,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,198723.0,186452.0,https://pypi.org/project/nltk,2023-01-02 22:02:43.849,12271.0,9935890.0,9959522.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1890572.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
22,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-04-13 13:54:27.000000,2023-04-12 07:37:20,20079.0,166.0,4080,447.0,5677.0,700.0,6573.0,17465,"Interactive Data Visualization in the browser, from Python.",649.0,43,True,2023-03-10 15:54:05.466,3.1.0,160.0,bokeh,conda-forge/bokeh,,,,3887.0,208.0,https://pypi.org/project/bokeh,2022-12-20 09:06:57.840,3679.0,3516997.0,3666301.0,https://anaconda.org/conda-forge/bokeh,2023-03-14 12:50:41.968,10749921.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
23,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-04-13 08:52:52.000000,2023-04-11 15:57:51,3245.0,83.0,3705,444.0,2867.0,265.0,2711.0,14831,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",281.0,43,True,2023-01-24 03:35:51.144,3.3.5,32.0,lightgbm,conda-forge/lightgbm,,,,21229.0,20490.0,https://pypi.org/project/lightgbm,2023-01-24 03:35:51.144,739.0,5944192.0,5970450.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1633716.0,,,,,2.0,185882.0,,,,,,,,,,,,,,,,,,,
24,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-04-13 11:51:41.000000,2023-04-13 07:30:32,3449.0,196.0,6636,387.0,4693.0,909.0,2091.0,13717,"Datasets, Transforms and Models specific to Computer Vision.",524.0,43,True,2023-03-15 19:37:56.000,0.15.1,36.0,torchvision,conda-forge/torchvision,,,['pytorch'],4217.0,,https://pypi.org/project/torchvision,2022-12-15 20:19:32.655,4217.0,5847783.0,5857595.0,https://anaconda.org/conda-forge/torchvision,2023-03-09 00:59:08.061,608046.0,,,,,1.0,22475.0,,,,,,,,,,,,,,,,,,,
25,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-04-12 17:59:05.000000,2023-04-11 15:24:19,7255.0,91.0,2881,280.0,3244.0,408.0,2777.0,12500,Network Analysis in Python.,647.0,43,True,2023-04-04 20:05:38.000,networkx-3.1,89.0,networkx,conda-forge/networkx,,,,163952.0,149776.0,https://pypi.org/project/networkx,2023-01-08 00:03:30.177,14176.0,23762555.0,23901794.0,https://anaconda.org/conda-forge/networkx,2023-04-05 11:11:39.426,10860655.0,,,,,1.0,64.0,,,,,,,,,,,,,,,,,,,
26,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-04-13 13:13:49.000000,2023-04-12 16:11:15,7679.0,178.0,1605,214.0,5250.0,918.0,3951.0,10889,Parallel computing with task scheduling.,580.0,43,True,2023-03-24 20:51:04.301,2023.3.2,167.0,dask,conda-forge/dask,,,,50660.0,47589.0,https://pypi.org/project/dask,2023-03-01 21:19:05.337,3071.0,7003146.0,7105395.0,https://anaconda.org/conda-forge/dask,2023-03-24 23:56:59.204,8486724.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,
27,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-04-12 23:19:13.000000,2023-04-12 23:19:13,3131.0,28.0,1712,257.0,985.0,119.0,2179.0,10590,Statistical data visualization in Python.,191.0,43,True,2023-01-02 17:36:07.692,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,253626.0,243360.0,https://pypi.org/project/seaborn,2023-01-02 17:36:07.692,10266.0,9116855.0,9196896.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,6403171.0,,,,,1.0,241.0,,,,,,,,,,,,,,,,,,,
28,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-04-13 14:42:00.000000,2023-04-13 14:41:59,5434.0,110.0,1587,191.0,4537.0,636.0,1178.0,6193,TensorFlows Visualization Toolkit.,298.0,43,True,2023-03-31 21:50:05.842,2.12.1,49.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],160767.0,158119.0,https://pypi.org/project/tensorboard,2023-01-13 22:24:05.115,2648.0,17948276.0,18007653.0,https://anaconda.org/conda-forge/tensorboard,2023-04-06 23:35:45.891,3859522.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
29,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-04-13 14:10:14.000000,2023-04-13 11:08:55,9101.0,586.0,2832,232.0,8742.0,704.0,5375.0,22339,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",852.0,42,True,2023-04-12 15:45:35.321,1.9.5,248.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],611.0,,https://pypi.org/project/pytorch-lightning,2023-01-18 02:35:00.780,611.0,4499083.0,4521839.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-04-12 08:20:52.946,760518.0,,,,,2.0,11263.0,,,,,,,,,,,,,,,,,,,
30,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-04-13 14:15:08.000000,2023-04-13 14:15:07,41237.0,1693.0,5103,730.0,36256.0,1998.0,15472.0,20053,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1013.0,42,True,2023-02-17 11:58:01.010,2.4.2,60.0,paddlepaddle,,,,['paddle'],286.0,216.0,https://pypi.org/project/paddlepaddle,2023-02-17 11:58:01.010,70.0,154741.0,154932.0,,,,,,,,2.0,15346.0,,,,,,,,,,,,,,,,,,,
31,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-04-12 03:04:38.000000,2023-04-06 15:59:03,5849.0,122.0,2334,276.0,1485.0,1342.0,1306.0,13256,The interactive graphing library for Python This project now includes Plotly Express!.,224.0,42,True,2023-04-05 18:48:14.000,5.14.1,289.0,plotly,conda-forge/plotly,,,,4777.0,,https://pypi.org/project/plotly,2023-01-23 19:05:16.751,4771.0,8257050.0,8344982.0,https://anaconda.org/conda-forge/plotly,2023-04-05 21:57:15.625,4029334.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,6.0,37566.0,,,,,,,,,,,,
32,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-04-13 13:59:02.000000,2023-04-13 07:40:23,4423.0,126.0,1960,1717.0,4225.0,205.0,2462.0,10772,WebGL2 powered visualization framework.,223.0,42,True,2023-04-05 23:29:01.503,8.9.7,587.0,pydeck,conda-forge/pydeck,,,['jupyter'],6140.0,5663.0,https://pypi.org/project/pydeck,2022-11-04 14:23:59.154,38.0,1158842.0,1643064.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,330051.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-04-05 23:29:01.503,439.0,475537.0,,,,,,,,,,,,
33,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-04-13 12:14:52.000000,2023-04-13 10:57:50,45710.0,16745.0,1095,193.0,330.0,503.0,1538.0,7069,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1102.0,42,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,,,288.0,,https://pypi.org/project/catboost,2022-11-01 14:25:39.961,288.0,1855698.0,1879204.0,https://anaconda.org/conda-forge/catboost,2023-01-30 08:58:16.542,1266450.0,,,,,2.0,136776.0,,1.0,,,,,,,,,,,,,,,,,
34,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-04-13 13:38:15.000000,2023-04-12 20:33:35,13511.0,162.0,2136,187.0,4071.0,665.0,1959.0,5344,Image processing in Python.,610.0,42,False,2023-02-28 23:32:35.000,0.20.0,55.0,scikit-image,conda-forge/scikit-image,,,,145495.0,135556.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9939.0,7364070.0,7422608.0,https://anaconda.org/conda-forge/scikit-image,2023-04-12 19:50:08.062,4858687.0,,,,,1.0,,,-2.0,,,,,,,,,,,,,,,,,
35,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-04-13 09:15:03.000000,2023-04-13 08:52:58,5422.0,233.0,2110,285.0,3197.0,648.0,2569.0,23881,Streamlit The fastest way to build data apps in Python.,175.0,41,True,2023-04-06 19:00:03.773,1.21.0,198.0,streamlit,,,,,1398.0,673.0,https://pypi.org/project/streamlit,2023-03-09 21:00:47.459,725.0,1513106.0,1513106.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-04-13 14:17:57.000000,2023-04-13 14:17:44,6754.0,215.0,1863,406.0,930.0,727.0,787.0,18478,Data Apps & Dashboards for Python. No JavaScript Required.,135.0,41,True,2023-03-29 18:52:50.000,2.9.2,162.0,dash,conda-forge/dash,,,,45726.0,44384.0,https://pypi.org/project/dash,2023-01-30 17:00:04.941,1342.0,1517932.0,1533208.0,https://anaconda.org/conda-forge/dash,2023-03-30 00:07:54.401,901295.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
37,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-04-13 14:15:06.000000,2023-04-12 08:00:40,31565.0,506.0,4289,347.0,5609.0,103.0,6640.0,15966,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",579.0,41,True,2023-04-06 15:30:55.778,3.3.8,309.0,rasa,,,,['tensorflow'],3257.0,3191.0,https://pypi.org/project/rasa,2023-01-27 12:09:01.783,66.0,154605.0,154605.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
38,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-04-13 14:29:45.000000,2023-04-13 14:29:27,2298.0,166.0,3449,433.0,2687.0,379.0,1980.0,14485,Open standard for machine learning interoperability.,273.0,41,True,2023-02-22 18:47:36.000,1.13.1,28.0,onnx,conda-forge/onnx,,,,14634.0,14123.0,https://pypi.org/project/onnx,2022-12-12 13:26:02.139,511.0,2849696.0,2860628.0,https://anaconda.org/conda-forge/onnx,2023-03-21 10:27:00.271,692275.0,,,,,1.0,18656.0,,,,,,,,,,,,,,,,,,,
