,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
10,PySpark,apache/spark,,ml-frameworks,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000000,2021-04-08 14:03:58.000000,2021-04-08 13:03:08.000000,23545,218.0,,29295,29739.0,Apache Spark Python API.,2433.0,38,True,2021-02-19 18:08:00.000000,3.0.2,22.0,pyspark,conda-forge/pyspark,,,['spark'],1341.0,581.0,https://pypi.org/project/pyspark,2021-02-19 18:08:00.000000,760.0,8093529.0,8113441.0,https://anaconda.org/conda-forge/pyspark,2021-03-04 09:44:05.675000,975732.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,,,
11,numpy,numpy/numpy,,data-containers,https://github.com/numpy/numpy,https://github.com/numpy/numpy,BSD-3-Clause,2010-09-13 23:02:39.000000,2021-04-08 13:48:11.000000,2021-04-08 13:48:11.000000,5386,2271.0,7422.0,16781,,The fundamental package for scientific computing with Python.,1290.0,38,True,2021-03-27 23:33:19.000000,1.20.2,97.0,numpy,conda-forge/numpy,,,,840187.0,670465.0,https://pypi.org/project/numpy,2021-03-27 22:16:26.000000,169722.0,66590996.0,66902144.0,https://anaconda.org/conda-forge/numpy,2021-03-28 21:35:26.037000,17994579.0,,,,,1.0,326269.0,,,,,,,,,,,,,,,,,,,,,
12,scikit-learn,scikit-learn/scikit-learn,,ml-frameworks,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000000,2021-04-08 14:01:50.000000,2021-04-08 14:01:49.000000,21271,2379.0,6797.0,45143,,scikit-learn: machine learning in Python.,2193.0,37,True,2021-01-19 18:10:37.000000,0.24.1,53.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],245160.0,207272.0,https://pypi.org/project/scikit-learn,2021-01-19 18:06:50.000000,37888.0,17285762.0,17414469.0,https://anaconda.org/conda-forge/scikit-learn,2021-01-21 23:33:46.354000,7593085.0,,,,,1.0,674.0,,,,,,,,,,,,,,,,,,,,,
13,spaCy,explosion/spaCy,,nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000000,2021-04-08 11:45:07.000000,2021-04-08 11:22:38.000000,3333,109.0,4430.0,20112,14430.0,Industrial-strength Natural Language Processing (NLP) in Python.,575.0,37,True,2021-03-10 11:33:30.000000,3.0.5,176.0,spacy,conda-forge/spacy,,,,26375.0,23309.0,https://pypi.org/project/spacy,2021-03-10 11:33:30.000000,3066.0,1687740.0,1719921.0,https://anaconda.org/conda-forge/spacy,2021-03-11 13:42:03.785000,1606343.0,,,,,1.0,2996.0,,,,,,,,,,,,,,,,,,,,,
14,Faker,joke2k/faker,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000000,2021-04-05 20:05:11.984000,2021-04-05 18:17:16.000000,1401,141.0,359.0,12372,2607.0,Faker is a Python package that generates fake data for you.,397.0,37,True,2021-04-05 18:17:53.000000,8.0.0,134.0,Faker,conda-forge/faker,,,,29918.0,25206.0,https://pypi.org/project/Faker,2021-04-05 18:17:51.000000,4712.0,3889344.0,3897601.0,https://anaconda.org/conda-forge/faker,2021-04-05 20:05:11.984000,404609.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
15,Seaborn,mwaskom/seaborn,,data-viz,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000000,2021-04-07 12:04:51.000000,2021-04-07 12:04:48.000000,1383,102.0,1721.0,8295,2763.0,Statistical data visualization using matplotlib.,149.0,37,True,2021-03-29 17:36:25.000000,joss_paper,23.0,seaborn,conda-forge/seaborn,,,,101487.0,88701.0,https://pypi.org/project/seaborn,2020-12-20 20:53:25.000000,12786.0,4408187.0,4447664.0,https://anaconda.org/conda-forge/seaborn,2021-01-28 11:50:33.609000,2210667.0,,,,,1.0,159.0,,,,,,,,,,,,,,,,,,,,,
16,transformers,huggingface/transformers,,nlp,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000000,2021-04-08 13:36:54.000000,2021-04-08 12:22:58.000000,10503,687.0,5840.0,43569,6937.0,Transformers: State-of-the-art Natural Language Processing for Pytorch and TensorFlow 2.0.,836.0,36,True,2021-04-06 16:50:00.000000,4.5.0,55.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",9463.0,9335.0,https://pypi.org/project/transformers,2021-04-06 16:47:24.000000,128.0,1457936.0,1459805.0,https://anaconda.org/conda-forge/transformers,2021-04-07 06:05:12.500000,32883.0,,,,,1.0,1269.0,,,,,,,,,,,,,,,,,,,,,
17,Airflow,apache/airflow,,data-pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000000,2021-04-08 15:15:11.000000,2021-04-08 14:39:33.000000,8288,946.0,2304.0,21310,12125.0,"Platform to programmatically author, schedule, and monitor workflows.",1825.0,36,True,2021-03-17 17:29:35.000000,1.10.15,73.0,apache-airflow,conda-forge/airflow,apache/airflow,,,294.0,,https://pypi.org/project/apache-airflow,2021-02-08 22:43:55.000000,294.0,1696265.0,1881563.0,https://anaconda.org/conda-forge/airflow,2021-03-17 22:02:37.373000,299812.0,https://hub.docker.com/r/apache/airflow,2021-04-08 01:56:54.157359,231.0,12765695.0,1.0,110108.0,,stable/airflow,,,,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,,ml-frameworks,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000000,2021-04-08 05:47:56.000000,2021-04-08 04:15:34.000000,7942,278.0,3718.0,20806,5284.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",512.0,36,True,2021-01-20 13:52:38.000000,1.3.3,54.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,17045.0,15453.0,https://pypi.org/project/xgboost,2021-03-29 01:58:02.000000,1592.0,4144447.0,4175137.0,https://anaconda.org/conda-forge/xgboost,2021-03-09 14:27:32.491000,1502728.0,,,,,1.0,1973.0,,,,,,,,,,,,,,,,,,,,,
19,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-04-07 14:30:16.000000,2021-04-07 14:19:00.000000,3950,358.0,1282.0,11920,4144.0,Topic Modelling for Humans.,390.0,36,True,2021-04-01 14:19:26.000000,4.0.1,85.0,gensim,conda-forge/gensim,,,,26918.0,22176.0,https://pypi.org/project/gensim,2021-03-25 13:43:34.000000,4742.0,10171752.0,10186391.0,https://anaconda.org/conda-forge/gensim,2021-04-02 10:56:03.560000,627333.0,,,,,1.0,3304.0,,,,,,,,,,,,,,,,,,,,,
20,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-04-08 14:25:01.000000,2021-01-14 02:04:12.000000,1791,865.0,1062.0,9259,4923.0,The interactive graphing library for Python (includes Plotly Express).,162.0,36,True,2021-01-12 17:01:21.000000,4.14.3,265.0,plotly,conda-forge/plotly,,,,4991.0,5.0,https://pypi.org/project/plotly,2021-01-12 16:12:40.000000,4982.0,4781233.0,5050207.0,https://anaconda.org/conda-forge/plotly,2021-01-12 17:11:42.117000,1299185.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,245775.0,,,,,,,,,,,,,,
21,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2021-04-08 14:05:12.000000,2021-04-08 13:49:33.000000,4520,442.0,1208.0,8771,1609.0,"Datasets, Transforms and Models specific to Computer Vision.",374.0,36,True,2021-03-25 17:51:25.000000,0.9.1,23.0,torchvision,conda-forge/torchvision,,,['pytorch'],50671.0,46059.0,https://pypi.org/project/torchvision,2021-03-25 16:28:06.000000,4612.0,1183037.0,1184206.0,https://anaconda.org/conda-forge/torchvision,2021-03-16 19:13:13.221000,46790.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
22,SymPy,sympy/sympy,,others,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000000,2021-04-08 14:44:25.000000,2021-04-08 14:44:25.000000,3363,4129.0,7203.0,7980,46483.0,A computer algebra system written in pure Python.,1052.0,36,True,2020-12-12 23:23:00.000000,1.7.1,36.0,sympy,conda-forge/sympy,,,,36859.0,30437.0,https://pypi.org/project/sympy,2020-12-12 23:23:00.000000,6422.0,918094.0,946116.0,https://anaconda.org/conda-forge/sympy,2021-01-08 20:38:32.429000,1386692.0,,,,,1.0,420348.0,,,,,,,,,,,,,,,,,,,,,
23,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-04-08 14:53:23.000000,2021-04-08 13:11:13.000000,1851,143.0,584.0,7673,8932.0,Apache Arrow is a cross-language development platform for in-memory data. It specifies a standardized language-..,660.0,36,True,2021-01-26 01:05:45.000000,3.0.0,30.0,pyarrow,conda-forge/arrow,,,,1024.0,38.0,https://pypi.org/project/pyarrow,2021-01-26 01:05:45.000000,986.0,24771658.0,24780529.0,https://anaconda.org/conda-forge/arrow,2021-03-07 23:47:25.555000,523397.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
24,Tensorboard,tensorflow/tensorboard,,ml-experiments,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000000,2021-04-08 03:55:25.000000,2021-04-07 01:27:42.000000,1379,550.0,952.0,5242,4403.0,TensorFlow's Visualization Toolkit.,255.0,36,True,2021-01-14 20:49:19.000000,2.4.1,36.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],63026.0,59412.0,https://pypi.org/project/tensorboard,2021-01-14 20:49:19.000000,3614.0,8223868.0,8268964.0,https://anaconda.org/conda-forge/tensorboard,2021-01-15 08:30:57.960000,1848949.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
25,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-04-08 10:49:50.000000,2021-04-02 12:08:27.000000,286,291.0,358.0,2399,1370.0,Computing with Python functions.,99.0,36,True,2021-02-09 16:46:29.000000,1.0.1,100.0,joblib,conda-forge/joblib,,,,98928.0,92318.0,https://pypi.org/project/joblib,2021-02-09 16:46:29.000000,6610.0,28757917.0,28823065.0,https://anaconda.org/conda-forge/joblib,2021-02-09 19:26:28.194000,3713463.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
26,h5py,h5py/h5py,,data-containers,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000000,2021-04-06 20:25:04.795000,2021-03-30 08:29:01.000000,399,217.0,973.0,1505,3616.0,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,161.0,36,True,2021-03-05 10:04:46.000000,3.2.1,27.0,h5py,conda-forge/h5py,,,,131906.0,108970.0,https://pypi.org/project/h5py,2021-03-05 10:24:13.000000,22936.0,8367595.0,8448340.0,https://anaconda.org/conda-forge/h5py,2021-04-06 20:25:04.795000,4924287.0,,,,,1.0,956.0,,,,,,,,,,,,,,,,,,,,,
27,Keras,keras-team/keras,,ml-frameworks,https://github.com/keras-team/keras,https://github.com/keras-team/keras,MIT,2015-03-28 00:35:42.000000,2021-04-08 01:07:42.000000,2021-04-08 01:07:33.000000,18737,3242.0,7246.0,50992,5467.0,Deep Learning for humans.,905.0,35,True,2020-06-24 22:40:48.000000,2.4.3,53.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],14996.0,,https://pypi.org/project/keras,2020-06-24 22:40:48.000000,14996.0,2496202.0,2524186.0,https://anaconda.org/conda-forge/keras,2020-06-25 19:13:34.254000,1567107.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
28,OpenAI Gym,openai/gym,,reinforcement-learning,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000000,2021-04-08 03:03:31.000000,2021-04-06 15:18:55.000000,6822,284.0,1068.0,23870,1244.0,A toolkit for developing and comparing reinforcement learning algorithms.,275.0,35,True,2020-12-19 00:29:36.000000,0.18.0,92.0,gym,,,,,22710.0,19148.0,https://pypi.org/project/gym,2020-12-19 00:29:36.000000,3562.0,407224.0,407224.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
29,LightGBM,microsoft/LightGBM,,ml-frameworks,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000000,2021-04-07 23:29:09.000000,2021-04-05 20:10:12.000000,3257,112.0,2088.0,12394,2437.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",216.0,35,True,2021-03-22 15:04:09.000000,3.2.0,25.0,lightgbm,conda-forge/lightgbm,,,,6882.0,6326.0,https://pypi.org/project/lightgbm,2021-03-22 15:04:09.000000,556.0,2894539.0,2908792.0,https://anaconda.org/conda-forge/lightgbm,2021-03-22 18:06:45.738000,542837.0,,,,,1.0,105139.0,,,,,,,,,,,,,,,,,,,,,
30,networkx,networkx/networkx,,graph,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000000,2021-04-08 08:11:36.000000,2021-04-04 17:46:09.000000,2286,286.0,2331.0,8896,,Network Analysis in Python.,505.0,35,True,2021-04-03 22:22:02.000000,2.5.1,53.0,networkx,conda-forge/networkx,,,,91807.0,70989.0,https://pypi.org/project/networkx,2021-04-03 22:22:02.000000,20818.0,10308734.0,10370862.0,https://anaconda.org/conda-forge/networkx,2021-04-04 01:32:23.917000,3354927.0,,,,,1.0,51.0,2.0,,,,,,,,,,,,,,,,,,,,
31,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-04-08 11:51:07.000000,2021-04-07 17:29:05.000000,6819,1871.0,7593.0,19380,11566.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",955.0,34,True,2021-03-21 14:56:00.000000,1.8.0,980.0,mxnet,mxnet,,,['mxnet'],2367.0,1923.0,https://pypi.org/project/mxnet,2021-03-31 20:05:38.000000,444.0,205784.0,206335.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,6012.0,,,,,2.0,23674.0,,,,,,,,0.0,,,,,,,,,,,,,
32,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-04-08 15:14:10.000000,2021-04-08 15:09:39.000000,2239,75.0,841.0,14404,3969.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",552.0,34,True,2021-02-18 19:24:47.000000,3.0.2,72.0,luigi,luigi,,,,2048.0,1372.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,837452.0,837562.0,https://anaconda.org/anaconda/luigi,2021-02-20 16:21:48.759000,6864.0,,,,,1.0,,,stable/luigi,,,,,,0.0,,,,,,,,,,,,,
33,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2021-04-08 15:18:48.000000,2021-04-08 15:18:45.000000,1450,417.0,567.0,14275,3543.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",74.0,34,True,2021-01-20 00:00:50.000000,1.19.0,137.0,dash,conda-forge/dash,,,,20727.0,19119.0,https://pypi.org/project/dash,2021-01-19 23:50:28.000000,1608.0,412252.0,419010.0,https://anaconda.org/conda-forge/dash,2021-01-21 16:17:38.594000,236532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
34,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-04-07 12:08:47.000000,2021-04-06 00:10:26.000000,1778,1002.0,514.0,12254,1927.0,A game theoretic approach to explain the output of any machine learning model.,156.0,34,True,2021-03-03 18:38:33.000000,0.39.0,93.0,shap,conda-forge/shap,,,,2427.0,2291.0,https://pypi.org/project/shap,2021-01-15 21:02:34.000000,136.0,2452044.0,2465668.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,435971.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
35,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-04-08 14:47:49.000000,2021-04-07 16:41:00.000000,1881,546.0,992.0,10023,1718.0,Open standard for machine learning interoperability.,195.0,34,True,2021-01-30 01:25:24.000000,1.8.1,20.0,onnx,conda-forge/onnx,,,,3111.0,2815.0,https://pypi.org/project/onnx,2021-01-29 23:57:20.000000,296.0,1585762.0,1591250.0,https://anaconda.org/conda-forge/onnx,2021-03-22 08:13:24.059000,213983.0,,,,,1.0,11300.0,,,,,,,,,,,,,,,,,,,,,
36,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-04-08 01:17:00.023000,2021-04-07 21:33:48.000000,2459,236.0,1240.0,9768,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,393.0,34,True,2019-08-20 10:55:21.000000,3.4.5,40.0,nltk,conda-forge/nltk,,,,116010.0,95018.0,https://pypi.org/project/nltk,2021-04-07 10:49:59.000000,20992.0,10058466.0,10070122.0,https://anaconda.org/conda-forge/nltk,2021-04-08 01:17:00.023000,652736.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
37,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-03-02 07:51:50.000000,2021-03-02 07:51:50.000000,2517,673.0,2083.0,9387,28124.0,"Theano is a Python library that allows you to define, optimize, and evaluate mathematical expressions involving multi-..",383.0,34,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,16060.0,10586.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,236590.0,261736.0,https://anaconda.org/conda-forge/theano,2021-01-21 21:14:21.756000,1433349.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
38,dask,dask/dask,,distributed-ml,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000000,2021-04-08 14:49:47.000000,2021-04-08 14:49:47.000000,1257,736.0,2969.0,8171,,Parallel computing with task scheduling.,443.0,34,True,2021-04-02 16:16:30.000000,2021.4.0,115.0,dask,conda-forge/dask,,,,30372.0,26456.0,https://pypi.org/project/dask,2021-04-02 16:16:30.000000,3916.0,3490338.0,3544770.0,https://anaconda.org/conda-forge/dask,2021-04-02 22:33:17.507000,3211510.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,,
