,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
10,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-12-07 14:14:58.000000,2023-12-07 14:14:58,49206.0,782.0,7327.0,590.0,17480.0,1548.0,8780.0,18524.0,matplotlib: plotting with Python.,1625.0,50,True,2023-11-18 03:45:11.000,3.7.4,119.0,matplotlib,conda-forge/matplotlib,,,,1086878.0,1023484.0,https://pypi.org/project/matplotlib,2023-11-18 03:45:11.000,63394.0,45254014.0,45762975.0,https://anaconda.org/conda-forge/matplotlib,2023-11-20 21:33:42.497,21376401.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-12-07 13:52:25.000000,2023-12-07 06:35:24,31208.0,365.0,4929.0,347.0,10084.0,1719.0,8096.0,11963.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1563.0,49,True,2023-11-18 21:48:38.000,1.11.4,98.0,scipy,conda-forge/scipy,,,,939885.0,874603.0,https://pypi.org/project/scipy,2023-11-18 21:01:18.000,65282.0,67382033.0,68576087.0,https://anaconda.org/conda-forge/scipy,2023-11-24 10:16:45.681,44037284.0,,,,,1.0,389706.0,2.0,,,,,,,,,,,,,,,,,,
12,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-12-07 08:27:19.000000,2023-12-06 22:23:17,10147.0,547.0,19493.0,1914.0,6798.0,128.0,11315.0,59977.0,Deep Learning for humans.,1260.0,47,True,2023-12-06 21:13:04.000,3.0.1,87.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],716.0,21.0,https://pypi.org/project/keras,2023-12-06 21:13:04.000,695.0,13373231.0,13452639.0,https://anaconda.org/conda-forge/keras,2023-11-15 08:53:46.597,3335142.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-12-07 12:16:34.000000,2023-12-06 21:49:28,16677.0,459.0,2108.0,224.0,4500.0,101.0,2885.0,11301.0,Python Imaging Library (Fork).,453.0,47,True,2023-10-15 13:05:17.000,10.1.0,95.0,Pillow,conda-forge/pillow,,,,1517717.0,1450465.0,https://pypi.org/project/Pillow,2023-10-15 13:01:25.000,67252.0,73609567.0,74465834.0,https://anaconda.org/conda-forge/pillow,2023-10-16 03:42:18.439,35106975.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-12-07 13:15:17.000000,2023-12-07 12:52:10,18533.0,1177.0,2413.0,320.0,11797.0,1483.0,3559.0,25861.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",606.0,46,True,2023-12-04 22:40:38.000,0.4.21,155.0,jax,conda-forge/jaxlib,,,,20669.0,19903.0,https://pypi.org/project/jax,2023-12-04 22:40:38.000,766.0,4119153.0,4143004.0,https://anaconda.org/conda-forge/jaxlib,2023-10-25 14:41:56.031,1001755.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-12-07 14:53:00.000000,2023-12-07 14:52:59,56733.0,721.0,4134.0,288.0,12799.0,4885.0,8578.0,11609.0,A computer algebra system written in pure Python.,1261.0,46,True,2023-05-10 18:09:23.000,sympy-1.12,50.0,sympy,conda-forge/sympy,,,,102379.0,97585.0,https://pypi.org/project/sympy,2023-05-10 18:24:09.226,4794.0,10224217.0,10280778.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,4765099.0,,,,,1.0,524789.0,,,,,,,,,,,,,,,,,,,
16,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-12-07 13:37:24.000000,2023-12-07 12:48:34,39126.0,1098.0,28033.0,2033.0,44210.0,220.0,,37346.0,Apache Spark Python API.,2986.0,45,True,2023-11-30 10:15:03.000,3.4.2,41.0,pyspark,conda-forge/pyspark,,,['spark'],1222.0,,https://pypi.org/project/pyspark,2023-11-30 10:15:03.000,1222.0,26976455.0,27046627.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2947261.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,
17,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-12-07 14:00:48.000000,2023-12-07 12:44:01,20059.0,972.0,4953.0,469.0,25334.0,3472.0,12979.0,28935.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,949.0,45,True,2023-12-04 20:55:26.000,2.7.2,95.0,ray,conda-forge/ray-tune,,,,13067.0,12624.0,https://pypi.org/project/ray,2023-12-04 20:55:26.000,443.0,2567278.0,2572183.0,https://anaconda.org/conda-forge/ray-tune,2023-12-05 13:59:54.326,176547.0,,,,,1.0,133.0,,,,,,,,,,,,,,,,,,,
18,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-12-07 12:49:20.000000,2023-12-04 14:15:54,16077.0,64.0,4233.0,565.0,3925.0,93.0,5439.0,27741.0,Industrial-strength Natural Language Processing (NLP) in Python.,745.0,45,True,2023-10-16 16:11:22.000,3.7.2,226.0,spacy,conda-forge/spacy,,,,78441.0,75541.0,https://pypi.org/project/spacy,2023-10-16 16:09:47.000,2900.0,6717644.0,6796108.0,https://anaconda.org/conda-forge/spacy,2023-11-05 20:08:03.012,3295510.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-12-07 13:48:10.000000,2023-12-07 13:48:08,9979.0,319.0,3070.0,244.0,9738.0,726.0,5976.0,25344.0,"Deep learning framework to train, finetune and deploy AI models.",916.0,45,True,2023-11-15 22:40:08.000,2.1.2,262.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],27490.0,26743.0,https://pypi.org/project/pytorch-lightning,2023-11-15 22:40:08.000,747.0,4673865.0,4698555.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-11-17 05:31:05.209,1019542.0,,,,,1.0,13736.0,,,Lightning-AI/pytorch-lightning,,,,,,,,,,,,,,,,
20,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-12-07 14:10:19.000000,2023-12-07 13:41:22,45289.0,1771.0,5350.0,726.0,42048.0,2024.0,16482.0,21097.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1144.0,45,True,2023-10-25 08:55:59.000,2.5.2,65.0,paddlepaddle,,,,['paddle'],4449.0,4360.0,https://pypi.org/project/paddlepaddle,2023-10-25 08:55:59.000,89.0,180307.0,180481.0,,,,,,,,1.0,15368.0,,,,,,,,,,,,,,,,,,,
21,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-12-07 11:18:14.000000,2023-12-07 04:39:37,20325.0,121.0,4196.0,444.0,5909.0,769.0,6767.0,18380.0,"Interactive Data Visualization in the browser, from Python.",678.0,45,True,2023-12-01 19:01:10.000,3.3.2,187.0,bokeh,conda-forge/bokeh,,,,84006.0,80225.0,https://pypi.org/project/bokeh,2023-12-01 19:01:10.000,3781.0,3602666.0,3916156.0,https://anaconda.org/conda-forge/bokeh,2023-12-01 23:42:13.932,13166612.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
22,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-12-06 21:17:15.000000,2023-12-06 21:17:15,6663.0,120.0,8688.0,914.0,4842.0,399.0,4665.0,25064.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",630.0,44,True,2023-11-13 00:33:35.000,2.0.2,79.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,75775.0,74007.0,https://pypi.org/project/xgboost,2023-11-13 00:33:35.000,1768.0,10812950.0,10921224.0,https://anaconda.org/conda-forge/xgboost,2023-11-17 02:03:43.585,4436560.0,,,,,2.0,7751.0,,,,,,,,,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-12-07 14:20:10.000000,2023-12-07 09:28:34,5111.0,503.0,3724.0,292.0,7110.0,1283.0,2279.0,15991.0,Open source platform for the machine learning lifecycle.,680.0,44,True,2023-12-07 08:00:18.000,2.9.1,86.0,mlflow,conda-forge/mlflow,,,,27543.0,27026.0,https://pypi.org/project/mlflow,2023-12-07 05:22:14.000,517.0,14730677.0,14770380.0,https://anaconda.org/conda-forge/mlflow,2023-12-07 08:34:30.951,1667527.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
24,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-12-06 21:07:11.000000,2023-11-30 20:53:28,6255.0,72.0,2392.0,281.0,1577.0,1408.0,1367.0,14525.0,The interactive graphing library for Python This project now includes Plotly Express!.,252.0,44,True,2023-10-25 19:52:56.000,5.18.0,294.0,plotly,conda-forge/plotly,,,,227404.0,221975.0,https://pypi.org/project/plotly,2023-10-25 19:43:41.000,5423.0,11517837.0,11688710.0,https://anaconda.org/conda-forge/plotly,2023-10-25 22:33:48.925,5101664.0,,,,,1.0,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,6.0,52230.0,,,,,,,,,,,
25,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2023-12-06 23:30:32.000000,2023-12-06 15:04:36,7523.0,140.0,3095.0,275.0,3560.0,397.0,2914.0,13534.0,Network Analysis in Python.,697.0,44,True,2023-10-28 09:53:23.000,networkx-3.2.1,92.0,networkx,conda-forge/networkx,,,,220675.0,205735.0,https://pypi.org/project/networkx,2023-10-28 08:41:36.000,14940.0,34534970.0,34891947.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,14279090.0,,,,,1.0,65.0,,,,,,,,,,,,,,,,,,,
26,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-12-06 13:23:00.000000,2023-12-06 02:38:16,3210.0,37.0,1812.0,259.0,1073.0,115.0,2322.0,11439.0,Statistical data visualization in Python.,208.0,44,True,2023-09-29 19:01:44.000,0.13.0,35.0,seaborn,conda-forge/seaborn,,,,345136.0,333797.0,https://pypi.org/project/seaborn,2023-09-29 18:58:33.000,11339.0,12687519.0,12874530.0,https://anaconda.org/conda-forge/seaborn,2023-10-02 16:03:37.621,7854398.0,,,,,1.0,332.0,,,,,,,,,,,,,,,,,,,
27,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-12-07 14:57:38.000000,2023-12-07 01:35:19,5996.0,379.0,1731.0,144.0,3010.0,462.0,2884.0,24543.0,"Wrap UIs around any model, share with anyone.",231.0,43,True,2023-12-05 00:19:30.000,4.8.0,534.0,gradio,,,,,18656.0,18426.0,https://pypi.org/project/gradio,2023-12-05 00:19:30.000,230.0,3621971.0,3621971.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-12-07 09:37:16.000000,2023-12-05 21:19:28,2605.0,95.0,3612.0,440.0,3035.0,307.0,2294.0,16009.0,Open standard for machine learning interoperability.,300.0,43,True,2023-10-31 17:04:56.000,1.15.0,31.0,onnx,conda-forge/onnx,,,,22058.0,21417.0,https://pypi.org/project/onnx,2023-10-26 18:30:51.000,641.0,4315407.0,4336820.0,https://anaconda.org/conda-forge/onnx,2023-11-07 18:53:33.533,888273.0,,,,,1.0,19608.0,,,,,,,,,,,,,,,,,,,
29,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-12-07 13:15:41.000000,2023-12-06 18:56:27,3386.0,51.0,3777.0,439.0,3036.0,345.0,2867.0,15719.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",290.0,43,True,2023-09-12 02:08:33.000,4.1.0,34.0,lightgbm,conda-forge/lightgbm,,,,28493.0,27642.0,https://pypi.org/project/lightgbm,2023-09-12 02:08:33.000,851.0,6691559.0,6748744.0,https://anaconda.org/conda-forge/lightgbm,2023-10-25 14:14:10.430,2128789.0,,,,,2.0,208122.0,,,,,,,,,,,,,,,,,,,
30,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-11-29 14:59:13.000000,2023-11-09 20:19:22,14452.0,7.0,2781.0,467.0,1435.0,267.0,1493.0,12572.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,444.0,43,True,2023-07-20 15:52:53.307,0.9.9,59.0,nltk,conda-forge/nltk,,,,248946.0,236189.0,https://pypi.org/project/nltk,2023-07-20 15:52:53.307,12757.0,13231961.0,13258822.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2363788.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
31,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-12-06 16:20:56.000000,2023-12-06 08:40:06,7925.0,62.0,1661.0,212.0,5534.0,1020.0,4051.0,11587.0,Parallel computing with task scheduling.,590.0,43,True,2023-12-01 23:25:41.000,2023.12.0,185.0,dask,conda-forge/dask,,,,58219.0,55154.0,https://pypi.org/project/dask,2023-12-01 23:25:41.000,3065.0,6590139.0,6835454.0,https://anaconda.org/conda-forge/dask,2023-12-02 01:29:12.432,10548575.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,
32,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-12-07 13:24:09.000000,2023-12-06 11:47:00,15141.0,37.0,2754.0,278.0,3817.0,2653.0,2719.0,9100.0,Statsmodels: statistical modeling and econometrics in Python.,417.0,43,True,2023-05-05 11:36:02.375,0.14.0,35.0,statsmodels,conda-forge/statsmodels,,,,114624.0,109161.0,https://pypi.org/project/statsmodels,2023-05-05 11:36:02.375,5463.0,11453030.0,11737392.0,https://anaconda.org/conda-forge/statsmodels,2023-10-05 23:45:15.777,11943230.0,,,,,2.0,30.0,,,,,,,,,,,,,,,,,,,
33,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-12-07 06:17:46.000000,2023-12-07 06:17:46,5727.0,79.0,1625.0,195.0,4866.0,643.0,1218.0,6422.0,TensorFlows Visualization Toolkit.,309.0,43,True,2023-11-02 20:49:50.000,2.15.1,56.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],205653.0,202770.0,https://pypi.org/project/tensorboard,2023-11-02 20:49:50.000,2883.0,21837064.0,21942748.0,https://anaconda.org/conda-forge/tensorboard,2023-11-03 15:31:12.158,4438732.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
34,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-12-07 11:34:42.000000,2023-12-06 16:18:56,3750.0,75.0,6818.0,398.0,5097.0,945.0,2283.0,14862.0,"Datasets, Transforms and Models specific to Computer Vision.",560.0,42,True,2023-11-15 22:18:12.000,0.16.1,39.0,torchvision,conda-forge/torchvision,,,['pytorch'],4858.0,21.0,https://pypi.org/project/torchvision,2023-11-15 16:45:49.000,4837.0,9964631.0,9993458.0,https://anaconda.org/conda-forge/torchvision,2023-11-29 04:14:14.487,937198.0,,,,,1.0,34307.0,,,,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-12-07 10:40:30.000000,2023-12-01 21:28:34,4589.0,83.0,2052.0,1696.0,4428.0,282.0,2564.0,11379.0,WebGL2 powered visualization framework.,240.0,42,True,2023-12-05 13:38:21.826,8.9.33,624.0,pydeck,conda-forge/pydeck,,,['jupyter'],7378.0,6846.0,https://pypi.org/project/pydeck,2023-04-15 06:29:01.705,52.0,1926685.0,2379220.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,464813.0,,,,,1.0,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2023-12-05 13:38:21.826,480.0,442431.0,,,,,,,,,,,
36,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-12-06 17:51:23.000000,2023-12-06 17:51:23,3607.0,44.0,778.0,143.0,1305.0,175.0,1722.0,8586.0,Declarative statistical visualization library for Python.,159.0,42,True,2023-11-28 06:23:39.000,5.2.0,39.0,altair,conda-forge/altair,,,,92441.0,91810.0,https://pypi.org/project/altair,2023-11-28 05:41:35.000,631.0,15382617.0,15470270.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2103669.0,,,,,1.0,91.0,,,,,,,,,,,,,,,,,,,
37,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-12-07 11:32:50.000000,2023-11-30 14:06:51,13785.0,98.0,2214.0,186.0,4321.0,742.0,2030.0,5694.0,Image processing in Python.,641.0,42,False,2023-10-03 21:36:37.000,0.22.0,59.0,scikit-image,conda-forge/scikit-image,,,,173045.0,162682.0,https://pypi.org/project/scikit-image,2023-10-03 21:35:27.000,10363.0,9576444.0,9715278.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5831058.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
