,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
10,scikit-learn,scikit-learn/scikit-learn,,ml-frameworks,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000000,2021-12-16 12:49:50.000000,2021-12-15 16:09:07.000000,22399,2491.0,7327.0,48306.0,,scikit-learn: machine learning in Python.,2428.0,38,True,2021-10-25 11:00:07.000000,1.0.1,59.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],332168.0,294280.0,https://pypi.org/project/scikit-learn,2021-12-15 14:37:22.451000,37888.0,24772784.0,24932945.0,https://anaconda.org/conda-forge/scikit-learn,2021-12-14 20:35:02.518000,10730103.0,,,,,1.0,,758.0,,,,,,,,,,,,,,,,,,,
11,XGBoost,dmlc/xgboost,,ml-frameworks,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000000,2021-12-16 12:37:29.000000,2021-12-16 12:37:29.000000,8246,308.0,3973.0,22003.0,5582.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",541.0,38,True,2021-11-24 19:51:13.000000,1.5.1,60.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,26465.0,24873.0,https://pypi.org/project/xgboost,2021-11-24 19:51:13.000000,1592.0,8811576.0,8849382.0,https://anaconda.org/conda-forge/xgboost,2021-11-20 17:37:18.728000,2152864.0,,,,,1.0,,3500.0,,,,,,,,,,,,,,,,,,,
12,spaCy,explosion/spaCy,,nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000000,2021-12-16 13:36:19.000000,2021-12-16 09:28:31.000000,3654,102.0,4864.0,21972.0,15208.0,Industrial-strength Natural Language Processing (NLP) in Python.,643.0,38,True,2021-12-07 16:30:56.000000,3.2.1,189.0,spacy,conda-forge/spacy,,,,35875.0,32809.0,https://pypi.org/project/spacy,2021-12-15 15:54:05.638000,3066.0,5901948.0,5945237.0,https://anaconda.org/conda-forge/spacy,2021-12-14 12:41:39.668000,2507887.0,,,,,1.0,,3103.0,,,,,,,,,,,,,,,,,,,
13,numpy,numpy/numpy,,data-containers,https://github.com/numpy/numpy,https://github.com/numpy/numpy,BSD-3-Clause,2010-09-13 23:02:39.000000,2021-12-16 07:56:09.000000,2021-12-16 07:56:08.000000,6268,2312.0,8092.0,19075.0,,The fundamental package for scientific computing with Python.,1375.0,38,True,2021-11-05 01:42:23.000000,1.21.4,117.0,numpy,conda-forge/numpy,,,,1083365.0,913643.0,https://pypi.org/project/numpy,2021-12-10 22:09:02.000000,169722.0,89789134.0,90200135.0,https://anaconda.org/conda-forge/numpy,2021-11-05 22:05:37.357000,27062050.0,,,,,1.0,,432492.0,,,,,,,,,,,,,,,,,,,
14,Matplotlib,matplotlib/matplotlib,,data-viz,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000000,2021-12-16 13:31:39.000000,2021-12-16 08:52:09.000000,6167,1738.0,6738.0,14724.0,,matplotlib: plotting with Python.,1316.0,38,True,2021-12-11 08:22:08.000000,3.5.1,90.0,matplotlib,conda-forge/matplotlib,,,,552563.0,473459.0,https://pypi.org/project/matplotlib,2021-12-11 08:22:08.000000,79104.0,26734005.0,26874971.0,https://anaconda.org/conda-forge/matplotlib,2021-12-13 20:23:04.086000,10572455.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
15,Seaborn,mwaskom/seaborn,,data-viz,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000000,2021-12-13 03:46:11.000000,2021-11-27 18:58:32.000000,1489,97.0,1845.0,9000.0,2812.0,Statistical data visualization in Python.,161.0,38,True,2021-08-16 00:42:18.000000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,142711.0,129925.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000000,12786.0,6868711.0,6918257.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619000,3170879.0,,,,,1.0,,209.0,,,,,,,,,,,,,,,,,,,
16,PySpark,apache/spark,,ml-frameworks,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000000,2021-12-16 12:08:23.000000,2021-12-16 06:22:51.000000,24892,244.0,,31597.0,31915.0,Apache Spark Python API.,2585.0,37,True,2021-10-18 08:17:19.000000,3.2.0,27.0,pyspark,conda-forge/pyspark,,,['spark'],760.0,,https://pypi.org/project/pyspark,2021-10-18 08:17:19.000000,760.0,15382068.0,15406432.0,https://anaconda.org/conda-forge/pyspark,2021-10-18 11:47:59.356000,1388794.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,,
17,Arrow,apache/arrow,,data-containers,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23.000000,2021-12-16 14:34:22.000000,2021-12-16 14:25:23.000000,2132,182.0,683.0,8819.0,10578.0,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,780.0,37,True,2021-10-26 15:00:11.000000,6.0.0,35.0,pyarrow,conda-forge/arrow,,,,1043.0,57.0,https://pypi.org/project/pyarrow,2021-11-18 03:54:39.000000,986.0,32386599.0,32399152.0,https://anaconda.org/conda-forge/arrow,2021-10-26 15:18:02.635000,841077.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
18,SymPy,sympy/sympy,,others,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000000,2021-12-16 13:45:57.000000,2021-12-15 17:41:19.000000,3508,4242.0,7703.0,8683.0,49531.0,A computer algebra system written in pure Python.,1125.0,37,True,2021-10-08 23:27:06.000000,sympy-1.9,40.0,sympy,conda-forge/sympy,,,,44245.0,37823.0,https://pypi.org/project/sympy,2021-10-08 23:29:29.000000,6422.0,2074878.0,2106328.0,https://anaconda.org/conda-forge/sympy,2021-11-06 22:30:34.086000,1815346.0,,,,,1.0,,439993.0,,,,,,,,,,,,,,,,,,,
19,Tensorboard,tensorflow/tensorboard,,ml-experiments,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000000,2021-12-16 13:56:12.000000,2021-12-16 04:03:42.000000,1457,552.0,1056.0,5718.0,4890.0,TensorFlow's Visualization Toolkit.,274.0,37,True,2021-10-13 16:17:43.000000,2.7.0,39.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],91928.0,88314.0,https://pypi.org/project/tensorboard,2021-10-13 16:17:43.000000,3614.0,12571478.0,12626489.0,https://anaconda.org/conda-forge/tensorboard,2021-11-10 21:16:52.072000,2695546.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
20,OpenAI Gym,openai/gym,,reinforcement-learning,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000000,2021-12-16 05:45:37.000000,2021-12-16 05:45:37.000000,7337,118.0,1344.0,25968.0,1445.0,A toolkit for developing and comparing reinforcement learning algorithms.,329.0,36,True,2021-10-06 22:04:25.000000,0.21.0,96.0,gym,,,,,28695.0,25133.0,https://pypi.org/project/gym,2021-10-06 22:04:25.000000,3562.0,931156.0,931156.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
21,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-12-14 08:13:11.000000,2021-12-04 17:24:08.000000,2193,1217.0,564.0,14898.0,2011.0,A game theoretic approach to explain the output of any machine learning model.,162.0,36,True,2021-10-20 18:36:57.000000,0.40.0,94.0,shap,conda-forge/shap,,,,4163.0,4027.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000000,136.0,4314059.0,4332115.0,https://anaconda.org/conda-forge/shap,2021-10-24 14:05:16.285000,722255.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
22,LightGBM,microsoft/LightGBM,,ml-frameworks,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000000,2021-12-16 00:41:30.000000,2021-12-15 21:28:26.000000,3433,163.0,2350.0,13279.0,2822.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",246.0,36,True,2021-10-27 23:58:39.000000,3.3.1,27.0,lightgbm,conda-forge/lightgbm,,,,10866.0,10310.0,https://pypi.org/project/lightgbm,2021-10-27 23:58:39.000000,556.0,10921555.0,10939626.0,https://anaconda.org/conda-forge/lightgbm,2021-11-20 15:50:31.621000,834041.0,,,,,1.0,,130769.0,,,,,,,,,,,,,,,,,,,
23,gensim,RaRe-Technologies/gensim,,nlp,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000000,2021-12-13 14:39:39.000000,2021-12-13 14:39:39.000000,4094,380.0,1360.0,12756.0,4263.0,Topic Modelling for Humans.,417.0,36,True,2021-09-18 14:21:47.000000,4.1.2,89.0,gensim,conda-forge/gensim,,,,33824.0,29082.0,https://pypi.org/project/gensim,2021-09-17 00:24:57.000000,4742.0,10195223.0,10210122.0,https://anaconda.org/conda-forge/gensim,2021-11-09 13:39:50.380000,757452.0,,,,,1.0,,3501.0,,,,,,,,,,,,,,,,,,,
24,Plotly,plotly/plotly.py,,data-viz,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000000,2021-12-16 02:57:21.000000,2021-12-16 02:57:21.000000,2035,1005.0,1152.0,10694.0,5323.0,The interactive graphing library for Python (includes Plotly Express).,189.0,36,True,2021-11-15 14:40:20.000000,5.4.0,275.0,plotly,conda-forge/plotly,,,,4995.0,9.0,https://pypi.org/project/plotly,2021-11-15 14:39:00.000000,4982.0,8228243.0,8319970.0,https://anaconda.org/conda-forge/plotly,2021-11-15 16:33:27.242000,2124335.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133000,4.0,58535.0,,,,,,,,,,,,,
25,joblib,joblib/joblib,,data-pipelines,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000000,2021-12-10 08:11:05.000000,2021-11-08 20:50:44.000000,315,332.0,376.0,2620.0,1385.0,Computing with Python functions.,106.0,36,True,2021-10-07 14:42:42.000000,1.1.0,102.0,joblib,conda-forge/joblib,,,,155397.0,148787.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000000,6610.0,26761374.0,26861515.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705000,6509177.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
26,h5py,h5py/h5py,,data-containers,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000000,2021-12-11 15:44:28.000000,2021-12-11 15:44:27.000000,431,221.0,1055.0,1642.0,3849.0,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,172.0,36,True,2021-11-16 13:35:22.000000,3.6.0,31.0,h5py,conda-forge/h5py,,,,165650.0,142714.0,https://pypi.org/project/h5py,2021-11-16 13:35:22.000000,22936.0,11290459.0,11388725.0,https://anaconda.org/conda-forge/h5py,2021-11-26 22:25:41.747000,6778459.0,,,,,2.0,,1620.0,,,,,,,,,,,,,,,,,,,
27,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-12-16 13:48:24.000000,2021-12-16 12:57:03.000000,2033,475.0,3935.0,16620.0,6234.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",588.0,35,True,2021-12-15 23:17:49.000000,1.5.6,199.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],6020.0,6006.0,https://pypi.org/project/pytorch-lightning,2021-12-15 23:17:49.000000,14.0,867115.0,888622.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-12-16 09:11:14.920000,384090.0,,,,,2.0,,4905.0,,,,,,,,,,,,,,,,,,,
28,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-12-16 12:33:51.000000,2021-12-15 23:46:57.000000,2223,481.0,1312.0,11819.0,1862.0,Open standard for machine learning interoperability.,217.0,35,True,2021-10-26 19:14:09.000000,1.10.2,24.0,onnx,conda-forge/onnx,,,,5263.0,4967.0,https://pypi.org/project/onnx,2021-10-26 19:14:09.000000,296.0,1236415.0,1243452.0,https://anaconda.org/conda-forge/onnx,2021-12-14 07:56:56.053000,327937.0,,,,,1.0,,17283.0,,,,,,,,,,,,,,,,,,,
29,nltk,nltk/nltk,,nlp,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2021-12-16 13:55:18.000000,2021-12-16 13:55:18.000000,2530,207.0,1362.0,10305.0,,Suite of libraries and programs for symbolic and statistical natural language processing for English.,412.0,35,True,2021-10-11 03:49:05.000000,3.6.5,47.0,nltk,conda-forge/nltk,,,,144866.0,123874.0,https://pypi.org/project/nltk,2021-12-15 13:44:07.381000,20992.0,9541646.0,9558517.0,https://anaconda.org/conda-forge/nltk,2021-10-11 12:28:19.966000,1079779.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
30,networkx,networkx/networkx,,graph,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000000,2021-12-15 13:42:18.312000,2021-12-13 05:58:42.000000,2451,327.0,2452.0,10048.0,,Network Analysis in Python.,559.0,35,True,2021-09-09 22:09:39.000000,2.6.3,70.0,networkx,conda-forge/networkx,,,,113909.0,93091.0,https://pypi.org/project/networkx,2021-12-15 13:42:18.312000,20818.0,17098411.0,17181821.0,https://anaconda.org/conda-forge/networkx,2021-10-26 12:59:30.009000,5171424.0,,,,,1.0,,57.0,,,,,,,,,,,,,,,,,,,
31,Theano,Theano/Theano,,ml-frameworks,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2021-12-01 00:24:43.000000,2021-11-23 08:52:10.000000,2509,679.0,2086.0,9499.0,28127.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,35,True,2020-07-27 16:13:54.000000,1.0.5,45.0,theano,conda-forge/theano,,,,17364.0,11890.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,228410.0,255985.0,https://anaconda.org/conda-forge/theano,2021-11-10 16:59:17.809000,1792427.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
32,Pillow,python-pillow/Pillow,,image,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000000,2021-12-15 20:39:46.000000,2021-12-15 09:14:04.000000,1733,174.0,2214.0,9236.0,,The friendly PIL fork (Python Imaging Library).,375.0,35,True,2021-10-15 08:16:09.000000,8.4.0,84.0,Pillow,conda-forge/pillow,,,,111426.0,,https://pypi.org/project/Pillow,2021-10-15 08:10:15.000000,111426.0,35233016.0,35408125.0,https://anaconda.org/conda-forge/pillow,2021-11-10 16:07:31.860000,11907417.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
33,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-12-16 14:29:52.000000,2021-12-16 09:20:54.000000,3117,2165.0,6820.0,18527.0,10731.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",604.0,34,True,2021-12-03 19:08:29.000000,ray-1.9.0,60.0,ray,,,,,3702.0,3542.0,https://pypi.org/project/ray,2021-12-03 03:29:57.000000,160.0,835786.0,835786.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
34,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-12-09 17:36:00.000000,2021-11-27 16:59:30.000000,2314,103.0,850.0,15223.0,4011.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",568.0,34,True,2021-11-06 14:59:15.000000,3.0.3,73.0,luigi,luigi,,,,2284.0,1608.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,658964.0,659085.0,https://anaconda.org/anaconda/luigi,2021-04-17 18:49:18.708000,8524.0,,,,,1.0,,,stable/luigi,,,,,,0.0,,,,,,,,,,,,
35,dask,dask/dask,,distributed-ml,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000000,2021-12-16 13:37:24.000000,2021-12-15 19:13:18.000000,1406,752.0,3370.0,9300.0,,Parallel computing with task scheduling.,490.0,34,True,2021-12-10 19:50:17.000000,2021.12.0,133.0,dask,conda-forge/dask,,,,36260.0,32344.0,https://pypi.org/project/dask,2021-12-10 19:50:17.000000,3916.0,5740490.0,5811027.0,https://anaconda.org/conda-forge/dask,2021-12-11 02:29:38.463000,4726015.0,,,,,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,
36,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-12-16 14:32:52.000000,2021-12-13 15:48:38.000000,1692,129.0,2196.0,9300.0,3888.0,WebGL2 powered visualization framework.,185.0,34,True,2021-12-09 17:45:11.000000,8.6.5,506.0,pydeck,conda-forge/pydeck,,,['jupyter'],2625.0,2063.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000000,2.0,657580.0,901112.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329000,63045.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-12-13 15:52:11.228000,560.0,240667.0,,,,,,,,,,,,,
37,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-12-14 14:40:21.000000,2021-12-11 11:36:16.000000,1261,169.0,769.0,8057.0,1618.0,Simple job queues for Python.,249.0,34,True,2021-12-07 12:48:17.000000,1.10.1,68.0,rq,conda-forge/rq,,,,12570.0,9246.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000000,3324.0,502554.0,503566.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099000,65793.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
38,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-12-16 14:41:53.000000,2021-12-16 14:31:13.000000,3299,209.0,,5149.0,33917.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1185.0,34,True,2021-11-11 20:03:02.000000,2.34.0,48.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-12-15 22:43:23.000000,186.0,3812107.0,3812107.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
