,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2022-11-17 12:02:13.000000,2022-11-17 09:25:01,15693.0,116.0,3971,551.0,3418.0,102.0,5200.0,24583,Industrial-strength Natural Language Processing (NLP) in Python.,704.0,44,True,2022-11-10 13:42:15.000,3.4.3,199.0,spacy,conda-forge/spacy,,3148.0,4379924.0,47924.0,45549.0,https://pypi.org/project/spacy,2022-04-05 12:33:50.000,2375.0,4338600.0,https://anaconda.org/conda-forge/spacy,2022-11-16 19:33:53.065,2848367.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2022-11-17 14:04:12.000000,2022-11-17 14:04:11,6032.0,130.0,8503,929.0,3847.0,328.0,4326.0,23463,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",583.0,44,True,2022-11-03 23:39:57.000,1.7.1,69.0,xgboost,conda-forge/xgboost,,5431.0,8661462.0,40026.0,38656.0,https://pypi.org/project/xgboost,2022-05-09 09:32:28.000,1370.0,8612191.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3346951.0,1.0,,https://xgboost.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2022-11-17 14:53:06.000000,2022-11-17 13:48:38,15051.0,1011.0,3989,432.0,18127.0,2728.0,9500.0,22724,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,782.0,44,True,2022-11-08 01:55:02.000,ray-2.1.0,78.0,ray,conda-forge/ray-tune,,,2113560.0,6654.0,6375.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,2110255.0,https://anaconda.org/conda-forge/ray-tune,2022-11-09 09:49:05.285,76036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-11-17 05:34:20.000000,2022-11-16 22:04:53,13842.0,1056.0,1942,286.0,8110.0,1176.0,2735.0,20941,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",474.0,44,True,2022-11-15 15:35:37.526,0.3.25,132.0,jax,conda-forge/jaxlib,,,612185.0,6385.0,6064.0,https://pypi.org/project/jax,2022-06-28 20:01:20.000,321.0,599303.0,https://anaconda.org/conda-forge/jaxlib,2022-11-16 06:34:38.190,515284.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2022-11-17 12:35:54.000000,2022-11-16 13:14:51,7107.0,93.0,2773,274.0,3001.0,394.0,2676.0,11844,Network Analysis in Python.,632.0,44,True,2022-11-01 20:33:20.972,2.8.8,84.0,networkx,conda-forge/networkx,,60.0,20467640.0,137399.0,123940.0,https://pypi.org/project/networkx,2022-06-14 04:04:30.000,13459.0,20346313.0,https://anaconda.org/conda-forge/networkx,2022-11-02 12:22:18.460,8856885.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2022-11-07 09:12:42.000000,2022-11-05 09:37:31,14374.0,48.0,2650,470.0,1387.0,229.0,1432.0,11232,Suite of libraries and programs for symbolic and statistical natural language processing for English.,434.0,44,True,2021-12-28 23:28:57.000,3.6.7,50.0,nltk,conda-forge/nltk,,,12045336.0,174096.0,162137.0,https://pypi.org/project/nltk,2022-02-09 12:40:48.000,11959.0,12024152.0,https://anaconda.org/conda-forge/nltk,2021-12-29 03:25:44.981,1588874.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2022-11-16 22:54:30.000000,2022-11-13 13:43:02,14778.0,77.0,2602,271.0,3648.0,2457.0,2573.0,7908,Statsmodels: statistical modeling and econometrics in Python.,389.0,44,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,26.0,9437199.0,77980.0,73315.0,https://pypi.org/project/statsmodels,2022-02-08 18:11:09.000,4665.0,9335525.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,7828930.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000,2022-11-17 13:21:21.000000,2022-11-17 04:23:30,13326.0,78.0,2067,187.0,3887.0,641.0,1894.0,5121,Image processing in Python.,581.0,44,True,2022-06-12 18:12:41.000,0.19.3,45.0,scikit-image,conda-forge/scikit-image,,,6030219.0,127079.0,117713.0,https://pypi.org/project/scikit-image,2022-06-12 18:11:12.000,9366.0,5976222.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4211785.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-11-17 14:19:38.000000,2022-11-17 11:00:52,34732.0,839.0,26265,2071.0,38661.0,234.0,,34368,Apache Spark Python API.,2759.0,43,True,2022-07-15 14:55:05.769,3.2.2,31.0,pyspark,conda-forge/pyspark,['spark'],,27671391.0,849.0,,https://pypi.org/project/pyspark,2022-06-15 08:58:01.000,849.0,27639922.0,https://anaconda.org/conda-forge/pyspark,2022-10-25 13:22:53.684,2139898.0,2.0,,,stable/spark,,,,,,,,,,,,,,,,,,,,,,
23,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-11-17 14:41:28.000000,2022-11-17 06:15:30,19869.0,217.0,4007,451.0,5419.0,687.0,6399.0,16897,"Interactive Data Visualization in the browser, from Python.",623.0,43,True,2022-11-14 19:55:38.548,3.0.2,149.0,bokeh,conda-forge/bokeh,,,3560600.0,3724.0,172.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3552.0,3422936.0,https://anaconda.org/conda-forge/bokeh,2022-11-15 00:21:46.763,9223523.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2022-11-16 22:55:07.000000,2022-11-16 21:24:20,7437.0,108.0,1557,220.0,4933.0,819.0,3822.0,10485,Parallel computing with task scheduling.,565.0,43,True,2022-11-15 19:40:58.533,2022.11.0,157.0,dask,conda-forge/dask,,,7747020.0,44103.0,41438.0,https://pypi.org/project/dask,2022-06-24 16:00:12.000,2665.0,7654745.0,https://anaconda.org/conda-forge/dask,2022-11-15 21:08:25.285,7197512.0,1.0,,,stable/dask,,,,,,,,,,,,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2022-11-17 11:21:28.000000,2022-11-16 23:31:54,5267.0,109.0,1551,192.0,4344.0,607.0,1145.0,6027,TensorFlows Visualization Toolkit.,290.0,43,True,2022-11-09 01:43:55.758,2.11.0,45.0,tensorboard,conda-forge/tensorboard,['tensorflow'],,18005955.0,133744.0,131325.0,https://pypi.org/project/tensorboard,2022-06-08 16:31:57.000,2419.0,17948309.0,https://anaconda.org/conda-forge/tensorboard,2022-11-09 05:16:36.975,3458789.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2022-11-11 16:26:01.000000,2022-10-25 17:01:14,1755.0,43.0,8036,989.0,1432.0,28.0,1689.0,29037,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,42,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,1003054.0,36271.0,33800.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2471.0,997871.0,https://anaconda.org/conda-forge/gym,2022-07-10 13:48:52.471,160692.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
27,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2022-11-17 14:19:25.000000,2022-11-17 13:31:19,38542.0,1498.0,4767,735.0,32370.0,2905.0,13615.0,19169,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,856.0,42,True,2022-11-17 07:58:00.776,2.4.0,58.0,paddlepaddle,,['paddle'],15322.0,92398.0,216.0,166.0,https://pypi.org/project/paddlepaddle,2022-07-05 06:35:15.000,50.0,92194.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
28,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2022-11-17 12:51:56.000000,2022-11-06 04:48:36,3117.0,69.0,3640,449.0,2734.0,245.0,2624.0,14414,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",273.0,42,True,2022-10-10 21:18:04.234,3.3.3,30.0,lightgbm,conda-forge/lightgbm,,170411.0,7100703.0,16989.0,16346.0,https://pypi.org/project/lightgbm,2022-01-07 15:20:18.000,643.0,7077472.0,https://anaconda.org/conda-forge/lightgbm,2022-10-28 00:50:18.967,1324053.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-11-17 13:12:43.000000,2022-11-17 13:12:43,3200.0,297.0,6335,379.0,4334.0,819.0,1969.0,12805,"Datasets, Transforms and Models specific to Computer Vision.",511.0,42,True,2022-10-28 16:48:51.000,0.14.0,33.0,torchvision,conda-forge/torchvision,['pytorch'],15224.0,7114246.0,3719.0,,https://pypi.org/project/torchvision,2022-06-28 16:31:05.000,3719.0,7106781.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,427047.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-11-17 08:56:56.000000,2022-11-15 18:21:04,4260.0,75.0,1865,1731.0,4027.0,173.0,2383.0,10403,WebGL2 powered visualization framework.,208.0,42,True,2022-11-15 10:22:32.162,8.8.20,568.0,pydeck,conda-forge/pydeck,['jupyter'],,1274614.0,5333.0,4890.0,https://pypi.org/project/pydeck,2021-10-25 17:38:40.000,24.0,922295.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,229466.0,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2022-11-15 10:22:32.162,419.0,345366.0,,,,,,,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-11-14 23:19:51.000000,2022-11-14 23:19:51,3080.0,71.0,1663,251.0,938.0,104.0,2076.0,10068,Statistical data visualization in Python.,178.0,42,True,2022-10-18 13:02:16.355,0.12.1,32.0,seaborn,conda-forge/seaborn,,235.0,8727394.0,9410.0,,https://pypi.org/project/seaborn,2022-06-27 10:51:34.000,9410.0,8658307.0,https://anaconda.org/conda-forge/seaborn,2022-10-18 18:26:52.529,5181390.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-11-17 14:33:31.000000,2022-11-17 12:24:59,5098.0,218.0,1932,284.0,2789.0,540.0,2303.0,21452,Streamlit The fastest way to build data apps in Python.,158.0,41,True,2022-11-11 19:18:02.527,1.14.1,186.0,streamlit,,,,961758.0,908.0,487.0,https://pypi.org/project/streamlit,2022-07-27 21:22:03.770,421.0,961758.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-11-17 13:47:13.000000,2022-11-17 09:13:09,8179.0,734.0,2634,227.0,7666.0,609.0,5071.0,20635,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",800.0,41,True,2022-11-10 20:40:04.155,1.8.1,227.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],9240.0,3232446.0,509.0,113.0,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,3211267.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-09-23 22:18:39.548,605554.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-11-17 00:27:09.000000,2022-11-16 22:06:57,2107.0,72.0,3127,429.0,2429.0,330.0,1863.0,13557,Open standard for machine learning interoperability.,262.0,41,True,2022-06-18 02:58:18.000,1.12.0,26.0,onnx,conda-forge/onnx,,18144.0,2131534.0,9683.0,9291.0,https://pypi.org/project/onnx,2022-06-18 02:36:59.000,392.0,2121687.0,https://anaconda.org/conda-forge/onnx,2022-10-28 09:16:24.405,573039.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-11-17 09:30:24.000000,2022-11-17 09:30:23,3489.0,443.0,3037,286.0,4669.0,976.0,1741.0,13046,Open source platform for the machine learning lifecycle.,510.0,41,True,2022-11-15 04:58:02.747,2.0.1,66.0,mlflow,conda-forge/mlflow,,,12013071.0,329.0,,https://pypi.org/project/mlflow,2022-06-29 03:41:27.000,329.0,11988577.0,https://anaconda.org/conda-forge/mlflow,2022-11-16 15:38:48.827,1053266.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-11-16 08:49:59.000000,2022-10-27 20:14:12,5643.0,39.0,2234,275.0,1420.0,1289.0,1227.0,12440,The interactive graphing library for Python (includes Plotly Express).,201.0,41,True,2022-10-27 17:34:35.000,5.11.0,284.0,plotly,conda-forge/plotly,,,8409564.0,4159.0,13.0,https://pypi.org/project/plotly,2022-06-24 01:07:53.000,4142.0,8318392.0,https://anaconda.org/conda-forge/plotly,2022-10-29 16:17:19.513,3385647.0,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,4.0,46031.0,,,,,,,,,,,,,,,,,
37,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-11-17 09:08:38.000000,2022-11-17 08:56:01,8149.0,313.0,992,138.0,4354.0,665.0,3336.0,10669,Data Version Control | Git for Data & Models | ML Experiments Management.,276.0,41,True,2022-11-15 13:25:38.632,2.34.2,389.0,dvc,conda-forge/dvc,,125791.0,1397417.0,5411.0,5364.0,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1358913.0,https://anaconda.org/conda-forge/dvc,2022-11-15 17:56:11.643,1300588.0,1.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,,,,,,
38,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-11-17 13:36:54.000000,2022-11-16 17:44:12,5049.0,192.0,660,59.0,4181.0,1292.0,2036.0,1421,A distributed task scheduler for Dask.,297.0,41,True,2022-11-15 19:50:37.116,2022.11.0,188.0,distributed,conda-forge/distributed,,,4138522.0,26811.0,25626.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1185.0,4027417.0,https://anaconda.org/conda-forge/distributed,2022-11-15 20:40:27.692,8666263.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
